year,petit_ADJ essai_NOUN
1946,1.071924993212292e-07
1947,1.1682453338046628e-07
1948,8.806229079283412e-08
1949,1.0602369027168379e-07
1950,9.678179146987986e-08
1951,1.364659435454385e-07
1952,1.444638133563103e-07
1953,1.0342874645630218e-07
1954,1.270429663691175e-07
1955,1.4172268247847342e-07
1956,1.2035175034341705e-07
1957,1.0778745629380637e-07
1958,1.1663863397348706e-07
1959,1.0696031882417856e-07
1960,1.065808363787113e-07
1961,1.0213794210400806e-07
1962,1.319126964327566e-07
1963,1.034568535285274e-07
1964,1.3263051246159563e-07
1965,1.3297065359907378e-07
1966,9.859553129487608e-08
1967,1.0107187708996435e-07
1968,1.262087827580416e-07
1969,8.629339504073741e-08
1970,1.0255156523975018e-07
1971,1.0225411073427892e-07
1972,9.08035970859089e-08
1973,1.0475086908989795e-07
1974,9.844750747944886e-08
1975,1.0052205245969503e-07
1976,1.1484189016419677e-07
1977,9.285315449858444e-08
1978,1.0336628575302598e-07
1979,9.655756016968553e-08
1980,1.0062716815362194e-07
1981,1.1449244596839492e-07
1982,1.2042554131674876e-07
1983,1.2756937683988667e-07
1984,1.1829977675237302e-07
1985,1.3294383127693266e-07
1986,1.0370459546660271e-07
1987,1.2221633982623104e-07
1988,1.2952555894507611e-07
1989,1.1031125457527935e-07
1990,1.057038265805943e-07
1991,1.3422755618108795e-07
1992,1.344426335259108e-07
1993,1.290635367467985e-07
1994,1.2554325024005664e-07
1995,1.350190199644885e-07
1996,1.2704659235751592e-07
1997,1.4240836154755243e-07
1998,1.635468267480178e-07
1999,1.5904300498803536e-07
2000,1.4712045104392502e-07
2001,1.3275072041629699e-07
2002,1.5509523565437888e-07
2003,1.629266883629299e-07
2004,1.8940602153350028e-07
2005,1.8780635691051373e-07
2006,1.9065829731657047e-07
2007,1.5059187452592937e-07
2008,1.541193165865984e-07
2009,1.358934866857453e-07
2010,1.133710347822614e-07
2011,1.147191593942054e-07
2012,1.0076588186080926e-07
2013,1.2578954011743804e-07
2014,1.0199247046926985e-07
2015,8.223494718517799e-08
2016,7.187549633247414e-08
2017,9.131669442830059e-08
2018,9.68049983507413e-08
2019,7.729492990105058e-08
