year,soient_VERB en_ADP,soient_VERB dans_ADP
1869,2.262534380292891e-06,8.433837832555469e-07
1870,2.391671785062499e-06,8.067806591682825e-07
1871,1.8703892656901644e-06,8.496941699132066e-07
1872,2.1939745948884593e-06,7.903872396575196e-07
1873,2.33274592176258e-06,8.332518248721499e-07
1874,2.210605284602707e-06,7.545931173247311e-07
1875,2.0500232409403907e-06,7.317832929620849e-07
1876,2.1396846392462976e-06,7.345907744316094e-07
1877,2.1653041919478255e-06,7.131092787382443e-07
1878,1.7634138380628883e-06,6.685271152218064e-07
1879,2.119935818001295e-06,7.282315532819439e-07
1880,1.9998007978472288e-06,6.751574099794766e-07
1881,2.079201760096794e-06,7.586088477395947e-07
1882,2.083801177832356e-06,7.620416129228147e-07
1883,2.084749894493143e-06,6.72377671318003e-07
1884,1.9904117252167453e-06,7.539137767409443e-07
1885,2.071627321242886e-06,6.651896109488575e-07
1886,2.1277070132441622e-06,7.247239903751534e-07
1887,2.167602978886407e-06,6.711734563680238e-07
1888,1.9858805977435168e-06,6.416702325040546e-07
1889,1.8049859296098703e-06,7.135990482964871e-07
1890,2.081673034837195e-06,6.331537392156861e-07
1891,2.071621601373863e-06,7.623567288561617e-07
1892,1.997147990095982e-06,6.293586145567076e-07
1893,2.1228061157785305e-06,7.377782940132249e-07
1894,1.996957877281602e-06,6.320443901586259e-07
1895,1.910308284891471e-06,5.904260582667575e-07
1896,1.9194829867785757e-06,7.052846626720566e-07
1897,2.0014760231390483e-06,6.706547406309937e-07
1898,1.9583566057690405e-06,6.105364711572747e-07
1899,2.099926920351436e-06,7.62805836274083e-07
1900,1.984539654387163e-06,7.049450285734338e-07
1901,1.914701897476334e-06,7.058577349283723e-07
1902,2.1944058516965015e-06,6.93823095865298e-07
1903,2.007261826975082e-06,6.858279952837165e-07
1904,1.9268031294927823e-06,6.379680277390776e-07
1905,1.9373488946428097e-06,6.750273069400237e-07
1906,2.009318453843889e-06,6.569123680577604e-07
1907,1.971766135255848e-06,6.695982213145157e-07
1908,1.972413787854066e-06,6.782628361179377e-07
1909,1.915992623224838e-06,5.974067978087305e-07
1910,1.9244286875164107e-06,6.012169784241905e-07
1911,1.998332599839614e-06,6.831360170878042e-07
1912,1.8363210010363673e-06,6.636802432069544e-07
1913,1.9233943326923963e-06,6.284042939341816e-07
1914,2.002996108529942e-06,5.705625363283673e-07
1915,1.8990588337430836e-06,5.749011928735115e-07
1916,2.106296406623187e-06,6.16396595987112e-07
1917,2.128582984539662e-06,6.590820902374617e-07
1918,2.1422091158740386e-06,6.283047735422542e-07
1919,1.888529716609355e-06,5.064316592751084e-07
1920,2.0588899118934023e-06,5.974490626670104e-07
1921,1.8712258551545347e-06,6.126352669610924e-07
1922,1.9426104067576944e-06,5.149799253700849e-07
1923,1.9204250207849327e-06,5.881235249916017e-07
1924,1.8318998620259208e-06,5.388699184649681e-07
1925,1.830096799437797e-06,5.510086902305034e-07
1926,1.8413420548313297e-06,6.565075700848411e-07
1927,1.80171472052848e-06,5.039449453292377e-07
1928,1.95156788862505e-06,4.867493563764924e-07
1929,1.9395447594661164e-06,5.291692950493143e-07
1930,1.754101802475816e-06,4.905182748871084e-07
1931,2.016467149701384e-06,4.904303283481681e-07
1932,1.7228391371304497e-06,4.3509360825311205e-07
1933,1.9316595327723007e-06,4.943855529404573e-07
1934,1.9326288480669973e-06,4.816595229328868e-07
1935,1.8215728907478024e-06,5.194235539462966e-07
1936,1.7447464735198537e-06,4.934758655039673e-07
1937,1.6658049730722269e-06,4.834989413282642e-07
1938,1.6764022454651695e-06,4.926781747016662e-07
1939,1.7588158520709385e-06,4.817625995912067e-07
1940,1.7953342563714614e-06,4.4629779427651783e-07
1941,1.7827076206344827e-06,4.3682237915732003e-07
1942,1.8144586917401284e-06,5.461581196186671e-07
1943,1.7506508456222036e-06,4.819370538200474e-07
1944,1.7801051228616416e-06,5.33388904599974e-07
1945,1.86697801751734e-06,6.295876566753122e-07
1946,1.9614836261894197e-06,6.041759279540315e-07
1947,1.7976673447606117e-06,6.175011204589964e-07
1948,1.8536568902050021e-06,5.805587930396428e-07
1949,1.9712552337125544e-06,4.839785017196618e-07
1950,1.986685596477855e-06,5.413398795894864e-07
1951,1.7442053348304398e-06,5.458637879485195e-07
1952,1.779962943260216e-06,5.040416350965415e-07
1953,1.8153899059569767e-06,4.578876753313921e-07
1954,1.9134625262040572e-06,4.4269588439505014e-07
1955,1.8724288182170312e-06,4.908672721626317e-07
1956,1.8541147319695028e-06,4.596041618398772e-07
1957,1.8041147349379116e-06,4.5677146265354907e-07
1958,1.843055784434e-06,5.037796073636969e-07
1959,1.897383068438785e-06,4.844217400545858e-07
1960,1.8374812960075815e-06,4.505462567472307e-07
1961,1.888509686409634e-06,4.5788369362753656e-07
1962,1.8023840109293587e-06,4.217401006201271e-07
1963,1.926237295890587e-06,4.4809748978025254e-07
1964,1.9858073017076094e-06,5.518159325035299e-07
1965,1.8714388136942262e-06,5.329770225159791e-07
1966,1.9680331995175493e-06,5.395058959578591e-07
1967,1.9745992929642853e-06,5.541697301048032e-07
1968,1.8194725637243891e-06,5.510967335808914e-07
1969,2.062866341745462e-06,5.609071074275107e-07
1970,1.921807227134309e-06,5.23334907853723e-07
1971,1.8344078966947563e-06,5.24116517297557e-07
1972,1.89251120730205e-06,4.6017416366339603e-07
1973,1.7708410613437309e-06,4.6696835820370097e-07
1974,1.810309004923738e-06,4.2866856597711944e-07
1975,1.6569003911115487e-06,3.929498393340225e-07
1976,1.7671938818963895e-06,4.3708479235959885e-07
1977,1.7806648866525165e-06,4.2136526889891e-07
1978,1.7495041899628916e-06,4.3603940846903555e-07
1979,1.7866074255579178e-06,4.4826117040486224e-07
1980,1.7538689576213073e-06,4.1046787768728166e-07
1981,1.6402149611849381e-06,4.2760715479595035e-07
1982,1.7585854275026236e-06,4.1466113964716556e-07
1983,1.6824001551896117e-06,3.8144509550974703e-07
1984,1.7576794482110358e-06,4.5580207752582425e-07
1985,1.6687158055361806e-06,3.7657392482071117e-07
1986,1.6394917237150253e-06,4.0402832679475864e-07
1987,1.6786414223091128e-06,4.088136380531182e-07
1988,1.6730385530294711e-06,4.095646344293158e-07
1989,1.745771616157299e-06,4.3301285312935534e-07
1990,1.6634731689890714e-06,3.928477219083959e-07
1991,1.6429686633401275e-06,3.8744285557612557e-07
1992,1.578047973183061e-06,4.1820477442167103e-07
1993,1.6994288669636148e-06,3.4398477605224187e-07
1994,1.6362822057303106e-06,3.9509201577025976e-07
1995,1.674452789757197e-06,4.1210625045806637e-07
1996,1.6425309485867956e-06,3.7900454685768636e-07
1997,1.6619104341586421e-06,4.1907377612560026e-07
1998,1.6769510216008143e-06,3.9432429521646384e-07
1999,1.7910618783645305e-06,4.4285249406472715e-07
2000,1.7115454156169108e-06,4.2280561185492616e-07
2001,1.7962968628104647e-06,3.8554662906697956e-07
2002,1.7231343640844443e-06,4.1796853245124055e-07
2003,1.7801094163161224e-06,3.6877268261292784e-07
2004,1.7711665138975263e-06,4.03038398044675e-07
2005,1.7154782563366666e-06,4.220013488653862e-07
2006,1.7739870248334455e-06,4.2455445947719994e-07
2007,1.6501194899376515e-06,4.122302826314872e-07
2008,1.6774312694423088e-06,4.0913996035563116e-07
2009,1.761370268971163e-06,4.329518699108803e-07
2010,1.6736398946726183e-06,3.7979296507728577e-07
2011,1.6917252438908292e-06,4.0954739755072467e-07
2012,1.5751476891701088e-06,4.231486014916186e-07
2013,1.6165768923492863e-06,4.0553876745619277e-07
2014,1.4551792080208514e-06,3.824176217914754e-07
2015,1.4997348631862195e-06,4.133913202863937e-07
2016,1.518499351371716e-06,4.5320921238101164e-07
2017,1.5191776606693352e-06,4.472756840456782e-07
2018,1.5122231866726565e-06,4.259420104957279e-07
2019,1.4525323999148299e-06,4.063723353375792e-07
