year,avaient_VERB étendu_VERB,avaient_VERB détendu_VERB
1887,9.009915657998135e-08,4.570247291724172e-09
1888,8.115986815937504e-08,1.268122939990235e-09
1889,6.703696442400542e-08,6.265136742733546e-10
1890,8.717334054608727e-08,6.554386478008212e-10
1891,5.991766727220238e-08,4.461953917456185e-09
1892,6.26851246465776e-08,1.8805537127519756e-09
1893,5.1114856347567184e-08,1.2316833108982905e-09
1894,9.200247319540722e-08,1.2603078580752936e-09
1895,5.717683748684976e-08,3.0093072478365457e-09
1896,8.668632744956994e-08,1.179405795248556e-09
1897,5.302309347143819e-08,5.826713556089658e-10
1898,5.262269908712369e-08,5.6583546736987955e-09
1899,4.366786754417262e-08,1.1055156790007459e-09
1900,6.384995288044593e-08,0.0
1901,4.5827658112784775e-08,3.353243460679778e-09
1902,5.057592389334786e-08,9.820567692386817e-10
1903,7.128290491209555e-08,5.400220270956879e-10
1904,4.78341632970114e-08,0.0
1905,7.947569002908494e-08,9.28936660926638e-09
1906,5.349951948119269e-08,2.0576738091193647e-09
1907,5.3999855254005524e-08,2.057137349353866e-09
1908,6.090122184332358e-08,3.437972351250096e-09
1909,6.216111358980925e-08,0.0
1910,4.649411167179096e-08,1.068830135508847e-09
1911,4.8947441655400326e-08,4.25629931299909e-09
1912,5.678269232589628e-08,1.0418842455450772e-09
1913,5.409049563809276e-08,7.954484182448596e-09
1914,5.089525245693949e-08,2.678697486047099e-09
1915,3.534228554258334e-08,3.534228465440492e-09
1916,6.043104150421641e-08,2.197492410260793e-09
1917,6.470190072604964e-08,3.289927441585405e-09
1918,9.763419939190499e-08,4.594550517822427e-09
1919,8.563299047636974e-08,0.0
1920,5.83061847692079e-08,0.0
1921,4.013556065274315e-08,7.572747429129834e-10
1922,5.2383342108441866e-08,7.377935484775833e-10
1923,4.989495749896378e-08,0.0
1924,5.801231139912488e-08,0.0
1925,6.378942885021388e-08,1.0998177923937646e-09
1926,5.461607699430715e-08,3.343841648018042e-09
1927,6.355057990958812e-08,2.2298449753321847e-09
1928,6.170062505361784e-08,3.4278122562625413e-09
1929,5.013182757807044e-08,0.0
1930,3.571225093423891e-08,0.0
1931,5.816731984964463e-08,0.0
1932,6.575722011348262e-08,1.0959536611565568e-09
1933,4.817677989876756e-08,2.2941324395731044e-09
1934,5.870974462141021e-08,0.0
1935,6.343190506186147e-08,5.98414207075848e-09
1936,6.183604739362636e-08,1.2124714565686645e-09
1937,6.673292318737367e-08,6.295559185076627e-09
1938,8.68669403075728e-08,1.2965214457594243e-09
1939,5.8117393564316444e-08,0.0
1940,4.81798743123818e-08,0.0
1941,8.854507882460894e-08,0.0
1942,7.888950648293758e-08,0.0
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,6.105053529381621e-08,9.639558484764166e-09
1945,7.84261473540937e-08,2.178504043826024e-09
1946,8.491873870752897e-08,0.0
1947,7.748565877818692e-08,5.960435700558264e-09
1948,6.414413888933268e-08,8.697510267552389e-09
1949,7.755436826073492e-08,9.817008317369869e-10
1950,6.912984673590472e-08,1.0635361480382244e-09
1951,5.757156884556025e-08,2.1322803522849654e-09
1952,5.166953798152463e-08,3.1634410646574906e-09
1953,4.3095308654983455e-08,2.1547654771580937e-09
1954,4.88626810124515e-08,1.9545072227344917e-09
1955,4.786659957289885e-08,4.6928039232341234e-09
1956,2.7907653077363648e-08,8.72114158667614e-10
1957,5.03597163969971e-08,5.301022731885041e-09
1958,6.535072571978162e-08,4.9633461784992505e-09
1959,4.650448559573306e-08,1.5501495642666896e-09
1960,3.8756667208872386e-08,1.3841666701708277e-09
1961,5.419564175213054e-08,4.16889545107324e-09
1962,5.7711801559889864e-08,2.5367825617905737e-09
1963,5.237503231114715e-08,2.5864212993553792e-09
1964,5.658090529436777e-08,0.0
1965,4.81539821350907e-08,1.0944086747954884e-09
1966,4.9297764093125807e-08,1.1078149508847446e-09
1967,4.437302081328198e-08,4.930335584241163e-10
1968,4.446501833399452e-08,2.245707841908029e-09
1969,4.6325929758950224e-08,1.3625273131978588e-09
1970,5.0126104156333895e-08,1.3796175313274261e-09
1971,4.3162540208641076e-08,5.138397485282553e-10
1972,4.104117579117883e-08,5.130146862875051e-10
1973,5.623467913551394e-08,2.205281512956958e-09
1974,3.600365872102884e-08,1.6876715580593782e-09
1975,3.7695770060963696e-08,0.0
1976,3.828062844490887e-08,5.713526873840635e-10
1977,4.995264646368014e-08,5.876781838942691e-10
1978,4.3366316759829715e-08,0.0
1979,3.6867433550469286e-08,2.3407893401383717e-09
1980,3.013130012163856e-08,1.1370301367108482e-09
1981,4.7441620409927054e-08,4.427884725544118e-09
1982,3.1658260013500694e-08,1.8622506869903077e-09
1983,3.536576898000021e-08,3.157658134966823e-09
1984,3.421414973558967e-08,5.799008495621649e-10
1985,3.368712597762169e-08,1.2031116103372597e-09
1986,4.016305155118971e-08,5.994485463567401e-10
1987,5.316410778277714e-08,1.2221633705067347e-09
1988,2.7584148298842592e-08,1.1993107618124554e-09
1989,2.8538234886354985e-08,1.0976244357863152e-09
1990,3.378163526690514e-08,1.089730194969718e-09
1991,4.10302547493302e-08,5.861465202094962e-10
1992,3.195767561692264e-08,5.509944167592096e-10
1993,3.212740296021366e-08,1.1078414852150331e-09
1994,3.850696472795789e-08,0.0
1995,3.036572593373421e-08,2.7112254663563817e-09
1996,2.93595068256991e-08,0.0
1997,3.260528202986279e-08,1.438468344439059e-09
1998,3.57609692969163e-08,2.86087753487152e-09
1999,3.062034892309384e-08,1.3710603763428253e-09
2000,4.1971297548570874e-08,0.0
2001,2.9792239786274877e-08,3.066848330846028e-09
2002,3.066855214228781e-08,4.38122149670761e-10
2003,4.000246178748057e-08,1.2500769308587678e-09
2004,3.1274016265570026e-08,4.404791198453495e-09
2005,3.422849559342467e-08,9.007499190971657e-10
2006,2.8825230202755847e-08,4.1178899179428186e-10
2007,4.913209750156966e-08,7.988958938831558e-10
2008,3.2356542334355254e-08,1.2772318758180745e-09
2009,3.003961168701608e-08,2.384096253749135e-09
2010,4.345889692558558e-08,1.8895172093635892e-09
2011,4.015170418369962e-08,7.64794394481072e-10
2012,3.982975727012672e-08,2.7234021704458655e-09
2013,4.741512427131056e-08,3.0680376017500066e-09
2014,4.612398285530617e-08,4.547434873103384e-09
2015,5.0537920515125734e-08,3.768178213903184e-09
2016,4.9712159722048455e-08,4.142679976837371e-09
2017,3.899197409396038e-08,5.282783988036499e-09
2018,4.7498986077698646e-08,4.64663996169179e-09
2019,4.183619850550713e-08,3.5713827450933877e-09
