year,devait_VERB étendre_VERB,devait_VERB détendre_VERB
1843,4.784597962270709e-08,1.1813822142769936e-09
1844,7.299786375369877e-08,1.097712254427563e-09
1845,5.022205229465726e-08,0.0
1846,4.859236213405893e-08,5.854501328173001e-10
1847,4.368511241636952e-08,7.011190739092399e-09
1848,6.194820656446609e-08,2.413566457803995e-09
1849,6.535943697372204e-08,0.0
1850,6.313766220955586e-08,0.0
1851,3.353708066811123e-08,0.0
1852,4.7526981461487594e-08,6.510545436100301e-10
1853,3.1054046445433414e-08,0.0
1854,2.286092382064453e-08,1.558699391779328e-09
1855,3.502578493908004e-08,0.0
1856,5.7984518520015627e-08,0.0
1857,2.782460128969433e-08,3.905207268672939e-09
1858,2.7893953813418193e-08,1.468102750479261e-09
1859,3.3099126994784456e-08,0.0
1860,1.9681891672007623e-08,0.0
1861,5.2818794671338765e-08,0.0
1862,4.879425219428413e-08,9.035972525772706e-10
1863,4.345320192555846e-08,4.994620828036034e-10
1864,3.1165733105353866e-08,9.589455896019672e-10
1865,3.95374932793402e-08,3.765475486972036e-09
1866,2.919367680931373e-08,6.3252967308358166e-09
1867,4.0278337110066786e-08,0.0
1868,3.1615194018286275e-08,0.0
1869,1.7580669364747337e-08,0.0
1870,4.587239033071455e-08,1.1468097582678638e-09
1871,2.973929724703339e-08,0.0
1872,2.7817760539505798e-08,3.628403577593531e-09
1873,3.591602748542755e-08,2.9930022904522957e-09
1874,3.943242177228967e-08,0.0
1875,3.3757011408397375e-08,2.8607636259891933e-09
1876,3.808989390563511e-08,6.04601479992084e-10
1877,3.958282235316801e-08,6.184815992682502e-10
1878,2.1740719446938783e-08,6.039088673581716e-10
1879,2.6881030734671185e-08,6.10932526790009e-10
1880,2.1820676820993867e-08,6.417846254436199e-10
1881,2.370652651961791e-08,2.091752326904839e-09
1882,4.3925542314582344e-08,6.655385131892899e-10
1883,1.8958017378167824e-08,0.0
1884,3.1688145440966764e-08,0.0
1885,2.6427105837001363e-08,0.0
1886,3.6784744139595205e-08,6.453463874400711e-10
1887,2.8727267675776602e-08,0.0
1888,3.297119732792453e-08,0.0
1889,2.8819629349641218e-08,6.265136742733546e-10
1890,3.342736931699619e-08,0.0
1891,3.6970476458009216e-08,1.9122659011827636e-09
1892,2.8835156484774416e-08,0.0
1893,3.079208354961338e-08,6.158416554491453e-10
1894,1.6384001710889606e-08,0.0
1895,2.5278181325916194e-08,6.018614495673091e-10
1896,3.3613066108273415e-08,1.179405795248556e-09
1897,3.029891004757701e-08,5.826713556089658e-10
1898,1.810673566637888e-08,0.0
1899,3.703477347016815e-08,5.527578395003729e-10
1900,3.7894686499839736e-08,1.5573159428683425e-09
1901,2.5708198236884527e-08,1.676621730339889e-09
1902,1.5712908307818907e-08,4.910283846193408e-10
1903,2.5381035939631147e-08,0.0
1904,3.0635362691100454e-08,1.0749250378694342e-09
1905,1.909480928929952e-08,1.0321518084666081e-09
1906,1.388929860013377e-08,5.144184522798412e-10
1907,2.4171363577352167e-08,1.028568674676933e-09
1908,1.6698722404839828e-08,4.911389073214423e-10
1909,1.6502950117569526e-08,1.1001967115120692e-09
1910,2.1911017000775246e-08,5.344150677544235e-10
1911,2.606983251496331e-08,1.0640748282497725e-09
1912,1.4586379215586476e-08,2.6047106693738442e-09
1913,1.3787773589513108e-08,1.060597942803554e-09
1914,2.4108278040557707e-08,1.3393487430235496e-09
1915,1.295883844676382e-08,0.0
1916,4.724608615447323e-08,1.0987462051303964e-09
1917,3.728584374584898e-08,2.1932848870420685e-09
1918,3.5607765624945387e-08,2.2972752589112133e-09
1919,2.4861190439651182e-08,3.6831393490643904e-09
1920,3.63467123065675e-08,7.572231730534895e-10
1921,1.1359120755116692e-08,0.0
1922,2.951174238319254e-08,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,1.4180787211159895e-08,0.0
1925,2.4195990988573612e-08,1.0998177923937646e-09
1926,2.1177662290483568e-08,3.343841648018042e-09
1927,1.6723836537835268e-08,0.0
1928,2.170947865920425e-08,0.0
1929,2.6736975300423182e-08,1.1140406375176326e-09
1930,2.520864939015155e-08,0.0
1931,3.42160717536899e-08,2.2810713318222042e-09
1932,1.753525857850491e-08,0.0
1933,2.6382522833046096e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,0.0
1935,1.795242710045386e-08,0.0
1936,1.6974599503782883e-08,2.424942913137329e-09
1937,3.5255130370615007e-08,0.0
1938,2.852347158466273e-08,0.0
1939,3.211750509990452e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.517105907566929e-08,0.0
1943,4.3548528338988035e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,2.832055301382752e-08,2.178504043826024e-09
1946,2.645009899993056e-08,0.0
1947,4.4107220986688844e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,3.435953033203987e-08,9.817008317369869e-10
1950,3.19060831088791e-08,0.0
1951,3.944718685033877e-08,0.0
1952,2.5307528517259925e-08,0.0
1953,1.723812381726475e-08,0.0
1954,2.9317607896928166e-08,9.772536113672459e-10
1955,1.407841132561316e-08,0.0
1956,2.1802854632824165e-08,8.72114158667614e-10
1957,1.8553580005686854e-08,2.6505113659425206e-09
1958,2.1507833736222892e-08,2.4816730892496253e-09
1959,2.2477168570844697e-08,7.750747821333448e-10
1960,1.9378333604436193e-08,0.0
1961,3.196153386397782e-08,0.0
1962,3.0441391629665304e-08,6.341956404476434e-10
1963,2.392439668597035e-08,0.0
1964,2.007709554163739e-08,6.083968329129164e-10
1965,2.2435377999840966e-08,1.0944086747954884e-09
1966,2.7141465963609335e-08,1.1078149508847446e-09
1967,2.267954357648705e-08,4.930335584241163e-10
1968,2.6948494991074767e-08,0.0
1969,2.497966811176866e-08,3.1792304344691047e-09
1970,2.0234390163409444e-08,0.0
1971,1.3359833239690033e-08,2.0553589941130213e-09
1972,2.1033601527165047e-08,1.5390440033513642e-09
1973,2.0398854161385316e-08,5.513203782392395e-10
1974,2.025205780853412e-08,1.1251143350321513e-09
1975,1.9990180177842376e-08,0.0
1976,2.5710871653927825e-08,0.0
1977,2.11564152863275e-08,0.0
1978,1.9603952239322098e-08,1.1881182704343018e-09
1979,1.404473604083023e-08,1.1703946700691858e-09
1980,1.193881615790815e-08,2.8425752862659692e-09
1981,1.138598904049104e-08,0.0
1982,1.0552754226011984e-08,0.0
1983,1.0104505676622466e-08,6.315316047889041e-10
1984,1.5657322549600394e-08,0.0
1985,6.617113967877231e-09,0.0
1986,1.978180286243969e-08,5.994485463567401e-10
1987,1.649920555735207e-08,0.0
1988,1.3192418713003917e-08,0.0
1989,1.5915555096057687e-08,0.0
1990,1.7980548605578406e-08,0.0
1991,1.75843961613964e-08,0.0
1992,1.2672871640972971e-08,5.509944167592096e-10
1993,1.2186256448387667e-08,5.539207426075166e-10
1994,1.2132331583813993e-08,0.0
1995,1.3013881527967897e-08,5.422450821690461e-10
1996,1.3345230698291743e-08,0.0
1997,1.5823152565985765e-08,4.79489448146353e-10
1998,1.144351013948608e-08,0.0
1999,1.4624643718263997e-08,4.570201161957499e-10
2000,1.7230322058026104e-08,0.0
2001,1.3143635513301888e-08,4.3812117822561447e-10
2002,1.4896152755738967e-08,4.38122149670761e-10
2003,9.167230530238157e-09,0.0
2004,1.4535810777260849e-08,8.809582507929292e-10
2005,8.557123898356167e-09,4.5037495954858286e-10
2006,7.412201963319376e-09,0.0
2007,5.592271090648637e-09,2.7961355453243186e-09
2008,1.2772319202269955e-08,8.514879357157668e-10
2009,5.245011536203492e-09,2.384096253749135e-09
2010,7.085689368580006e-09,9.447586046817946e-10
2011,1.1471915861704929e-08,0.0
2012,1.05531832161887e-08,1.0212758416727752e-09
2013,1.4782362889320666e-08,2.789125042035323e-10
2014,1.3209215943277286e-08,8.661780737106994e-10
2015,1.2412821881468972e-08,1.7732603163622684e-09
2016,1.3670844012381167e-08,1.0356699942093428e-09
2017,8.804639684001359e-09,1.2578056374223934e-09
2018,1.2649186587054828e-08,1.290733298020541e-09
2019,8.16316081397872e-09,2.2958890344426663e-09
