year,laissant_VERB en_ADP,laissant_VERB dans_ADP
1890,4.266905619942918e-07,5.42703195272054e-07
1891,5.379841550023912e-07,5.596565313403801e-07
1892,4.920781977446609e-07,5.892401624407739e-07
1893,4.7419806081805405e-07,4.569544960197902e-07
1894,5.028628518033429e-07,5.230277499990166e-07
1895,5.200083066370098e-07,5.826018956156531e-07
1896,5.672941636447604e-07,5.177591280158822e-07
1897,5.9374212746377e-07,5.646085678989721e-07
1898,4.996327400696998e-07,4.549317291768773e-07
1899,4.311511201393614e-07,4.963765487531191e-07
1900,5.237772864319368e-07,4.386439922399177e-07
1901,5.21988193113998e-07,3.895350895177785e-07
1902,5.106695319945231e-07,4.4290760392584616e-07
1903,5.09780820223682e-07,4.930401003022666e-07
1904,4.4609388005767414e-07,4.638301609460882e-07
1905,4.587914759213163e-07,4.4072883031986976e-07
1906,4.830389208621e-07,4.002175497674898e-07
1907,4.1091317726227317e-07,4.0165605330599874e-07
1908,5.063642234404142e-07,4.6756423643934397e-07
1909,4.444794603486457e-07,4.5768182177496897e-07
1910,4.980748391503198e-07,4.3127296489586797e-07
1911,4.623405018833182e-07,4.022202753084514e-07
1912,4.469683325680762e-07,4.5478245969121645e-07
1913,4.051484103761993e-07,4.6029951850101725e-07
1914,4.935499990921244e-07,4.453334456755442e-07
1915,4.22929344878753e-07,3.9347744240636473e-07
1916,4.416959811237575e-07,3.472038112573017e-07
1917,4.3427041251931087e-07,3.9698457676706767e-07
1918,4.0661772082728476e-07,4.3648229208770317e-07
1919,4.935406803241449e-07,4.373728010875766e-07
1920,4.1874440270817104e-07,4.263166379914196e-07
1921,4.7556854898545e-07,4.339184309642974e-07
1922,4.721878674729396e-07,4.338226125000233e-07
1923,4.649785285693042e-07,4.596705416304303e-07
1924,4.035078502440115e-07,4.2800192368019907e-07
1925,4.630232979252469e-07,3.3764405849012746e-07
1926,4.380432558903635e-07,4.0349021634966675e-07
1927,5.295882097300364e-07,3.813034918920266e-07
1928,6.238618794895956e-07,3.919132254281976e-07
1929,3.9659845896267143e-07,3.888001822716092e-07
1930,3.592232502569459e-07,4.0123765332467087e-07
1931,4.562142592590135e-07,3.889226487530095e-07
1932,4.09886676155935e-07,3.9015949493403923e-07
1933,3.8426717363648777e-07,4.221203604437562e-07
1934,3.858068868822784e-07,3.9179767874486515e-07
1935,4.320550486269781e-07,3.853787564622735e-07
1936,4.4618949690544696e-07,3.3221718753750906e-07
1937,3.4751486754913685e-07,3.6388330126868595e-07
1938,4.2785207909901146e-07,3.6821208482251677e-07
1939,4.312922090576876e-07,3.563513626403392e-07
1940,3.2458020937653487e-07,2.535782863688496e-07
1941,3.21713779172228e-07,3.512288078155734e-07
1942,3.7927646712176966e-07,3.4286592232035673e-07
1943,4.848402728185874e-07,3.5419469668340753e-07
1944,4.016482613167227e-07,3.6309003625945024e-07
1945,3.943092306002427e-07,3.529176462180317e-07
1946,3.8561459447805646e-07,3.341065086814865e-07
1947,4.0173335991156023e-07,3.695470054410066e-07
1948,4.04434233658435e-07,3.207206953348418e-07
1949,4.3194835486204397e-07,2.6898603522340636e-07
1950,4.1265203165608e-07,3.91381303366245e-07
1951,4.019348329720174e-07,3.0491608082883204e-07
1952,3.8910327848640236e-07,3.173985980708949e-07
1953,4.029411471151434e-07,3.7816134046408934e-07
1954,3.674473560977276e-07,3.430160182560371e-07
1955,3.219263469134148e-07,3.388204294907382e-07
1956,3.418687564149536e-07,3.2006590622302156e-07
1957,3.4279946847792786e-07,3.3749842920371975e-07
1958,3.1682693268919593e-07,2.597484318744847e-07
1959,3.456833539416948e-07,3.255314209305027e-07
1960,3.495020766131063e-07,2.913670931192769e-07
1961,3.1961531865576376e-07,3.3490129114355227e-07
1962,3.4056306219554244e-07,3.2724494314351205e-07
1963,3.0131806827427e-07,2.7416066394891914e-07
1964,3.0054804778245625e-07,2.9993963179819616e-07
1965,3.135480852733963e-07,3.036984042026347e-07
1966,3.1960462010260926e-07,2.9523269473585856e-07
1967,3.1307630532495523e-07,2.95327096111464e-07
1968,3.355087567769033e-07,3.1484825058214483e-07
1969,3.170146953834774e-07,3.020269021547506e-07
1970,2.9753750352412567e-07,3.06734958321897e-07
1971,2.707935546908402e-07,2.60002921859126e-07
1972,2.990875742625576e-07,2.688197042743923e-07
1973,2.5801793901436554e-07,2.77865456421722e-07
1974,2.8352881775717265e-07,2.7115254064291605e-07
1975,2.598723618518761e-07,2.6901072347484956e-07
1976,2.742492823948339e-07,3.039596427889535e-07
1977,2.3272056814960251e-07,2.9560212944090836e-07
1978,2.631681859099899e-07,2.530691970425991e-07
1979,2.487088808234006e-07,3.0781379800615127e-07
1980,3.3712944969011005e-07,2.979018849380566e-07
1981,2.606126541238041e-07,3.0931936212397204e-07
1982,3.2030713192909843e-07,2.8802809470818147e-07
1983,2.488234605024786e-07,2.923991422321137e-07
1984,2.7023380422264154e-07,2.9748913954463774e-07
1985,2.749109917488113e-07,3.079965824603903e-07
1986,2.799424594357447e-07,2.535667404934827e-07
1987,2.493213364651581e-07,2.969857115786567e-07
1988,2.548535453783529e-07,2.752418164497783e-07
1989,2.486119452527191e-07,2.7769897847917946e-07
1990,2.735222679461913e-07,2.8823363518171163e-07
1991,2.684550954867859e-07,3.165191282405999e-07
1992,2.7164024629655614e-07,3.5263642361726966e-07
1993,2.9080839825113003e-07,3.013328919720948e-07
1994,2.437016202172515e-07,3.0119831206931735e-07
1995,2.6895355187406267e-07,3.031149948817813e-07
1996,2.733103237062551e-07,2.925274444898207e-07
1997,2.8625520975822383e-07,2.9009111557343203e-07
1998,2.7035293781452197e-07,3.199414697618863e-07
1999,2.6872782421527575e-07,3.144298390544975e-07
2000,2.7833599558491073e-07,3.06611390055167e-07
2001,2.773307183900897e-07,2.9879863117088235e-07
2002,2.808362871142833e-07,3.342871952582982e-07
2003,2.800172138606172e-07,3.216864494781646e-07
2004,2.9512102317497124e-07,3.11418738352387e-07
2005,2.8328585477410684e-07,2.990489669230101e-07
2006,2.861933472431133e-07,3.207836276608589e-07
2007,2.8720307554408464e-07,3.714865850490412e-07
2008,3.1930798449764097e-07,3.686942728897691e-07
2009,3.170847993061443e-07,3.933758829788303e-07
2010,3.443645026912634e-07,4.426193997986161e-07
2011,3.2694961449308835e-07,4.707309617657529e-07
2012,3.6187207230753415e-07,5.337868085319997e-07
2013,3.653753788412928e-07,5.742808264486143e-07
2014,3.82201085891154e-07,5.825047288965379e-07
2015,3.6351835230874485e-07,5.893873926687831e-07
2016,4.1302520248365227e-07,6.40251220040966e-07
2017,3.609902305967694e-07,5.549438428786857e-07
2018,4.099369093069072e-07,6.296197425648131e-07
2019,3.877501413285245e-07,6.163186232477358e-07
