year,vivant_VERB en_ADP,vivant_VERB dans_ADP
1853,1.0152283795861194e-06,2.1469095656811987e-06
1854,1.1051178461229938e-06,1.9530502868292388e-06
1855,9.393278830316376e-07,2.05272338149598e-06
1856,1.0763376891986809e-06,2.0719111120115485e-06
1857,9.626336190393658e-07,2.1171104265249596e-06
1858,1.1201624534606935e-06,1.9873218306543095e-06
1859,9.853355322775315e-07,1.973726391213404e-06
1860,9.918757779558973e-07,2.1027582732813244e-06
1861,1.018648219996976e-06,2.189150322351452e-06
1862,1.345456301038439e-06,1.8858074994909657e-06
1863,1.0943213837322219e-06,1.9958504680062106e-06
1864,1.259095547823108e-06,2.018101103118397e-06
1865,1.3023838558723355e-06,2.1340831679594885e-06
1866,1.5983538830255384e-06,2.006578803559478e-06
1867,1.3859630101364928e-06,2.0896205299436588e-06
1868,1.357477399821505e-06,2.2520886062693535e-06
1869,1.1779048385562874e-06,2.3816923899744324e-06
1870,1.2534630364768873e-06,2.1869662560902725e-06
1871,8.390730292795467e-07,1.61972948831135e-06
1872,1.3171105202047784e-06,2.1220114234665743e-06
1873,1.6395666513346896e-06,2.080735143294987e-06
1874,1.52053803148533e-06,2.0415240058468953e-06
1875,1.1860725486201318e-06,1.8840989426394117e-06
1876,1.3053345711000475e-06,2.0592725817891733e-06
1877,1.2017097255068165e-06,2.7163711706634786e-06
1878,1.1589011403856375e-06,2.0581215167680966e-06
1879,1.0831833510138722e-06,2.1791962439010604e-06
1880,9.78079782498753e-07,1.9356224427724555e-06
1881,1.0075273326748402e-06,2.335092773364522e-06
1882,1.2745061965802051e-06,2.2914491211167842e-06
1883,1.1039885148278472e-06,1.9406689304446445e-06
1884,1.2602638932435184e-06,2.3383210887573114e-06
1885,1.1756839342069725e-06,2.148330331408488e-06
1886,1.1325829003538956e-06,2.1625558233040465e-06
1887,1.1477849000129936e-06,2.0872971049357147e-06
1888,1.1019988548355286e-06,2.1367872022892698e-06
1889,1.167194930928872e-06,2.350679302765002e-06
1890,1.536348175790181e-06,1.9813911364963133e-06
1891,1.1824178098862603e-06,2.4107300617970395e-06
1892,1.200420078006914e-06,2.023475751400383e-06
1893,1.3228278739063626e-06,2.32172295966393e-06
1894,1.4260383061071025e-06,2.247128882970628e-06
1895,1.5834974789186163e-06,2.137209911268201e-06
1896,1.4595147064255798e-06,2.112315875990589e-06
1897,1.1938936310684767e-06,2.127333203816306e-06
1898,1.2465355663238142e-06,2.057377919584269e-06
1899,1.0856164092132303e-06,2.076158509112247e-06
1900,1.3008779440326634e-06,2.1875098710211205e-06
1901,1.2339935260285984e-06,2.141604838357125e-06
1902,1.0989215653012252e-06,1.9184479214118255e-06
1903,1.2539311295967082e-06,2.1233665350450792e-06
1904,1.3764415367489846e-06,2.1391008289128877e-06
1905,1.3237346507821712e-06,2.380658081335696e-06
1906,1.575149276789034e-06,2.2943062489844124e-06
1907,1.3016536932752842e-06,2.1347942222860183e-06
1908,1.2548599528372506e-06,2.0897959451815495e-06
1909,1.2580749810808811e-06,2.0502164943536627e-06
1910,1.2617540114945314e-06,2.1376603172029718e-06
1911,1.275825749047499e-06,2.42183433840637e-06
1912,1.3263186069423227e-06,2.2905824152985588e-06
1913,1.3071870164083066e-06,2.307861180383952e-06
1914,1.2804174023273163e-06,2.3733260121616695e-06
1915,1.2687880399653295e-06,2.058099092039356e-06
1916,1.2492744225767183e-06,2.022791775857513e-06
1917,1.413572149999709e-06,2.340235013775782e-06
1918,1.2244477467504566e-06,2.2674106716635833e-06
1919,1.3231677655767271e-06,2.421664191842865e-06
1920,1.3743600888460605e-06,2.3526923342842565e-06
1921,1.4108028061343703e-06,2.4937056650742306e-06
1922,1.353851192931188e-06,2.5099735481148855e-06
1923,1.4872943161492458e-06,2.33763168466794e-06
1924,1.3652230563820922e-06,2.397842081336421e-06
1925,1.485853825755612e-06,2.5427787306853133e-06
1926,1.3531412008660482e-06,2.4610674458358517e-06
1927,1.487306569458724e-06,2.7806166258415033e-06
1928,1.4568202821862997e-06,2.4531710849373667e-06
1929,1.5618849857901296e-06,2.582346084523124e-06
1930,1.5576843814812946e-06,2.5030086874267e-06
1931,1.2922268766146772e-06,2.384860167126135e-06
1932,1.421451930383455e-06,2.6894702074287125e-06
1933,1.5003626714360507e-06,2.529281076135703e-06
1934,1.4138264212704144e-06,2.6215698341047755e-06
1935,1.6863311955717109e-06,2.954969410495778e-06
1936,1.610162076559618e-06,3.004504335990532e-06
1937,1.5512257540706287e-06,3.026904707326139e-06
1938,1.8708804994105321e-06,3.2866818102661455e-06
1939,1.7435217145589377e-06,2.959398784696532e-06
1940,1.559506550563583e-06,2.860363032652913e-06
1941,1.5229752889922565e-06,3.146301722267708e-06
1942,1.8296297241704451e-06,3.0190406619112764e-06
1943,1.7680701986932945e-06,3.123881100464132e-06
1944,1.879713884989087e-06,3.3802719059394803e-06
1945,1.742803270587956e-06,2.982372080850837e-06
1946,1.7262169080822787e-06,3.0821325509577946e-06
1947,1.727334208112552e-06,3.2389006676680765e-06
1948,1.6938401543598047e-06,3.458347407558904e-06
1949,1.7032509731507162e-06,3.202308029415235e-06
1950,1.7388815756191889e-06,3.2023073259779267e-06
1951,1.775123337210971e-06,3.081145017347353e-06
1952,1.5479772628168575e-06,3.1971844407507888e-06
1953,1.7485921617321765e-06,3.307565101806631e-06
1954,1.7893513302169595e-06,3.3568662303196106e-06
1955,1.6678225236432809e-06,2.933002377858429e-06
1956,1.7782407297772806e-06,3.2355436019315675e-06
1957,1.865076505680463e-06,3.177963144196383e-06
1958,1.7140088175437995e-06,3.069829531909818e-06
1959,1.8315017413783607e-06,2.922806949356982e-06
1960,1.6990646010128785e-06,3.1648970306719093e-06
1961,1.7745598199780943e-06,3.3636037883866265e-06
1962,1.7250120940559555e-06,3.152586629084908e-06
1963,1.932056743925159e-06,3.256950918739676e-06
1964,1.7838194601438317e-06,3.1198589240943875e-06
1965,1.6738980939123849e-06,3.014548767055203e-06
1966,2.5618221783929584e-06,3.3555715219790727e-06
1967,1.617643128781765e-06,3.1425958155750777e-06
1968,1.6416125312446184e-06,3.057755904478654e-06
1969,1.6668251205942397e-06,2.981209881625091e-06
1970,1.7442963908820275e-06,3.038377691666483e-06
1971,1.8076882497553015e-06,3.2916573786678782e-06
1972,1.767335625402211e-06,3.4110345694671196e-06
1973,1.900401318977174e-06,3.1485906646366857e-06
1974,1.9486980065153148e-06,3.1340059720719182e-06
1975,1.7191555805595726e-06,3.175011819678275e-06
1976,2.19570845061412e-06,3.310988851978891e-06
1977,1.8864469701895814e-06,3.310978819115462e-06
1978,2.010296061172312e-06,3.163958957941304e-06
1979,1.9276400067269606e-06,3.310461266892162e-06
1980,1.9625140268431096e-06,3.380959171295217e-06
1981,1.9912830921953173e-06,3.4138991225063364e-06
1982,2.412856247246964e-06,3.576142013628214e-06
1983,2.4130822460222134e-06,3.4873175920324684e-06
1984,2.2076826127204185e-06,3.945065429888928e-06
1985,2.5397685163852657e-06,4.2523981846898096e-06
1986,2.2251530538142106e-06,3.4090638649786342e-06
1987,2.320277118883496e-06,3.7184319410243916e-06
1988,2.2055325743508547e-06,3.532569913033967e-06
1989,2.1101830434133717e-06,3.657284537439409e-06
1990,2.330388078064516e-06,4.739781346074778e-06
1991,2.421957525200469e-06,3.921320171684783e-06
1992,2.848641202035651e-06,4.7225733652567214e-06
1993,2.4029082297261084e-06,3.6758179930984625e-06
1994,2.4417635486884137e-06,3.7984746583674678e-06
1995,2.636937871614009e-06,3.968149712818558e-06
1996,2.5932451634957943e-06,4.140757972947995e-06
1997,2.515401636316028e-06,3.906400614539507e-06
1998,2.707343774943638e-06,4.121571009818581e-06
1999,2.6712826723951366e-06,4.020863102027761e-06
2000,2.5991278533865625e-06,4.056194839563432e-06
2001,2.769364023436083e-06,4.209030066704145e-06
2002,2.9192078372375363e-06,4.304112124486892e-06
2003,3.0431037316702714e-06,4.6823712835930564e-06
2004,3.062210783610908e-06,4.542220693792842e-06
2005,2.9247349111471976e-06,4.507803076592154e-06
2006,2.8149895570095396e-06,4.363316364219827e-06
2007,2.7466040180001983e-06,4.3196301220405076e-06
2008,2.716672248936902e-06,4.637629224646389e-06
2009,2.6802010921755937e-06,4.273253971120994e-06
2010,2.4431457852358562e-06,4.161189195883708e-06
2011,2.149836948461825e-06,3.908099458271863e-06
2012,2.006807008569922e-06,3.657529212830468e-06
2013,1.8600675311120085e-06,3.32686832393847e-06
2014,1.7107017171724692e-06,3.224997605855151e-06
2015,1.8650264941300065e-06,3.13312929733911e-06
2016,1.6152309214589877e-06,3.0717973444893687e-06
2017,1.6552722073015502e-06,3.1646391036588284e-06
2018,1.7073821183544169e-06,3.2965328742307065e-06
2019,1.5147764855782953e-06,2.985676019306993e-06
