year,veulent_VERB étendre_VERB,veulent_VERB détendre_VERB
1853,2.6873692604567623e-08,1.1943863675867306e-09
1854,3.844791862661623e-08,5.195664454227256e-10
1855,1.751289246954002e-08,0.0
1856,1.5531567143511893e-08,0.0
1857,2.2943092758964667e-08,0.0
1858,1.8595969208945462e-08,4.893676019968041e-10
1859,2.64793023063703e-08,0.0
1860,1.6477862629926676e-08,0.0
1861,1.4619487842537637e-08,3.3011746669586728e-09
1862,1.671654992208005e-08,4.517986262886353e-10
1863,3.5461809488879226e-08,0.0
1864,1.1986819536957682e-08,0.0
1865,2.447559133145205e-08,4.706844358715045e-10
1866,1.9462451206209153e-08,0.0
1867,2.2808213984149006e-08,0.0
1868,1.4819621974027086e-08,0.0
1869,1.953407746668745e-08,0.0
1870,1.490852596930381e-08,0.0
1871,2.3366590440332402e-08,0.0
1872,3.628403577593531e-09,0.0
1873,1.6760813181804224e-08,1.7958012854535355e-09
1874,1.1351757756017378e-08,0.0
1875,2.4030413214859436e-08,0.0
1876,2.539326260375674e-08,0.0
1877,1.4225077116236662e-08,0.0
1878,1.3889904337816006e-08,0.0
1879,2.5659165459046562e-08,0.0
1880,2.8238524407697696e-08,0.0
1881,1.8128519130300447e-08,0.0
1882,2.728707926280549e-08,6.655385131892899e-10
1883,6.319338829996468e-09,0.0
1884,1.7164412113856997e-08,0.0
1885,1.933690718658454e-08,0.0
1886,1.8069698626277386e-08,0.0
1887,1.1752064210668323e-08,0.0
1888,2.028996703984376e-08,6.340614699951175e-10
1889,3.00726554769426e-08,0.0
1890,3.47382496102e-08,6.554386478008212e-10
1891,2.1672347472190268e-08,0.0
1892,1.4417578242387208e-08,0.0
1893,4.310891554837326e-08,0.0
1894,1.7014155417882648e-08,0.0
1895,2.4074457982692365e-08,1.8055843487019274e-09
1896,1.7101383420481397e-08,0.0
1897,1.7480140002135158e-08,5.826713556089658e-10
1898,2.3765091228256097e-08,0.0
1899,2.1004797901014172e-08,0.0
1900,2.28406342728249e-08,0.0
1901,2.1237207548097103e-08,5.588738916095792e-10
1902,1.6203935970793282e-08,5.4013122863239005e-09
1903,3.186130115295782e-08,0.0
1904,3.0635362691100454e-08,0.0
1905,1.9610883583709438e-08,3.096455536422127e-09
1906,1.800464666246171e-08,1.0288369045596824e-09
1907,2.828563872014911e-08,0.0
1908,3.094175227147389e-08,9.822778146428846e-10
1909,3.190570296851547e-08,1.6502950117569526e-09
1910,3.153049021875631e-08,5.344150677544235e-10
1911,1.8089272302290738e-08,0.0
1912,2.6047105805560022e-08,5.209421227725386e-10
1913,1.7499866444836698e-08,0.0
1914,2.0759905794420774e-08,6.696743715117748e-10
1915,2.3561524287174507e-08,1.1780761921542648e-09
1916,1.0987461607214755e-08,1.0987462051303964e-09
1917,2.52227767560953e-08,6.57985488317081e-09
1918,1.4932290071101306e-08,1.1486376294556067e-09
1919,1.6574126959767455e-08,9.207848372660976e-10
1920,1.2115570768855832e-08,0.0
1921,2.0446417892117097e-08,0.0
1922,2.2871599725249325e-08,0.0
1923,2.0170300985000722e-08,0.0
1924,2.4494086758863887e-08,0.0
1925,2.0896537833436923e-08,0.0
1926,6.687683296036084e-09,0.0
1927,2.8987985345452216e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,9.453243521306831e-09,0.0
1931,2.5091784650044247e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,1.4911860191091364e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,1.8187071404440758e-08,0.0
1937,1.510934133364117e-08,0.0
1938,9.075650453382877e-09,0.0
1939,2.5999884911698246e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.089252066321933e-08,0.0
1946,9.744772988540262e-09,0.0
1947,2.26496545963073e-08,0.0
1948,2.2830963786191205e-08,0.0
1949,2.0615717133409817e-08,0.0
1950,1.0635361036293034e-08,0.0
1951,2.6653504292539765e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,1.723812381726475e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,8.447047505910632e-09,0.0
1956,2.0930739808022736e-08,0.0
1957,6.184526224473075e-09,0.0
1958,1.4062814024384807e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,9.689166802218097e-09,0.0
1961,2.014966149488373e-08,0.0
1962,1.7123282347597524e-08,0.0
1963,1.0992290633282664e-08,0.0
1964,1.9468698653213323e-08,6.083968329129164e-10
1965,1.860494691641179e-08,0.0
1966,1.2185964237687585e-08,0.0
1967,2.5144711202074177e-08,0.0
1968,2.4253646202510026e-08,2.6948494546985557e-09
1969,1.0446043141598693e-08,0.0
1970,2.3913370839068193e-08,0.0
1971,3.237190426830239e-08,0.0
1972,2.5137719461554298e-08,0.0
1973,2.1501493918663073e-08,0.0
1974,1.6314157136321228e-08,0.0
1975,2.2845920710778955e-08,0.0
1976,1.9997344224975677e-08,0.0
1977,2.4682483612537e-08,5.876781838942691e-10
1978,1.7227714366185864e-08,0.0
1979,2.3407892513205297e-08,0.0
1980,1.591842213599648e-08,0.0
1981,1.8976647808699454e-08,0.0
1982,1.2415004135846175e-08,6.207502289967692e-10
1983,1.8314416649900522e-08,0.0
1984,2.0296528902008504e-08,0.0
1985,1.5038894574104233e-08,0.0
1986,1.1988970705090196e-08,0.0
1987,1.8332450224534114e-08,6.110816852533674e-10
1988,2.5785181989590455e-08,1.798966087207532e-09
1989,1.1525056464734007e-08,0.0
1990,1.4166492867673242e-08,0.0
1991,1.641210189973208e-08,0.0
1992,1.7631821336294706e-08,0.0
1993,1.717154241021035e-08,0.0
1994,1.6879765141197822e-08,0.0
1995,2.4401028753118226e-08,0.0
1996,5.871901187504136e-09,0.0
1997,1.6782131240233866e-08,4.79489448146353e-10
1998,2.0026142522056034e-08,0.0
1999,1.4624643718263997e-08,0.0
2000,1.2370488633450805e-08,0.0
2001,2.0591695459870607e-08,0.0
2002,1.270554239596322e-08,0.0
2003,1.3334153337041244e-08,0.0
2004,1.761916479381398e-08,0.0
2005,1.6213498099659773e-08,0.0
2006,1.6059770402421236e-08,0.0
2007,1.5977917655618512e-08,3.994479469415779e-10
2008,1.3198063086861112e-08,0.0
2009,1.3350939020995156e-08,0.0
2010,8.502827775203059e-09,0.0
2011,1.6825476123472072e-08,1.1471915639660324e-09
2012,7.829781267787439e-09,0.0
2013,1.1714325509615264e-08,0.0
2014,1.2126492698882885e-08,4.330890368553497e-10
2015,1.1526192444932803e-08,0.0
2016,9.735297901158901e-09,0.0
2017,1.5848351964109497e-08,7.54683426862357e-10
2018,1.058401366549333e-08,1.0325866828253538e-09
2019,7.397864543179367e-09,0.0
