year,appelant_VERB en_ADP,appelant_VERB dans_ADP
1841,1.5216699544851053e-07,1.1813808953320404e-07
1842,1.247737344556299e-07,1.1001554867107188e-07
1843,1.1459407289748924e-07,7.324569667455094e-08
1844,7.629099935124728e-08,1.0977122855138077e-07
1845,1.2722919962016022e-07,1.690809057208753e-07
1846,1.3582442437432007e-07,1.586569848832653e-07
1847,1.024712474873013e-07,1.3698787704186088e-07
1848,1.5446825329945568e-07,1.3998685233218566e-07
1849,1.407741716530353e-07,1.7680566122280084e-07
1850,1.6768819754986453e-07,1.8262399237300997e-07
1851,2.521730433358016e-07,1.218943959102603e-07
1852,2.2005643884881465e-07,1.32815129783026e-07
1853,1.0092565183583702e-07,1.0450880694179432e-07
1854,1.4288077476720673e-07,1.0755025636743909e-07
1855,1.6557643078840556e-07,1.0613874223963649e-07
1856,1.0665009470001152e-07,1.1803991711856199e-07
1857,1.1862067106349627e-07,1.1178655556776107e-07
1858,1.732361247785974e-07,1.0325656063514543e-07
1859,1.7466154877965323e-07,1.176292052651462e-07
1860,9.840945480732444e-08,1.06648382902641e-07
1861,9.196129219235516e-08,9.384767862830046e-08
1862,1.034618861972536e-07,8.719713662230788e-08
1863,1.1687412665439822e-07,9.789457122710843e-08
1864,9.445614068681607e-08,6.664672014267126e-08
1865,9.978510306929422e-08,7.295609094626343e-08
1866,9.05004030049561e-08,1.1774783104101516e-07
1867,8.735060852416154e-08,1.1209994354999253e-07
1868,8.595380962539423e-08,6.965222743016142e-08
1869,1.1036753555515588e-07,9.37635653563973e-08
1870,1.0894692481500101e-07,1.0952033457911625e-07
1871,1.6887671949739058e-07,9.665271094583261e-08
1872,1.1610891403890378e-07,6.53112621762375e-08
1873,8.919146327057703e-08,7.841665849994683e-08
1874,8.364452863673932e-08,9.38013648976721e-08
1875,9.669380807153516e-08,9.898241648542694e-08
1876,1.305939179019333e-07,9.310862481015647e-08
1877,1.570943330975183e-07,9.586465088418095e-08
1878,1.703023002619375e-07,7.911206267863236e-08
1879,6.231511817667013e-08,8.675241813804746e-08
1880,1.4375976320479822e-07,1.257897903617078e-07
1881,1.3387214359283917e-07,9.9706861655946e-08
1882,1.4974615836216287e-07,1.1646923780972429e-07
1883,9.226234931603017e-08,8.910267723649667e-08
1884,6.667714291808124e-08,1.010059609285463e-07
1885,1.2826815704025663e-07,9.410628021289114e-08
1886,1.226158080624984e-07,9.486591678875556e-08
1887,1.4624790545259003e-07,9.858676008889233e-08
1888,1.3822539779440035e-07,1.3442102897442965e-07
1889,1.478572322355376e-07,9.335053618997335e-08
1890,1.1535719990352078e-07,8.520702721170892e-08
1891,1.2939666171885023e-07,9.306361192784607e-08
1892,1.0092305302578097e-07,1.002961980134387e-07
1893,1.274792258421087e-07,1.280950678861359e-07
1894,1.4808617043726713e-07,1.0208493606000957e-07
1895,1.709286561180079e-07,1.2338159560698614e-07
1896,1.1853028503150398e-07,1.1617147221976154e-07
1897,1.1653426956748092e-07,1.1828228574373156e-07
1898,1.3466883974633248e-07,8.883617397259513e-08
1899,1.3542567423030505e-07,5.63812978526812e-08
1900,1.2769990487271343e-07,6.904100757765264e-08
1901,1.2462887988284876e-07,8.941982448940067e-08
1902,1.173557834244221e-07,9.28043640269216e-08
1903,1.1610473649170672e-07,8.748356838950144e-08
1904,1.2039160157684137e-07,8.330668777034589e-08
1905,1.3108328611455278e-07,9.960265306974136e-08
1906,7.047533018278429e-08,6.996091062028142e-08
1907,1.167425427439639e-07,7.86855025580735e-08
1908,8.938727802387803e-08,7.465311524512686e-08
1909,1.2322202547210281e-07,7.206288454852938e-08
1910,1.0848625597859041e-07,8.978172871820789e-08
1911,9.417062052374803e-08,9.204247553018519e-08
1912,1.1096066998561582e-07,6.615965142398039e-08
1913,1.2090816881027422e-07,5.2499597558153255e-08
1914,1.5536445074904037e-07,6.964613330495695e-08
1915,1.3312261160081107e-07,1.1545146350044888e-07
1916,8.680095220370276e-08,6.482602543655958e-08
1917,1.0418103357778818e-07,5.812205117194935e-08
1918,9.189101035644853e-08,4.709414369585829e-08
1919,8.471220525052559e-08,7.734592344377234e-08
1920,5.6034515694136644e-08,7.193619921963545e-08
1921,1.5448404155904427e-07,7.572747723338935e-08
1922,1.2837607243909588e-07,7.009038682781465e-08
1923,1.4437689932478293e-07,6.688047449188161e-08
1924,1.2762707513047644e-07,7.09039369439779e-08
1925,9.458433103404218e-08,5.7190526758787996e-08
1926,7.244989996824103e-08,5.795991953050361e-08
1927,7.692965198202728e-08,6.466550672712401e-08
1928,9.826395341860916e-08,7.426926629250374e-08
1929,9.580749349424877e-08,4.233354289340241e-08
1930,7.03741442897865e-08,5.461873975320941e-08
1931,5.2464642408267537e-08,5.2464642408267537e-08
1932,8.110057170274132e-08,5.698959171240858e-08
1933,9.405943357521096e-08,6.997103696448903e-08
1934,1.2101395441277418e-07,9.944711365506009e-08
1935,8.617164581892212e-08,7.4203363453762e-08
1936,5.941110003959693e-08,2.7886843056990074e-08
1937,9.695160940736969e-08,7.806493207418441e-08
1938,6.612259073612847e-08,5.8343463393839556e-08
1939,6.729382295844744e-08,4.435274547631707e-08
1940,5.325144059042941e-08,5.5787225505810056e-08
1941,6.493305493293633e-08,6.493305448884712e-08
1942,9.406056733496371e-08,9.102635623037258e-08
1943,9.580676163523094e-08,7.83873517207212e-08
1944,7.069009200222354e-08,3.213186161588055e-08
1945,3.921307367704685e-08,6.099811278303946e-08
1946,3.7586982415405146e-08,4.454753366189834e-08
1947,5.841226902170149e-08,3.8146785952264395e-08
1948,6.631851690030999e-08,4.131317310474003e-08
1949,4.319483593029361e-08,3.141442661558358e-08
1950,4.998619829166273e-08,2.0207187034770868e-08
1951,4.371174711081949e-08,4.797630737130021e-08
1952,6.432330224015459e-08,5.799642099901803e-08
1953,5.602390218406583e-08,2.693456835345387e-08
1954,5.961246896113437e-08,4.202190595492539e-08
1955,5.255940394022218e-08,3.754243138587299e-08
1956,4.6222051963695776e-08,3.837302142706278e-08
1957,4.5942195492365556e-08,2.8272120644601273e-08
1958,5.542403158642628e-08,3.2261748661444045e-08
1959,2.9452841943111707e-08,2.9452841276977892e-08
1960,4.49854167805519e-08,3.0451666077624395e-08
1961,6.044898270829435e-08,2.431855783413539e-08
1962,4.6296282363300634e-08,3.0441390297397675e-08
1963,5.1728427319375214e-08,2.651081842941494e-08
1964,4.319617363801598e-08,3.224503331011874e-08
1965,5.5267637577571804e-08,1.969935559120728e-08
1966,5.871419361813679e-08,2.6033652011925312e-08
1967,4.683818843886911e-08,1.9721342781053863e-08
1968,5.030385830107065e-08,3.952445878918631e-08
1969,4.2238348346712584e-08,2.5433843475752838e-08
1970,5.3345210249133856e-08,3.2191075416410087e-08
1971,5.960541227256755e-08,3.339958354331429e-08
1972,5.7970659383954626e-08,1.7442499000708267e-08
1973,5.127279500971582e-08,2.921997932503473e-08
1974,5.456804430536977e-08,2.6440186928766707e-08
1975,5.026102511962449e-08,2.5701661243715535e-08
1976,4.342280479630034e-08,3.313845553520878e-08
1977,3.8786758693731826e-08,3.232229917049523e-08
1978,6.059403290237242e-08,2.3762365741752944e-08
1979,7.080887776123035e-08,3.803782533395861e-08
1980,5.798853852656549e-08,3.6384963542079873e-08
1981,5.566483451957538e-08,2.84649726012276e-08
1982,8.069752976958e-08,4.593551850007316e-08
1983,7.1363068343544e-08,2.841892232652299e-08
1984,4.6392067076794774e-08,2.7255340206977507e-08
1985,6.31633625403083e-08,3.188245756291508e-08
1986,8.092555203731422e-08,2.997242631863628e-08
1987,8.6773596308376e-08,3.7275982134321595e-08
1988,1.1153590384616052e-07,5.15703635350917e-08
1989,6.3113404280557e-08,3.7868044366895504e-08
1990,9.589625371564381e-08,5.339678132987302e-08
1991,1.0140334705255327e-07,5.216704074273437e-08
1992,8.320016015028742e-08,4.7936513425383964e-08
1993,8.585771260616326e-08,5.428423222042511e-08
1994,8.545381269264851e-08,5.011180448377672e-08
1995,7.64565543098783e-08,4.717532264830737e-08
1996,7.04628175807187e-08,4.003569031851839e-08
1997,7.432086790437609e-08,2.9728346229163094e-08
1998,7.295237414162159e-08,5.0065356305140085e-08
1999,7.266620177803773e-08,4.02177685043803e-08
2000,5.301637906462986e-08,2.960081080249921e-08
2001,7.228999476804887e-08,4.2059634330904316e-08
2002,8.58719433338706e-08,3.811662752095657e-08
2003,6.29205354485407e-08,3.083522881475176e-08
2004,7.311953287292283e-08,3.87621637010227e-08
2005,5.899912025597587e-08,3.2877373712381086e-08
2006,5.47679341877938e-08,2.1001238081908014e-08
2007,6.071608926738747e-08,3.2754730483475214e-08
2008,6.1307130927446e-08,3.746547028171676e-08
2009,5.4357393475257254e-08,2.5271420511785436e-08
2010,4.4403654753111255e-08,2.645324137517946e-08
2011,4.2446089976166945e-08,2.4473421483817148e-08
2012,3.7787204087980086e-08,1.6340413466764403e-08
2013,5.299337624276035e-08,2.3986474639858812e-08
2014,4.179309294471967e-08,2.6201885910959177e-08
2015,4.809968556784838e-08,2.8815480501709345e-08
2016,4.7847956263780134e-08,4.204820402975429e-08
2017,4.603568903860378e-08,2.5156113636626287e-08
2018,3.975458895411066e-08,2.9170574622483514e-08
2019,3.7754619430785397e-08,1.913240832429608e-08
