year,devront_VERB écrire_VERB,devront_VERB décrire_VERB
1897,5.826713334045053e-09,0.0
1898,6.224190496340043e-09,0.0
1899,1.2160672469008205e-08,0.0
1900,1.557315876254961e-08,0.0
1901,8.38310842965484e-09,0.0
1902,2.455141867585553e-09,4.419255628107521e-09
1903,9.1803746826713e-09,4.320176216765503e-09
1904,3.7622376325430196e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,4.64468330463319e-09
1906,1.1317205839134203e-08,5.144184522798412e-10
1907,1.1828539925318182e-08,0.0
1908,3.929111258571538e-09,0.0
1909,2.7504918342913243e-09,1.1001967115120692e-09
1910,4.275320542035388e-09,0.0
1911,5.3203743632934675e-09,5.320374141248863e-10
1912,4.688478938419394e-09,0.0
1913,1.060597942803554e-09,5.30298971401777e-10
1914,2.678697486047099e-09,0.0
1915,1.6493066468115103e-08,1.1780761921542648e-09
1916,3.2962386153911893e-09,0.0
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,8.287063479883727e-09,0.0
1920,6.057785384427916e-09,1.514446346106979e-09
1921,2.2718242842501013e-09,3.0290989716519334e-09
1922,1.8444838545406128e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,0.0,0.0
1925,1.0998177923937646e-09,0.0
1926,4.458455382660986e-09,2.229227691330493e-09
1927,6.689535148041159e-09,3.3447675740205796e-09
1928,4.570416489713125e-09,0.0
1929,8.912325100141061e-09,0.0
1930,6.302162347537887e-09,0.0
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,8.767629289252454e-09,0.0
1933,9.176529758292418e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,2.393656828303392e-09,0.0
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,0.0
1938,7.779128452511941e-09,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,9.744772988540262e-09,5.568441707737293e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,6.523132700664291e-09,0.0
1949,1.0798709482173763e-08,0.0
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,0.0
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,1.0773827163745864e-08,0.0
1954,1.9545072227344917e-09,0.0
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,4.360570571293465e-09,1.744228317335228e-09
1957,6.184526224473075e-09,0.0
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,3.8753737996444215e-09,0.0
1960,4.844583401109048e-09,2.076250060767393e-09
1961,7.64297514166401e-09,0.0
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,1.2932106496776896e-09,0.0
1964,3.041984220075733e-09,6.083968329129164e-10
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,4.431259803538978e-09,1.1078149508847446e-09
1967,5.916402479044791e-09,9.860671168482327e-10
1968,3.5931326802796093e-09,4.4914158503495116e-10
1969,3.1792304344691047e-09,4.5417578031781147e-10
1970,3.219107425067591e-09,3.219107425067591e-09
1971,3.5968783507200897e-09,0.0
1972,5.643161493651405e-09,3.5911027485013847e-09
1973,4.410563025913916e-09,1.6539611902288698e-09
1974,5.625571564138454e-09,0.0
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,3.9994687561772935e-09,3.4281160132820787e-09
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,4.752473081737207e-09,2.970295565063452e-09
1979,4.681578680276743e-09,5.851973350345929e-10
1980,2.3309118191150446e-08,5.685150683554241e-10
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,4.639206796497319e-09,1.739702604197646e-09
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,4.7955883708539204e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,3.597932174415064e-09,5.996553809062277e-10
1989,9.329808037250586e-09,0.0
1990,2.724325431913144e-09,3.2691906959314565e-09
1991,1.7584396161396398e-09,1.7584396161396398e-09
1992,6.060938417817852e-09,0.0
1993,4.985286850001103e-09,1.1078414852150331e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,1.626735190995987e-09,0.0
1996,1.067618438099771e-09,3.736664311304594e-09
1997,4.79489448146353e-10,9.58978896292706e-10
1998,1.43043876743576e-09,1.9072516899143466e-09
1999,1.8280804647829996e-09,1.8280804647829996e-09
2000,1.3254094488601709e-09,3.5344251969604557e-09
2001,2.6287270138425356e-09,4.3812117822561447e-10
2002,1.752488598683044e-09,0.0
2003,2.083461403401543e-09,4.166922806803086e-09
2004,1.7619165015858584e-09,1.7619165015858584e-09
2005,1.3511248786457486e-09,2.251874686720612e-09
2006,3.706100981659688e-09,1.6471559671771274e-09
2007,3.994479413904628e-09,1.1983438685803094e-09
2008,1.7029758714315335e-09,4.257439678578834e-10
2009,1.430457752249481e-09,1.430457752249481e-09
2010,4.723792912386671e-09,4.723793023408973e-10
2011,4.206369030868018e-09,1.529588788962144e-09
2012,2.0425516833455504e-09,6.808505426114664e-10
2013,2.2313000336282585e-09,1.1156500168141292e-09
2014,2.3819897165822113e-09,2.5985342766432495e-09
2015,1.994917786518613e-09,1.994917786518613e-09
2016,2.899876117012923e-09,6.214020409345267e-10
2017,2.264050280587071e-09,1.0062445321423752e-09
2018,1.5488800242380307e-09,5.162933414126769e-10
2019,2.2958890344426663e-09,1.53059265262101e-09
