year,quittant_VERB en_ADP,quittant_VERB dans_ADP
2006,9.059357874985352e-09,4.1178899179428186e-10
2007,1.3980677782132744e-08,3.595031605740928e-09
2008,8.940623436037853e-09,5.5346713878634546e-09
2009,1.0966842545201416e-08,6.198650481792356e-09
2010,1.3226620909634335e-08,1.8895172093635892e-09
2011,7.265546830836911e-09,3.059177577924288e-09
2012,1.4297861117285038e-08,5.1063788752969685e-09
2013,1.6455837581474952e-08,2.7891249310130206e-09
2014,8.878325546968213e-09,4.114345752981308e-09
2015,8.644643945121544e-09,4.876465897751814e-09
2016,1.3049442082468943e-08,3.5212781579474495e-09
2017,8.804639684001359e-09,4.528100561174142e-09
2018,9.551426594089918e-09,2.8396134332808742e-09
2019,9.183556137770665e-09,4.846876677788714e-09
