year,fut_VERB en_PRON,fut_VERB dans_ADP
1845,1.3057733383448067e-07,5.7576789913582616e-06
1846,1.6626783860829164e-07,6.593924808839802e-06
1847,1.1271837507820237e-07,6.361846772051649e-06
1848,1.2309189401094045e-07,5.6010835578490514e-06
1849,9.049767868418712e-08,4.642196017812239e-06
1850,1.6429370930381992e-07,5.386389602790587e-06
1851,1.4962698458020895e-07,5.609721938526491e-06
1852,1.3411722932232806e-07,5.19476407134789e-06
1853,1.3854881331099023e-07,6.088384452596074e-06
1854,1.9587655231134704e-07,5.883051017008256e-06
1855,1.3851105507001193e-07,5.724592938349815e-06
1856,1.791307511211926e-07,5.17097669217037e-06
1857,1.6499500077316043e-07,5.434095783130033e-06
1858,1.389803969686909e-07,5.516641067515593e-06
1859,1.5887580673279444e-07,5.034631612943485e-06
1860,1.3044973456999287e-07,5.3191452025203034e-06
1861,1.2308665020555054e-07,4.465546226128936e-06
1862,1.296662048844155e-07,5.30682655153214e-06
1863,1.11879508324364e-07,5.06754213347449e-06
1864,1.567876068975238e-07,4.286007424525451e-06
1865,1.289675424231973e-07,4.392898063088069e-06
1866,1.3575059654158395e-07,4.635955974663375e-06
1867,1.0967353603064112e-07,4.212725798424799e-06
1868,1.9463104194983316e-07,4.44045281255967e-06
1869,1.3576183732766367e-07,4.12217832490569e-06
1870,1.1410757139174166e-07,4.645726221497171e-06
1871,1.2001930826954776e-07,3.1268746170098893e-06
1872,1.4634561296134052e-07,3.6157041449769167e-06
1873,1.3288929778809688e-07,3.6167439247947186e-06
1874,1.188947251762329e-07,3.403734808671288e-06
1875,1.2644575519971113e-07,3.5702330478670774e-06
1876,1.1064206972832835e-07,3.5085024592262926e-06
1877,1.4163228456709476e-07,3.7745930967503227e-06
1878,1.1534659449807805e-07,3.808853307418758e-06
1879,1.1180065229154934e-07,3.575177061065915e-06
1880,1.1937194699385145e-07,3.915527940989705e-06
1881,1.0807386985334233e-07,3.0274627533799503e-06
1882,1.2046247377384134e-07,3.4182057788711973e-06
1883,1.1438003610919623e-07,3.2892160106712254e-06
1884,8.648223115415021e-08,3.0130145205475856e-06
1885,7.799219048365558e-08,2.6394877750135493e-06
1886,1.0325542376676822e-07,2.8098381790186977e-06
1887,7.116528166761782e-08,2.6716359116107924e-06
1888,1.1096075525074411e-07,2.827914158842759e-06
1889,7.51816386923565e-08,2.521091118978802e-06
1890,7.799719980994269e-08,2.2887918476044433e-06
1891,1.121862709396737e-07,2.3514496660936857e-06
1892,1.3101190177167155e-07,2.1895914414926665e-06
1893,1.090039702944523e-07,2.258291260659462e-06
1894,8.192001388351855e-08,2.3574059468955966e-06
1895,9.268666190109798e-08,2.442955519654788e-06
1896,9.435246539624131e-08,2.4549331101297867e-06
1897,7.39992600529149e-08,2.0999475509597687e-06
1898,5.6583548513344795e-08,2.3980107926036e-06
1899,7.185852268776216e-08,2.672031314432388e-06
1900,9.13625370912996e-08,2.4019002466957318e-06
1901,7.712459648701042e-08,2.0270356344553875e-06
1902,7.414528369054096e-08,1.8752374444375164e-06
1903,7.506306332061286e-08,2.0580239379341947e-06
1904,6.127072538220091e-08,2.019246721829404e-06
1905,4.8511136441220515e-08,2.0384998151712352e-06
1906,9.61962527412652e-08,1.8915166037913878e-06
1907,1.0594257560114784e-07,1.9933661405957537e-06
1908,8.742272683548435e-08,2.252854073958588e-06
1909,7.701377313651392e-08,2.3670731934544165e-06
1910,7.054278938767311e-08,2.1344537799450336e-06
1911,8.406190943333058e-08,2.1488990569196176e-06
1912,9.42905273859651e-08,2.2207761958270567e-06
1913,1.2355965850474604e-07,2.0591508018696913e-06
1914,7.165515825136026e-08,2.0384886738611385e-06
1915,7.068457108516668e-08,1.796566152734158e-06
1916,8.680095220370276e-08,1.9326946585351834e-06
1917,7.23783983858084e-08,1.9772462565015303e-06
1918,7.121553124989077e-08,2.121533725585323e-06
1919,9.115770183143468e-08,2.035855231952155e-06
1920,9.16240026072046e-08,2.06040431294241e-06
1921,7.118382683302116e-08,1.869711354629544e-06
1922,7.820611358511087e-08,1.9876158603437943e-06
1923,9.660512745313099e-08,1.981997456823592e-06
1924,6.83256118350073e-08,2.0188283542665886e-06
1925,1.286786783794014e-07,2.081955017274595e-06
1926,7.467912865877224e-08,1.9650642570923083e-06
1927,1.583189970233434e-07,2.2699821329297265e-06
1928,1.0511958237202634e-07,2.109247134285397e-06
1929,8.466708578680482e-08,2.1400719560915604e-06
1930,6.617270287279098e-08,1.9400156361371046e-06
1931,8.782124893969012e-08,1.9195215372747043e-06
1932,1.0411559969725204e-07,1.6877686448424356e-06
1933,9.291236580111217e-08,1.7527171394249308e-06
1934,1.0783422510485252e-07,1.8918915429821936e-06
1935,1.1609235883724978e-07,1.6193088185900706e-06
1936,9.82101866497942e-08,1.6610858892818214e-06
1937,9.94698368117497e-08,1.6544729533052305e-06
1938,1.0890779833516717e-07,1.579163154019625e-06
1939,8.258787431714154e-08,1.5859930044825887e-06
1940,6.846613587185857e-08,1.6888313894014573e-06
1941,7.37875680556499e-08,1.5524904029007303e-06
1942,9.709477666319799e-08,1.5990295878509642e-06
1943,6.387117679196308e-08,1.8493608422431862e-06
1944,9.639558129492798e-08,1.9246986084908713e-06
1945,8.714016530575464e-08,1.8560854186944198e-06
1946,8.631084824628488e-08,1.7693723748379853e-06
1947,1.001353169272079e-07,1.91926028492162e-06
1948,8.914948068650119e-08,1.599254687789653e-06
1949,1.0406029105070047e-07,1.5393069361380185e-06
1950,6.062155932795577e-08,1.6516715959369321e-06
1951,1.4499507017262658e-07,1.590681108609715e-06
1952,8.541291407482277e-08,1.588047439327056e-06
1953,1.1958948675783176e-07,1.546044245515077e-06
1954,1.3192924086524727e-07,1.291929265789804e-06
1955,1.0511880788044436e-07,1.359974589831836e-06
1956,1.0988638621256541e-07,1.3465443089444307e-06
1957,1.0602045108498714e-07,1.5788211840117583e-06
1958,9.34763519921944e-08,1.399663574375154e-06
1959,1.1548614509138133e-07,1.3726574934480595e-06
1960,1.045045863179439e-07,1.5246596376528032e-06
1961,9.4494964741898e-08,1.5827906736376463e-06
1962,1.179603899004178e-07,1.590562646924809e-06
1963,1.1832877788719998e-07,1.646903797336563e-06
1964,1.381060741323381e-07,1.548978389109834e-06
1965,1.548588244304483e-07,1.6925030195125146e-06
1966,1.556479958253476e-07,1.8417423461869475e-06
1967,1.528403998918293e-07,1.97213421415654e-06
1968,1.6708067107629176e-07,2.0175439203740098e-06
1969,1.5986987023097754e-07,1.6759086065576412e-06
1970,1.6463435770219803e-07,1.5911588207018212e-06
1971,1.608318456192137e-07,1.6422318367403932e-06
1972,1.8160720571813727e-07,1.5385310234705685e-06
1973,1.433432998965145e-07,1.400905034643074e-06
1974,1.676420424701064e-07,1.0525444622544455e-06
1975,1.6449062911760848e-07,1.217687554344593e-06
1976,1.6912039768612885e-07,1.301541374232329e-06
1977,1.4985793939104042e-07,1.1600767493291642e-06
1978,1.8297021142643644e-07,1.4251478432925069e-06
1979,1.7263320728488907e-07,1.2927008583574207e-06
1980,1.637323379100053e-07,1.2626719581021462e-06
1981,1.8533860668412672e-07,1.1101338941443828e-06
1982,1.7194781776197487e-07,1.0707941555665457e-06
1983,1.5788289431384328e-07,1.1942262290176586e-06
1984,1.6643154765461077e-07,1.0890537396335276e-06
1985,1.6061540009104647e-07,1.0942300150418305e-06
1986,1.76837318122125e-07,1.1755186051232158e-06
1987,1.3016040156799136e-07,1.0504494412089116e-06
1988,1.6550488624034188e-07,1.1555358696568874e-06
1989,1.7616872582948417e-07,1.0855505934159737e-06
1990,1.9560657449346763e-07,1.1022621038137004e-06
1991,1.8170541693507403e-07,1.0193087973675574e-06
1992,1.878890998341376e-07,1.1532313237694325e-06
1993,2.11597722454826e-07,1.1687727692333283e-06
1994,2.0519463816981443e-07,1.1436040949774906e-06
1995,1.8653230426934897e-07,1.14088368263765e-06
1996,2.1298987462614605e-07,1.1172627409905544e-06
1997,1.9659067618249537e-07,1.0404920658402261e-06
1998,1.8071209240133612e-07,1.0442203119964688e-06
1999,1.704685104186865e-07,1.1804829682660056e-06
2000,1.7981388111820706e-07,1.1252726608290686e-06
2001,1.9671641382501548e-07,1.0646344890119508e-06
2002,1.761250985055085e-07,1.0440451205795398e-06
2003,2.079294603163362e-07,1.112985160034441e-06
2004,1.79715485160159e-07,1.0628760946929106e-06
2005,2.040198552322181e-07,1.1615170478762593e-06
2006,1.6677454084401688e-07,1.0611802281346172e-06
2007,1.7016482445342263e-07,1.0613332506181905e-06
2008,1.5156484778344748e-07,1.0690431508919573e-06
2009,1.5019806198779406e-07,1.1386443929950474e-06
2010,1.4596520259146928e-07,1.036400135490112e-06
2011,1.246614829142345e-07,1.1242477739870083e-06
2012,1.2493607925989636e-07,1.476083980378462e-06
2013,1.2327932097377925e-07,1.5072431551743648e-06
2014,1.4270283088535507e-07,1.7932051150637562e-06
2015,1.2700976981250278e-07,1.8712329392656102e-06
2016,1.037741341747278e-07,2.0537336240522563e-06
2017,1.0112757564684216e-07,1.419811042069341e-06
2018,1.1255195175863264e-07,1.6322613873853697e-06
2019,1.1479444594897359e-07,1.8961492287417059e-06
