year,portant_VERB en_ADP,portant_VERB dans_ADP
1851,9.287191815587903e-07,7.165326625369062e-07
1852,1.080099506944876e-06,6.692840841537873e-07
1853,1.0839055910594197e-06,7.781427076025693e-07
1854,9.970480063792309e-07,7.383039033470595e-07
1855,1.0364448037591956e-06,7.907336012635824e-07
1856,1.0794439022632218e-06,7.962516779258522e-07
1857,1.1203062868503366e-06,6.970794963478966e-07
1858,1.0653532696025536e-06,7.433493909303479e-07
1859,1.0372757639487418e-06,8.0914633571183e-07
1860,9.74940137066227e-07,8.197736445225701e-07
1861,1.0724101828785138e-06,8.078446009918139e-07
1862,1.059919562784728e-06,7.766418494981053e-07
1863,1.0024203467295933e-06,7.786613753779648e-07
1864,1.003536576504871e-06,7.06263413974284e-07
1865,1.067041657698553e-06,7.10262822778418e-07
1866,1.015940017445871e-06,7.098929462046044e-07
1867,1.1345872898971265e-06,6.148512365911074e-07
1868,1.0166260491217827e-06,7.276434352831984e-07
1869,1.0436080781772716e-06,7.281326954711176e-07
1870,1.111832085953779e-06,7.798306391748611e-07
1871,1.2671064020253198e-06,7.126810053215138e-07
1872,1.0703790671584557e-06,7.359612146373706e-07
1873,1.1331506142298053e-06,7.296939319445528e-07
1874,1.2134430695809328e-06,6.249441000250044e-07
1875,1.1197028868537018e-06,6.791452733523329e-07
1876,1.1378600035527597e-06,6.850134819380571e-07
1877,1.1410985365500892e-06,6.636307450236245e-07
1878,1.058652213004052e-06,6.715466551732163e-07
1879,1.1039550571467771e-06,7.025724091391794e-07
1880,1.1346752604168842e-06,6.546203206170276e-07
1881,1.093289235143402e-06,6.888837340568443e-07
1882,1.1181046986052934e-06,6.928255666949212e-07
1883,1.2518610157385979e-06,6.572112329905622e-07
1884,1.1071046301935894e-06,7.202451595134107e-07
1885,1.177617619863014e-06,5.859082827797124e-07
1886,1.2564893694388957e-06,6.750323215953813e-07
1887,1.3893551429333684e-06,6.404875261267762e-07
1888,1.2750976559061655e-06,6.505470744322395e-07
1889,1.1283511387460976e-06,7.33020975474119e-07
1890,1.2866260354904568e-06,6.659256639451883e-07
1891,1.2002656415432966e-06,6.794918441244135e-07
1892,1.3232829285669823e-06,6.638354461685481e-07
1893,1.2292199473851184e-06,6.343169056677311e-07
1894,1.1960321515402939e-06,6.370856091564292e-07
1895,1.2584923112513025e-06,5.501013564668256e-07
1896,1.1782264301984924e-06,6.256748008581781e-07
1897,1.2952783938757761e-06,5.716005730960205e-07
1898,1.1673185675853404e-06,5.703621663855074e-07
1899,1.1994845223739503e-06,5.610492195273764e-07
1900,1.2551966372953416e-06,5.637483653231357e-07
1901,1.2351112674835463e-06,5.415488057991524e-07
1902,1.6326693224044675e-06,6.427561354271916e-07
1903,1.1702276783154275e-06,5.459622531844843e-07
1904,1.287222755053108e-06,6.035703945528326e-07
1905,1.3428294884931802e-06,4.809827522933574e-07
1906,1.2958201374146938e-06,4.974426355275341e-07
1907,1.151996913861808e-06,5.45655707284709e-07
1908,1.1669460882046678e-06,5.132401348362237e-07
1909,1.2157174182902963e-06,5.600001333760929e-07
1910,1.1853326613575632e-06,4.900585963696358e-07
1911,1.1784628526356755e-06,5.410820689277784e-07
1912,1.2268186875274978e-06,5.11044236262137e-07
1913,1.2462026255377623e-06,5.287080560023583e-07
1914,1.36211761958549e-06,5.765896311515917e-07
1915,1.4631706619638862e-06,5.148192872006518e-07
1916,1.2921254990416742e-06,5.724467948553524e-07
1917,1.3488701526842561e-06,4.386569720793432e-07
1918,1.2589068880686227e-06,5.926969990355246e-07
1919,1.4704933350984106e-06,6.169258597310545e-07
1920,1.3342271820704354e-06,5.043106447999435e-07
1921,1.5047049695127157e-06,5.232768742757798e-07
1922,1.3110591243759018e-06,5.179310518244051e-07
1923,1.2314500352772484e-06,5.605220732007865e-07
1924,1.1112580473593425e-06,4.3444775421619397e-07
1925,1.1922024771848783e-06,4.71821840264397e-07
1926,1.1168430322783252e-06,5.417023416498523e-07
1927,1.097083738521576e-06,4.515436122787264e-07
1928,1.1597432401089236e-06,4.2504874464555087e-07
1929,1.1608302949994709e-06,4.055107805100988e-07
1930,1.1764035972028353e-06,4.737125260945163e-07
1931,1.1622058320170936e-06,4.6761963634622816e-07
1932,1.2208923223511192e-06,4.5810862170370115e-07
1933,1.2491550949178531e-06,4.1179676024682976e-07
1934,1.3647019496687562e-06,4.457147717573662e-07
1935,1.4338004863390097e-06,4.954869581297316e-07
1936,1.2852197137647181e-06,4.098153647547065e-07
1937,1.1999335853829507e-06,4.1047043897179947e-07
1938,1.3937605913838524e-06,4.2525902976819907e-07
1939,1.1898770786444857e-06,3.7776304306902375e-07
1940,1.6482589249022794e-06,4.310830905573937e-07
1941,1.7502410223357856e-06,5.22415938508658e-07
1942,1.4867637982973747e-06,5.643633667062886e-07
1943,1.5038757812391168e-06,6.764537809900162e-07
1944,1.5005579498961197e-06,7.229669094499513e-07
1945,1.148071634204939e-06,5.097699382616838e-07
1946,1.055219680523578e-06,4.524358914181903e-07
1947,1.2004317078151416e-06,5.495521229192946e-07
1948,1.20677956871873e-06,5.468559356458513e-07
1949,1.0278407174268978e-06,4.054424351807029e-07
1950,1.2560361923874552e-06,4.200967680390022e-07
1951,1.0831984607051481e-06,3.923395706095789e-07
1952,1.2031620837404944e-06,4.112473428463659e-07
1953,1.185121021762825e-06,3.5338154269481947e-07
1954,1.1756360756010054e-06,3.811289177590993e-07
1955,1.0830991659105393e-06,3.988883285899192e-07
1956,1.0997359538578166e-06,4.439060923289162e-07
1957,1.1741765284511985e-06,3.993437096561081e-07
1958,1.045611554673087e-06,4.1113050919250327e-07
1959,9.773693490089386e-07,3.952881328928015e-07
1960,9.751454523865277e-07,4.63695835506428e-07
1961,1.046392789305628e-06,4.2592216553671847e-07
1962,9.13875918939766e-07,4.401317870161847e-07
1963,9.395175215587415e-07,3.6468538899825376e-07
1964,9.697845060330224e-07,3.674716930746058e-07
1965,9.083591940850511e-07,3.359834659377725e-07
1966,8.895753893511937e-07,3.8496570553547826e-07
1967,8.337197439090005e-07,3.7717066803111265e-07
1968,9.0097802285527e-07,3.8985490213860885e-07
1969,8.99722210512266e-07,3.047519565591017e-07
1970,8.075361019876937e-07,2.9707762827513307e-07
1971,7.964515873482014e-07,3.196083140366568e-07
1972,7.561836747882467e-07,3.883521202396878e-07
1973,7.332561211548239e-07,3.291382730807868e-07
1974,7.352622199974235e-07,3.251580382723773e-07
1975,7.002274795553376e-07,2.6444152112503616e-07
1976,6.896226834030017e-07,3.0167422471194527e-07
1977,6.799436516047308e-07,2.8443625055274424e-07
1978,6.386135602554077e-07,2.548513631239757e-07
1979,7.455414055002052e-07,2.6802037500495146e-07
1980,6.816495758954488e-07,2.546947563963897e-07
1981,6.51531617990031e-07,2.713660616215918e-07
1982,6.232332374622729e-07,2.656810909051899e-07
1983,5.829036524573894e-07,2.4187660763175245e-07
1984,5.828003351027178e-07,2.7023380422264154e-07
1985,6.274227075664385e-07,2.285911993027412e-07
1986,6.066419464545447e-07,2.2779044916987345e-07
1987,7.100769332524237e-07,2.45654838693099e-07
1988,5.864629866181303e-07,2.1647559789172988e-07
1989,6.025958052546798e-07,2.3159875439660027e-07
1990,5.475893987139102e-07,2.146768502964136e-07
1991,4.99396809239272e-07,2.3152787176350387e-07
1992,5.438314643058106e-07,2.336216349263509e-07
1993,5.722001343855254e-07,2.3763199941129187e-07
1994,5.306576005281727e-07,2.2207440419919067e-07
1995,6.273775525755809e-07,2.2828517920459035e-07
1996,5.364782582617522e-07,2.087194110877988e-07
1997,5.269588934098124e-07,2.0761892871590248e-07
1998,5.154347846314522e-07,2.0693680236050227e-07
1999,5.068353354786836e-07,2.2028369794924174e-07
2000,5.253039576658125e-07,2.2355239348570421e-07
2001,5.494039676534612e-07,2.151174969267089e-07
2002,4.885061786197298e-07,1.9934557915490814e-07
2003,5.28782508446568e-07,2.1501322766681596e-07
2004,5.131581524153717e-07,2.2288244183599204e-07
2005,4.909087172322302e-07,2.0942435341453347e-07
2006,4.974411123015443e-07,2.0630628849716004e-07
2007,4.501778230192599e-07,2.1769913516322958e-07
2008,4.593777367389862e-07,2.5714935203424716e-07
2009,4.305677965277255e-07,2.069395543813357e-07
2010,4.383679970132448e-07,2.68311441287139e-07
2011,3.846915856975386e-07,2.871802970982884e-07
2012,3.7106355943450353e-07,3.206806051814226e-07
2013,3.9745032953675263e-07,3.146133127351902e-07
2014,4.2659269983147396e-07,3.4257343983767896e-07
2015,4.324538656064192e-07,3.675081936549418e-07
2016,4.5258778857970583e-07,4.372598763069391e-07
2017,3.632542742160183e-07,2.6866729752050844e-07
2018,3.77152297836858e-07,3.299114346155818e-07
2019,3.903011283057367e-07,3.1530208444152663e-07
