year,pouvant_VERB écrire_VERB,pouvant_VERB décrire_VERB
1853,2.8665272822081533e-08,7.763511611358354e-09
1854,2.6497888327980945e-08,5.195664343204953e-09
1855,2.2289135870323662e-08,4.2455496895854594e-09
1856,1.9673318973900678e-08,1.1907535402144731e-08
1857,1.2203773103180993e-08,8.298565390418844e-09
1858,2.7404585267731818e-08,1.1255455234504552e-08
1859,1.323965115318515e-08,2.189634606963864e-08
1860,2.70053845952134e-08,5.492620580582752e-09
1861,2.3108222890755314e-08,1.9335450573976232e-08
1862,1.1746764450037972e-08,7.228778020618165e-09
1863,2.1976331865403154e-08,4.994620717013731e-09
1864,1.965838514195184e-08,1.965838514195184e-08
1865,3.247722446531043e-08,4.706844247692743e-09
1866,2.1408697037372804e-08,8.75810357570117e-09
1867,9.220341823379385e-09,1.5043715606566366e-08
1868,1.6301584082611953e-08,9.87974857480367e-09
1869,3.662639258550371e-08,9.278686263769487e-09
1870,1.7202147262196377e-08,7.454262984651905e-09
1871,2.2304472935275044e-08,2.7615060460561835e-08
1872,2.8422494580127022e-08,1.269941218851045e-08
1873,1.3767810003173508e-08,7.183205141814142e-09
1874,2.5690820137924675e-08,8.364453130127458e-09
1875,1.1443054503956773e-08,1.4875970677508121e-08
1876,2.1765654167893445e-08,2.2370254981751714e-08
1877,2.8450154232473324e-08,1.793596560162314e-08
1878,2.717589886458427e-08,6.6429977074733415e-09
1879,3.665595160740054e-09,5.498392852132383e-09
1880,3.401458670282409e-08,1.4119262203848848e-08
1881,3.416528571165145e-08,2.022027167924989e-08
1882,1.4641846846075168e-08,1.8635077481121698e-08
1883,1.8326083761621703e-08,1.0742875922176154e-08
1884,2.6406787867472303e-08,1.5844072720483382e-08
1885,1.353583467533781e-08,9.66845359329227e-09
1886,1.7424351739236954e-08,2.0651084398082276e-08
1887,2.154545164501087e-08,4.570247291724172e-09
1888,9.510921827882157e-09,5.07249175996094e-09
1889,1.7542383545787743e-08,3.884384724983647e-08
1890,1.7041404731799048e-08,9.831579994568074e-09
1891,2.1672347472190268e-08,1.2748440525456317e-08
1892,2.382034658410248e-08,8.775916882086676e-09
1893,1.7859408174558666e-08,1.1700991287000306e-08
1894,1.7014155417882648e-08,5.671385139294216e-09
1895,2.2870734639468537e-08,3.0093072478365457e-09
1896,1.0614652268259306e-08,9.435246361988447e-09
1897,1.1653426668090106e-08,1.1070755867592652e-08
1898,1.810673566637888e-08,6.224190496340043e-09
1899,8.844125432005967e-09,5.527578395003729e-09
1900,2.491705508589348e-08,1.245852754294674e-08
1901,2.179608138419553e-08,1.0059729937950124e-08
1902,1.4239823542538943e-08,1.3257766440233354e-08
1903,1.4040573148577096e-08,5.940242076007962e-09
1904,1.289910045443321e-08,3.7622376325430196e-09
1905,2.4771644291377015e-08,2.0643036169332163e-09
1906,9.773950537805831e-09,6.6874399351490865e-09
1907,1.2857108266928208e-08,2.5714217422034835e-09
1908,1.7680999775393502e-08,4.911389073214423e-09
1909,1.265226234892225e-08,7.701377313651392e-09
1910,8.550641084070776e-09,2.67207544979442e-09
1911,1.5961122201701983e-08,6.384448969498635e-09
1912,1.3544495303108306e-08,4.688478938419394e-09
1913,1.2727175757731857e-08,8.484783542428431e-09
1914,4.68772043404897e-09,9.37544086809794e-09
1915,7.068456930880984e-09,9.424609537234119e-09
1916,1.4283700444650549e-08,9.888715624128963e-09
1917,1.7546279096336548e-08,6.57985488317081e-09
1918,1.6080926812378493e-08,1.1486376294556067e-08
1919,1.6574126959767455e-08,4.603924352863942e-09
1920,8.329454459499175e-09,2.2716695191604686e-09
1921,1.1359120755116692e-08,4.543648568500203e-09
1922,1.475587119159627e-08,2.2133805899215986e-09
1923,7.431163684401554e-09,3.1847844361720945e-09
1924,5.156649773851996e-09,0.0
1925,1.9796720707176974e-08,3.299453377181294e-09
1926,2.1177662290483568e-08,3.343841648018042e-09
1927,1.0034302277972529e-08,3.3447675740205796e-09
1928,2.170947865920425e-08,4.570416489713125e-09
1929,2.2280811862174232e-08,8.912325100141061e-09
1930,1.575540586884472e-08,1.0503603542488804e-09
1931,1.2545892325022123e-08,4.5621426636444085e-09
1932,1.3151444377967891e-08,4.383814644626227e-09
1933,1.4911860191091364e-08,4.588264879146209e-09
1934,8.38710612072191e-09,5.990790086229936e-09
1935,9.574627313213568e-09,8.377798899061872e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,6.295559185076627e-09
1938,2.2040865133021725e-08,2.5930428915188486e-09
1939,1.070583532936098e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.066051862925633e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,1.742803235060819e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,0.0
1947,1.549713246618012e-08,0.0
1948,6.523132700664291e-09,2.174377566888097e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,7.444753258312176e-09,2.1270722960764488e-09
1951,1.1727541604500402e-08,4.264560704569931e-09
1952,2.319856839960721e-08,5.272402070488624e-09
1953,7.54167928107563e-09,1.0773827385790469e-09
1954,8.795282724349818e-09,9.772536113672459e-10
1955,7.508486277174597e-09,9.385607846468247e-09
1956,1.3953826538681824e-08,1.744228317335228e-09
1957,3.180613461495341e-08,3.534015080575159e-09
1958,9.099467845885556e-09,7.445019267748876e-09
1959,1.1626121398933265e-08,5.425523585955716e-09
1960,2.7683333403416555e-09,6.920833239831836e-09
1961,9.03260666262895e-09,6.948159270159238e-10
1962,3.170978146727066e-09,6.341956293454132e-09
1963,7.1126584622049904e-09,3.2330267352165265e-09
1964,2.4335873760605864e-08,3.6503808864551957e-09
1965,5.47204326295514e-09,4.377634699181954e-09
1966,1.5509408868297214e-08,2.215629901769489e-09
1967,9.860671390526932e-09,5.916402479044791e-09
1968,1.661823922916028e-08,5.838840522187638e-09
1969,1.0446043141598693e-08,4.087581828571274e-09
1970,1.74751555448438e-08,5.058597540852361e-09
1971,2.1067430466814585e-08,6.166076982339064e-09
1972,1.4364410994005539e-08,3.5911027485013847e-09
1973,8.821126051827832e-09,6.615844760915479e-09
1974,1.1251143128276908e-08,5.625571564138454e-09
1975,1.028066431985053e-08,9.138368284311582e-09
1976,1.314111219841152e-08,4.570821499072508e-09
1977,9.402850942308305e-09,3.526069214387917e-09
1978,5.346532105932056e-09,9.504946163474415e-09
1979,1.1703946256602649e-08,1.1703946700691858e-09
1980,9.096241093686785e-09,6.822181042309694e-09
1981,8.855769451088236e-09,7.590659656386833e-09
1982,1.4898005495922462e-08,4.345251713999687e-09
1983,3.78918940668882e-09,1.89459470334441e-09
1984,6.958810416790584e-09,4.059305780401701e-09
1985,1.2031115659283387e-08,7.820225356169885e-09
1986,7.1933827783254856e-09,3.5966913891627428e-09
1987,7.944062296871834e-09,6.721898593298192e-09
1988,8.994830658082265e-09,3.597932174415064e-09
1989,1.0976243913773942e-08,4.939309850016116e-09
1990,8.172976073694826e-09,3.2691906959314565e-09
1991,1.2309077312977479e-08,1.1722930182145319e-08
1992,1.0468894195980738e-08,6.060938417817852e-09
1993,8.862731881720265e-09,4.4313659408601325e-09
1994,7.912389854425328e-09,6.857404422078162e-09
1995,8.675921314704738e-09,7.0491861237087505e-09
1996,8.007138063703678e-09,6.939520069693117e-09
1997,8.151320507465698e-09,6.233362714880286e-09
1998,6.198567881199324e-09,6.675381136744818e-09
1999,1.2339542720951613e-08,7.312321859131998e-09
2000,9.719669513685858e-09,9.277866475088103e-09
2001,9.20054432640427e-09,1.1391150245287918e-08
2002,3.066854992184176e-09,9.63868718173444e-09
2003,1.12506919336397e-08,8.333845613606172e-09
2004,7.488145215006625e-09,1.0131019578807354e-08
2005,1.170974872621855e-08,9.457874483587148e-09
2006,1.4412615101377924e-08,7.000412693969338e-09
2007,1.3980677948666198e-08,9.18730247434496e-09
2008,8.940623352771127e-09,8.940623352771127e-09
2009,7.629108011997232e-09,1.0490023072406984e-08
2010,1.1337103700270745e-08,6.140930874920514e-09
2011,5.7359579308524644e-09,1.1089518636708817e-08
2012,6.468080293586809e-09,9.872333173177594e-09
2013,6.9728125495771565e-09,3.3469500504423877e-09
2014,8.012147389990787e-09,7.362513709807672e-09
2015,4.322322055827499e-08,7.536356427806368e-09
2016,1.1599504468051691e-08,5.799752234025846e-09
2017,8.049956257139002e-09,5.0312225496895735e-09
2018,1.2649186587054828e-08,8.26069346260283e-09
2019,5.076465470210678e-08,5.3570743396846865e-09
