year,pouvait_VERB étendre_VERB,pouvait_VERB détendre_VERB
1981,2.1506869174459098e-08,6.325549528618524e-10
1982,1.738100685599875e-08,1.2415004579935385e-09
1983,2.3998200759933752e-08,0.0
1984,2.3775934110403796e-08,0.0
1985,1.9851341903631692e-08,6.015558051686298e-10
1986,2.038125046510686e-08,0.0
1987,1.8943532964499354e-08,1.2221633705067347e-09
1988,1.4991384134077634e-08,0.0
1989,2.030605195102453e-08,1.0976244357863152e-09
1990,1.4166492867673242e-08,1.089730194969718e-09
1991,2.2859714121636898e-08,0.0
1992,1.4325855168806356e-08,0.0
1993,1.1078414630105726e-08,0.0
1994,1.3714808844156323e-08,5.274926606624319e-10
1995,1.7351842629409475e-08,2.1689803286761844e-09
1996,1.7615704450690828e-08,5.338092190498855e-10
1997,1.4864173003559245e-08,9.58978896292706e-10
1998,1.9072516010965046e-08,4.768129224785866e-10
1999,1.7823785114501334e-08,0.0
2000,1.899753598877396e-08,0.0
2001,1.664860427297299e-08,4.3812117822561447e-10
2002,2.409671751024689e-08,0.0
2003,1.6667691227212345e-08,0.0
2004,1.3214373595360485e-08,4.404791253964646e-10
2005,7.656374201303606e-09,4.5037495954858286e-10
2006,1.2765458912156191e-08,8.235779835885637e-10
2007,1.4380126422963713e-08,7.988958938831558e-10
2008,1.2346575317678798e-08,0.0
2009,1.8595951445377068e-08,4.76819250749827e-10
2010,2.172944846279279e-08,0.0
2011,1.4913490886669933e-08,1.1471915639660324e-09
2012,1.736168897537027e-08,1.3617010852229328e-09
2013,1.6734750474256543e-08,1.9523875849358774e-09
2014,2.0571729208995748e-08,1.9489005964601347e-09
2015,2.105746688130239e-08,1.5516027351836215e-09
2016,2.60988848310717e-08,8.285360175719347e-10
2017,1.7860839918171223e-08,4.2765391228272165e-09
2018,2.0393587263356494e-08,3.3559066636712487e-09
2019,1.8622211328533922e-08,1.7856913725466939e-09
