year,voudrait_VERB écrire_VERB,voudrait_VERB décrire_VERB
1848,1.769948809737798e-08,2.413566457803995e-09
1849,6.703531951757213e-09,0.0
1850,3.4623880651452055e-08,1.3577992064028876e-09
1851,3.8696633453128015e-08,4.514607354622058e-09
1852,1.4974254725075298e-08,6.510545436100301e-09
1853,1.970737528722566e-08,6.569124799682413e-09
1854,3.16935526711859e-08,5.7152309551611324e-09
1855,1.8043586180738203e-08,1.5920811335945473e-09
1856,2.7956822634678247e-08,4.659470143053568e-09
1857,2.9289054737091647e-08,9.763018171682347e-10
1858,1.9574704079872163e-09,4.893676019968041e-10
1859,2.49516496353408e-08,0.0
1860,2.1512764902809067e-08,5.950338888283113e-09
1861,3.4426534512022045e-08,4.2443675241088386e-09
1862,1.671654992208005e-08,9.035972525772706e-10
1863,3.596127129412707e-08,1.9978483312144135e-09
1864,3.691940619887646e-08,9.589455896019672e-10
1865,2.729969672543575e-08,4.706844358715045e-10
1866,2.578774882522339e-08,9.731225825149181e-10
1867,3.2513838732484146e-08,0.0
1868,3.408512938563035e-08,9.87974857480367e-09
1869,1.660396442559886e-08,0.0
1870,2.2936195165357276e-08,3.4404292748035914e-09
1871,4.248470730772169e-08,9.559059321873065e-09
1872,1.0885210954825197e-08,4.8378714367913744e-09
1873,6.584604861359367e-09,2.3944017879529156e-09
1874,1.9716210886144836e-08,1.0156835372754358e-08
1875,1.8881038954532414e-08,6.865832347102696e-09
1876,2.1765654167893445e-08,2.418405919968336e-09
1877,1.608052180301911e-08,8.658742167710898e-09
1878,3.985798358030479e-08,4.22736201599605e-09
1879,8.55305515301552e-09,1.832797580370027e-09
1880,1.5402831010646878e-08,3.8507077526617195e-09
1881,2.7890029841159958e-08,0.0
1882,2.5956001792337702e-08,3.9932310791357395e-09
1883,2.464542170343975e-08,5.687405213450347e-09
1884,2.5746619058963915e-08,1.9805090900604227e-09
1885,1.8047780159236027e-08,2.5782542767416317e-09
1886,2.0651084398082276e-08,6.453463874400711e-10
1887,2.0892558794116667e-08,6.528924623161458e-10
1888,2.599652049184442e-08,0.0
1889,1.3783300722991498e-08,0.0
1890,2.0318598359381213e-08,1.3108772956016423e-09
1891,3.1233678754460925e-08,1.2748440081367107e-09
1892,2.3193495124473884e-08,0.0
1893,1.6011883374744684e-08,1.847525021858587e-09
1894,1.7014155417882648e-08,2.520615716150587e-09
1895,2.347259631108045e-08,1.8055843487019274e-09
1896,1.1204354777305525e-08,0.0
1897,2.7968225069230357e-08,0.0
1898,1.9238406423482957e-08,2.26334195829736e-09
1899,3.814029270188257e-08,6.633094074004475e-09
1900,2.1283318218934255e-08,1.5573159428683425e-09
1901,2.0119459875900247e-08,3.353243460679778e-09
1902,2.995273007400101e-08,1.9641135384773634e-09
1903,1.5660639007819555e-08,4.860198465905796e-09
1904,2.6335662539622717e-08,3.2247751136083025e-09
1905,1.9610883583709438e-08,2.0643036169332163e-09
1906,2.9321851613417493e-08,6.173021205313489e-09
1907,2.3142794347563722e-08,1.5428529565042481e-09
1908,2.2101250607420297e-08,2.9468334439286537e-09
1909,2.9155213354670195e-08,6.0510818578052294e-09
1910,9.085056262847502e-09,2.137660271017694e-09
1911,1.9153347352585115e-08,3.1922244847493175e-09
1912,2.5005221004903433e-08,4.688478938419394e-09
1913,2.704524781904638e-08,4.772690687104841e-09
1914,2.6117300322425763e-08,3.3483718020477227e-09
1915,5.890381071793627e-09,9.424609537234119e-09
1916,8.789969641043172e-09,0.0
1917,2.1932848426331475e-08,1.0966424435210342e-09
1918,1.9526840588923733e-08,1.1486376294556067e-09
1919,7.366278698128781e-09,0.0
1920,3.558949046578164e-08,6.815008557481406e-09
1921,2.8019165654313838e-08,0.0
1922,1.696925089333945e-08,0.0
1923,2.653987074552333e-08,3.1847844361720945e-09
1924,2.707241186783449e-08,1.289162443462999e-09
1925,2.639562701745035e-08,5.499089184013428e-09
1926,2.1177662290483568e-08,4.458455382660986e-09
1927,2.2298449309232637e-08,4.4596899506643695e-09
1928,2.8565102283550914e-08,2.2852082448565625e-09
1929,3.8991423423340166e-08,0.0
1930,2.3107928015519974e-08,6.302162347537887e-09
1931,2.5091784650044247e-08,4.5621426636444085e-09
1932,2.1919072779041926e-08,3.287861094491973e-09
1933,2.523545639121494e-08,1.1470662197865522e-09
1934,2.156684431042777e-08,5.990790086229936e-09
1935,3.111753699158726e-08,5.98414207075848e-09
1936,2.424942913137329e-09,2.424942913137329e-09
1937,1.7627565185307503e-08,3.777335333410292e-09
1938,5.4453899167583586e-08,0.0
1939,2.2941076593951948e-08,4.588215141154706e-09
1940,2.5357829613881222e-08,7.607348528892999e-09
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,4.645176332473966e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,2.178504132643866e-08,4.357008087652048e-09
1946,4.1763314584386535e-08,9.744772988540262e-09
1947,2.1457568166738383e-08,3.5762612871081956e-09
1948,2.8266908813634473e-08,7.610321262063735e-09
1949,1.570721330779179e-08,5.890204768377316e-09
1950,4.4668517773516214e-08,5.317680518146517e-09
1951,5.543929049167673e-08,0.0
1952,2.8470971358274255e-08,0.0
1953,3.232148060305917e-08,3.232148326759443e-09
1954,3.713563856422297e-08,1.9545072227344917e-09
1955,3.0972504561077585e-08,1.8771215692936494e-09
1956,2.0058624983221307e-08,6.104799332717903e-09
1957,2.47381048978923e-08,1.0602045463770082e-08
1958,1.6544486669545222e-08,3.3088973783179654e-09
1959,1.7826719656000023e-08,2.325224457422337e-09
1960,2.629916728835724e-08,2.7683333403416555e-09
1961,2.640300600376122e-08,4.86371165564492e-09
1962,2.1562652108286784e-08,7.610347907416326e-09
1963,2.909724017285953e-08,9.69907976156037e-09
1964,2.311907998375773e-08,1.8251904432275978e-09
1965,3.009623839034248e-08,1.1491291473930687e-08
1966,2.3818021332999706e-08,7.200797291773142e-09
1967,2.5637744371920235e-08,7.888536934785861e-09
1968,4.581244184009847e-08,8.982831367632116e-09
1969,2.180043701116574e-08,4.995933444718048e-09
1970,2.6672605457633836e-08,3.6789800095249348e-09
1971,2.0553589052951793e-08,1.284599360218408e-08
1972,2.924183739594355e-08,6.669190977248718e-09
1973,2.9771300091852027e-08,9.923766697284009e-09
1974,1.9689501584707614e-08,6.1881286761433785e-09
1975,3.369773438066659e-08,6.282628195464213e-09
1976,3.142439908287997e-08,5.142174241967723e-09
1977,2.5857840313392444e-08,2.3507127355770763e-09
1978,2.316830638449119e-08,4.158414057542359e-09
1979,2.4578287849408298e-08,7.607565244427406e-09
1980,2.2740602290127754e-08,3.411090521154847e-09
1981,2.5302197670384885e-08,4.427884725544118e-09
1982,2.3588508923921836e-08,1.4277254933858785e-08
1983,1.4525227243211702e-08,1.1999100379966876e-08
1984,2.7835241667162336e-08,2.3196033982486597e-09
1985,2.707001200974446e-08,3.0077789148208467e-09
1986,2.45773907892044e-08,7.1933827783254856e-09
1987,2.5054349706010726e-08,1.0388388815840699e-08
1988,1.9188972188999287e-08,4.197587610832443e-09
1989,3.7319232149002346e-08,3.841685636274406e-09
1990,2.669838927715773e-08,5.993515905799995e-09
1991,2.7548885839223658e-08,8.7921980806982e-09
1992,2.3692759754112558e-08,2.7549720282848966e-09
1993,1.883330469354405e-08,7.200969598386564e-09
1994,3.0594573985354145e-08,8.439882570598911e-09
1995,2.6027763055935793e-08,5.4224509327127635e-09
1996,3.896807143632941e-08,2.135236876199542e-09
1997,2.205651483677684e-08,8.630809844589749e-09
1998,2.9085589048349902e-08,5.72175506974304e-09
1999,3.1991408633302854e-08,6.8553016596695215e-09
2000,2.076474814316498e-08,3.092622158362701e-09
2001,2.3220422917802352e-08,8.762423675534592e-09
2002,2.3658596859377212e-08,5.6955880012310445e-09
2003,2.416815370054337e-08,4.583615265119079e-09
2004,3.03930605127789e-08,8.80958239690699e-09
2005,2.34194974524371e-08,6.305249655724765e-09
2006,3.1707752867760064e-08,8.235780057930242e-09
2007,1.917350189728495e-08,5.991719120856942e-09
2008,2.086145478585877e-08,5.960415716543821e-09
2009,2.384096298158056e-08,5.721831008997924e-09
2010,2.645324137517946e-08,7.085689368580006e-09
2011,1.911985947344874e-08,2.6767803529281764e-09
2012,2.3489343803362317e-08,3.4042526575461807e-09
2013,1.9244962956577183e-08,5.857162754807632e-09
2014,3.832838046946563e-08,1.9489005964601347e-09
2015,1.8619234154471087e-08,3.768178213903184e-09
2016,1.905632807108759e-08,2.899876117012923e-09
2017,1.3584300795344006e-08,5.534344982294215e-09
2018,2.452393310647949e-08,2.323319980845895e-09
2019,3.1377147990951926e-08,4.3366790158927415e-09
