year,eut_VERB eu_VERB,eut_VERB dû_VERB
1863,1.6781926603925967e-07,8.041339327746755e-08
1864,2.1576275344159512e-07,1.1459399473778831e-07
1865,1.6426886872977775e-07,7.154403647291474e-08
1866,1.8051423467113636e-07,7.639012267190992e-08
1867,1.7712761746224714e-07,1.1161466773046413e-07
1868,1.783294578672212e-07,1.1855697579221669e-07
1869,1.919222967217138e-07,7.66712489053134e-08
1870,2.2420130108002922e-07,9.690542412954528e-08
1871,1.8268424639700243e-07,1.4551012839092436e-07
1872,1.608592299362499e-07,7.075387031818536e-08
1873,2.1370036051848729e-07,1.0176207609902121e-07
1874,1.8640780297118908e-07,1.0515311998915422e-07
1875,1.5219262650134624e-07,1.3045081459495123e-07
1876,1.6989301343528496e-07,8.887641911314859e-08
1877,1.7255636919344397e-07,8.535045736834945e-08
1878,1.437303041029736e-07,8.877460544454152e-08
1879,1.7778135941171058e-07,1.1363344754045102e-07
1880,1.6622222176465584e-07,1.0268554007097919e-07
1881,1.624594290206005e-07,8.436734333372442e-08
1882,1.6039477657159296e-07,9.38409314699129e-08
1883,1.7125408646734286e-07,1.1880356964866223e-07
1884,1.3797546216665069e-07,9.968562153517269e-08
1885,1.3858117142717674e-07,1.3020184042034089e-07
1886,1.7811559871461213e-07,1.3294135214891867e-07
1887,1.5995865965123812e-07,1.1490907070310641e-07
1888,1.5217474924611452e-07,9.764546859969414e-08
1889,1.372064986071564e-07,1.3344741489618173e-07
1890,1.3567580481321784e-07,8.586246025288347e-08
1891,1.4405736692424398e-07,1.0517462811776568e-07
1892,1.629813226600163e-07,1.1596748095143994e-07
1893,1.3856437419690337e-07,9.791882149556841e-08
1894,1.2729108789244492e-07,1.2792125403393584e-07
1895,1.4384488622454228e-07,1.1555739831692335e-07
1896,1.4565661388132867e-07,1.0791563198608856e-07
1897,1.0837687369757987e-07,9.905413378419325e-08
1898,1.1599627214309294e-07,1.2618131961517065e-07
1899,1.2823981876408652e-07,1.276870591482293e-07
1900,1.0018732865546554e-07,9.811090251332644e-08
1901,1.1345139938612192e-07,1.1065703375834346e-07
1902,1.0311595843859322e-07,1.3405075094397034e-07
1903,1.5174619250046817e-07,1.4958609995119332e-07
1904,1.1179220393842115e-07,1.3920279684498382e-07
1905,1.4604948717078514e-07,1.67208597190438e-07
1906,1.1574415026416318e-07,1.2809019267479016e-07
1907,1.1725683179975022e-07,1.45028181464113e-07
1908,1.2376700908589555e-07,1.159087830160388e-07
1909,1.402750768875194e-07,1.2872301624611282e-07
1910,1.122271626741167e-07,1.07417427841483e-07
1911,1.2024045759062574e-07,1.3141324473053828e-07
1912,1.0887690393701632e-07,1.4117532032287272e-07
1913,1.177263726503952e-07,1.0765069191620569e-07
1914,1.2455943476652465e-07,1.25898779401723e-07
1915,1.060268601804637e-07,9.660224975505116e-08
1916,1.0767713121140332e-07,1.0987461962486123e-07
1917,1.3598366876976797e-07,1.4585344842998893e-07
1918,1.3783650842924544e-07,1.412824275348612e-07
1919,1.3719693470193306e-07,1.5100872019502276e-07
1920,1.1888403861348706e-07,1.5144463816341158e-07
1921,1.075330118283091e-07,1.4918312274403434e-07
1922,1.0181550891275037e-07,1.5788782548042946e-07
1923,9.342033990833443e-08,1.0828266994167279e-07
1924,1.0828964747133796e-07,1.250487571269332e-07
1925,1.1218141793278846e-07,1.1548086575885463e-07
1926,8.471064916193427e-08,1.4267057224515156e-07
1927,1.0257286930936971e-07,1.6723836893106636e-07
1928,1.0511958237202634e-07,1.3139947441231925e-07
1929,8.355304714768863e-08,1.5262357067058474e-07
1930,9.663315125862937e-08,1.4284900373695564e-07
1931,9.352392282835353e-08,1.3116159891524148e-07
1932,6.13734059129456e-08,1.358982473220749e-07
1933,8.602996359741155e-08,1.422362174707814e-07
1934,8.02765853791243e-08,1.7852553924058157e-07
1935,8.018750463634206e-08,1.2686381012372294e-07
1936,8.48730010716281e-08,1.1518478970629076e-07
1937,5.666003133342201e-08,9.317427185351335e-08
1938,7.779128452511941e-08,1.5298952860121062e-07
1939,7.799965828780842e-08,1.6211693321110943e-07
1940,7.86092684279538e-08,1.6229010668666888e-07
1941,3.836953510472085e-08,1.269146139293298e-07
1942,9.406056733496371e-08,1.1833425617169269e-07
1943,9.290352664947932e-08,1.1322617154974068e-07
1944,6.7476911169706e-08,9.318240046241044e-08
1945,4.357008265287732e-08,1.6774481537140673e-07
1946,7.378185529205439e-08,1.252899437531596e-07
1947,5.8412268799656886e-08,8.821444197337769e-08
1948,7.610321262063735e-08,1.0871887923258328e-07
1949,3.8286334103077024e-08,1.0602369115986221e-07
1950,4.679559140186029e-08,8.933703554703243e-08
1951,5.863770979885885e-08,1.3113523777974478e-07
1952,3.690681538159879e-08,1.2759213063873176e-07
1953,4.5250075686453783e-08,1.3251808184122638e-07
1954,6.449873524161376e-08,9.870261408195802e-08
1955,3.754243138587299e-08,9.291751723594643e-08
1956,4.360570926564833e-08,1.063979269133597e-07
1957,3.975766915687018e-08,8.923387895265478e-08
1958,5.21151335419745e-08,7.196851470325782e-08
1959,9.300897119146612e-08,7.905762799964577e-08
1960,6.3671663497189e-08,6.3671663497189e-08
1961,5.072156383789661e-08,8.129346440455265e-08
1962,5.7711801559889864e-08,9.512934440181198e-08
1963,5.1728427763464424e-08,6.013429754148092e-08
1964,5.4755716405452404e-08,6.144807684904663e-08
1965,1.0232721336933537e-07,8.700548903561867e-08
1966,8.973301390824417e-08,8.25322103992221e-08
1967,1.1684895184771449e-07,7.198289608822961e-08
1968,7.859977557700404e-08,8.937917783669036e-08
1969,6.540130925714038e-08,5.904285060864822e-08
1970,6.392227902551895e-08,6.346240866150765e-08
1971,7.553444447694346e-08,8.17005201270149e-08
1972,6.412683717371692e-08,5.7457643976022155e-08
1973,5.623467913551394e-08,5.017015425323734e-08
1974,4.837991696149402e-08,5.62557183059198e-08
1975,5.140332248743107e-08,5.483020970586949e-08
1976,8.227478787148357e-08,6.51342091373408e-08
1977,5.465406971438824e-08,4.2312830572655e-08
1978,4.930690877813504e-08,4.514849294423584e-08
1979,1.0240953685070053e-07,4.6230589134665934e-08
1980,3.865902442612423e-08,5.798853663918635e-08
1981,4.99718417756867e-08,5.2502059588732664e-08
1982,3.3520510811513304e-08,4.159026545380584e-08
1983,4.0418022706489865e-08,5.5574780333245144e-08
1984,4.465236713713239e-08,5.8569984417999876e-08
1985,4.090579608373446e-08,3.368712597762169e-08
1986,3.057187569766029e-08,4.7356433441336776e-08
1987,3.299841111470414e-08,5.1941942302846655e-08
1988,2.6384837426007834e-08,4.4374498742172364e-08
1989,3.1831110192115375e-08,4.335616665684938e-08
1990,3.160217687536715e-08,3.432650075296806e-08
1991,3.341035181847474e-08,4.278869525364826e-08
1992,2.920270425477156e-08,3.250866953408149e-08
1993,4.154405530698568e-08,3.10195602537533e-08
1994,3.5342008430916394e-08,3.323203756622206e-08
1995,4.0126135303353294e-08,2.6027763055935793e-08
1996,3.096093337262573e-08,2.93595068256991e-08
1997,2.4933450859521145e-08,3.260528202986279e-08
1998,3.146965354972053e-08,3.003921378308405e-08
1999,3.4733528053720875e-08,2.559312584082818e-08
2000,2.87172046142814e-08,2.6508189421292627e-08
2001,4.4688359679412315e-08,3.1982846593336944e-08
2002,3.5926017716292336e-08,2.9354184860608257e-08
2003,2.7918384049030465e-08,3.1251921939201566e-08
2004,3.259545522382723e-08,1.3654853248112886e-08
2005,3.0175122844866564e-08,2.34194974524371e-08
2006,3.006059756671675e-08,2.182481573242967e-08
2007,3.435252438066527e-08,3.1156940138998834e-08
2008,3.448526086913262e-08,2.171294255504108e-08
2009,2.9562793102400065e-08,3.147006921722095e-08
2010,2.4563723499682055e-08,2.645324137517946e-08
2011,2.1796640936599943e-08,1.7972668686638826e-08
2012,3.029784778618705e-08,1.736168897537027e-08
2013,2.2870825233667347e-08,2.091843853690989e-08
2014,2.7501153354592134e-08,2.2087540685333806e-08
2015,3.6130177960558285e-08,2.881547978006438e-08
2016,4.4533809528957136e-08,4.142680154473055e-08
2017,1.7106156491308866e-08,1.685459594114036e-08
2018,2.4265787601507327e-08,1.858655984676716e-08
2019,3.1377147990951926e-08,2.448948244193616e-08
