year,faudrait_VERB écrire_VERB,faudrait_VERB décrire_VERB
1956,9.767678932348645e-08,1.0465369904011368e-08
1957,9.365140130057625e-08,1.3252556385623393e-08
1958,1.0257581806172311e-07,1.3235589513271862e-08
1959,1.21686738907556e-07,2.325224279786653e-08
1960,1.0658083482439906e-07,1.4533750203327145e-08
1961,1.1950834277740796e-07,2.223410966450956e-08
1962,9.89345210200554e-08,2.4099433559854333e-08
1963,1.0927630000878708e-07,2.0691370394843034e-08
1964,1.0890303059341022e-07,1.9468698653213323e-08
1965,1.2093215673303348e-07,3.228505462971043e-08
1966,1.0081116386118083e-07,2.1048483844765542e-08
1967,9.367637687773822e-08,1.824224149515885e-08
1968,1.2441222452252987e-07,1.392338955241712e-08
1969,8.311416621609169e-08,1.1354394757745467e-08
1970,1.0852991039200788e-07,1.839489982558007e-08
1971,1.0174026954246074e-07,2.003974941544584e-08
1972,9.593374983296599e-08,1.898154344814884e-08
1973,9.813502543920549e-08,1.929621262775072e-08
1974,1.0294796481957746e-07,2.5315072704756858e-08
1975,7.824727532579345e-08,2.5701661243715535e-08
1976,1.176986543782732e-07,1.4855169538918744e-08
1977,9.814225876425553e-08,1.7630345183761165e-08
1978,1.003959937406762e-07,1.544553818177974e-08
1979,8.836479992169188e-08,1.9311512389208474e-08
1980,8.925686501015662e-08,2.38776323158163e-08
1981,1.1449244396999347e-07,1.771153890217647e-08
1982,8.7525783953879e-08,1.924325765401136e-08
1983,9.662433342327859e-08,1.9577479193344516e-08
1984,8.52454249411494e-08,1.8556827185989277e-08
1985,9.745203755073817e-08,1.0226449020933615e-08
1986,9.41134246090769e-08,1.498621315931814e-08
1987,8.371819149033399e-08,1.099947066762752e-08
1988,8.874899748434473e-08,2.278690480750356e-08
1989,9.00052015140318e-08,1.6464365870660913e-08
1990,7.464652185262821e-08,1.689081763345257e-08
1991,9.261115252456875e-08,1.4653663171770859e-08
1992,7.603723162219467e-08,1.928480486412809e-08
1993,9.195084516022689e-08,1.4955860550003308e-08
1994,8.017888575295729e-08,1.793475057354499e-08
1995,8.83859456735081e-08,1.9520822291951845e-08
1996,8.060519007813127e-08,1.868332333287981e-08
1997,7.863626905191268e-08,2.157702461147437e-08
1998,7.962776038539232e-08,1.382757464085671e-08
1999,6.946705610744175e-08,1.416762351880152e-08
2000,8.12917804182689e-08,1.6346715980830595e-08
2001,7.316623396036448e-08,1.664860427297299e-08
2002,8.850067700905129e-08,1.0953053575235572e-08
2003,8.792207495389448e-08,1.6667691227212345e-08
2004,7.400049639727513e-08,1.5857247959161214e-08
2005,7.251036748812112e-08,1.216012357474483e-08
2006,1.0047651244349254e-07,1.729513776638214e-08
2007,8.668020257118769e-08,1.837460494868992e-08
2008,8.131709705594403e-08,1.702975893635994e-08
2009,7.724472084191802e-08,1.8119131084404216e-08
2010,8.124924022467894e-08,1.4171378737160012e-08
2011,6.997868950975317e-08,1.4531093661673822e-08
2012,7.455313522086726e-08,8.510632198976964e-09
2013,6.749682768258936e-08,8.367375237128272e-09
2014,7.773947885425514e-08,1.2126492698882885e-08
2015,7.425527570603663e-08,6.64972610309178e-09
2016,9.279603574441353e-08,1.0770968117412849e-08
2017,6.339340785643799e-08,1.1571811953103861e-08
2018,7.382994482441063e-08,6.9699601645822895e-09
2019,5.7397222974486795e-08,7.90806176098613e-09
