year,doit_VERB écrire_VERB,doit_VERB ecrire_VERB,doit_VERB décrire_VERB
1954,1.8274641888638143e-07,0.0,3.8112890621277984e-08
1955,2.139918535704055e-07,1.8771215692936494e-09,5.0682281482750113e-08
1956,1.3604980608761252e-07,8.72114158667614e-10,4.360570926564833e-08
1957,1.731667396143166e-07,1.7670075402875796e-09,6.007825703591152e-08
1958,1.2160198537003453e-07,1.6544486891589827e-09,3.4743422361316334e-08
1959,1.643158498154662e-07,7.750747821333448e-10,6.045583234026708e-08
1960,1.363404180665384e-07,0.0,4.706166834012038e-08
1961,1.5424913613060198e-07,0.0,4.377340445671507e-08
1962,1.503043733919185e-07,1.2683912808952869e-09,4.439369405417892e-08
1963,1.351405103378056e-07,0.0,5.4314845954195334e-08
1964,1.8191065009887097e-07,0.0,4.867174752121173e-08
1965,1.745581812429009e-07,2.188817349590977e-09,3.6115487489496445e-08
1966,1.7835820642631006e-07,5.539074754423723e-10,7.090015685662365e-08
1967,1.4741704035259318e-07,9.860671168482327e-10,4.930335606445624e-08
1968,1.8414804969779652e-07,2.245707841908029e-09,4.087188543167031e-08
1969,1.51694706573835e-07,1.8167031212712459e-09,4.5871754394966047e-08
1970,2.0602287520432583e-07,9.197450023812337e-10,4.230826888829142e-08
1971,1.449028133038155e-07,1.0276794970565106e-09,5.960541216154525e-08
1972,1.5852154433559917e-07,3.5911027485013847e-09,7.438713112151163e-08
1973,1.3672745069470693e-07,1.102640756478479e-09,7.112032562872628e-08
1974,1.17011893507879e-07,0.0,4.050411561706824e-08
1975,1.2850830444222083e-07,2.2845920710778955e-09,6.853775857962319e-08
1976,1.3541058763166802e-07,0.0,6.684826558966961e-08
1977,1.0754510526567174e-07,1.1753563677885381e-09,7.110906352636448e-08
1978,1.2950489747254323e-07,5.940591352171509e-10,5.1089084962541165e-08
1979,1.357657879452745e-07,1.1703946700691858e-09,4.7986180362613595e-08
1980,1.3871768089757097e-07,1.1370301367108482e-09,6.253665674194053e-08
1981,1.2777610436387477e-07,0.0,7.27438163039551e-08
1982,1.241500484638891e-07,1.2415004579935385e-09,5.648827183790672e-08
1983,1.2756937906033272e-07,0.0,4.0418022706489865e-08
1984,1.2351888756256812e-07,0.0,6.204938785003833e-08
1985,1.5459984581411845e-07,1.2031116103372597e-09,7.098358167922925e-08
1986,1.5225992910927744e-07,0.0,5.514926471050785e-08
1987,1.472706827598813e-07,1.8332451112712533e-09,5.6830597117141224e-08
1988,1.1033659319537037e-07,5.996553809062277e-10,5.5767952034102564e-08
1989,1.5641148820577655e-07,1.6464366536794728e-09,6.530865448439727e-08
1990,1.4220978528101114e-07,0.0,6.538380858955861e-08
1991,1.5239810124967335e-07,0.0,7.092372555916882e-08
1992,1.443605412987381e-07,1.1019888335184191e-09,6.005839026101967e-08
1993,1.4734291653439868e-07,0.0,6.702440913386454e-08
1994,1.8356745101755223e-07,1.0549853213248639e-09,7.64864367397422e-08
1995,1.2851208452957508e-07,0.0,7.754104558443942e-08
1996,1.233099311548358e-07,0.0,7.846995231375331e-08
1997,1.337775614729253e-07,4.79489448146353e-10,6.76080134098811e-08
1998,1.4495113020984718e-07,1.43043876743576e-09,5.5787111818972335e-08
1999,1.4441835105571954e-07,0.0,8.363468140260011e-08
2000,1.5065486991261423e-07,4.4180314962005696e-10,7.599014395509585e-08
2001,1.9277331375633366e-07,2.6287270138425356e-09,6.834690680079802e-08
2002,1.5816209497643285e-07,0.0,7.31663973851937e-08
2003,1.5000922815033846e-07,0.0,7.500461407516923e-08
2004,1.4139379800326424e-07,1.3214374039449694e-09,7.488144859735257e-08
2005,1.7294398446665582e-07,4.5037495954858286e-10,8.286899344511767e-08
2006,1.6595096496985207e-07,2.0589450144825605e-09,7.165128579345037e-08
2007,1.3940733367689973e-07,0.0,7.589510886418793e-08
2008,1.3964401546218141e-07,4.257439678578834e-10,7.748540298280204e-08
2009,1.5639670891687274e-07,4.76819250749827e-10,7.343016505956257e-08
2010,1.5682992682286567e-07,0.0,6.991214007712188e-08
2011,1.2810306770916213e-07,0.0,1.1433676405658844e-07
2012,1.2391480197493365e-07,0.0,7.182973149610916e-08
2013,1.3834059586770309e-07,0.0,8.144245100538683e-08
2014,1.4032085005055706e-07,0.0,6.40971791199263e-08
2015,1.3166457790703134e-07,0.0,6.006919051060322e-08
2016,1.1558077517292986e-07,2.0713400439298368e-10,4.950502585643335e-08
2017,1.2351651434983069e-07,0.0,6.087779524932557e-08
2018,1.3501070839083695e-07,0.0,5.653411960793164e-08
2019,1.3724313419061218e-07,2.55098775436835e-10,5.9438015398427524e-08
