year,faudrait_VERB étendre_VERB,faudrait_VERB détendre_VERB
2004,2.5988267537968568e-08,0.0
2005,2.38698731891418e-08,0.0
2006,2.4295550460351478e-08,0.0
2007,1.757570977645173e-08,0.0
2008,2.6396126173722223e-08,0.0
2009,1.5735034608610476e-08,0.0
2010,2.220182793166714e-08,0.0
2011,1.2619107536693264e-08,1.529588788962144e-09
2012,9.872333173177594e-09,3.404252713057332e-10
2013,9.761937924679387e-09,0.0
2014,6.712880029624557e-09,8.661780737106994e-10
2015,1.0417904761084174e-08,0.0
2016,1.2635174684305639e-08,0.0
2017,6.792150397672003e-09,0.0
2018,8.002547069452248e-09,0.0
2019,6.887666881283394e-09,2.55098775436835e-10
