year,devrait_VERB écrire_VERB,devrait_VERB décrire_VERB
1978,4.455443658457625e-08,6.534650598410963e-09
1979,4.271940667877061e-08,5.851973128301324e-09
1980,4.661823638230089e-08,1.0233271119375331e-08
1981,3.0362638625547334e-08,7.590659656386833e-09
1982,4.221101690404794e-08,1.0552754226011984e-08
1983,3.915495838668903e-08,1.136756910824488e-08
1984,4.001315900836744e-08,9.858314165001048e-09
1985,4.030423994549892e-08,9.624892882698077e-09
1986,3.416856841909066e-08,7.792831269171074e-09
1987,2.8720839040374813e-08,1.4054879038383206e-08
1988,3.8377944377998574e-08,1.5591039570495013e-08
1989,4.610022585893603e-08,4.939309850016116e-09
1990,4.2499475938484466e-08,1.0897301727652575e-08
1991,4.396098773895574e-08,8.7921980806982e-09
1992,3.361066092111287e-08,6.61193322315512e-09
1993,4.929894714678085e-08,1.0524494165053966e-08
1994,3.956195016030506e-08,5.802419433820205e-09
1995,4.446409818115171e-08,1.2471637056421514e-08
1996,4.3772356406179824e-08,8.007138063703678e-09
1997,2.8769367332870388e-08,9.110299181713799e-09
1998,2.9085589048349902e-08,1.3350762273489636e-08
1999,3.838968964942069e-08,1.1425503210205079e-08
2000,2.3415566374751506e-08,6.185244316725402e-09
2001,4.8193328439083416e-08,4.381211837767296e-09
2002,3.329728315293323e-08,8.762443215459825e-09
2003,3.9169076870848585e-08,1.1667384391955693e-08
2004,4.052407831522942e-08,7.928623979580607e-09
2005,4.053374524914943e-08,9.007498746882447e-09
2006,5.188541152278958e-08,5.353256948836815e-09
2007,4.393927355295091e-08,6.391167151065247e-09
2008,4.2148652568130274e-08,8.089135583588813e-09
2009,4.005281795116389e-08,9.059565542202108e-09
2010,4.487603533220863e-08,8.97520635589899e-09
2011,3.976930784688193e-08,5.353560705856353e-09
2012,5.344676878848986e-08,5.1063788752969685e-09
2013,4.3510350877795645e-08,2.7891249310130206e-09
2014,5.6518118185522326e-08,5.630157673408576e-09
2015,4.676974185713334e-08,5.098123256885856e-09
2016,5.882605691454046e-08,6.421154274960372e-09
2017,4.578412671207843e-08,6.037467414898856e-09
2018,5.292006832746665e-08,8.002547069452248e-09
2019,4.285659471747749e-08,3.5713827450933877e-09
