year,transportant_VERB en_ADP,transportant_VERB dans_ADP
1863,5.4940828775329464e-08,1.5183647938954437e-07
1864,2.3973639073915365e-08,1.2322451525825784e-07
1865,6.401308638714909e-08,1.3696917333660963e-07
1866,3.6978657136366166e-08,1.3964309353298177e-07
1867,4.901339600849042e-08,1.261730933066474e-07
1868,3.655506930488883e-08,1.3535255438679172e-07
1869,2.6371003158942585e-08,1.5285414556309718e-07
1870,4.0711746862598375e-08,1.307363142188933e-07
1871,2.549082545044712e-08,1.391374269132939e-07
1872,6.047338985126771e-08,1.5178821577421786e-07
1873,3.6514627765882324e-08,1.3348789895673008e-07
1874,6.990292522601749e-08,1.1351757267519247e-07
1875,2.4030413214859436e-08,1.487597014460107e-07
1876,4.0508300713781864e-08,1.5054577451323325e-07
1877,4.0201303619369355e-08,1.4658013203217024e-07
1878,5.857916174356603e-08,1.274247727334199e-07
1879,3.0546626561545054e-08,1.0874599087884462e-07
1880,5.519347823224052e-08,1.135958822562344e-07
1881,5.508280992438941e-08,1.4851441099139606e-07
1882,4.45910792734594e-08,1.2645231106667154e-07
1883,5.308244865886991e-08,1.1374810071629327e-07
1884,4.4891539374702916e-08,1.419364883403773e-07
1885,5.220964904850689e-08,1.1988882442359738e-07
1886,2.1941776617850905e-08,9.48659188981793e-08
1887,6.071899605331055e-08,9.466940542601776e-08
1888,4.1848057463766963e-08,1.0779045322983904e-07
1889,4.8868066926388565e-08,1.2154365580663296e-07
1890,3.277193327821948e-08,1.2518877667844208e-07
1891,4.6531805075744614e-08,1.3385861841186397e-07
1892,3.322311670217459e-08,1.4605633213982117e-07
1893,7.88277320085129e-08,1.250158592203121e-07
1894,4.4740929627806736e-08,1.1342770989131168e-07
1895,5.416752912879019e-08,9.7501551499235e-08
1896,4.717623269812066e-08,1.0024949137488193e-07
1897,4.9527065559829e-08,1.4741585874222807e-07
1898,4.470100212206063e-08,1.3297134637824115e-07
1899,3.924580482816964e-08,1.4703358885981288e-07
1900,3.114631752509922e-08,1.1627958951265782e-07
1901,2.011945998692255e-08,1.3077648497450411e-07
1902,3.977329754434322e-08,9.575053594446103e-08
1903,2.7001101798873606e-08,1.1664475429995491e-07
1904,5.589610019285374e-08,1.1877922023728615e-07
1905,4.3866453580676534e-08,1.2127783444171314e-07
1906,4.0639058340730116e-08,9.722509020093639e-08
1907,3.857132635509686e-08,1.2239967928096007e-07
1908,5.009616876883172e-08,1.2818725481089643e-07
1909,4.180747426030251e-08,9.02161294003001e-08
1910,4.114996154935824e-08,8.229991932395819e-08
1911,4.8947441211311116e-08,1.1598415827762665e-07
1912,4.115442830965321e-08,1.010627747599635e-07
1913,4.18936174639839e-08,1.2143846028767058e-07
1914,3.884111371421639e-08,8.437896892310448e-08
1915,6.361611670779865e-08,9.424609348496205e-08
1916,8.570220444426013e-08,1.02183394190547e-07
1917,7.128176093829097e-08,1.1076089023731583e-07
1918,6.202643110242434e-08,1.033773866510046e-07
1919,5.985101125816072e-08,1.1878124439590465e-07
1920,6.815008424254643e-08,9.76817871034541e-08
1921,4.392193519997534e-08,1.0904756475582644e-07
1922,3.6889677090812256e-08,9.517536625480716e-08
1923,3.927900849021171e-08,8.492758185596472e-08
1924,2.0626599095407983e-08,1.0055467214442615e-07
1925,4.5092530598367375e-08,8.798542538990262e-08
1926,3.455302854948883e-08,8.136681284298675e-08
1927,4.3481976685910695e-08,9.476841400513081e-08
1928,5.5987601665918874e-08,1.0968999708538263e-07
1929,3.564929884625201e-08,1.1586022541365537e-07
1930,3.2561171536826805e-08,7.772666887895241e-08
1931,3.9918749195066994e-08,1.0036713860017699e-07
1932,4.055028668403793e-08,9.425201641377612e-08
1933,3.785318369864399e-08,6.538277430578887e-08
1934,5.391711255242626e-08,7.188948458747291e-08
1935,3.111753699158726e-08,9.454944649434083e-08
1936,3.394919900756577e-08,1.006351282306639e-07
1937,2.895957251780601e-08,1.0450627874192264e-07
1938,4.2785206488815675e-08,7.90878047496335e-08
1939,4.282334131744392e-08,7.341143959394003e-08
1940,1.7750480196809804e-08,4.81798743123818e-08
1941,2.3612020783048138e-08,6.788455664263893e-08
1942,5.461581054078124e-08,9.4060562672027e-08
1943,3.4838822049465534e-08,7.258088219330716e-08
1944,2.8918675454292497e-08,8.675602991559117e-08
1945,2.6142048525912287e-08,7.406913482554955e-08
1946,3.201854070766785e-08,8.63108491344633e-08
1947,3.457052599742383e-08,1.0132740202450918e-07
1948,1.3046265401328583e-08,9.349823826276804e-08
1949,3.0432726338958105e-08,5.497524724340508e-08
1950,2.5524867552917385e-08,6.593924273268215e-08
1951,5.010858927789741e-08,5.224087040733849e-08
1952,1.4762725264461096e-08,4.323369695580226e-08
1953,2.3702419582605216e-08,8.188109035245361e-08
1954,3.0294863506696856e-08,6.840775279570721e-08
1955,2.627970197011109e-08,6.382213513234092e-08
1956,2.703553825256222e-08,4.447782231409292e-08
1957,4.1524678806581505e-08,5.8311247386200193e-08
1958,2.0680609225109947e-08,5.4596806187134916e-08
1959,3.952881399982289e-08,7.905762855475729e-08
1960,2.422291700554524e-08,6.228749938053113e-08
1961,1.80652133252579e-08,6.600751090157786e-08
1962,2.219684702708946e-08,6.785893591487735e-08
1963,4.202934689168103e-08,6.272071573221183e-08
1964,2.1902286206909594e-08,4.3196175303350515e-08
1965,1.8057743744748223e-08,7.989183592460591e-08
1966,2.0494576702390077e-08,5.483683973572795e-08
1967,2.1200442290592036e-08,6.606649405327403e-08
1968,2.2457079196236407e-08,6.557467457923849e-08
1969,3.1338128952951294e-08,6.494713589155765e-08
1970,2.20738808620613e-08,4.644712281454133e-08
1971,3.6996461116878265e-08,6.422996556842975e-08
1972,3.0780881121739156e-08,5.591859986164849e-08
1973,2.7014698034122375e-08,4.906751233102469e-08
1974,2.5877630038806387e-08,3.881644627945491e-08
1975,1.7134440533084216e-08,3.998035991159554e-08
1976,2.056869691235974e-08,4.456551039311307e-08
1977,1.5279633558407113e-08,3.408533544302372e-08
1978,3.386137237271214e-08,5.584155760018916e-08
1979,3.3941446986318624e-08,5.442335293537326e-08
1980,1.364436125195212e-08,3.6384962709412605e-08
1981,1.707898356073656e-08,4.680906684484398e-08
1982,1.9864007883008128e-08,5.835052019342868e-08
1983,1.894594880980094e-08,3.599730291625747e-08
1984,3.595385322796574e-08,4.349256244040589e-08
1985,2.1656008541981464e-08,3.428868144972341e-08
1986,2.2779044428489215e-08,4.0762501152258324e-08
1987,2.994300241088155e-08,3.544273924349639e-08
1988,2.0388283061834045e-08,4.7372775702214653e-08
1989,2.8538234553288078e-08,5.103953681917517e-08
1990,2.942271493111548e-08,4.086488303300939e-08
1991,1.75843961613964e-08,3.692723132830977e-08
1992,2.0937788391961476e-08,3.967159756257388e-08
1993,1.7171543575944526e-08,3.8220531850541306e-08
1994,2.0572214154412904e-08,4.2199413685661824e-08
1995,1.843633334885908e-08,4.44640976260402e-08
1996,1.2811421257197253e-08,3.6299027783570637e-08
1997,1.7261619689179497e-08,3.787966562640577e-08
1998,3.0039213450017144e-08,5.6263924408384014e-08
1999,1.325358303660984e-08,4.753009266722508e-08
2000,2.827540179772825e-08,2.5624583344097118e-08
2001,2.409666527425358e-08,4.687896504318445e-08
2002,1.6648641576466616e-08,4.205972703452687e-08
2003,2.5834921590917048e-08,4.5419458416517955e-08
2004,1.7178685141061578e-08,5.197653810129488e-08
2005,2.0266872624574717e-08,5.134274561058305e-08
2006,1.6059770402421236e-08,4.3237844582488805e-08
2007,1.717626255115512e-08,4.513761808766503e-08
2008,2.3841662866175284e-08,4.555460461630467e-08
2009,1.3827758271744983e-08,6.103286653846851e-08
2010,1.8895171649546683e-08,5.4323620823915064e-08
2011,1.2236710256186001e-08,3.709252724415357e-08
2012,9.19148204769904e-09,4.493613728340229e-08
2013,1.506127500494614e-08,5.020425242197035e-08
2014,1.4508482817920942e-08,5.5435396717484764e-08
2015,1.6845973685453153e-08,5.807427538861987e-08
2016,2.2370471836064e-08,6.172593514097713e-08
2017,1.5848350770619746e-08,4.855130045222644e-08
2018,1.497250734505684e-08,4.646640050509632e-08
2019,1.1734543725605562e-08,5.816251985590881e-08
