year,jetant_VERB en_ADP,jetant_VERB dans_ADP
1863,1.1437681762815899e-07,8.465882501695887e-07
1864,1.016482314986078e-07,7.853764145693276e-07
1865,1.035505761137756e-07,7.723931503278436e-07
1866,7.541699886814968e-08,7.58062469685683e-07
1867,7.667442503134225e-08,7.099663434928516e-07
1868,1.1164115676365327e-07,6.599671564799792e-07
1869,9.474027207190261e-08,7.247142548294505e-07
1870,1.0435968622601877e-07,7.746700134703133e-07
1871,1.0621177182201791e-07,7.732217000011588e-07
1872,1.1489944995446422e-07,6.996771730882756e-07
1873,1.3408649868207334e-07,7.33285560272634e-07
1874,8.78267527593124e-08,7.868560487622744e-07
1875,5.950388154429831e-08,7.300668585230596e-07
1876,8.524880712457161e-08,6.342269784909149e-07
1877,9.091679231687522e-08,7.118723033272545e-07
1878,9.904105269242791e-08,6.268573997658677e-07
1879,1.1729904514368172e-07,6.506431304842408e-07
1880,8.214843205678335e-08,6.379339083650848e-07
1881,8.924809691279734e-08,6.888837447149854e-07
1882,9.517200538766701e-08,6.502311293843377e-07
1883,9.163041170268116e-08,7.235643124658964e-07
1884,1.0628731939021918e-07,5.750077889388194e-07
1885,8.637151804880006e-08,5.362769002204004e-07
1886,1.0067403621860649e-07,6.743869676029135e-07
1887,6.985949596582941e-08,5.830329428135883e-07
1888,9.70114015785839e-08,5.731915848627978e-07
1889,1.0525429389174334e-07,5.669948563991056e-07
1890,8.848421784168892e-08,5.807186198580894e-07
1891,5.4818293904190796e-08,5.666681772709126e-07
1892,8.963972675246623e-08,6.005234922668024e-07
1893,5.173069794750518e-08,5.567208631873655e-07
1894,9.011201029807125e-08,4.7639636591156886e-07
1895,9.930714117700745e-08,5.579255457632826e-07
1896,1.1027443924671587e-07,5.212973519519437e-07
1897,9.55581029860042e-08,5.139161203260301e-07
1898,4.583267454449924e-08,5.601771135843592e-07
1899,8.512470728305743e-08,5.278837420519267e-07
1900,8.409506035977898e-08,5.211817324379808e-07
1901,9.165532022237244e-08,4.895735514764965e-07
1902,5.9414433373206066e-08,3.8742140873182507e-07
1903,8.424343422852587e-08,5.308416461957677e-07
1904,7.094504894666898e-08,3.993346524566732e-07
1905,6.708986854953025e-08,4.206018502372899e-07
1906,4.83553357355504e-08,4.501161470216175e-07
1907,6.53141114526079e-08,4.551416452613921e-07
1908,4.7640472899956876e-08,4.4988323111283535e-07
1909,5.4459736276157855e-08,4.2632623831195815e-07
1910,7.37492819036234e-08,5.087631507194601e-07
1911,5.958818860563042e-08,3.6338155950943474e-07
1912,6.459682211357176e-08,4.693688424595166e-07
1913,4.613600879110891e-08,4.385572367482382e-07
1914,6.495841581299899e-08,4.3394899762461137e-07
1915,6.715034550630605e-08,3.934774497338367e-07
1916,5.3838564495478636e-08,4.1642482528914115e-07
1917,7.457168749169796e-08,4.2111071252293186e-07
1918,8.385054428572403e-08,4.353336748863512e-07
1919,6.537572261322566e-08,4.732833929210756e-07
1920,6.96645301445642e-08,4.2707387137852493e-07
1921,7.042655170153012e-08,4.793549237547268e-07
1922,7.525494127857968e-08,4.5669420956073736e-07
1923,6.157249998750558e-08,4.1826834262792545e-07
1924,7.99280747143527e-08,4.3058025767095387e-07
1925,7.698724568960813e-08,4.718218349353265e-07
1926,6.57622148958481e-08,4.068340615503985e-07
1927,8.138934504131612e-08,5.552313950829557e-07
1928,5.9415413034002995e-08,3.9191320411191555e-07
1929,6.684243802901335e-08,4.656689895909949e-07
1930,4.621585603103995e-08,3.445181846473133e-07
1931,7.29942852828458e-08,3.6725248264701804e-07
1932,6.685317543997371e-08,3.923514100279135e-07
1933,6.194157720074145e-08,3.7279653497535037e-07
1934,5.511526879331541e-08,3.606455720728263e-07
1935,3.949533677882755e-08,3.291278005690401e-07
1936,5.092380250815154e-08,3.5161673395123216e-07
1937,5.414180748175568e-08,3.512921864512464e-07
1938,4.6674770715071645e-08,4.3692773488146486e-07
1939,5.199976982339649e-08,3.104692325450742e-07
1940,4.564409294971483e-08,2.7893611331819557e-07
1941,3.836953510472085e-08,3.305682980681013e-07
1942,5.158160010232393e-08,3.0948959306442703e-07
1943,2.9032351633873077e-08,3.280655676007882e-07
1944,5.7837350908584995e-08,4.080746407453262e-07
1945,6.099811145077183e-08,4.4005781774103525e-07
1946,5.707652839248567e-08,3.8422248849201424e-07
1947,6.914105021849082e-08,3.6120238178227737e-07
1948,5.870819563824625e-08,4.805374373972882e-07
1949,5.2030142749792674e-08,3.750097050669865e-07
1950,6.806631347444636e-08,3.3714096048242936e-07
1951,5.010858927789741e-08,3.9020730469019327e-07
1952,5.799642255333026e-08,4.439362442099082e-07
1953,4.3095308654983455e-08,3.5338155157660367e-07
1954,7.036225779799565e-08,3.3324349146823806e-07
1955,4.1296675412638706e-08,2.9470808726728137e-07
1956,7.500181564701336e-08,3.52334126318965e-07
1957,5.6544241289202546e-08,3.5075100868198206e-07
1958,5.3769582231133484e-08,4.0616714613861404e-07
1959,5.735553543217975e-08,3.1933080890667043e-07
1960,5.1214165353030694e-08,3.218187600850797e-07
1961,5.905935296368625e-08,3.6755761811946286e-07
1962,7.483508790429028e-08,3.849567633551487e-07
1963,5.431484673135145e-08,3.9184283195936587e-07
1964,6.144808195607254e-08,3.2914269354478165e-07
1965,4.322914293197755e-08,3.7866539059905335e-07
1966,6.2591546168278e-08,4.1044543763746333e-07
1967,6.015009368365298e-08,3.658309140064375e-07
1968,6.153239778816655e-08,4.226422447572986e-07
1969,5.495526961274422e-08,3.6334063224785496e-07
1970,6.208279046404641e-08,3.435247606375924e-07
1971,7.913131860881606e-08,3.499248748539685e-07
1972,5.130146973897354e-08,3.775788002258196e-07
1973,5.678599990233124e-08,3.3410015021217987e-07
1974,5.513060230555311e-08,3.1334434424934443e-07
1975,3.940921189382607e-08,2.6101463390659774e-07
1976,3.713792295911844e-08,2.6567900590634963e-07
1977,4.701425632136491e-08,3.2322299148290767e-07
1978,4.217819693508318e-08,3.243562787247356e-07
1979,4.3889801348839796e-08,3.288809011792182e-07
1980,3.695347783327918e-08,2.96764852691922e-07
1981,3.732074344009462e-08,2.802218546094082e-07
1982,4.7177016626598345e-08,3.14720352889708e-07
1983,3.978649010250024e-08,2.658748030626157e-07
1984,5.161117666574455e-08,2.9748912311333697e-07
1985,4.8124465190646504e-08,2.923561339684966e-07
1986,6.474044433879556e-08,2.78743584658514e-07
1987,3.6664902669514277e-08,2.884305558836786e-07
1988,3.1781734577407406e-08,3.178173528795014e-07
1989,3.677041959804228e-08,3.2599444921288523e-07
1990,4.0320016769790357e-08,3.1820121648706845e-07
1991,2.8135032359433154e-08,3.0596848432651313e-07
1992,3.801861325758438e-08,2.7164026050741086e-07
1993,4.4867579873653085e-08,3.0853385624141083e-07
1994,4.536436981616987e-08,3.312653973353008e-07
1995,4.012613474824178e-08,2.9823479508195305e-07
1996,4.697521238661295e-08,3.2989410669870267e-07
1997,3.356426292455694e-08,3.2892975809772906e-07
1998,4.9588542716527684e-08,3.075443260058819e-07
1999,3.838968867797554e-08,3.098596437212109e-07
2000,2.960081080249921e-08,3.4460646247680415e-07
2001,4.687896701383032e-08,3.496207057196443e-07
2002,4.205972459203622e-08,3.163241899528657e-07
2003,4.833630545819645e-08,3.650224584816897e-07
2004,5.1536056866474667e-08,3.682405349536566e-07
2005,4.1884871682107416e-08,3.260714720454416e-07
2006,5.270899200437995e-08,3.512560056151415e-07
2007,4.8732648139093726e-08,4.086352589638409e-07
2008,4.896055694203483e-08,4.3638758029374003e-07
2009,6.580105349485166e-08,4.5393193204290583e-07
2010,6.896738080630627e-08,4.8229924232146e-07
2011,6.462512389115993e-08,5.372680789150763e-07
2012,8.442546417519736e-08,6.131058967184799e-07
2013,1.001295915070699e-07,6.219748911462375e-07
2014,9.181487892195861e-08,6.669571348538739e-07
2015,9.996755245822442e-08,7.170621643126651e-07
2016,1.110238241341932e-07,7.898019589447358e-07
2017,8.200892764875789e-08,5.846280828336603e-07
2018,9.628871078248835e-08,7.186803259173757e-07
2019,8.418259428433217e-08,6.816239306317584e-07
