year,petit_ADJ doute_NOUN
1952,9.490323193972472e-09
1953,4.3095309543161875e-09
1954,4.886268278880834e-09
1955,1.220129064449793e-08
1956,8.72114158667614e-10
1957,1.0602045463770082e-08
1958,2.4816730892496253e-09
1959,5.425523585955716e-09
1960,5.536666680683311e-09
1961,6.94815938118154e-09
1962,7.610347907416326e-09
1963,3.2330267352165265e-09
1964,5.475571551727398e-09
1965,5.47204326295514e-09
1966,7.200797291773142e-09
1967,1.1832804958089582e-08
1968,9.88111459321317e-09
1969,6.358460868938209e-09
1970,3.6789800095249348e-09
1971,5.652237344833111e-09
1972,5.643161493651405e-09
1973,6.064523994098181e-09
1974,1.012602890426706e-08
1975,3.4268881066168433e-09
1976,4.570821499072508e-09
1977,4.11374712072643e-09
1978,1.7821774056514528e-09
1979,7.022368020415115e-09
1980,5.116635559687666e-09
1981,2.213942273954217e-08
1982,8.069752865935698e-09
1983,5.68378455412244e-09
1984,5.799008384599347e-09
1985,3.609334831011779e-09
1986,8.991728250862252e-09
1987,9.166225112267057e-09
1988,5.396898483667201e-09
1989,6.036934507847036e-09
1990,8.172976073694826e-09
1991,9.96449056600568e-09
1992,5.509944056569793e-09
1993,8.862731881720265e-09
1994,3.6924485691258724e-09
1995,8.133675954979935e-09
1996,6.4057106285986265e-09
1997,6.7128524960935465e-09
1998,5.2449422582867555e-09
1999,4.570201106446348e-09
2000,4.859834756842929e-09
2001,1.1829271784336015e-08
2002,8.762443215459825e-09
2003,6.667076668520622e-09
2004,6.607186797680242e-09
2005,1.0808999029165989e-08
2006,1.4000825387938676e-08
2007,1.4380126422963713e-08
2008,9.366367237362283e-09
2009,2.0026408975581944e-08
2010,2.0312310056169736e-08
2011,1.3766299211681599e-08
2012,2.927657405393802e-08
2013,2.649668751075751e-08
2014,2.5119163638009923e-08
2015,2.9258794498332463e-08
2016,2.092053463798038e-08
2017,2.440143020976393e-08
2018,2.7879840658329158e-08
2019,2.3469088006322636e-08
