year,pourront_VERB écrire_VERB,pourront_VERB décrire_VERB
1890,1.0487018364813139e-08,0.0
1891,8.286486163910922e-09,4.461953917456185e-09
1892,3.761107425503951e-09,6.268512375839919e-10
1893,9.853466487186324e-09,0.0
1894,4.411077725308132e-09,5.671385139294216e-09
1895,6.018614495673091e-09,0.0
1896,5.307326134129653e-09,0.0
1897,1.3984112534615178e-08,1.1653427112179315e-09
1898,8.487532454637403e-09,0.0
1899,6.633094074004475e-09,0.0
1900,1.661137005726232e-08,0.0
1901,1.1736351446245408e-08,0.0
1902,1.5712908307818907e-08,3.437198747846537e-09
1903,1.674068350610014e-08,5.400220270956879e-10
1904,8.061937784020756e-09,0.0
1905,6.192911072844254e-09,0.0
1906,2.0576738091193647e-09,4.629765903985117e-09
1907,1.5942815068115124e-08,0.0
1908,1.1296195090437777e-08,0.0
1909,6.0510818578052294e-09,0.0
1910,8.01622590529405e-09,1.068830135508847e-09
1911,2.3409645777405785e-08,0.0
1912,6.251305251225858e-09,1.0418842455450772e-09
1913,6.893886794756554e-09,1.060597942803554e-09
1914,1.4732836284281348e-08,0.0
1915,1.6493066468115103e-08,0.0
1916,2.0876177231343718e-08,3.2962386153911893e-09
1917,3.289927263949721e-08,4.386569774084137e-09
1918,1.8378202071289707e-08,1.1486376294556067e-09
1919,7.366278698128781e-09,0.0
1920,1.514446346106979e-08,5.300562211374427e-09
1921,9.087297137000405e-09,0.0
1922,3.6889677978990676e-09,3.6889677978990676e-09
1923,6.369568872344189e-09,0.0
1924,6.445812328337297e-09,0.0
1925,3.299453377181294e-09,0.0
1926,3.343841648018042e-09,0.0
1927,8.919379901328739e-09,0.0
1928,1.2568645679778001e-08,0.0
1929,1.3368487650211591e-08,0.0
1930,1.575540586884472e-08,0.0
1931,1.3686427990933225e-08,3.4216069977333063e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,1.1981580172459871e-08,0.0
1935,4.787313656606784e-09,0.0
1936,2.424942913137329e-09,2.424942913137329e-09
1937,1.1332006444320086e-08,0.0
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.066051862925633e-08,0.0
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,9.744772988540262e-09,0.0
1947,9.536696765621855e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,0.0
1949,4.908504269707237e-09,0.0
1950,1.2762433776458693e-08,1.0635361480382244e-09
1951,1.3859822622919182e-08,2.1322803522849654e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,3.232148326759443e-09
1954,1.172704333640695e-08,9.772536113672459e-10
1955,1.0324168187025862e-08,9.385607846468247e-10
1956,4.360570571293465e-09,0.0
1957,7.951533653738352e-09,0.0
1958,3.3088973783179654e-09,0.0
1959,1.007597205671118e-08,3.100299128533379e-09
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,1.042223907177231e-08,2.08444772553662e-09
1962,5.7077609305622445e-09,1.2683912808952869e-09
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,6.6923653285755336e-09,6.083968329129164e-10
1965,1.1491291473930687e-08,1.6416130677043839e-09
1966,1.163205709531212e-08,1.1078149508847446e-09
1967,1.3804939413830652e-08,4.437302081328198e-09
1968,1.122853987567396e-08,2.245707841908029e-09
1969,1.4533624970169967e-08,1.8167031212712459e-09
1970,7.817832603507213e-09,9.197450023812337e-10
1971,9.762954888969944e-09,0.0
1972,1.0260293947794707e-08,2.0520587451500205e-09
1973,5.513203671370093e-09,0.0
1974,9.00091468025721e-09,3.3753431161187564e-09
1975,9.138368284311582e-09,1.7134440533084216e-09
1976,1.4855169538918744e-08,0.0
1977,5.876781727920388e-09,0.0
1978,8.910887139279566e-09,5.940591352171509e-10
1979,9.363157360553487e-09,2.925986564150662e-09
1980,5.6851505725319385e-09,1.1370301367108482e-09
1981,5.69299452024552e-09,0.0
1982,8.069752865935698e-09,0.0
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,6.378909400694965e-09,0.0
1985,9.02333674446254e-09,1.8046674155058895e-09
1986,7.792831269171074e-09,0.0
1987,8.555143260480236e-09,3.6664902225425067e-09
1988,7.795519785247507e-09,2.398621523624911e-09
1989,6.036934507847036e-09,4.939309850016116e-09
1990,2.179460389939436e-09,1.3621627381610324e-08
1991,5.8614650910726596e-09,5.2753188484189195e-09
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,6.647049133334804e-09,5.539207426075166e-10
1994,7.912389854425328e-09,5.274926606624319e-10
1995,5.4224509327127635e-09,4.337960657352369e-09
1996,1.0676184380997711e-08,1.6014276571496566e-09
1997,8.630809844589749e-09,1.917957792585412e-09
1998,5.72175506974304e-09,2.86087753487152e-09
1999,6.8553016596695215e-09,1.3710603763428253e-09
2000,5.743440834038438e-09,8.836062992401139e-10
2001,1.3143635069212678e-09,2.190605918883648e-09
2002,7.448076377869484e-09,1.752488598683044e-09
2003,6.667076668520622e-09,5.000307723435071e-09
2004,7.928623979580607e-09,0.0
2005,9.007498746882447e-09,9.007499190971657e-10
2006,6.1768350434476815e-09,8.235779835885637e-10
2007,7.190063211481856e-09,1.1983438685803094e-09
2008,4.257439734089985e-09,1.2772318758180745e-09
2009,6.675469510497578e-09,4.76819250749827e-10
2010,5.196172381261022e-09,1.4171379625338432e-09
2011,4.5887662558641296e-09,2.2943831279320648e-09
2012,4.765953853791416e-09,1.7021263287730903e-09
2013,6.136075203500013e-09,4.183687618564136e-09
2014,7.362513709807672e-09,1.7323561474213989e-09
2015,5.763096222466402e-09,1.7732603163622684e-09
2016,6.628288140575478e-09,1.4499380585064614e-09
2017,5.534344982294215e-09,3.018733707449428e-09
2018,6.195520096952123e-09,2.0651733656507076e-09
2019,6.887666881283394e-09,3.5713827450933877e-09
