year,appartenant_VERB en_ADP,appartenant_VERB dans_ADP
1894,6.440172910515685e-07,1.0082462864602348e-07
1895,5.476939008985937e-07,9.990900196044095e-08
1896,6.634157330154267e-07,9.612157469973681e-08
1897,6.922135753484326e-07,7.866063356232189e-08
1898,5.890347551940067e-07,9.902120723381813e-08
1899,6.494904596365814e-07,9.617986052035121e-08
1900,6.815852771069331e-07,9.914911203168231e-08
1901,6.801495260333468e-07,9.333194128657851e-08
1902,5.489697514349245e-07,7.316322836459221e-08
1903,7.560308290521789e-07,1.0422424878697711e-07
1904,6.363555939969956e-07,8.975624155027617e-08
1905,6.316769258774002e-07,9.702227288244103e-08
1906,6.126723519628285e-07,1.21917167916763e-07
1907,7.127981120902405e-07,1.1262827115388063e-07
1908,7.273767437254719e-07,1.070682813519852e-07
1909,6.870728270769177e-07,9.791750699150725e-08
1910,6.225935749171185e-07,6.359539383993251e-08
1911,6.325925028249912e-07,6.224837534318794e-08
1912,6.147117233012978e-07,8.074602675378628e-08
1913,5.891621412956738e-07,1.0871129063616536e-07
1914,6.308332558546681e-07,9.040603998755614e-08
1915,6.809280534980644e-07,1.2487608103128878e-07
1916,6.482602543655958e-07,9.00971883766033e-08
1917,6.108298293838743e-07,7.786161404510494e-08
1918,6.248588988455595e-07,6.202643021424592e-08
1919,6.666482477157842e-07,1.270683043230747e-07
1920,6.678708359686425e-07,7.572231908170579e-08
1921,6.255089601836517e-07,6.891200143854803e-08
1922,5.82119128011982e-07,5.976127681606158e-08
1923,6.49696005439182e-07,6.369568694708505e-08
1924,5.814122800984478e-07,1.0055467214442615e-07
1925,5.323117875377648e-07,8.248633776020142e-08
1926,5.238684934738558e-07,5.3501466368288675e-08
1927,5.663806064148957e-07,6.020581366783517e-08
1928,6.672808012808673e-07,7.998228568339982e-08
1929,5.837572985001316e-07,8.243900850857244e-08
1930,6.606766760341998e-07,7.562594817045465e-08
1931,6.204513738339301e-07,7.86969636124013e-08
1932,5.490728085533192e-07,4.274219378430644e-08
1933,6.423570653169008e-07,5.964744076436546e-08
1934,6.350237526930869e-07,4.313368862085554e-08
1935,6.211539584910497e-07,5.0266791618014395e-08
1936,5.698615836990939e-07,2.5461901032031165e-08
1937,5.36381605797942e-07,4.5328025777280345e-08
1938,5.847311967954738e-07,5.4453899167583586e-08
1939,7.89172986515041e-07,5.199976982339649e-08
1940,5.933732154517202e-07,7.353770570261986e-08
1941,1.1510860531416256e-06,5.9030050181263505e-08
1942,1.016460942082631e-06,4.8547388331598995e-08
1943,5.429049565464084e-07,3.774205836748479e-08
1944,5.012570341023093e-07,4.177142187700156e-08
1945,3.943092394820269e-07,5.2284097051824574e-08
1946,5.15080841978488e-07,4.454753366189834e-08
1947,5.662413968821056e-07,4.52993091926146e-08
1948,4.7292712679336546e-07,6.414413888933268e-08
1949,4.987040256310138e-07,4.908504180889395e-08
1950,4.371133570657548e-07,4.679559140186029e-08
1951,4.2858835058723344e-07,4.477788806411809e-08
1952,4.439362442099082e-07,4.2179216563908994e-08
1953,4.923639380649547e-07,3.878577814475648e-08
1954,4.573547016661905e-07,4.0067398288101685e-08
1955,4.092125038823724e-07,4.5050917663047585e-08
1956,4.6745319082219794e-07,3.488456457034772e-08
1957,4.497034069572692e-07,4.1524678806581505e-08
1958,4.41737796563757e-07,5.376958256420039e-08
1959,3.813368039118359e-07,4.107896245386655e-08
1960,4.36012498994387e-07,4.290916777449638e-08
1961,4.016036143639212e-07,4.516303420132317e-08
1962,4.3061882593065093e-07,5.0735650347633054e-08
1963,4.1318079979646427e-07,2.9743844720542256e-08
1964,3.984999352724117e-07,3.6503809752730376e-08
1965,4.42688303792238e-07,3.775710055720083e-08
1966,3.8718133055226645e-07,1.9386762417639147e-08
1967,4.3140437355759786e-07,2.662381248796919e-08
1968,3.4224589740006195e-07,4.850729240502005e-08
1969,4.732511627025815e-07,7.902658438752042e-08
1970,4.4423683220884413e-07,8.047769028962648e-08
1971,3.9771197180016316e-07,6.98822049116643e-08
1972,3.4782397051458247e-07,5.7970659383954626e-08
1973,3.4622919997673307e-07,6.891504966688444e-08
1974,4.416073693391809e-07,7.031964344150765e-08
1975,3.849537506539491e-07,6.568202337575713e-08
1976,3.5366730344321695e-07,5.5421210731765314e-08
1977,3.3732726478774566e-07,6.699531240883516e-08
1978,3.398018293410132e-07,5.8811853165252614e-08
1979,3.815486593339301e-07,5.0326971035019596e-08
1980,3.479312340459728e-07,3.9227540327146926e-08
1981,2.8781249739040504e-07,3.985096341807548e-08
1982,3.0789212246418174e-07,2.9175261317959666e-08
1983,2.8355768222354527e-07,2.3366668600033336e-08
1984,2.499372726560978e-07,3.073474630355122e-08
1985,3.290510335318686e-07,4.3913573222198465e-08
1986,3.0631821346105426e-07,3.1770774455708306e-08
1987,3.092073370680737e-07,3.6053819485459826e-08
1988,3.1122112886805553e-07,3.537966719591168e-08
1989,3.3477545002824627e-07,2.4147738031388144e-08
1990,3.4816881111510156e-07,2.2884334427430986e-08
1991,3.0010701834726206e-07,3.106576684785978e-08
1992,2.8100714644097025e-07,2.2039776226279173e-08
1993,3.113034665602754e-07,2.5480353826878854e-08
1994,3.07000732391316e-07,3.270454485004848e-08
1995,2.564819112649275e-07,2.548551947256783e-08
1996,2.3701129236997076e-07,2.6156651955488996e-08
1997,2.934475560323335e-07,3.5002731380018304e-08
1998,2.4555865252295916e-07,3.433052953027982e-08
1999,2.4222066485890537e-07,2.2851006420410158e-08
2000,2.505023815047025e-07,3.6227859823156905e-08
2001,2.5980585860452265e-07,2.015357480900093e-08
2002,2.5192022690134763e-07,2.6287329646379476e-08
2003,2.2209698613551154e-07,2.4584844382502524e-08
2004,2.1979907671720866e-07,1.9821561281219147e-08
2005,2.350957259977804e-07,3.0175122844866564e-08
2006,2.277193118516152e-07,2.2648395159308166e-08
2007,2.1130796312718303e-07,2.75619083112133e-08
2008,1.7923821360454895e-07,1.4475294740634581e-08
2009,1.959727171652048e-07,7.009243319089364e-08
2010,1.7478033953466365e-07,6.329882751288096e-08
2011,1.3613340854590206e-07,5.238841538357519e-08
2012,1.2085097012004553e-07,8.851056776393307e-09
2013,1.626059855652784e-07,1.2272150407000026e-08
2014,1.3447414914935507e-07,1.2559581819004961e-08
2015,1.9949177954003972e-07,1.4186082530898148e-08
2016,1.6819281256630347e-07,1.304944241553585e-08
2017,1.4515077850774105e-07,1.2578056818313144e-08
2018,1.3191295522574364e-07,1.0325866384164328e-08
2019,1.5688574706018699e-07,1.3010037491767434e-08
