year,devrait_VERB étendre_VERB,devrait_VERB détendre_VERB
1905,1.1353670004154992e-08,0.0
1906,7.716276506641861e-09,0.0
1907,6.685696440911215e-09,5.142843373384665e-10
1908,1.0313916831705683e-08,0.0
1909,9.901770070541716e-09,5.500983557560346e-10
1910,2.2445432179551972e-08,0.0
1911,5.852411444351446e-09,0.0
1912,8.856016364688912e-09,0.0
1913,3.71209285532359e-09,0.0
1914,8.705766774141921e-09,6.696743715117748e-10
1915,1.767114277129167e-08,0.0
1916,6.592477230782379e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,6.4454939163738345e-09,0.0
1920,1.0601124422748853e-08,0.0
1921,4.543648568500203e-09,7.572747429129834e-10
1922,5.164555005876537e-09,0.0
1923,1.4862327368803108e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.5397448649423495e-08,0.0
1926,1.671920735191179e-08,0.0
1927,8.919379901328739e-09,0.0
1928,1.1426041446327417e-08,0.0
1929,8.912325100141061e-09,0.0
1930,1.995684684175103e-08,0.0
1931,7.983749661377715e-09,0.0
1932,1.53433514782364e-08,0.0
1933,6.882397318719313e-09,0.0
1934,1.9170528275935794e-08,0.0
1935,1.196828414151696e-08,0.0
1936,4.849885826274658e-09,0.0
1937,6.295559185076627e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,2.178504043826024e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,7.152522574216391e-09,0.0
1948,8.697510267552389e-09,0.0
1949,5.890204768377316e-09,0.0
1950,6.381216888229346e-09,0.0
1951,5.330700769690111e-09,0.0
1952,7.381362632230548e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,1.3081712602058815e-08,0.0
1957,9.718541527092839e-09,0.0
1958,6.617794756635931e-09,0.0
1959,1.5501495198577686e-08,0.0
1960,1.038124963770315e-08,0.0
1961,1.042223907177231e-08,6.948159270159238e-10
1962,8.8787386332001e-09,6.341956404476434e-10
1963,9.69907976156037e-09,0.0
1964,1.520992043424485e-08,0.0
1965,9.849678406226303e-09,0.0
1966,8.862519607077957e-09,5.539074754423723e-10
1967,4.930335695263466e-09,4.930335584241163e-10
1968,1.3474247495537384e-08,4.4914158503495116e-10
1969,1.4987801222332564e-08,0.0
1970,9.657322941336588e-09,4.5987250119061684e-10
1971,9.24911525146399e-09,0.0
1972,6.669190977248718e-09,5.130146862875051e-10
1973,1.3783009400469837e-08,5.513203671370093e-09
1974,1.7439271360331077e-08,5.625571675160757e-10
1975,1.5420996035686585e-08,5.711480177694739e-10
1976,1.314111219841152e-08,0.0
1977,8.815172591880582e-09,3.526069214387917e-09
1978,7.128709622605811e-09,0.0
1979,9.363157360553487e-09,5.851973350345929e-10
1980,8.527726080842513e-09,0.0
1981,1.2651098835192442e-08,1.8976649140967083e-09
1982,1.4898005495922462e-08,3.7245013739806154e-09
1983,1.894594880980094e-08,6.315316047889041e-10
1984,1.1598016769198694e-08,5.799008495621649e-10
1985,9.02333674446254e-09,0.0
1986,2.0980699844130868e-08,5.994485463567401e-10
1987,1.711028652096047e-08,1.8332451112712533e-09
1988,9.594486094499644e-09,0.0
1989,1.4817929994137558e-08,5.488122178931576e-10
1990,1.5256222951620657e-08,2.724325431913144e-09
1991,1.3481369798284959e-08,0.0
1992,1.322386644631024e-08,0.0
1993,1.3294098266669607e-08,2.7696036575264316e-09
1994,1.318731612798274e-08,5.274926606624319e-10
1995,1.3013881527967897e-08,0.0
1996,6.939520069693117e-09,0.0
1997,1.006927874414032e-08,0.0
1998,7.629006759657386e-09,0.0
1999,9.140402212892695e-09,0.0
2000,1.4137700787841823e-08,1.7672125984802278e-09
2001,1.5334240544007116e-08,0.0
2002,1.0514931148009055e-08,1.752488598683044e-09
2003,1.2084076850271686e-08,0.0
2004,1.0131019578807354e-08,8.809582507929292e-10
2005,9.457874483587148e-09,4.5037495954858286e-10
2006,9.059357708451898e-09,4.1178899179428186e-10
2007,7.190063211481856e-09,1.1983438685803094e-09
2008,9.366367237362283e-09,0.0
2009,9.53638501499654e-09,9.53638501499654e-10
2010,8.97520635589899e-09,1.8895172093635892e-09
2011,9.177532511728259e-09,1.1471915639660324e-09
2012,6.127654827992046e-09,3.404252713057332e-10
2013,9.483025031897796e-09,2.5102124823206395e-09
2014,4.980523993225461e-09,1.0827225782605865e-09
2015,6.206410940734486e-09,6.649726325136385e-10
2016,4.971216327476213e-09,8.285360175719347e-10
2017,6.5405894034142875e-09,1.7609279590047322e-09
2018,4.64663996169179e-09,1.0325866828253538e-09
2019,2.5509878653906526e-09,2.5509878653906526e-09
