year,conduisant_VERB en_ADP,conduisant_VERB dans_ADP
1862,4.382446761042047e-08,8.719713662230788e-08
1863,3.1965573299430616e-08,5.544029235693415e-08
1864,3.404256787575832e-08,6.568777166648943e-08
1865,3.4830648587558244e-08,7.90749865586804e-08
1866,2.968023871119385e-08,5.741423336758089e-08
1867,3.4454963326879806e-08,6.69687949539366e-08
1868,2.9639243948054173e-08,6.86642493974432e-08
1869,3.711474505507795e-08,8.155476649562843e-08
1870,3.268407766654491e-08,7.912987598501786e-08
1871,2.6552942955504477e-08,8.496941461544338e-08
1872,1.8746751706544273e-08,7.801067880564005e-08
1873,2.21482157058972e-08,9.457887273356391e-08
1874,3.4055272379873713e-08,9.499628816911354e-08
1875,2.4030413214859436e-08,6.808617314391086e-08
1876,4.836811839936672e-08,7.557518699741195e-08
1877,4.638611983409646e-08,5.071549225021954e-08
1878,4.589707458535486e-08,8.092379033541874e-08
1879,4.581993806596074e-08,8.125402928271797e-08
1880,4.1074216028391675e-08,1.1423766466123197e-07
1881,4.671580100534811e-08,9.691785862742108e-08
1882,3.128031167420886e-08,7.05470810657971e-08
1883,2.0221884611260066e-08,6.508918914960304e-08
1884,2.3766109080725073e-08,8.120087358065575e-08
1885,2.5782542323327107e-08,6.574548194748786e-08
1886,3.807543791367607e-08,5.937186742244194e-08
1887,2.415702127223085e-08,8.357023517646667e-08
1888,3.61415040117663e-08,8.496423475889969e-08
1889,3.5084767091575486e-08,6.077182490571431e-08
1890,2.0974036729626278e-08,6.488842529961403e-08
1891,3.888274235919198e-08,8.605196910593804e-08
1892,2.6327752422616868e-08,7.647584965297938e-08
1893,2.9560400349737392e-08,8.252278149711856e-08
1894,5.356308463433379e-08,8.128985484745499e-08
1895,2.6481902892783182e-08,6.078800396380757e-08
1896,3.2433661090180976e-08,6.368791360955584e-08
1897,1.8645483379486905e-08,8.040864685199267e-08
1898,1.810673566637888e-08,6.846609323929442e-08
1899,2.3215829259015663e-08,6.964748422433331e-08
1900,1.245852754294674e-08,5.8658901735952895e-08
1901,4.694540578498163e-08,9.27730638977664e-08
1902,4.713872669981356e-08,1.065531591848412e-07
1903,3.2401320737562855e-08,5.616229259430838e-08
1904,2.3110889202371254e-08,4.568431322127253e-08
1905,3.096455358786443e-08,4.3866453580676534e-08
1906,1.8519063615940468e-08,5.5042775670699484e-08
1907,3.7028470956101955e-08,5.502842270743713e-08
1908,1.3260750719723546e-08,4.911388984396581e-08
1909,1.980354014108343e-08,5.0609049395689e-08
1910,3.153049021875631e-08,4.756294202934441e-08
1911,3.6710581241550244e-08,5.852411533169288e-08
1912,2.7088990606216612e-08,6.772247473918469e-08
1913,3.7651226136858895e-08,4.2423916823963737e-08
1914,2.6117300322425763e-08,4.8216556081115414e-08
1915,4.2410743361642744e-08,4.358881966481931e-08
1916,1.538244731591476e-08,5.493730981243061e-08
1917,2.0836205649743533e-08,4.934890895924582e-08
1918,1.4932290071101306e-08,4.2499593178035866e-08
1919,2.2098836538475553e-08,2.8544329566670967e-08
1920,3.104614876292544e-08,5.5277290300637105e-08
1921,3.180553775905537e-08,4.240738604721628e-08
1922,2.951174238319254e-08,4.131644004701229e-08
1923,4.2463792482294593e-08,4.0340601970001444e-08
1924,3.351822286390416e-08,4.769901096324247e-08
1925,3.739380360912037e-08,3.739380360912037e-08
1926,4.458455293843144e-08,3.566764306128789e-08
1927,4.2367055641534535e-08,4.3481975353643065e-08
1928,2.5137291359556002e-08,2.6279895593006586e-08
1929,1.1140405931087116e-08,4.121950425428622e-08
1930,2.941009036305786e-08,4.411513643276521e-08
1931,3.649714130915527e-08,3.763767608688795e-08
1932,2.1919072779041926e-08,2.9590749406338546e-08
1933,2.523545639121494e-08,6.882397229901471e-08
1934,2.7557634396657704e-08,3.354842448288764e-08
1935,2.6330225111337313e-08,3.8298509252854274e-08
1936,2.5461901032031165e-08,3.15242587589637e-08
1937,1.6368453259474336e-08,2.1404900962807005e-08
1938,1.9447821131279852e-08,1.1668692678767911e-08
1939,2.7529290846928234e-08,5.352917753498332e-08
1940,2.028626333583361e-08,7.100192078723921e-08
1941,3.246652724442356e-08,5.9030050181263505e-08
1942,3.034211815133858e-08,2.730790527039062e-08
1943,2.322588166236983e-08,4.935499831049128e-08
1944,3.855823393905666e-08,3.855823393905666e-08
1945,2.832055301382752e-08,2.3963544037997053e-08
1946,2.7842208538686464e-08,1.8097434661967782e-08
1947,2.622591566137089e-08,2.8610090296865565e-08
1948,4.1313175103141475e-08,4.1313175103141475e-08
1949,3.043272656100271e-08,3.7304630495782476e-08
1950,3.19060831088791e-08,2.8715476219076663e-08
1951,2.6653504292539765e-08,3.4116485636559446e-08
1952,4.112473561690422e-08,2.1089608281954497e-08
1953,2.693456835345387e-08,2.477980309834038e-08
1954,2.052232517257835e-08,1.9545073115523337e-08
1955,2.1586897602787758e-08,2.7218263198847126e-08
1956,1.0465369904011368e-08,3.314033847345854e-08
1957,3.003912851795576e-08,2.03205861026845e-08
1958,3.3088973339090444e-08,3.22617488279775e-08
1959,4.2629114460623896e-08,3.5653439312000046e-08
1960,2.145458388724819e-08,2.7683332959327345e-08
1961,2.640300600376122e-08,2.848745239703021e-08
1962,3.170978146727066e-08,3.170978146727066e-08
1963,2.0044765847160306e-08,3.2330266463986845e-08
1964,4.076258619534201e-08,3.6503809752730376e-08
1965,4.377634610364112e-08,2.2982582947861374e-08
1966,3.711179985543822e-08,2.7141465963609335e-08
1967,2.9582013283402375e-08,2.267954357648705e-08
1968,4.221930893777426e-08,2.6050212653672133e-08
1969,2.9067249940339934e-08,2.2708789515490935e-08
1970,4.736686776141141e-08,2.2533752641606952e-08
1971,3.5454942093338104e-08,2.6205826841874114e-08
1972,4.463227654127877e-08,3.1806909106535386e-08
1973,2.591205827684462e-08,2.3155456219114967e-08
1974,3.206575982517279e-08,2.4752514704573514e-08
1975,3.369773438066659e-08,2.3988217634496323e-08
1976,3.7709277478370495e-08,2.3425460682346966e-08
1977,4.2312830572655e-08,1.23412418062685e-08
1978,3.801978465389766e-08,2.316830638449119e-08
1979,3.3941446986318624e-08,2.2237498953359136e-08
1980,4.2638628627855724e-08,3.6953480275769834e-08
1981,3.0995192190630405e-08,2.0241758491579276e-08
1982,3.600351305976801e-08,1.8622506203769262e-08
1983,4.862793190341108e-08,3.157657957331139e-08
1984,4.1172960152380256e-08,2.7255339318799088e-08
1985,3.0679345286444004e-08,3.128090142467954e-08
1986,4.076250093021372e-08,3.1770774455708306e-08
1987,4.21646362269712e-08,3.360949207831254e-08
1988,3.7178633505163816e-08,2.1587593934668803e-08
1989,4.664903840989609e-08,1.8659616074501173e-08
1990,4.576866885486197e-08,1.4166492867673242e-08
1991,4.0444110283033297e-08,1.75843961613964e-08
1992,4.35285585353995e-08,1.4325855168806356e-08
1993,4.3759737167192725e-08,2.4372512896775334e-08
1994,4.167192102499939e-08,2.1099706870586488e-08
1995,3.958389171998533e-08,2.8738989854559804e-08
1996,2.2419987644184403e-08,2.5622842514394506e-08
1997,3.6441196726855196e-08,2.7810388658622287e-08
1998,4.386678753576234e-08,2.9562400527538557e-08
1999,4.1588830157479606e-08,3.107736645802106e-08
2000,4.1087691471375365e-08,2.783359853708589e-08
2001,4.205963222148057e-08,3.110660529159759e-08
2002,3.855474872693776e-08,3.198291764761052e-08
2003,3.375207668909752e-08,3.500215228768866e-08
2004,6.519091044765446e-08,2.334539317416784e-08
2005,3.377812163307681e-08,2.0717248361279417e-08
2006,3.6237430833807593e-08,2.4295550460351478e-08
2007,3.7947554432093966e-08,3.2754730483475214e-08
2008,4.8109068728763305e-08,3.8316958494988285e-08
2009,2.86091541568112e-08,3.4807804638603557e-08
2010,3.164941375644048e-08,3.684558436134466e-08
2011,3.709252638373073e-08,3.9004515173246546e-08
2012,3.846805540774767e-08,4.5616985744345584e-08
2013,3.876883880593596e-08,4.685730203846106e-08
2014,4.157654842629199e-08,3.832838046946563e-08
2015,3.480023380575403e-08,4.7213056575401424e-08
2016,3.541991588917881e-08,5.9033190780155564e-08
2017,3.320607078194371e-08,4.075290505056728e-08
2018,3.071945542387766e-08,4.362678751590465e-08
2019,3.086695343768042e-08,4.285659471747749e-08
