year,voulut_VERB écrire_VERB,voulut_VERB décrire_VERB
1878,5.012443438090486e-08,0.0
1879,5.009646741882534e-08,3.665595160740054e-09
1880,4.7492061838738664e-08,3.8507077526617195e-09
1881,3.486253774553916e-08,6.972507571312292e-10
1882,4.1263387373646765e-08,6.655385131892899e-10
1883,3.349249766415596e-08,0.0
1884,4.5551708183211304e-08,0.0
1885,5.285421167400273e-08,0.0
1886,2.968593371122097e-08,0.0
1887,5.288428894800745e-08,0.0
1888,4.9456794215529953e-08,1.268122939990235e-09
1889,4.1349903057152915e-08,4.385595886446936e-09
1890,5.505684796958121e-08,0.0
1891,6.884157954800685e-08,0.0
1892,3.823792482648969e-08,0.0
1893,2.894455697344256e-08,0.0
1894,4.222031435574536e-08,6.301539290376468e-10
1895,2.7083764564395096e-08,1.2037228991346183e-09
1896,2.5357223876198987e-08,1.179405795248556e-09
1897,3.204692333724779e-08,5.826713556089658e-10
1898,2.7160103499568322e-08,7.921697076085366e-09
1899,4.2562355417885556e-08,1.6582735185011188e-09
1900,2.1283318218934255e-08,5.710158568206225e-09
1901,2.2913829056392387e-08,0.0
1902,3.83002145554201e-08,1.9641135384773634e-09
1903,4.482182802689749e-08,2.1600881083827517e-09
1904,5.159640181773284e-08,5.374625189347171e-10
1905,3.251278357652154e-08,1.5482277682110634e-09
1906,3.806696469155213e-08,4.115347618238729e-09
1907,1.9542804707839423e-08,3.0857059130084963e-09
1908,2.7503778810000767e-08,4.911389073214423e-10
1909,1.870334465081669e-08,5.500983557560346e-10
1910,2.137660359835536e-08,4.275320542035388e-09
1911,3.298632123005518e-08,4.25629931299909e-09
1912,4.271725373428126e-08,5.209421227725386e-10
1913,4.348451554392341e-08,5.302989602995467e-09
1914,3.616241528447972e-08,4.018046340092951e-09
1915,2.8273827723523937e-08,0.0
1916,1.0987461607214755e-08,0.0
1917,2.52227767560953e-08,4.386569774084137e-09
1918,2.2972752589112133e-08,5.743188147278033e-09
1919,4.4197673076951105e-08,0.0
1920,3.558949046578164e-08,2.2716695191604686e-09
1921,3.180553775905537e-08,0.0
1922,3.6151885041135756e-08,7.377935484775833e-10
1923,3.6094224498128824e-08,3.1847844361720945e-09
1924,6.187979550986711e-08,0.0
1925,4.8391981977147225e-08,2.1996355847875293e-09
1926,1.671920735191179e-08,1.1146138456652466e-09
1927,4.0137209111890115e-08,1.1149224876660924e-09
1928,3.999114284169991e-08,9.14083297942625e-09
1929,5.570203143179242e-08,4.4561625500705304e-09
1930,4.096405348263943e-08,3.1510811737689437e-09
1931,4.334035708097872e-08,2.2810713318222042e-09
1932,2.849479585620429e-08,6.575722188983946e-09
1933,2.6382522833046096e-08,3.4411986593596566e-09
1934,3.4746584276490466e-08,0.0
1935,2.5133395809007197e-08,0.0
1936,3.758661648589623e-08,1.2124714565686645e-09
1937,3.903246792447135e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,1.988226472349197e-08,1.988226472349197e-08
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,4.247896612241675e-08,6.068423541449874e-09
1943,3.193558839598154e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,2.3665876369705074e-08,8.352662561605939e-09
1947,2.0265479960812627e-08,2.3841741914054637e-09
1948,1.848220954059343e-08,0.0
1949,1.8652315247891238e-08,1.9634016634739737e-09
1950,1.3825969702452312e-08,2.1270722960764488e-09
1951,2.3455083209000804e-08,4.264560704569931e-09
1952,3.374337254058446e-08,1.0544803918932644e-09
1953,3.016671712430252e-08,0.0
1954,2.14995790059902e-08,9.772536113672459e-10
1955,2.815682265122632e-08,3.754243138587299e-09
1956,2.1802854632824165e-08,3.488456634670456e-09
1957,2.1204090927540165e-08,0.0
1958,2.6471179026543723e-08,4.1361216673863055e-09
1959,2.4802393028267034e-08,6.200598257066758e-09
1960,2.07624992754063e-08,0.0
1961,3.126671543896009e-08,4.16889545107324e-09
1962,2.4099433559854333e-08,3.170978146727066e-09
1963,4.008953169432061e-08,3.879631726988464e-09
1964,2.1293889318485526e-08,2.4335873316516654e-09
1965,2.3529786119524942e-08,1.0944086747954884e-09
1966,2.1048483844765542e-08,5.539074754423723e-10
1967,2.465167803222812e-08,0.0
1968,3.0092486724697665e-08,1.3474247273492779e-09
1969,1.6804504454626112e-08,3.6334062425424918e-09
1970,2.0234390163409444e-08,2.2993624781975086e-09
1971,2.8261185391897925e-08,5.138397485282553e-10
1972,2.924183739594355e-08,3.5911027485013847e-09
1973,1.8193572870472963e-08,5.513203782392395e-10
1974,8.438357568252286e-09,5.625571675160757e-10
1975,1.770558810676448e-08,2.2845920710778955e-09
1976,1.428381679602353e-08,2.856763492431469e-09
1977,1.3516598507123945e-08,2.938390863960194e-09
1978,2.0792070287711795e-08,2.970295565063452e-09
1979,1.462993370893173e-08,5.851973350345929e-10
1980,1.1370301145063877e-08,1.7055452605774235e-09
1981,9.488323904349727e-09,6.325549528618524e-10
1982,5.586751949948621e-09,0.0
1983,1.326216381158929e-08,6.315316047889041e-10
1984,1.797692661398287e-08,7.538710988796993e-09
1985,1.0226449020933615e-08,2.4062232206745193e-09
1986,1.9182353483415682e-08,5.994485463567401e-10
1987,1.3443797186596385e-08,0.0
1988,2.0388283061834045e-08,4.197587610832443e-09
1989,1.3171493229435782e-08,1.6464366536794728e-09
1990,1.689081763345257e-08,5.44865097484859e-10
1991,7.6199047072123e-09,0.0
1992,9.366905473484621e-09,3.856960972825618e-09
1993,1.717154241021035e-08,1.661762283333701e-09
1994,1.2659823411809157e-08,1.5824779264761446e-09
1995,1.138714633697191e-08,2.1689803286761844e-09
1996,1.2277611816102763e-08,2.6690460952494277e-09
1997,1.3425704992187093e-08,4.79489448146353e-10
1998,1.2873949017944142e-08,2.3840645013706308e-09
1999,1.2339542720951613e-08,9.140402323914998e-10
2000,1.0161472552283612e-08,2.6508188977203417e-09
2001,9.638665865452367e-09,0.0
2002,8.762443215459825e-09,1.752488598683044e-09
2003,1.1667384391955693e-08,1.6667691671301554e-09
2004,1.2773894830786503e-08,4.404791253964646e-10
2005,1.0808999029165989e-08,9.007499190971657e-10
2006,1.7706927479821388e-08,1.2353669198716943e-09
2007,1.1184542181297275e-08,1.5977917877663117e-09
2008,8.089135583588813e-09,2.554463751636149e-09
2009,1.3350939020995156e-08,1.430457752249481e-09
2010,1.1809482280966677e-08,9.447586046817946e-10
2011,1.0707121411712706e-08,7.64794394481072e-10
2012,1.2595735121578855e-08,1.3617010852229328e-09
2013,1.338780020176955e-08,2.2313000336282585e-09
2014,2.1221362445089653e-08,1.9489005964601347e-09
2015,1.884089151360513e-08,1.7732603163622684e-09
2016,2.796309139796449e-08,2.899876117012923e-09
2017,9.810884549210641e-09,7.54683426862357e-10
2018,1.6005094138904497e-08,2.581466596041082e-09
2019,1.9132407658162265e-08,2.04079020349468e-09
