year,avaient_VERB eu_VERB,avaient_VERB dû_VERB
1849,7.176131020969478e-06,1.7295112684223568e-06
1850,7.076849669829244e-06,1.4175424212226062e-06
1851,7.084708613547264e-06,1.6768540263001341e-06
1852,6.328901235974627e-06,1.4329710893434822e-06
1853,6.757240953447763e-06,1.5670349284846452e-06
1854,6.327280061668716e-06,1.3539901146941702e-06
1855,6.805085376981879e-06,1.656825816098717e-06
1856,6.017447049089242e-06,1.7343584204354556e-06
1857,6.2219714891398326e-06,1.6245662664005067e-06
1858,6.550185389642138e-06,1.8312135807718732e-06
1859,6.9197544689814094e-06,1.9202586827304913e-06
1860,7.124844614736503e-06,1.7851017446446349e-06
1861,6.41418228042312e-06,1.6444565744677675e-06
1862,6.349126124405302e-06,1.819393105506606e-06
1863,6.2432759477815125e-06,1.7785845329854055e-06
1864,6.1621844906767365e-06,1.8272708075528499e-06
1865,6.6182938098791055e-06,1.7250584960493143e-06
1866,6.695083357044496e-06,1.9214305666537257e-06
1867,6.007295269228052e-06,1.961991756616044e-06
1868,5.975271506031277e-06,1.850970761552162e-06
1869,6.207441401784308e-06,1.973430016732891e-06
1870,6.12683106737677e-06,1.8182669236921356e-06
1871,6.588316409761319e-06,2.398261813141289e-06
1872,6.364824457705254e-06,2.304640929651214e-06
1873,5.823185347253457e-06,2.074749090752448e-06
1874,5.764302841271274e-06,2.227334334747866e-06
1875,6.088277132221265e-06,2.0643269635911565e-06
1876,5.623398465104401e-06,1.9534672901500016e-06
1877,5.498301561601693e-06,1.943269126059022e-06
1878,5.818661975354189e-06,1.8340712131248438e-06
1879,5.583923211816e-06,1.9531512407411356e-06
1880,5.172142209630692e-06,1.7655495412327582e-06
1881,5.508280992216896e-06,2.0624677290470572e-06
1882,5.437449544842821e-06,1.7437108681406244e-06
1883,4.900015483144671e-06,1.7991158074437408e-06
1884,5.626626261800993e-06,1.8894056665885728e-06
1885,5.25125960848527e-06,1.8814810118783498e-06
1886,5.198265171202365e-06,1.801161715775379e-06
1887,4.997891664970666e-06,1.8718426417763112e-06
1888,5.008451353205601e-06,1.7151362499134848e-06
1889,5.039676125306869e-06,1.717274017210002e-06
1890,4.854834060097346e-06,1.7749279095369275e-06
1891,4.836120751861017e-06,1.7108407064370112e-06
1892,4.9138866415887605e-06,1.6837224166010856e-06
1893,4.7610719775548205e-06,1.8740061022981536e-06
1894,4.8691995289118495e-06,1.8955030327560962e-06
1895,4.772761258209357e-06,1.836279238887073e-06
1896,4.928147063765209e-06,1.9124065602227347e-06
1897,4.625245310307946e-06,1.806281147764821e-06
1898,4.683986389864003e-06,1.7478657809988363e-06
1899,4.6730147005291656e-06,1.6870169474714203e-06
1900,4.508429810812231e-06,1.646082978368213e-06
1901,4.6302702685352415e-06,1.7727479644236155e-06
1902,3.8668486013193615e-06,1.5354457900684793e-06
1903,4.3342170101823285e-06,1.710789774733712e-06
1904,4.449114840099355e-06,1.757502445798309e-06
1905,4.433607955434127e-06,1.6927289152590674e-06
1906,4.335518497100566e-06,1.721758508210769e-06
1907,4.187303147773491e-06,1.574738689669175e-06
1908,4.1511061681376304e-06,1.7410874306733604e-06
1909,4.176896709395805e-06,1.64644438882533e-06
1910,4.059951152157737e-06,1.6069860748757492e-06
1911,4.146699666307541e-06,1.6594246972090332e-06
1912,3.952908627979923e-06,1.6706613905626e-06
1913,3.933227617380908e-06,1.5882453681115294e-06
1914,4.140596502111293e-06,1.9976387193310075e-06
1915,4.807729055755772e-06,2.171194410038879e-06
1916,4.5597967073263135e-06,2.29967577070056e-06
1917,4.3098048081446905e-06,2.1494192878890317e-06
1918,4.540564532362623e-06,2.0399804725457216e-06
1919,4.156422619416844e-06,2.2356655335897813e-06
1920,3.920144536095904e-06,1.8150639107261668e-06
1921,4.064293534611352e-06,1.5327241271734238e-06
1922,4.133119546168018e-06,1.6755291198933264e-06
1923,3.78777031073696e-06,1.7123524003181956e-06
1924,3.742438593690167e-06,1.6436821397292078e-06
1925,3.8064692944317358e-06,1.8454942392054363e-06
1926,3.739529347512871e-06,1.6173046333278762e-06
1927,4.0605477806821e-06,1.931045744640869e-06
1928,3.94541211790056e-06,1.734473016767879e-06
1929,4.057335900142789e-06,1.7468157693656394e-06
1930,3.7886497921135742e-06,1.7110370436057565e-06
1931,3.816232492681593e-06,1.6480740896440693e-06
1932,3.830357854894828e-06,1.6505061921634478e-06
1933,3.8094069623184623e-06,1.6219515828197473e-06
1934,3.692723112180829e-06,1.599540951247036e-06
1935,3.454046691331314e-06,1.5032164810691029e-06
1936,3.5464790926198475e-06,1.5459011137863854e-06
1937,3.5783957628154894e-06,1.7564609606779413e-06
1938,3.4915321975859115e-06,1.6245413689830457e-06
1939,3.1979859613784356e-06,1.693051331130846e-06
1940,3.2990535601129523e-06,1.5721853969807853e-06
1941,3.5919786114391172e-06,1.8092711115968996e-06
1942,3.601609478209866e-06,1.9661692931549624e-06
1943,3.809044528679806e-06,2.020651663769968e-06
1944,4.080746293766424e-06,1.9953886294388212e-06
1945,4.258975422999356e-06,2.1371124603319913e-06
1946,3.956377895519836e-06,1.967051957763033e-06
1947,3.870706677844282e-06,1.7762097286322387e-06
1948,3.5833743368129944e-06,1.6884041542652994e-06
1949,3.3564351724635344e-06,1.5942821391945472e-06
1950,3.345884806549293e-06,1.5644616269128164e-06
1951,3.412714704609243e-06,1.6279960846077302e-06
1952,3.1634410788683454e-06,1.5838295439607464e-06
1953,3.376517497599707e-06,1.7615208207644173e-06
1954,3.38129757437855e-06,1.6251727856797515e-06
1955,3.083172259721323e-06,1.5683350511608296e-06
1956,3.1465879146708176e-06,1.615155383660749e-06
1957,3.382936029083794e-06,1.539947106721229e-06
1958,3.123599071841454e-06,1.5940613593556918e-06
1959,3.0762719234189717e-06,1.462566160626011e-06
1960,3.084615400439361e-06,1.5558033510387759e-06
1961,3.1766983283887384e-06,1.463977127968974e-06
1962,3.319380084576551e-06,1.5512425761698978e-06
1963,3.463218035903992e-06,1.514349719400343e-06
1964,3.3376650208083447e-06,1.3889699630453833e-06
1965,3.0802132187091047e-06,1.4621299442296731e-06
1966,3.443642754064058e-06,1.6218410792134819e-06
1967,3.219509153495892e-06,1.4682539131172234e-06
1968,3.7085619624122046e-06,1.545496161270421e-06
1969,3.3949638691410655e-06,1.5019593320175773e-06
1970,3.098620936725638e-06,1.3465066786011448e-06
1971,3.0866353881719988e-06,1.2167724889877718e-06
1972,2.9113582513673464e-06,1.2840757790399948e-06
1973,3.0642386263934895e-06,1.2051863222950487e-06
1974,2.8482270408858312e-06,1.313571033279004e-06
1975,2.85802457256068e-06,1.2216855793667492e-06
1976,2.9338959848246304e-06,1.2072682693542447e-06
1977,2.823793693096377e-06,1.1694795603034436e-06
1978,2.9399986942735268e-06,1.2885142268714844e-06
1979,3.0125959256110946e-06,1.2423739690348157e-06
1980,2.6458690172148636e-06,1.2035463896609144e-06
1981,2.664321527845459e-06,1.2195660019642673e-06
1982,2.8250342438695952e-06,1.2744002333420212e-06
1983,2.8279985144763486e-06,1.172754195977177e-06
1984,2.795701902869041e-06,1.2694030147031299e-06
1985,2.777984718704829e-06,1.2698842510872055e-06
1986,2.9115215056663146e-06,1.2102866548957536e-06
1987,2.716869175856118e-06,1.2264409861018066e-06
1988,2.7032465368392877e-06,1.2101045285817236e-06
1989,2.9103512133588083e-06,1.2556823776321835e-06
1990,2.652948069226113e-06,1.1845366998386453e-06
1991,2.6716559204942314e-06,1.1693623491737526e-06
1992,2.8249482966202777e-06,1.2094327530576265e-06
1993,2.8421673050615937e-06,1.2429981097739073e-06
1994,2.792018676700536e-06,1.2607074495463166e-06
1995,2.7692456114891684e-06,1.2449946780179744e-06
1996,2.6759855700220214e-06,1.1861241091537522e-06
1997,2.7690516617440153e-06,1.186256895380211e-06
1998,2.7521641641214956e-06,1.197754045278998e-06
1999,2.7672567739500664e-06,1.179111905003083e-06
2000,2.6883722057391424e-06,1.1076004966525943e-06
2001,2.6975121727446094e-06,1.099684141081525e-06
2002,2.80003860098077e-06,1.1645287258943426e-06
2003,2.8643428322538966e-06,1.2817455399272148e-06
2004,2.9186146548454417e-06,1.3020562619203702e-06
2005,2.856277887985925e-06,1.1831350548163755e-06
2006,2.887052687583491e-06,1.2559564765979303e-06
2007,3.11849021272792e-06,1.4308225217973813e-06
2008,3.158594608976273e-06,1.5543912468274357e-06
2009,3.41784038937476e-06,1.7380061763105914e-06
2010,3.870676209771773e-06,2.1526325326703954e-06
2011,3.857240699289832e-06,2.3808049718354596e-06
2012,4.562719823297812e-06,3.002550784003688e-06
2013,4.952649305778323e-06,3.2560246836510487e-06
2014,5.433102160168346e-06,3.4781380691129016e-06
2015,5.042930752097163e-06,3.135789256702992e-06
2016,5.262860668153735e-06,3.178057113473187e-06
2017,4.765322501043556e-06,3.0987300760898506e-06
2018,5.0787775762728415e-06,3.4669096748984884e-06
2019,5.122383299749345e-06,3.1435822620551335e-06
