year,eût_VERB eu_VERB,eût_VERB dû_VERB
1848,2.549530790929566e-06,1.672601570135157e-06
1849,2.5532076506351586e-06,1.819170961425698e-06
1850,2.8595252388186054e-06,1.6429370361947804e-06
1851,2.870000344046275e-06,1.7168406429846073e-06
1852,2.616588290038635e-06,1.5976878557921737e-06
1853,2.6581069505482446e-06,1.5670349284846452e-06
1854,2.890867790483753e-06,1.5628559140168363e-06
1855,2.5802328309509903e-06,1.7889684613692225e-06
1856,2.664181465661386e-06,1.7762936295184772e-06
1857,3.049478664252092e-06,1.8608312757351086e-06
1858,2.8172892143629724e-06,1.7186590639539645e-06
1859,3.016094296981464e-06,1.994604190258542e-06
1860,2.8451775051507866e-06,1.9128051462757867e-06
1861,2.7196963401365792e-06,1.8066857592202723e-06
1862,3.0265989607869415e-06,1.776472231540538e-06
1863,2.6970951694238465e-06,1.8155446923628915e-06
1864,2.771352683339501e-06,1.702607846709725e-06
1865,2.5162789825117216e-06,1.727882590785157e-06
1866,2.520873977118754e-06,1.646036821512098e-06
1867,2.442905270072515e-06,2.080400236081914e-06
1868,2.7119908736494835e-06,1.7813185877457727e-06
1869,2.6136594897252508e-06,2.133609541488113e-06
1870,2.557959078330896e-06,2.1932737581664696e-06
1871,2.54377187047794e-06,2.29311217481154e-06
1872,2.3953512027219404e-06,1.7646135574977961e-06
1873,2.211230139437248e-06,1.7491105381850502e-06
1874,2.1819273570145015e-06,1.815683731365425e-06
1875,2.2416943465941586e-06,1.5717034784756834e-06
1876,2.07801531360019e-06,1.5362924159489921e-06
1877,1.9506910575728398e-06,1.6136184513015905e-06
1878,1.9005011608896893e-06,1.50373307405971e-06
1879,2.094276624120539e-06,1.6085853076219792e-06
1880,1.8637425682754838e-06,1.3650759456140804e-06
1881,1.8930358010038617e-06,1.3756757653027307e-06
1882,1.868832100626605e-06,1.3982963764647138e-06
1883,1.7991158074437408e-06,1.4976833426771918e-06
1884,1.929676045619999e-06,1.4853818584015244e-06
1885,1.739677031764586e-06,1.5127907317946665e-06
1886,1.7159760545837344e-06,1.3597448287328007e-06
1887,1.5956692323015886e-06,1.3429997807179461e-06
1888,1.5921283420539112e-06,1.5337947161242482e-06
1889,1.6991050415526843e-06,1.6082606180134462e-06
1890,1.6707131180737633e-06,1.3213642660048208e-06
1891,1.463520902689197e-06,1.3819309288010118e-06
1892,1.2342700301815057e-06,1.365908815387229e-06
1893,1.3794852975479444e-06,1.3776377727481304e-06
1894,1.359241991849558e-06,1.3907497304899152e-06
1895,1.3674292631549179e-06,1.3361324135985342e-06
1896,1.4353367987496313e-06,1.472488179388165e-06
1897,1.1956416301472927e-06,1.3424747749013477e-06
1898,1.2980266319573275e-06,1.4457096995101892e-06
1899,1.2680264944719966e-06,1.5234005559250363e-06
1900,1.125939434132306e-06,1.278556396755448e-06
1901,9.852947187027894e-07,1.2474065442802384e-06
1902,1.0061171451525297e-06,1.2236426982781268e-06
1903,1.0282019502483308e-06,1.4780403034819756e-06
1904,9.29810141769849e-07,1.482859033785644e-06
1905,1.0527948006711085e-06,1.4310784308690927e-06
1906,1.0128899248229573e-06,1.4048767980057164e-06
1907,1.0049116099253297e-06,1.4003962860442698e-06
1908,1.0210777645625058e-06,1.3216548495620373e-06
1909,1.1898627008122276e-06,1.304833290305396e-06
1910,9.373640068588429e-07,1.2729766467600712e-06
1911,1.030024463943846e-06,1.3157284683984471e-06
1912,1.0246931196888909e-06,1.511774030404922e-06
1913,9.190081300403108e-07,1.3299898000695975e-06
1914,9.429015221940062e-07,1.299168275181728e-06
1915,7.704618383286288e-07,1.371280632156413e-06
1916,8.943794114202319e-07,1.2690518360614078e-06
1917,8.970534963737009e-07,1.2293361351112253e-06
1918,7.891140398896823e-07,1.2324882163738948e-06
1919,8.738248311601637e-07,1.2918611673740088e-06
1920,8.639916586616891e-07,1.2903083188575692e-06
1921,9.428070484318596e-07,1.2956970749655738e-06
1922,8.46249179176084e-07,1.3995943390909815e-06
1923,9.787904673430603e-07,1.2505587392297457e-06
1924,1.0738723403846961e-06,1.1924752243430703e-06
1925,9.865365200312226e-07,1.2361952030914836e-06
1926,8.582526334066642e-07,1.1959806442973786e-06
1927,1.104888156078232e-06,1.323413016507402e-06
1928,9.312223596680269e-07,1.2168734428996686e-06
1929,1.0984440450556576e-06,1.3524453379432089e-06
1930,8.665472819302522e-07,1.0808207662194036e-06
1931,8.325910130224656e-07,1.0971953088301234e-06
1932,8.899143608687154e-07,1.2296600289118942e-06
1933,7.04298656728497e-07,1.1310072522974224e-06
1934,7.428579920087941e-07,1.0531808811720111e-06
1935,7.887099400250008e-07,1.1178377690157504e-06
1936,5.504620617102773e-07,1.068187316377589e-06
1937,7.239892738652998e-07,1.136977971327724e-06
1938,6.171442237246083e-07,1.1798344985436415e-06
1939,6.331736699394241e-07,1.1027010486941435e-06
1940,5.249070795798616e-07,9.990984608521103e-07
1941,6.345730412249395e-07,1.0241714107905864e-06
1942,7.706897804382606e-07,1.0498372375877807e-06
1943,5.980664354865439e-07,1.1525843319759588e-06
1944,7.069009484439448e-07,1.015366819956398e-06
1945,6.557297069775814e-07,1.3049238987150602e-06
1946,5.693731850442418e-07,1.1554516277101357e-06
1947,7.426702381962969e-07,1.2099684454369708e-06
1948,6.403541874533403e-07,1.1774254744523205e-06
1949,5.595694574367371e-07,8.157933848451648e-07
1950,6.232322107280197e-07,9.114504564422532e-07
1951,8.198617820198706e-07,1.0586771850285004e-06
1952,6.769764127056987e-07,9.796123094929499e-07
1953,4.6973886469459103e-07,9.99811163637787e-07
1954,7.6323505027176e-07,1.02416174740938e-06
1955,5.565665333051584e-07,8.672301419210271e-07
1956,4.883839324065775e-07,7.709489295848471e-07
1957,5.018301294512639e-07,7.359586220445635e-07
1958,4.855806992054568e-07,8.909206030693895e-07
1959,4.7202053110595443e-07,8.254546628450043e-07
1960,5.239070901552623e-07,7.446816425726865e-07
1961,5.780868264082528e-07,7.997331294973264e-07
1962,5.866309606972209e-07,7.889393600635231e-07
1963,5.994031084810558e-07,7.138522732930142e-07
1964,6.60110572425765e-07,7.586708647977503e-07
1965,5.855086442352331e-07,7.753885711281328e-07
1966,6.309006153060182e-07,7.300500328710768e-07
1967,7.794860721332952e-07,8.327336900038063e-07
1968,7.22219681392744e-07,7.397362082883774e-07
1969,6.39933659840608e-07,6.917097152836504e-07
1970,5.863374212822237e-07,6.622163937208825e-07
1971,5.90401896261028e-07,6.294536660789163e-07
1972,4.981372399015527e-07,5.494387096405262e-07
1973,3.826163492703927e-07,5.287162707645621e-07
1974,2.2164752522257913e-07,4.3541925265344616e-07
1975,3.4840027751670277e-07,4.597741565248725e-07
1976,2.868190449589747e-07,4.485118552111089e-07
1977,2.961897962450166e-07,3.8434151861110877e-07
1978,4.158413844379538e-07,4.473265278193139e-07
1979,3.8213386233110214e-07,4.4006839061694336e-07
1980,3.411090290228458e-07,4.218381945975125e-07
1981,2.9034271165073733e-07,3.694121062380873e-07
1982,2.6443959200150857e-07,4.208686448237131e-07
1983,2.0651083332268172e-07,3.6881445453218475e-07
1984,2.0122558908042265e-07,3.14886165142525e-07
1985,2.1716164155805018e-07,3.609334839893563e-07
1986,2.8533750651149603e-07,3.746553431938082e-07
1987,3.0004110840309295e-07,3.75815233155663e-07
1988,1.6850316342242877e-07,3.376059680704202e-07
1989,2.859311791780783e-07,4.066698409133096e-07
1990,1.9669630546559347e-07,3.0294498287730676e-07
1991,2.104266059177462e-07,2.819364794959256e-07
1992,2.479474972005846e-07,3.399635488676722e-07
1993,2.1602909328066744e-07,3.0687209573443397e-07
1994,2.3315175212701433e-07,3.249354847412178e-07
1995,2.1093333657518087e-07,2.9986154004291166e-07
1996,1.9537417017545522e-07,2.3167319795902586e-07
1997,1.548750958590972e-07,2.795423483803461e-07
1998,2.1790350501760258e-07,2.918094992310216e-07
1999,2.4176364377126447e-07,2.8289545639381686e-07
2000,2.142745216815456e-07,2.765687838746089e-07
2001,2.9836053272447316e-07,3.3297209256488713e-07
2002,2.549870998791448e-07,2.435959061131143e-07
2003,1.7584414990778896e-07,2.4584844027231156e-07
2004,2.294896290777615e-07,2.5723980456859863e-07
2005,2.6121747964680253e-07,2.6121747964680253e-07
2006,2.2977825153702724e-07,2.240132062070188e-07
2007,2.3367704216070706e-07,2.460599262121832e-07
2008,2.3245620184297877e-07,2.6481274062462035e-07
2009,2.2267458632541093e-07,2.460387236169481e-07
2010,1.700565519513475e-07,2.579191118456947e-07
2011,2.3402708393405192e-07,3.0247619520196167e-07
2012,4.748932553866325e-07,3.431486845784093e-07
2013,5.475052375913947e-07,4.002394575763901e-07
2014,6.394559477485018e-07,6.422710612241644e-07
2015,9.823862683333573e-07,6.328322683657461e-07
2016,9.173965054287692e-07,6.580647209375456e-07
2017,2.8527031759040256e-07,2.3445497276952665e-07
2018,6.611136313949828e-07,4.992556341676391e-07
2019,1.0721801118052099e-06,8.004999472177587e-07
