year,quand_CONJ eux_PRON,quand_CONJ deux_DET
1844,2.3051957731556882e-08,7.222946578622214e-07
1845,5.245414413934668e-08,7.220814950414933e-07
1846,4.5079661559199735e-08,8.41877266566371e-07
1847,2.9662729161827883e-08,6.698383572256716e-07
1848,3.942158599556933e-08,8.165900169387896e-07
1849,2.262441967104678e-08,6.602978999126208e-07
1850,3.6660578572877967e-08,6.110096535394405e-07
1851,3.8696633897217225e-08,6.836405077592644e-07
1852,4.036538059359884e-08,1.0189003774030425e-06
1853,2.090176121072318e-08,7.237981378693803e-07
1854,3.585008540030188e-08,7.892214455296198e-07
1855,1.8043586180738203e-08,7.880801433657325e-07
1856,2.2779633290781476e-08,8.07123797130771e-07
1857,4.198097980356863e-08,6.570511175141291e-07
1858,3.9149407160543603e-08,7.286683683105366e-07
1859,3.819129990034753e-08,6.757313997240999e-07
1860,2.7463103569047576e-08,1.0930315283985692e-06
1861,2.593780001891588e-08,8.361403729395533e-07
1862,4.3372669233932015e-08,7.617324797593028e-07
1863,4.4452126424232574e-08,8.116258811696753e-07
1864,5.418042547944424e-08,9.296977623307612e-07
1865,2.353422234868674e-08,1.515603855750669e-06
1866,3.357272798654165e-08,7.882293004968233e-07
1867,4.998395830568825e-08,8.133312121572089e-07
1868,1.5313609491585112e-08,9.10418776811639e-07
1869,2.5394300218195553e-08,8.468021803764714e-07
1870,4.9886225372830495e-08,7.92445547403986e-07
1871,2.973929724703339e-08,8.050852500218753e-07
1872,6.107812378086663e-08,6.573457937975036e-07
1873,2.993002157225533e-08,1.045754970618873e-06
1874,4.5407028526067705e-08,7.623601447903638e-07
1875,3.661777503438657e-08,9.257431088371959e-07
1876,1.6324239737741664e-08,7.617978781127022e-07
1877,1.7317484335421796e-08,6.636307716689771e-07
1878,3.07993521797556e-08,7.126124614842411e-07
1879,3.0546627005634264e-08,7.575563358841464e-07
1880,2.3746030475280122e-08,8.818120704745525e-07
1881,2.161477319351235e-08,7.39085805889772e-07
1882,3.0614771162618126e-08,8.099603689970536e-07
1883,2.1485751844352308e-08,7.722232169271592e-07
1884,2.3766108192546653e-08,6.971391997012688e-07
1885,2.7716233308439087e-08,7.173992457865097e-07
1886,2.3877817056927597e-08,6.737416242685867e-07
1887,2.154545164501087e-08,8.285205410629715e-07
1888,3.0434949893631824e-08,8.052580540152121e-07
1889,2.8193115397812107e-08,6.866589785659016e-07
1890,2.4251229691074627e-08,7.52443554574711e-07
1891,1.2748440525456317e-08,7.948652580580529e-07
1892,1.880553646138594e-08,6.362540148074913e-07
1893,2.278614097406262e-08,6.398594791789947e-07
1894,2.0164925729204697e-08,7.019914960437745e-07
1895,2.1065151400989635e-08,6.692699230370636e-07
1896,2.7126333179694484e-08,6.675436736713891e-07
1897,5.302309435961661e-08,6.997883019721485e-07
1898,3.055511588190285e-08,7.367178227468685e-07
1899,4.864268987603282e-08,6.561235466051585e-07
1900,2.803168719367477e-08,7.552982310699008e-07
1901,3.129693859627025e-08,5.896119716908288e-07
1902,2.2096277252359187e-08,5.877609794424643e-07
1903,2.160088174996133e-08,6.08064794960228e-07
1904,2.203596238814498e-08,6.175444298150978e-07
1905,1.909480928929952e-08,6.688343603400426e-07
1906,1.3374879592742417e-08,6.996091030941898e-07
1907,2.674278531955565e-08,5.821698607633152e-07
1908,1.7189862422384294e-08,6.487944972377591e-07
1909,2.53045246978445e-08,6.474657539001782e-07
1910,1.977335806202518e-08,6.338162847896456e-07
1911,1.9153347352585115e-08,5.990741271943989e-07
1912,2.5526163183187123e-08,6.850389127066592e-07
1913,3.0227041314390135e-08,5.276475008031412e-07
1914,2.745664939851622e-08,5.410969095009932e-07
1915,3.416420912838447e-08,5.207096762660512e-07
1916,3.186363883855847e-08,5.537681033729314e-07
1917,5.483212106582869e-08,4.989722981463274e-07
1918,3.101321510712296e-08,6.202643305641686e-07
1919,1.1970203106503874e-08,7.79904780756624e-07
1920,3.104615009519307e-08,6.459113706114294e-07
1921,3.0290988883852066e-08,6.489844679435919e-07
1922,2.1396012961361066e-08,6.330268718102161e-07
1923,1.4862327812892318e-08,7.186996811014978e-07
1924,2.4494086314774677e-08,6.897019204643584e-07
1925,3.409435000989447e-08,5.928017685619125e-07
1926,2.7865346474698072e-08,5.952038009127136e-07
1927,3.344767507407198e-08,6.2881628082323e-07
1928,1.5996457491951332e-08,5.153144684300059e-07
1929,2.1166772334879624e-08,5.336254531584927e-07
1930,2.310792734938616e-08,6.564752368376503e-07
1931,1.596749932275543e-08,5.246463956609659e-07
1932,2.4110979879310435e-08,5.085224898948582e-07
1933,2.7529590163055673e-08,5.024149913879228e-07
1934,1.677421224144382e-08,4.876503112427599e-07
1935,1.3165112555668657e-08,5.170298749135327e-07
1936,2.66743711563322e-08,4.728638742790281e-07
1937,2.392312481447334e-08,4.394300390231365e-07
1938,3.1116513810047763e-08,4.93974681603504e-07
1939,2.2941076593951948e-08,5.475270086208184e-07
1940,2.7893612752905028e-08,4.6404828424329025e-07
1941,2.3612021227137348e-08,4.2206487194107467e-07
1942,3.034211815133858e-08,5.218844307819381e-07
1943,4.064529335323641e-08,4.4129176046681096e-07
1944,4.498460803858961e-08,5.526680126877181e-07
1945,3.485606514530559e-08,4.814494047877815e-07
1946,2.9234318077442367e-08,5.679810612946312e-07
1947,1.7881305991451768e-08,6.008118873523927e-07
1948,2.0656587551570738e-08,4.6749116222599696e-07
1949,2.9451024730065e-08,4.613993951352313e-07
1950,2.658840370095561e-08,6.593924126718775e-07
1951,1.2793682557799002e-08,4.680355374375722e-07
1952,1.687168627029223e-08,4.2601007521625434e-07
1953,3.7708397404578875e-08,5.009829777691266e-07
1954,2.5408594117592997e-08,4.0751476149125665e-07
1955,1.5016972110259985e-08,4.232909134316287e-07
1956,2.7907653965542067e-08,4.4826666112385283e-07
1957,1.5903067307476704e-08,4.3468384092193446e-07
1958,1.5717262880077243e-08,4.260205344053247e-07
1959,1.55014957536892e-08,4.363671024520954e-07
1960,2.3530833059837164e-08,4.4431750723106234e-07
1961,2.8487453451742084e-08,4.217532563188797e-07
1962,3.6783347923119436e-08,5.016487421016791e-07
1963,1.8751553643170382e-08,4.196468523787189e-07
1964,3.224503286602953e-08,3.8450679085144657e-07
1965,2.4076990456922687e-08,4.235361643623037e-07
1966,2.1602391320207914e-08,4.414642660321988e-07
1967,3.0568079845139096e-08,5.650164780490741e-07
1968,2.4253645647398514e-08,4.2982848924566497e-07
1969,3.2246480152764434e-08,3.91499526131156e-07
1970,2.529298837039562e-08,4.037680554347389e-07
1971,3.08303840235169e-08,3.91545881939237e-07
1972,2.975485102751918e-08,3.8373498512100923e-07
1973,2.260413545229767e-08,3.7324389268178493e-07
1974,2.1939729366593497e-08,3.386594045196034e-07
1975,1.0851812781709214e-08,3.141314124377459e-07
1976,2.3425460238257756e-08,3.7252195284054324e-07
1977,3.173462159722362e-08,3.3791495468449284e-07
1978,1.7821773501403015e-08,3.6653447921253246e-07
1979,2.808947252574967e-08,3.938378085877048e-07
1980,2.8425753528793507e-08,3.8317915596053354e-07
1981,1.7711538513598413e-08,3.6308654216554714e-07
1982,3.1658262233946743e-08,3.587936276971959e-07
1983,2.3998201426067567e-08,3.5492075767251663e-07
1984,2.203623283847378e-08,3.722963413110847e-07
1985,2.225756512430621e-08,3.8920659051200346e-07
1986,3.117132441055048e-08,3.596691300344901e-07
1987,2.261002274295265e-08,3.7764849025734293e-07
1988,2.7584147854753382e-08,3.4540150295470085e-07
1989,3.6221607047082216e-08,4.033769869238313e-07
1990,3.051244612528592e-08,3.868542108875772e-07
1991,2.5204299980430278e-08,3.282420379946416e-07
1992,4.022259192382194e-08,3.48228468283196e-07
1993,2.7142116110212555e-08,3.833131501096432e-07
1994,2.7429619020580276e-08,3.7082735104831954e-07
1995,3.2534706262410396e-08,4.0180358951147355e-07
1996,2.2419986533961378e-08,3.7526787366459757e-07
1997,3.2605282473952e-08,3.5290423738842946e-07
1998,3.433053041845824e-08,3.5570243994698103e-07
1999,3.701862960614477e-08,4.3508316593943164e-07
2000,3.6227857158621646e-08,3.865777671308024e-07
2001,3.4611574273313295e-08,3.846704004217827e-07
2002,4.205972636839306e-08,4.008817597878078e-07
2003,4.166923028847691e-08,4.5127775649689283e-07
2004,3.7000246866369935e-08,4.175742134293614e-07
2005,3.7831496824125566e-08,4.1614644885612506e-07
2006,4.3237843749821536e-08,4.37731685565268e-07
2007,4.553706611787334e-08,4.5217507249617483e-07
2008,3.874269971504418e-08,4.6959559085735236e-07
2009,4.815874565800016e-08,5.655076193988862e-07
2010,6.660548113046616e-08,5.928360309326308e-07
2011,5.200602037902513e-08,6.248370283401528e-07
2012,5.480846843042286e-08,7.172760803086931e-07
2013,5.8013801984557745e-08,7.536215775871824e-07
2014,6.236482152921496e-08,7.360348348584012e-07
2015,6.16207960213444e-08,7.390062251033669e-07
2016,5.9447458955474985e-08,7.757168418720539e-07
2017,5.7355937777003874e-08,7.285210443797041e-07
2018,6.608554681264422e-08,8.203900989656177e-07
2019,6.096860571958018e-08,7.494801934626594e-07
