year,ignorant_VERB en_ADP,ignorant_VERB dans_ADP
1858,9.787351684664714e-08,3.621320393554228e-08
1859,1.3086885175539464e-07,5.9578428857065546e-08
1860,9.840945514039134e-08,5.629936372653077e-08
1861,7.734180640373012e-08,6.460870505264893e-08
1862,7.002879032214082e-08,5.5571231283302325e-08
1863,7.841554661158767e-08,8.191178402228161e-08
1864,1.2274503813358706e-07,1.12676104890852e-07
1865,9.649031174063794e-08,8.472320001118305e-08
1866,8.904071480131392e-08,7.298419046897209e-08
1867,7.618913855367282e-08,6.454239454001254e-08
1868,9.08936854671083e-08,5.9772476745934e-08
1869,1.1280929523849181e-07,7.032267257400804e-08
1870,9.002456735629494e-08,4.243196238817859e-08
1871,1.0302542108320267e-07,4.673317932635257e-08
1872,1.0461896726710052e-07,5.2611852208173104e-08
1873,5.4472640398373073e-08,5.986004225633224e-08
1874,8.483944746728866e-08,2.6885741633009275e-08
1875,7.895707687666231e-08,5.6643119250576746e-08
1876,5.501873290292281e-08,5.139112446705951e-08
1877,8.349501534610226e-08,4.3293710616509884e-08
1878,6.642997307793053e-08,6.159870480360041e-08
1879,1.0508039771650601e-07,4.643087336830831e-08
1880,9.626769470472141e-08,5.262633906433223e-08
1881,8.576184257202968e-08,6.972507726743515e-08
1882,7.520584843767608e-08,4.126338803978058e-08
1883,6.698499355195509e-08,4.6763106498204365e-08
1884,6.931781548757954e-08,2.970763635090634e-08
1885,6.896830484492966e-08,2.90053603357876e-08
1886,6.066255919812136e-08,5.0337017221124825e-08
1887,7.442974236937516e-08,1.7628095927424425e-08
1888,8.242798932300843e-08,2.6630582183884144e-08
1889,7.455512418541588e-08,3.696430717070598e-08
1890,7.340913149578299e-08,4.4569826940232815e-08
1891,8.668939388556396e-08,3.37833645502883e-08
1892,6.707308464193318e-08,1.817868522380195e-08
1893,6.712674194275792e-08,3.263960857147197e-08
1894,5.356308463433379e-08,2.142523314319078e-08
1895,6.680662067992671e-08,2.888934957923084e-08
1896,5.6021776551062885e-08,3.538217541176891e-08
1897,5.710179351581246e-08,1.981082675683865e-08
1898,4.1871825340322744e-08,3.621347133275776e-08
1899,6.85419703216894e-08,1.879376654301268e-08
1900,7.630848042339267e-08,2.0764212238510993e-08
1901,1.0562716257211946e-07,3.465018161286082e-08
1902,3.780918406137701e-08,2.7497590426861507e-08
1903,5.400220270956879e-08,2.1060859722865644e-08
1904,5.589610108103216e-08,2.2573425795258117e-08
1905,6.554164233563142e-08,3.7157464216619474e-08
1906,6.790323681116206e-08,1.903348212373146e-08
1907,7.457122686016504e-08,2.1085658274966335e-08
1908,5.942780800793912e-08,3.0941751161250863e-08
1909,6.05108185780523e-08,2.695482004266836e-08
1910,5.451033757708501e-08,3.153048833137717e-08
1911,7.288912540204251e-08,3.139020576803375e-08
1912,3.959160110866833e-08,3.0735586076247046e-08
1913,5.090870036639217e-08,2.0681660051202755e-08
1914,7.36641796450499e-08,1.8081208197351373e-08
1915,5.5369582696584985e-08,1.8849219074468238e-08
1916,4.1752354462687435e-08,3.186363883855847e-08
1917,6.908847272057983e-08,3.947912929902486e-08
1918,4.479686577241182e-08,3.101321510712296e-08
1919,4.1435317399418636e-08,1.841569702287771e-08
1920,8.556621633459827e-08,3.104614876292544e-08
1921,4.619375815195781e-08,3.332008935430508e-08
1922,5.6810101511928224e-08,1.9182631483261048e-08
1923,8.598918066482497e-08,2.1231895797058087e-08
1924,6.187979550986711e-08,2.5783249313349188e-08
1925,8.468597045840909e-08,3.739380360912037e-08
1926,4.124071395494866e-08,2.452150482668003e-08
1927,5.574612549352764e-08,3.0102906833917586e-08
1928,6.627103932288492e-08,2.8565103837863148e-08
1929,8.466708667498324e-08,4.1219502699973987e-08
1930,7.562594872556616e-08,2.310792734938616e-08
1931,3.763767786324479e-08,2.167017765231094e-08
1932,7.342889585260082e-08,3.3974561830518724e-08
1933,7.80005053879762e-08,3.4411986593596566e-08
1934,4.553000643170435e-08,2.2765002327673756e-08
1935,5.984141893122796e-08,2.393656917121234e-08
1936,4.7286388582534755e-08,2.424942913137329e-08
1937,5.288269688819014e-08,2.392312481447334e-08
1938,4.926781471681352e-08,1.8151300906765755e-08
1939,5.6587985852729616e-08,1.5294050470515685e-08
1940,4.057252622757801e-08,1.2678914806940611e-08
1941,8.264207451702532e-08,2.6563522936839945e-08
1942,5.461581187304887e-08,4.247896612241675e-08
1943,5.516146828199453e-08,2.9032351633873077e-08
1944,4.4984606262232774e-08,2.2492303131116387e-08
1945,6.099811145077183e-08,2.83205521256491e-08
1946,6.264496832386612e-08,3.3410651134602176e-08
1947,7.986983785457369e-08,2.1457567722649173e-08
1948,4.02259852094744e-08,2.935409759707852e-08
1949,4.9085042586050065e-08,1.668891336237266e-08
1950,4.3604980959344175e-08,1.914365022059883e-08
1951,4.584402746310445e-08,2.0256663901818683e-08
1952,5.694194094019167e-08,2.1089607726842985e-08
1953,6.033343380451583e-08,1.1851209791302608e-08
1954,3.8112890177188774e-08,1.7590565448699635e-08
1955,7.039205751624422e-08,2.1586897158698548e-08
1956,5.755953536024094e-08,1.8314396887930684e-08
1957,3.3573144264664734e-08,3.180613605824334e-08
1958,4.301566680631197e-08,2.3989505326671434e-08
1959,4.030388867093393e-08,2.0151944668533872e-08
1960,4.290916666427336e-08,3.3220000972278285e-08
1961,5.836453631502536e-08,3.543561177821175e-08
1962,5.7077606641087186e-08,1.9025868547295488e-08
1963,5.8841084449312575e-08,1.7458343881671112e-08
1964,4.3804572302796885e-08,3.22450313117173e-08
1965,5.089000376656827e-08,2.517139974234084e-08
1966,5.760637566964988e-08,3.378835700118543e-08
1967,6.310829636646531e-08,4.733122160871517e-08
1968,6.512552752635514e-08,3.009248616958615e-08
1969,4.3146699102436514e-08,3.133812936928493e-08
1970,7.449934358305654e-08,3.678980178833946e-08
1971,6.67991675307178e-08,4.1621017965454143e-08
1972,5.848367545802091e-08,2.4624705829978666e-08
1973,5.62346771371125e-08,5.1824114999377e-08
1974,4.1066674727474606e-08,1.8001828527847152e-08
1975,5.425906302036765e-08,2.1132475769292114e-08
1976,4.627956839975411e-08,2.399681336973103e-08
1977,4.4075862626336004e-08,1.7042667388444954e-08
1978,5.4059382192939154e-08,2.79207795772507e-08
1979,5.325295904246019e-08,2.633387996553438e-08
1980,6.139962627216278e-08,2.8994268763682385e-08
1981,4.238118322952289e-08,2.656730796468665e-08
1982,4.7797769076041163e-08,2.855451075589599e-08
1983,6.378468864198794e-08,2.3366668600033336e-08
1984,5.103127520555972e-08,2.8995042811175153e-08
1985,5.59446911019279e-08,1.5038895129215746e-08
1986,3.716581009616249e-08,2.0381250576129162e-08
1987,4.9497617782279235e-08,1.7721368927858805e-08
1988,4.497415395654514e-08,2.038828283978944e-08
1989,6.09181566302297e-08,2.1952489159815514e-08
1990,4.7403264868961514e-08,2.7243254985265253e-08
1991,5.2167041797446245e-08,2.813503263698891e-08
1992,4.132458175654108e-08,2.810071619840926e-08
1993,6.591656820376102e-08,3.268132431344384e-08
1994,5.802419145162219e-08,2.004472138272817e-08
1995,5.585124185358836e-08,2.7654498579998688e-08
1996,6.138805708211237e-08,2.5089033073300016e-08
1997,5.5141285315585264e-08,2.7810388103510775e-08
1998,5.5310297897293026e-08,2.2887019612838344e-08
1999,6.124069651392006e-08,2.5136106085454912e-08
2000,5.875981878844527e-08,2.3857369524371563e-08
2001,5.388890556012882e-08,2.7601633506568746e-08
2002,4.600282554889645e-08,3.15447949983394e-08
2003,5.0419767028131446e-08,3.083522903679636e-08
2004,6.475043168308048e-08,1.982156150326375e-08
2005,5.044199669068661e-08,3.3327747117617434e-08
2006,4.9002891522320624e-08,2.4295551126485293e-08
2007,6.031664123717917e-08,2.476577201648844e-08
2008,4.81090685067187e-08,2.639612536881053e-08
2009,5.960240567759456e-08,1.6211854525494118e-08
2010,4.7237928679777497e-08,2.5980861240171294e-08
2011,3.709252704986454e-08,2.485581851452423e-08
2012,4.731911196209637e-08,2.4510620005857575e-08
2013,5.578250217297409e-08,3.3748411509826326e-08
2014,6.539644137326661e-08,3.183204411172369e-08
2015,6.649726191909622e-08,3.856841090943419e-08
2016,5.9240326644172114e-08,3.6248449131193183e-08
2017,4.980910373042491e-08,2.4401429543630115e-08
2018,4.9047865990914374e-08,2.813798660739053e-08
2019,6.020331211331609e-08,3.086695210541279e-08
