year,avait_VERB eu_VERB,avait_VERB dû_VERB
1871,2.718065479712095e-05,6.812423180235783e-06
1872,2.882766602851916e-05,6.8129324972687755e-06
1873,2.7530233637662604e-05,6.4451310208824e-06
1874,2.8935630325577222e-05,6.834952728240751e-06
1875,2.8183671020087786e-05,6.469330855907174e-06
1876,2.71206081379205e-05,6.428123015211895e-06
1877,2.6672018066165037e-05,6.54848327030777e-06
1878,2.8108937840443105e-05,6.2365670601138845e-06
1879,2.8256239602342248e-05,6.169807420519646e-06
1880,2.6748941309051588e-05,6.030208169249818e-06
1881,2.6584777515381575e-05,6.402853614417836e-06
1882,2.6939002054859884e-05,6.164883416204248e-06
1883,2.6016086849267595e-05,6.146820851427037e-06
1884,2.7030648197978735e-05,6.5165349951712415e-06
1885,2.6017163690994494e-05,6.41147380520124e-06
1886,2.609458169899881e-05,6.186935934238136e-06
1887,2.5163128157146275e-05,6.348073384288e-06
1888,2.5867171643767506e-05,6.549220870510908e-06
1889,2.4682758521521464e-05,6.221280727913836e-06
1890,2.495844819350168e-05,6.12376334174769e-06
1891,2.3974078430910595e-05,6.2786066337139346e-06
1892,2.399774530204013e-05,6.143141945358366e-06
1893,2.501179369573947e-05,6.544549250975251e-06
1894,2.503160430933349e-05,6.7943196881969925e-06
1895,2.4995908461278304e-05,6.828118330304278e-06
1896,2.4695578758837655e-05,6.818734618718736e-06
1897,2.355973447265569e-05,6.398896857717773e-06
1898,2.411986861261539e-05,6.389980171661591e-06
1899,2.3905671696411446e-05,5.8912928579957224e-06
1900,2.3063848857418634e-05,6.190849944687216e-06
1901,2.3524678908870555e-05,6.294037575571565e-06
1902,1.994851845665835e-05,5.7686015679792035e-06
1903,2.2519458070746623e-05,6.127630058472278e-06
1904,2.202628820668906e-05,6.285086783464067e-06
1905,2.1992058464093134e-05,6.112402843427844e-06
1906,2.25958301598439e-05,6.683838819299126e-06
1907,2.129600034095347e-05,6.249583293538308e-06
1908,2.1656769604305737e-05,6.605818271054886e-06
1909,2.2620593881583773e-05,6.540119557030266e-06
1910,2.1715955881518312e-05,6.1901296248834115e-06
1911,2.1562413166975603e-05,6.375404154823627e-06
1912,2.121276338584721e-05,6.507609214168042e-06
1913,2.048173701041378e-05,6.338663752103457e-06
1914,2.03741728910245e-05,6.433561793528497e-06
1915,1.9924802472814918e-05,6.653774107689969e-06
1916,1.993784826481715e-05,7.000111963861855e-06
1917,1.9636479919427074e-05,6.682938874291722e-06
1918,1.934190913743805e-05,6.909055173309753e-06
1919,1.9195602362742648e-05,7.031113000266487e-06
1920,1.937885463121347e-05,6.4500268308620434e-06
1921,2.015032441704534e-05,6.378525085892761e-06
1922,2.018529448832851e-05,6.823852345405612e-06
1923,2.0776471501449123e-05,6.529869551741285e-06
1924,2.0631756342481822e-05,6.376197234203573e-06
1925,2.0511601178441197e-05,6.551614660565974e-06
1926,2.0429757569218054e-05,6.6509010139270686e-06
1927,2.4165945433196612e-05,8.393136340600904e-06
1928,2.065371154458262e-05,7.25439349480439e-06
1929,2.2210628230823204e-05,7.151026693463791e-06
1930,2.101876089000143e-05,6.593111720576417e-06
1931,1.942218113981653e-05,6.413231858459767e-06
1932,2.0293773559387773e-05,6.7806654442392755e-06
1933,2.0468249203986488e-05,6.900750577187864e-06
1934,1.9508408513502218e-05,6.92894764142693e-06
1935,1.903076918097213e-05,6.7680648498935625e-06
1936,1.8475640899850987e-05,6.738916454196442e-06
1937,1.9093171431450173e-05,7.257520337589085e-06
1938,1.8222608559881337e-05,6.2764602262177505e-06
1939,1.7468864825787023e-05,6.706441126880236e-06
1940,1.6457230231026188e-05,5.880480784981046e-06
1941,1.832587986427825e-05,7.175102837209124e-06
1942,1.785330277925823e-05,6.714710707456106e-06
1943,1.9782644812949002e-05,7.844541869417299e-06
1944,1.941407026606612e-05,7.885158993303776e-06
1945,2.2148849893710576e-05,8.74233683134662e-06
1946,2.0050565581186675e-05,7.685841410420835e-06
1947,2.0133158614044078e-05,7.1358331297233235e-06
1948,1.877248905657325e-05,7.0232395046332385e-06
1949,1.657110988162458e-05,6.411488357116468e-06
1950,1.7519631001050584e-05,6.526921424665488e-06
1951,1.8837630705093034e-05,7.394748081424041e-06
1952,1.7800683053792454e-05,6.500871677417308e-06
1953,1.742451058817096e-05,6.749802651029313e-06
1954,1.8830700355465524e-05,6.873024631204316e-06
1955,1.706021976133343e-05,6.599020707653835e-06
1956,1.691901525191497e-05,6.670801212749211e-06
1957,1.7681561075733043e-05,6.8621739046648145e-06
1958,1.7187239791383035e-05,6.696381205983926e-06
1959,1.7050095266313292e-05,6.364914042933378e-06
1960,1.6639067325741053e-05,6.548492365254788e-06
1961,1.6955593309830874e-05,6.15676390225417e-06
1962,1.7227925127372146e-05,6.166284038044978e-06
1963,1.7407261111657135e-05,6.214523637027014e-06
1964,1.7325317458016798e-05,5.9300441535015125e-06
1965,1.6064277588156983e-05,5.6876419876061846e-06
1966,1.793164665286895e-05,6.490133728220826e-06
1967,1.717482336971443e-05,6.094388027122477e-06
1968,1.8051448932965286e-05,6.099342499510385e-06
1969,1.6517464246135205e-05,5.781203526566969e-06
1970,1.5500461813644506e-05,4.917876594845438e-06
1971,1.4559649571310729e-05,4.914877081318991e-06
1972,1.403197802574141e-05,4.650478331313934e-06
1973,1.4892817489453591e-05,4.785460987477563e-06
1974,1.3709518498217221e-05,5.013509507989511e-06
1975,1.3733825653616805e-05,4.648573849408422e-06
1976,1.3873014722776134e-05,4.788506885233801e-06
1977,1.3232162018539384e-05,4.492212156037567e-06
1978,1.4269894563767593e-05,4.687126420321874e-06
1979,1.4595992070098873e-05,4.7371722757816315e-06
1980,1.3802408830088098e-05,4.773252385348314e-06
1981,1.3654963368026074e-05,4.694190465670545e-06
1982,1.415310543961823e-05,4.942413397657219e-06
1983,1.3958111594547518e-05,4.83248004456982e-06
1984,1.3392809705692343e-05,4.855509814660763e-06
1985,1.3799690350424498e-05,4.959827492712066e-06
1986,1.4522839592245873e-05,5.093514118925668e-06
1987,1.3368634427024517e-05,4.8293786676367745e-06
1988,1.4025938980921637e-05,5.044300905865384e-06
1989,1.4312473467725795e-05,5.048523689765716e-06
1990,1.3683742508874275e-05,4.64606455352623e-06
1991,1.356049961032113e-05,4.7800249376450665e-06
1992,1.3857509657100309e-05,4.972724582330557e-06
1993,1.4095620826992672e-05,5.105487616674509e-06
1994,1.3236900485935621e-05,4.743741556012537e-06
1995,1.376163800159702e-05,4.833030288864393e-06
1996,1.2775655704899691e-05,4.467983217182336e-06
1997,1.306752619711915e-05,4.542683200270403e-06
1998,1.3680239135283045e-05,4.907835318590514e-06
1999,1.3005878827243578e-05,4.540951977105578e-06
2000,1.2805664482584689e-05,4.2687020140874665e-06
2001,1.2753269402310252e-05,4.441234523255844e-06
2002,1.3196677173255011e-05,4.59327247881447e-06
2003,1.424170932295965e-05,5.25323957845103e-06
2004,1.3923985534347594e-05,5.15977262693923e-06
2005,1.3809847587253898e-05,4.8334241000702605e-06
2006,1.4437733625527471e-05,5.39731809112709e-06
2007,1.759168844728265e-05,7.443312824761961e-06
2008,1.853902176662814e-05,7.808996087987907e-06
2009,2.097432479786221e-05,9.331352885055821e-06
2010,2.5815055778366514e-05,1.2426882676663809e-05
2011,2.6378140319138765e-05,1.3448909157887101e-05
2012,3.250414374633692e-05,1.6863306882441975e-05
2013,3.497004945529625e-05,1.776672615960706e-05
2014,4.000616536359303e-05,2.0078225134056993e-05
2015,3.739916792255826e-05,1.7978643882088363e-05
2016,3.8078065699664876e-05,1.8179736798629165e-05
2017,3.402615766390227e-05,1.7736820154823363e-05
2018,3.747799200937152e-05,1.934989995788783e-05
2019,3.65041232726071e-05,1.791380054783076e-05
