year,fallut_VERB écrire_VERB,fallut_VERB décrire_VERB
1879,7.94212251520321e-09,0.0
1880,7.059631101924424e-09,0.0
1881,6.9725074602899895e-09,6.972507571312292e-10
1882,3.3276925659464496e-09,0.0
1883,1.2006744043446815e-08,1.8958017378167824e-09
1884,2.1125430293977843e-08,2.6406787867472303e-09
1885,7.090199094506033e-09,0.0
1886,1.5488312854472497e-08,0.0
1887,9.140494583448344e-09,2.6115698492645834e-09
1888,1.3315291091942072e-08,0.0
1889,6.265136853755848e-09,0.0
1890,3.2771931834929546e-09,0.0
1891,8.92390783491237e-09,0.0
1892,5.641661360300532e-09,0.0
1893,5.542574843531156e-09,0.0
1894,1.8904617871129403e-09,0.0
1895,1.2639090662958097e-08,0.0
1896,2.358811590497112e-09,2.358811590497112e-09
1897,1.1653426668090106e-08,0.0
1898,3.3950129374460403e-09,5.6583548957434e-10
1899,4.9748205555033564e-09,5.527578395003729e-09
1900,9.34389543516545e-09,5.191053142894475e-10
1901,9.500856101851696e-09,0.0
1902,8.838511256215043e-09,0.0
1903,5.400220270956879e-09,1.6200660812870638e-09
1904,5.912087708281888e-09,0.0
1905,1.0837593933388234e-08,0.0
1906,3.0865106026567446e-09,0.0
1907,3.599990305858114e-09,0.0
1908,4.4202499438483756e-09,0.0
1909,7.701377313651392e-09,0.0
1910,1.7635697346918278e-08,1.068830135508847e-09
1911,9.044636151145369e-09,3.7242617878519013e-09
1912,1.1981668990301841e-08,4.688478938419394e-09
1913,1.113627856597077e-08,0.0
1914,8.036092680185902e-09,0.0
1915,2.0027295377644805e-08,0.0
1916,0.0,7.69122365795738e-09
1917,1.0966424435210342e-09,0.0
1918,5.743188147278033e-09,0.0
1919,8.287063479883727e-09,0.0
1920,3.786115865267448e-09,0.0
1921,1.1359120755116692e-08,7.572747429129834e-10
1922,1.623145884366295e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,1.289162443462999e-09,0.0
1925,3.299453377181294e-09,0.0
1926,1.2260752413340015e-08,0.0
1927,1.5608915049369898e-08,1.1149224876660924e-09
1928,5.713020723163709e-09,0.0
1929,1.7824650200282122e-08,0.0
1930,2.520864939015155e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,3.4216069977333063e-09
1932,8.767629289252454e-09,0.0
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,1.3179738189705859e-08,0.0
1935,3.590485242455088e-09,0.0
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,1.1332006444320086e-08,2.5182236296217297e-09
1938,6.482607339819424e-09,0.0
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,3.3376331032286544e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504132643866e-08,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,0.0
1948,7.610321262063735e-09,0.0
1949,2.945102384188658e-09,0.0
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,1.4005975934594517e-08,1.0773827385790469e-09
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,1.3139850985055546e-08,0.0
1956,5.232684952005684e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,7.445019267748876e-09,0.0
1959,5.425523585955716e-09,7.750747821333448e-10
1960,9.689166802218097e-09,6.920833350854139e-10
1961,4.86371165564492e-09,2.08444772553662e-09
1962,7.610347907416326e-09,6.341956404476434e-10
1963,8.405868889838075e-09,2.5864212993553792e-09
1964,4.867174663303331e-09,1.2167936658258327e-09
1965,1.4774516721161035e-08,0.0
1966,3.8773522170743036e-09,3.3234448526542337e-09
1967,4.437302081328198e-09,0.0
1968,3.1439910674890825e-09,8.982831700699023e-10
1969,2.7250546263957176e-09,0.0
1970,2.2993624781975086e-09,0.0
1971,5.138397263237948e-09,5.138397485282553e-10
1972,5.130146973897354e-09,0.0
1973,5.513203671370093e-09,5.513203782392395e-10
1974,4.500457340128605e-09,0.0
1975,5.140332159925265e-09,0.0
1976,6.8562320265641574e-09,5.713526873840635e-10
1977,5.876781838942691e-10,0.0
1978,2.970295565063452e-09,0.0
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,3.411090521154847e-09,0.0
1981,3.1627747087981106e-09,0.0
1982,3.1037510339615437e-09,0.0
1983,3.157658134966823e-09,0.0
1984,3.479405208395292e-09,5.799008495621649e-10
1985,3.609334831011779e-09,0.0
1986,2.997242676272549e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,3.597932174415064e-09,1.798966087207532e-09
1989,4.939309850016116e-09,0.0
1990,2.724325431913144e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,2.344586080837985e-09
1992,4.4079553340736766e-09,5.509944167592096e-10
1993,4.4313659408601325e-09,0.0
1994,4.747434001473039e-09,2.1099706426497278e-09
1995,4.337960657352369e-09,0.0
1996,3.2028553142993132e-09,0.0
1997,1.438468344439059e-09,0.0
1998,2.86087753487152e-09,4.768129224785866e-10
1999,2.285100553223174e-09,1.3710603763428253e-09
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,0.0
2002,8.76244299341522e-10,4.38122149670761e-10
2003,5.000307723435071e-09,4.1669229178253886e-10
2004,3.0833537945085254e-09,0.0
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,2.8825228870488218e-09,4.1178899179428186e-10
2007,3.994479413904628e-09,3.994479469415779e-10
2008,2.9802078582719105e-09,1.2772318758180745e-09
2009,2.860915504498962e-09,0.0
2010,4.2514138876015295e-09,1.4171379625338432e-09
2011,1.911985902935953e-09,1.1471915639660324e-09
2012,4.765953853791416e-09,1.3617010852229328e-09
2013,5.578249862026041e-09,1.3945624655065103e-09
2014,2.5985342766432495e-09,8.661780737106994e-10
2015,5.984753581600444e-09,1.329945265027277e-09
2016,6.628288140575478e-09,1.0356699942093428e-09
2017,3.5218559180094644e-09,5.031222660711876e-10
2018,3.0977600484760615e-09,1.5488800242380307e-09
2019,7.1427654901867754e-09,1.2754939326953263e-09
