year,grand_ADJ épi_NOUN,grand_ADJ dépit_NOUN
1848,8.84974404868899e-09,7.884317199113866e-08
1849,1.005529792763582e-08,9.552532986845108e-08
1850,1.3577992064028876e-09,9.979824255879066e-08
1851,2.579775504329973e-09,1.0448091103398838e-07
1852,4.557382027314816e-09,1.0612188816594426e-07
1853,4.777545470346922e-09,1.7079725012081326e-07
1854,3.63696517347023e-09,1.3300901002821774e-07
1855,6.8990182455763716e-09,9.97704177052583e-08
1856,3.6240324075009767e-09,1.8534338153131102e-07
1857,4.881508974818871e-09,1.3570594603606878e-07
1858,2.936205500958522e-09,1.536614320230001e-07
1859,3.055304009791371e-09,1.3748868354923616e-07
1860,0.0,1.107678500034126e-07
1861,8.960331143725853e-09,1.4336529829961364e-07
1862,1.8071945051545413e-09,8.042015764431198e-08
1863,1.9479021062807078e-08,9.98924178929883e-08
1864,4.794727948009836e-10,9.014088675485254e-08
1865,2.8241067262513297e-09,1.1343495032178907e-07
1866,1.5083399418358567e-08,1.2310000840898283e-07
1867,2.91168689159349e-09,1.358787216076962e-07
1868,9.87974857480367e-09,1.126291309105909e-07
1869,2.9301114867763545e-09,1.5920272744551767e-07
1870,1.7202146374017957e-09,9.11713726736707e-08
1871,3.18635318130589e-09,9.240424247991541e-08
1872,1.2094678591978436e-09,1.2759885237301205e-07
1873,1.1972008939764578e-09,1.0415647722084032e-07
1874,1.0156835372754358e-08,1.2785663727754581e-07
1875,1.716458086775674e-09,1.4818755289525143e-07
1876,4.836811839936672e-09,1.5356877725025697e-07
1877,3.710889595609501e-09,9.895705943563371e-08
1878,3.0195443923020093e-09,1.020605964185961e-07
1879,2.443730107160036e-09,1.3012862609684817e-07
1880,6.417846254436199e-09,1.1167052349492224e-07
1881,0.0,9.27343535295222e-08
1882,6.655385131892899e-10,1.0981385401009902e-07
1883,5.0554711528150165e-09,1.0174135667284645e-07
1884,6.601696966868076e-09,1.1486952899986136e-07
1885,7.090199094506033e-09,6.1878104418156e-08
1886,1.936039106809062e-09,1.0454611754084908e-07
1887,4.570247291724172e-09,1.1229750640495695e-07
1888,5.07249175996094e-09,9.257297506337636e-08
1889,4.385595886446936e-09,7.392861078869828e-08
1890,3.2771931834929546e-09,1.173235162355013e-07
1891,3.824531802365527e-09,7.904032628403002e-08
1892,1.8805537127519756e-09,7.898325549149376e-08
1893,4.310891643655168e-09,6.589505829879272e-08
1894,1.1972924873759894e-08,8.696124353946288e-08
1895,6.018614495673091e-09,8.907549187142649e-08
1896,1.179405795248556e-09,9.14039475219397e-08
1897,6.992056267307589e-09,8.157398667663074e-08
1898,0.0,9.619203211741478e-08
1899,2.7637891975018647e-09,8.125540063019798e-08
1900,2.595526460424935e-09,1.0070642986192979e-07
1901,6.147612641171918e-09,7.768347387582253e-08
1902,5.4013122863239005e-09,6.03964878109764e-08
1903,4.320176216765503e-09,8.964365605379498e-08
1904,2.1498500757388683e-09,6.879520242364379e-08
1905,3.096455536422127e-09,8.87650557501729e-08
1906,1.800464666246171e-08,1.1728740645366997e-07
1907,9.257117739025489e-09,7.714265137792609e-08
1908,3.929111258571538e-09,1.159087830160388e-07
1909,2.7504918342913243e-09,8.966603104454407e-08
1910,8.01622590529405e-09,9.886678498105539e-08
1911,3.1922244847493175e-09,1.1598415738944823e-07
1912,5.2094213387476884e-09,1.224213974637678e-07
1913,1.590896969716482e-09,9.704471182203633e-08
1914,3.3483718020477227e-09,1.2188073128527321e-07
1915,2.3561523843085297e-09,1.3783491681351734e-07
1916,4.394984820521586e-09,1.087758718654186e-07
1917,0.0,8.55381117048637e-08
1918,0.0,1.0797193539247019e-07
1919,6.4454939163738345e-09,1.0681104356535798e-07
1920,3.028892692213958e-09,1.1055458060127421e-07
1921,3.0290989716519334e-09,1.0450391130234493e-07
1922,5.164555005876537e-09,1.2026035278722702e-07
1923,4.246379248229459e-09,9.766672093292073e-08
1924,2.578324886925998e-09,9.410885581928596e-08
1925,4.399271169575059e-09,1.2977849905837502e-07
1926,3.343841648018042e-09,1.0254447602164873e-07
1927,2.2298449753321847e-09,9.142364376657497e-08
1928,3.4278122562625413e-09,1.451107181082989e-07
1929,3.342121912552898e-09,1.04719816818033e-07
1930,4.201441416995522e-09,1.1238855535111725e-07
1931,3.4216069977333063e-09,8.55401722787974e-08
1932,6.575722188983946e-09,1.1288322809832607e-07
1933,0.0,1.2617728373243153e-07
1934,1.1981580172459871e-09,9.465448158607614e-08
1935,1.196828414151696e-09,1.0053358323602879e-07
1936,1.2124714565686645e-09,8.366053094732706e-08
1937,3.777335333410292e-09,8.561960385122802e-08
1938,2.5930428915188486e-09,1.0242519721259669e-07
1939,0.0,5.199976982339649e-08
1940,2.5357829169792012e-09,1.2171757646228798e-07
1941,0.0,1.0625409174735978e-07
1942,3.034211770724937e-09,9.102635090130207e-08
1943,0.0,1.335488235554294e-07
1944,0.0,7.390327994016843e-08
1945,0.0,1.0456819410364915e-07
1946,0.0,6.960551957035932e-08
1947,1.1920870957027319e-09,1.335137511659923e-07
1948,0.0,1.141548224836697e-07
1949,2.945102384188658e-09,8.540797580280923e-08
1950,0.0,8.720996191868835e-08
1951,0.0,9.382033283600322e-08
1952,2.1089607837865287e-09,1.0333907596304925e-07
1953,2.1547654771580937e-09,8.726799904934524e-08
1954,4.886268278880834e-09,8.893007930055319e-08
1955,6.569925492527773e-09,9.385608024103931e-08
1956,0.0,6.628067694691708e-08
1957,1.7670075402875796e-09,5.8311247386200193e-08
1958,2.4816730892496253e-09,6.617794667818089e-08
1959,1.5501495642666896e-09,7.285702707804376e-08
1960,5.536666680683311e-09,9.481541951572581e-08
1961,2.08444772553662e-09,1.0700165375965298e-07
1962,1.2683912808952869e-09,1.0844745190752292e-07
1963,0.0,1.2350162137408915e-07
1964,3.041984220075733e-09,1.0281906526188322e-07
1965,3.2832261354087677e-09,8.536387952062796e-08
1966,5.539074754423723e-10,7.976267824005845e-08
1967,2.9582012395223956e-09,1.0255097748768094e-07
1968,2.6948494546985557e-09,9.56671541985088e-08
1969,0.0,9.128932987323424e-08
1970,4.1388523719376735e-09,7.587896533323146e-08
1971,3.083038491169532e-09,8.478355795205061e-08
1972,5.643161493651405e-09,8.208235158235766e-08
1973,6.615844760915479e-09,7.222296716236087e-08
1974,5.625571675160757e-10,8.325846323486985e-08
1975,5.711480177694739e-10,9.138368284311582e-08
1976,1.7140580066410394e-09,8.227478787148357e-08
1977,1.7630346071939584e-09,8.521333683120247e-08
1978,4.752473081737207e-09,1.1524747378643951e-07
1979,1.7555920051037788e-09,8.134242790447388e-08
1980,0.0,1.0460676946877356e-07
1981,6.325549417596221e-09,8.349725533207675e-08
1982,6.207502289967692e-10,9.559553859617154e-08
1983,1.2630632095778083e-09,8.651983307572664e-08
1984,3.479405208395292e-09,8.872483192590153e-08
1985,2.4062232206745193e-09,7.639759047606276e-08
1986,5.994485463567401e-10,8.032610310237942e-08
1987,3.6664902225425067e-09,8.921792726823696e-08
1988,5.996553809062277e-10,7.315795613749287e-08
1989,1.6464366536794728e-09,8.780995131019154e-08
1990,1.6345953479657283e-09,8.118490057995587e-08
1991,2.9307325455363298e-09,8.088822056606659e-08
1992,2.7549720282848966e-09,8.044518295946546e-08
1993,5.539207426075166e-10,9.084300245376653e-08
1994,2.1099706426497278e-09,9.969611625137986e-08
1995,5.964695848348356e-09,7.699880200107145e-08
1996,2.135236876199542e-09,9.501803788225516e-08
1997,4.79489448146353e-10,9.877482654019332e-08
1998,9.536258449571733e-10,8.344225932432892e-08
1999,0.0,9.323210292677686e-08
2000,0.0,8.040817078835971e-08
2001,1.3143635069212678e-09,1.051490841064151e-07
2002,1.3143663935011318e-09,7.623325615213616e-08
2003,1.2500769308587678e-09,8.208838409018426e-08
2004,8.809582507929292e-10,9.294109304391895e-08
2005,1.3511248786457486e-09,9.232686437599114e-08
2006,8.235779835885637e-10,8.071064172554543e-08
2007,1.5977917877663117e-09,9.466916139899695e-08
2008,2.1287198670449925e-09,1.0345578260739785e-07
2009,4.76819250749827e-10,1.0585387144601555e-07
2010,9.447586046817946e-10,1.0628534141687851e-07
2011,3.4415748029203996e-09,1.0745361578301527e-07
2012,1.3617010852229328e-09,1.1268076605119859e-07
2013,1.9523875849358774e-09,1.2578954056152725e-07
2014,4.330890368553497e-10,1.3815540000905457e-07
2015,8.866301581811342e-10,1.3343783678010368e-07
2016,1.2428040818690533e-09,1.333942947212563e-07
2017,1.509366853724714e-09,1.2175559049865115e-07
2018,2.5814667070633845e-10,1.0945419148811197e-07
2019,0.0,9.004986623040168e-08
