year,luttant_VERB en_ADP,luttant_VERB dans_ADP
1842,2.0124794275488966e-08,1.475818312002275e-08
1843,1.8311423488626133e-08,2.3627643841450663e-08
1844,2.4149668931272572e-08,2.6345094550350723e-08
1845,1.8414752223083752e-08,1.8972774684655747e-08
1846,2.2832554735785493e-08,1.6392604607062822e-08
1847,2.8044762068191176e-08,3.5055951919105155e-08
1848,2.413566591030758e-08,1.448139919091318e-08
1849,9.217356655710773e-09,1.8434713311421547e-08
1850,3.530277936647508e-08,2.4440386603430397e-08
1851,3.031236062156495e-08,3.0957306051959677e-08
1852,1.6276363368206148e-08,2.408901877970493e-08
1853,1.1943863675867306e-08,3.1651239851271384e-08
1854,1.0391328686409906e-08,9.871762074453727e-09
1855,2.0697054736729115e-08,3.555647865027822e-08
1856,2.4332790005132665e-08,4.193523395201737e-08
1857,8.298565390418844e-09,3.563501782544165e-08
1858,2.691521838737998e-08,1.3702292522843607e-08
1859,2.189634606963864e-08,2.3933214521321133e-08
1860,1.1442959635399319e-08,2.4716792168533175e-08
1861,2.2636625240934904e-08,2.35798194303527e-08
1862,1.3102160245637151e-08,4.3372669233932015e-08
1863,2.2475793670651e-08,3.3963420520422005e-08
1864,2.685047562067666e-08,2.8768367243969806e-08
1865,1.4591217123438582e-08,2.7770381161307256e-08
1866,1.8489329178805747e-08,2.3841502994059738e-08
1867,1.649955905236311e-08,1.3102591012170706e-08
1868,3.754304200853653e-08,1.4819621974027086e-08
1869,1.025539064780645e-08,2.734770765400185e-08
1870,1.490852596930381e-08,1.777555125315189e-08
1871,1.0621176826930423e-08,1.1683295220166201e-08
1872,1.4513614310374123e-08,6.652073114565837e-09
1873,2.334541804316359e-08,1.3767810003173508e-08
1874,1.6131444624534197e-08,2.2106053876314036e-08
1875,2.574687130163511e-08,1.830888685105947e-08
1876,7.255217759905008e-09,1.4510435519810017e-08
1877,6.80329748092845e-09,8.040260790487253e-09
1878,1.4493812372506909e-08,1.8117265909722846e-08
1879,1.1607718342077078e-08,2.6881030734671185e-08
1880,1.5402831010646878e-08,2.8238524407697696e-08
1881,1.1853263259808955e-08,8.367009307619355e-09
1882,9.983077475794744e-09,1.3310770263785798e-08
1883,1.516641390253426e-08,1.0110942305630033e-08
1884,7.922036360241691e-09,2.5746618170785496e-08
1885,2.0626034213933053e-08,2.0626034213933053e-08
1886,1.355227396970804e-08,1.5488313243050555e-08
1887,1.1099172247952538e-08,1.8933881573701683e-08
1888,1.3315291091942072e-08,2.0924028509838877e-08
1889,1.6915869149869422e-08,3.508476681401973e-08
1890,2.2940351840361473e-08,2.2940352395472985e-08
1891,1.1473596295275001e-08,1.6572972327821844e-08
1892,9.402768341715273e-09,2.3193495124473884e-08
1893,2.155445777418663e-08,1.7243566574620672e-08
1894,3.0877544077156927e-08,2.0164925729204697e-08
1895,1.3842813118003505e-08,1.2037228769301578e-08
1896,1.7691087705884456e-08,7.66613794667137e-09
1897,2.2724183423861177e-08,2.2141511735185304e-08
1898,3.281845906144554e-08,1.7540900287826844e-08
1899,1.6029977345510815e-08,8.291367592505594e-09
1900,1.038210584169974e-08,1.9726002720155122e-08
1901,2.235495527580511e-08,1.2295225282343836e-08
1902,1.6694965410124496e-08,1.6694965410124496e-08
1903,1.2420506401156217e-08,2.3220946498980766e-08
1904,1.5048950530172078e-08,1.5048950530172078e-08
1905,1.806265698123255e-08,2.2707340008309984e-08
1906,1.594697174311932e-08,1.4403716441790948e-08
1907,1.3885677496716653e-08,2.2628511231470583e-08
1908,1.2769611812402104e-08,1.4734167219643268e-08
1909,1.4852655993990993e-08,2.0353638774395222e-08
1910,1.2825961626106164e-08,9.085055929780594e-09
1911,1.1704822888702893e-08,1.3832972989291648e-08
1912,2.0837685354990754e-08,3.229841105678588e-08
1913,1.4318072560914885e-08,2.4924052155483878e-08
1914,1.4063162190325329e-08,1.808120764223986e-08
1915,4.2410743361642744e-08,4.1232666947443875e-08
1916,1.538244731591476e-08,2.4172416956957932e-08
1917,2.52227767560953e-08,3.3995917192441993e-08
1918,1.378365155346728e-08,6.776961924970237e-08
1919,1.1049418269237776e-08,2.3940406601585806e-08
1920,1.8930579326337238e-08,1.8930579770426448e-08
1921,9.844571380313027e-09,3.4077362764950436e-08
1922,1.4018077365562931e-08,9.591316185719734e-09
1923,1.1677542488541803e-08,1.9108707505210987e-08
1924,7.734974438733389e-09,2.4494086758863887e-08
1925,7.698724324711748e-09,2.9695080838720855e-08
1926,1.89484357093761e-08,2.3406890647947876e-08
1927,8.919379901328739e-09,8.919379901328739e-09
1928,2.6279895593006586e-08,1.2568645679778001e-08
1929,1.5596569369336066e-08,2.0052731031228177e-08
1930,1.6805765667982087e-08,1.470504518152893e-08
1931,1.1405356659111021e-08,1.596749932275543e-08
1932,2.082311922890767e-08,6.575722188983946e-09
1933,1.2617728861741284e-08,1.3764794637438627e-08
1934,1.9170528275935794e-08,1.3179738189705859e-08
1935,2.154291145473053e-08,2.0346082152400413e-08
1936,1.2124715009775855e-08,2.182448666232517e-08
1937,1.8886677000118368e-08,2.8959572406783707e-08
1938,1.1668692678767911e-08,2.852347158466273e-08
1939,1.8352860564618823e-08,2.141167065872196e-08
1940,1.2678914806940611e-08,3.550096039361961e-08
1941,2.3612020783048138e-08,2.066051862925633e-08
1942,2.1239483061208375e-08,3.034211704111556e-08
1943,2.6129116648121453e-08,2.6129116648121453e-08
1944,2.2492303131116387e-08,3.534504600111177e-08
1945,1.742803190651898e-08,4.7927088075994106e-08
1946,1.6705325123211878e-08,3.480276067335808e-08
1947,4.7683483828109274e-09,4.1723048349595615e-08
1948,1.6307831529616124e-08,3.479004262452179e-08
1949,1.7670614971265763e-08,2.5524220959027843e-08
1950,1.914365022059883e-08,1.4889505850490536e-08
1951,1.3859821956785368e-08,3.4116486968827076e-08
1952,2.741649041126948e-08,2.5307528517259925e-08
1953,1.4005975934594517e-08,3.1244100195948477e-08
1954,2.7363101562372094e-08,2.34540866728139e-08
1955,1.1262729415761896e-08,2.0648337262230143e-08
1956,1.831439710997529e-08,2.267496879149178e-08
1957,2.2087594864217408e-08,4.329168562522412e-08
1958,9.099467845885556e-09,1.8198935691771112e-08
1959,1.9376869886400527e-08,1.627656998071103e-08
1960,1.1765417085030094e-08,2.7683332959327345e-08
1961,2.223410966450956e-08,2.9877084972707024e-08
1962,2.1562652108286784e-08,2.5367825173816527e-08
1963,1.1638896069143811e-08,2.392439713005956e-08
1964,1.8860301764789256e-08,2.251068309533366e-08
1965,2.134096988015699e-08,2.3529787229747967e-08
1966,1.772503954722282e-08,2.3264113413468124e-08
1967,1.3311906243984595e-08,2.169347701475033e-08
1968,2.2906220920049236e-08,2.7846778549722728e-08
1969,1.544197653080559e-08,3.3609006189205815e-08
1970,1.8854771965948203e-08,3.862929109921254e-08
1971,2.1581270104320538e-08,2.363662776616593e-08
1972,1.9494558856081312e-08,3.180691121595913e-08
1973,1.268036875501366e-08,2.977130109105275e-08
1974,2.0814614976050194e-08,2.475251581479654e-08
1975,1.028066476393974e-08,2.7415103964756327e-08
1976,1.8283285552200823e-08,3.999468822790675e-08
1977,1.7630345627850375e-08,3.290997696581144e-08
1978,2.554454192615907e-08,3.089107558640336e-08
1979,1.111874914361266e-08,2.1067103284089228e-08
1980,1.591842213599648e-08,3.411090432337005e-08
1981,1.7711538513598413e-08,2.53021983365187e-08
1982,2.855450986771757e-08,2.4209259152918605e-08
1983,2.0209011353244932e-08,2.589279668452349e-08
1984,1.9136727757995686e-08,1.739702604197646e-08
1985,1.3835783185811579e-08,2.5866898734072663e-08
1986,1.019062523255343e-08,1.6784559520033326e-08
1987,2.1998940669121225e-08,1.0388388815840699e-08
1988,1.619069495140124e-08,2.638483720396323e-08
1989,1.372030544732894e-08,1.92084268491044e-08
1990,2.0160008773473237e-08,2.342919880327088e-08
1991,1.6998249918742658e-08,2.696274015168143e-08
1992,1.4325855168806356e-08,2.0937788391961476e-08
1993,2.2156829260211452e-08,1.4401939196773128e-08
1994,1.687976503017552e-08,1.4242301449307604e-08
1995,1.680959671457316e-08,1.5182862966867106e-08
1996,8.540947060708959e-09,1.8683323110835204e-08
1997,1.1987236203658824e-08,1.7741109359370455e-08
1998,1.4781200263769279e-08,2.288702072306137e-08
1999,1.965186458008361e-08,1.1882523409667556e-08
2000,1.8555731395863972e-08,1.723032239109301e-08
2001,1.3581756691527502e-08,2.0591695987226544e-08
2002,2.1467985944489953e-08,1.971549651313964e-08
2003,2.4584844382502524e-08,2.0001230560673378e-08
2004,1.938108110111081e-08,2.2464435311952968e-08
2005,1.84653734525142e-08,1.84653734525142e-08
2006,1.6059770402421236e-08,1.4412614379732958e-08
2007,1.7575709443384824e-08,2.2369085084239515e-08
2008,1.9584222410440333e-08,2.426740586258802e-08
2009,1.9549589946876722e-08,1.764231272183281e-08
2010,2.3146586536348934e-08,1.2281861749841028e-08
2011,1.6060682339613663e-08,1.1854313058945465e-08
2012,1.8723390060593204e-08,1.702126331548648e-08
2013,1.757148798686714e-08,2.1197349875379246e-08
2014,2.6851520451565136e-08,2.1437906783106087e-08
2015,2.305238366862028e-08,2.0614150567088707e-08
2016,2.0299132263978947e-08,2.1541937123004118e-08
2017,2.0124890198758294e-08,2.0879574735843676e-08
2018,2.013543992651634e-08,2.2200613458700502e-08
2019,2.040790236801371e-08,1.887730927130349e-08
