year,réfléchissant_VERB en_ADP,réfléchissant_VERB dans_ADP
1871,2.0180236148803488e-08,4.0360472297606975e-08
1872,1.3304146229131675e-08,4.354084381930079e-08
1873,2.8732820567256567e-08,2.0352414864532875e-08
1874,1.1351757756017378e-08,3.0470506118263074e-08
1875,8.582291044501034e-09,3.6045619822289154e-08
1876,1.209202959984168e-08,3.023007266733657e-08
1877,1.6699003069220453e-08,1.793596560162314e-08
1878,5.435179861734696e-09,2.4156355138416075e-08
1879,1.221865097988939e-08,1.710611030603104e-08
1880,2.631317030932223e-08,3.658172431642015e-08
1881,1.4642266066289267e-08,2.370652651961791e-08
1882,5.989846840748214e-09,4.059785041476971e-08
1883,1.64302811356265e-08,3.4124429504345244e-08
1884,7.922036360241691e-09,2.5086448474098688e-08
1885,9.023890079618013e-09,1.2891271161663553e-08
1886,7.744156427236248e-09,2.774989482645651e-08
1887,1.9586773092328258e-08,2.2198344495905076e-08
1888,9.510921827882157e-09,1.775372027168487e-08
1889,5.6386229019267375e-09,3.884384724983647e-08
1890,1.5730527991308918e-08,2.1629475099871343e-08
1891,4.461953917456185e-09,2.2309770031370135e-08
1892,1.191017329205124e-08,1.2537024751679837e-08
1893,1.2932674486876294e-08,2.155445777418663e-08
1894,1.5123694296903523e-08,2.6466464575491955e-08
1895,7.824199066419624e-09,2.2268874522168858e-08
1896,8.845543353341867e-09,2.299841384001411e-08
1897,1.0488084178916779e-08,1.981082675683865e-08
1898,7.355861253444118e-09,3.960848538042683e-09
1899,2.2110313580014918e-09,1.1607914629507832e-08
1900,4.671947717582725e-09,2.3878844901403795e-08
1901,6.706486921359556e-09,1.5089595351014395e-08
1902,1.4730851205513318e-08,1.718599307309887e-08
1903,8.640352655575612e-09,1.1880484152015924e-08
1904,1.666133897515465e-08,3.0635362691100454e-08
1905,1.5482276793932215e-08,1.4450125540577119e-08
1906,8.7451136887573e-09,1.9547901075611662e-08
1907,5.142843484406967e-09,1.6971383132169393e-08
1908,7.367083831866239e-09,1.817213934884876e-08
1909,8.801573692096554e-09,1.3752458727367411e-08
1910,3.206490406526541e-09,2.137660359835536e-08
1911,1.4365010514438836e-08,2.074945903984826e-08
1912,1.719108944087111e-08,2.5526164293410147e-08
1913,1.1666577148794488e-08,2.4393752795504042e-08
1914,2.2099255092555836e-08,2.54476265060255e-08
1915,7.068456930880984e-09,1.767114277129167e-08
1916,1.4283700888739759e-08,2.5271163384132933e-08
1917,1.0966424435210342e-09,6.57985488317081e-09
1918,5.743188147278033e-09,1.4932290071101306e-08
1919,9.207848705727883e-09,7.366278698128781e-09
1920,5.300562211374427e-09,1.8930579770426448e-08
1921,1.6660044011018726e-08,9.087297137000405e-09
1922,7.377935595798135e-09,1.3280283539529592e-08
1923,2.44166811214086e-08,1.0615948120573648e-08
1924,2.707241186783449e-08,1.5469948877466777e-08
1925,1.7597084678300234e-08,2.0896537389347714e-08
1926,6.687683296036084e-09,2.8979959765251806e-08
1927,4.4596899506643695e-09,5.351628118432927e-08
1928,7.998228745975666e-09,3.5420729460611255e-08
1929,4.4561625500705304e-09,3.4535258208734376e-08
1930,3.1510811737689437e-09,1.8906487042613662e-08
1931,1.596749932275543e-08,7.983749661377715e-09
1932,1.753525857850491e-08,3.616647248350091e-08
1933,9.176529758292418e-09,1.8353059516584835e-08
1934,3.5944740517379614e-09,2.7557634396657704e-08
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,8.487299751891442e-09,1.4549657922913184e-08
1937,1.5109342110797286e-08,2.2664012444550963e-08
1938,2.5930428915188486e-09,2.5930429359277696e-08
1939,7.647025235257843e-09,1.5294050470515685e-08
1940,5.0715658339584024e-09,3.0429394115571995e-08
1941,3.5418032950929046e-08,4.7224041566096275e-08
1942,3.034211770724937e-09,3.3376331032286544e-08
1943,1.7419411690866582e-08,2.0322646676618206e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,3.201854070766785e-08,3.062642939255511e-08
1947,1.1920871401116528e-08,1.7881307101674793e-08
1948,9.784698828951832e-09,1.9569398546082084e-08
1949,1.668891336237266e-08,1.9634017078828947e-08
1950,2.1270722960764488e-09,1.595304155443955e-08
1951,7.462981344019681e-09,1.4925962688039363e-08
1952,1.4762725264461096e-08,1.4762725264461096e-08
1953,1.723812381726475e-08,1.6160741300730308e-08
1954,1.172704378049616e-08,2.8340354063516315e-08
1955,1.595553378308523e-08,2.3464020060259827e-08
1956,1.3081712602058815e-08,2.52913103793162e-08
1957,1.0602045297236629e-08,2.8272120644601273e-08
1958,6.617794756635931e-09,1.9853384713997002e-08
1959,1.007597205671118e-08,1.550149542062229e-08
1960,1.3149582978044805e-08,1.0381249748725452e-08
1961,1.528595072741723e-08,1.806521465752553e-08
1962,1.0781325721076485e-08,2.72704117065814e-08
1963,1.2285501393982656e-08,2.0044765403071096e-08
1964,2.251068309533366e-08,1.8860301709278104e-08
1965,1.2585700148726175e-08,1.91521518644322e-08
1966,1.38476865529924e-08,1.606331601067268e-08
1967,1.5777073647527118e-08,1.7256175155466735e-08
1968,1.616909695023594e-08,2.5151927873778845e-08
1969,1.36252736870901e-08,2.3617141076126558e-08
1970,1.5635665040480973e-08,1.885477268759317e-08
1971,1.0790634386026454e-08,2.158127021534284e-08
1972,1.0773308023459549e-08,2.667676390899487e-08
1973,1.6539611902288698e-08,2.921998071281351e-08
1974,1.012602895977821e-08,1.8564387360697765e-08
1975,1.313640396460869e-08,2.8557401776652114e-08
1976,7.427584713948221e-09,1.542652228181396e-08
1977,2.1744092748576804e-08,1.8218023090099678e-08
1978,7.128709622605811e-09,2.6732660751704884e-08
1979,8.777959692451986e-09,2.8089472858816578e-08
1980,2.387763275990551e-08,2.5583177576393723e-08
1981,2.4037088541817297e-08,3.0995192190630405e-08
1982,2.1726258681020738e-08,1.9864007883008128e-08
1983,1.5156758292889094e-08,1.0988649989940313e-07
1984,2.3196033538397387e-08,3.479405263906443e-08
1985,1.8046674599148105e-08,2.1656008541981464e-08
1986,1.9781802029772422e-08,3.356911837393284e-08
1987,2.199894133525504e-08,3.666489978293441e-08
1988,1.9188972077976985e-08,2.338656018840979e-08
1989,1.3171493451480387e-08,2.4696549916214394e-08
1990,3.378163526690514e-08,3.868542108875772e-08
1991,2.4618153127153874e-08,4.044410939485488e-08
1992,1.763182055913859e-08,2.8651709060856234e-08
1993,1.550978068198816e-08,2.6588195312093887e-08
1994,2.215469208088905e-08,2.5847141205126434e-08
1995,2.7654499801244015e-08,3.0907969517102174e-08
1996,2.2419986756005983e-08,2.6690460064315857e-08
1997,1.9179577703809514e-08,3.020783578833175e-08
1998,3.337690390736725e-08,2.288701983488295e-08
1999,2.193696585495175e-08,3.610458743086298e-08
2000,2.5182778862209432e-08,3.401884141052136e-08
2001,2.2344179617661553e-08,3.329721121048124e-08
2002,2.2782352004924178e-08,2.4972962087144168e-08
2003,1.8334460172297895e-08,2.7918383715963557e-08
2004,1.894060219775895e-08,3.832168504747102e-08
2005,2.3419498118570914e-08,2.3869873411186404e-08
2006,2.9237017695749046e-08,3.417848670750345e-08
2007,2.3167981311189578e-08,3.1556386670406056e-08
2008,2.171294299913029e-08,2.895058981433607e-08
2009,2.002640830944813e-08,3.3377345998175656e-08
2010,2.5036103856734826e-08,3.7317963386129804e-08
2011,2.1031845487406997e-08,2.2943831612387555e-08
2012,2.1787217363566924e-08,2.3489344497251707e-08
2013,3.2632762270168314e-08,2.3707563134856002e-08
2014,2.6201886549337416e-08,2.4686075739133173e-08
2015,2.2387411757751607e-08,3.502189171999959e-08
2016,2.5270348258388253e-08,3.438424434065723e-08
2017,2.3898308443293104e-08,2.414986899346161e-08
2018,2.22006133476782e-08,1.9877294421544178e-08
2019,2.3724186393181412e-08,2.397928444697328e-08
