year,auront_VERB écrit_VERB,auront_VERB décrit_VERB
1857,1.2691923956253959e-08,9.763018171682347e-10
1858,1.2234189661342043e-08,4.893676130990343e-09
1859,1.2730433596175317e-08,3.055304009791371e-09
1860,1.6020143434047895e-08,4.577183909670879e-10
1861,1.8863854478468056e-08,0.0
1862,1.7620147119146168e-08,3.162590411776023e-09
1863,1.39849385405455e-08,8.490855130105501e-09
1864,1.6781548595190543e-08,4.794727948009836e-10
1865,8.47231973466478e-09,0.0
1866,1.897589108068587e-08,1.4110277390955162e-08
1867,1.2132028714972876e-08,1.261730986357179e-08
1868,1.531360993567432e-08,9.87974813071446e-10
1869,2.1487483792270723e-08,4.883519144627257e-10
1870,9.747882501187632e-09,2.2936195165357276e-09
1871,2.1242354542039266e-09,0.0
1872,3.628403577593531e-09,0.0
1873,1.9155214303623325e-08,1.1972008939764578e-09
1874,1.6131444624534197e-08,0.0
1875,1.5448122780981066e-08,1.1443054281912168e-09
1876,1.0882827083946722e-08,6.04601479992084e-10
1877,1.608052180301911e-08,2.4739263970730008e-09
1878,1.3889904337816006e-08,3.6234530931267273e-09
1879,1.588424503040642e-08,0.0
1880,2.2462462112571302e-08,6.417846254436199e-10
1881,4.8807553554297556e-09,6.972507571312292e-10
1882,4.6587693702804245e-09,1.9966155395678697e-09
1883,7.58320695126713e-09,1.8958017378167824e-09
1884,5.281357573494461e-09,4.621187876807653e-09
1885,5.156508553483263e-09,5.156508553483263e-09
1886,2.452316216761119e-08,0.0
1887,9.140494583448344e-09,4.570247291724172e-09
1888,2.6630582183884144e-08,6.340614699951175e-10
1889,1.4409814674820609e-08,1.8795409673089125e-09
1890,7.209825181320184e-09,6.554386478008212e-10
1891,1.3385862196457765e-08,6.374220040683554e-10
1892,2.570090096298827e-08,6.268512375839919e-10
1893,1.6627724974682678e-08,0.0
1894,1.5123694296903523e-08,3.150769645188234e-09
1895,2.2268872967856623e-08,6.018614495673091e-09
1896,1.1204354777305525e-08,1.179405795248556e-09
1897,3.4960281336537946e-09,9.905413378419325e-09
1898,1.584339415217073e-08,5.6583548957434e-10
1899,1.326618814800895e-08,2.7637891975018647e-09
1900,1.142031713641245e-08,5.710158568206225e-09
1901,8.941982265753268e-09,3.912117296778206e-09
1902,8.838511256215043e-09,2.455141867585553e-09
1903,1.4580594509538969e-08,3.7801539676252105e-09
1904,9.674325340824907e-09,2.1498500757388683e-09
1905,6.708986699521802e-09,6.708986699521802e-09
1906,1.2860461140462576e-08,1.1317205839134203e-08
1907,8.228549397415463e-09,5.142843373384665e-10
1908,1.4734167663732478e-08,1.4734167219643268e-09
1909,1.4852655993990993e-08,1.6502950117569526e-09
1910,1.4429207162436342e-08,1.068830135508847e-09
1911,6.384448969498635e-09,0.0
1912,1.0418842677495377e-08,5.209421227725386e-10
1913,1.7499866444836698e-08,0.0
1914,1.5402511266415786e-08,1.3393487430235496e-09
1915,1.1780762143587253e-08,0.0
1916,1.538244731591476e-08,0.0
1917,3.070598708632133e-08,5.483212106582869e-09
1918,3.331049214239101e-08,0.0
1919,1.6574126959767455e-08,9.207848372660976e-10
1920,2.4231141537711665e-08,4.543339038320937e-09
1921,1.1359120755116692e-08,0.0
1922,7.377935595798135e-09,0.0
1923,2.1231896241147297e-08,0.0
1924,2.707241186783449e-08,0.0
1925,2.4195990988573612e-08,2.1996355847875293e-09
1926,1.114613823460786e-08,0.0
1927,1.3379070296082318e-08,1.1149224876660924e-09
1928,1.3711249025050165e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.2545892325022123e-08,0.0
1932,9.863582839386709e-09,3.287861094491973e-09
1933,6.882397318719313e-09,0.0
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,7.274828739411987e-09,0.0
1937,1.0072894518486919e-08,3.777335333410292e-09
1938,1.2965214679638848e-08,6.482607339819424e-09
1939,3.058810094103137e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,3.246652724442356e-08,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,0.0
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,1.0871888278529696e-08,0.0
1949,1.0798709482173763e-08,2.945102384188658e-09
1950,1.595304155443955e-08,4.2541445921528975e-09
1951,2.6653504292539765e-08,1.0661401761424827e-09
1952,8.435843135146115e-09,0.0
1953,8.619061908632375e-09,0.0
1954,7.818028890937967e-09,9.772536113672459e-10
1955,1.5016972554349195e-08,5.631364707880948e-09
1956,1.2209598665435806e-08,8.72114158667614e-10
1957,3.534015080575159e-09,8.835037701437898e-10
1958,6.617794756635931e-09,0.0
1959,1.0851047171911432e-08,0.0
1960,8.305000243069571e-09,0.0
1961,8.33779090214648e-09,1.3896318540318475e-09
1962,6.341956293454132e-09,1.2683912808952869e-09
1963,7.1126584622049904e-09,1.2932106496776896e-09
1964,1.3384730657151067e-08,0.0
1965,1.860494691641179e-08,1.0944086747954884e-09
1966,8.862519607077957e-09,1.1078149508847446e-09
1967,1.429797347185513e-08,4.930335584241163e-10
1968,1.122853987567396e-08,0.0
1969,9.991866889436096e-09,4.5417578031781147e-10
1970,6.898087434592526e-09,1.3796175313274261e-09
1971,1.3873672877195986e-08,5.138397485282553e-10
1972,1.3338381954497436e-08,0.0
1973,1.598829157956061e-08,3.3079223804577396e-09
1974,8.438357568252286e-09,5.625571675160757e-10
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,6.2848797277581525e-09,0.0
1977,8.815172591880582e-09,5.876781838942691e-10
1978,6.534650598410963e-09,0.0
1979,5.266775904289034e-09,5.851973350345929e-10
1980,7.390696055153967e-09,0.0
1981,3.1627747087981106e-09,6.325549528618524e-10
1982,2.483000915987077e-09,0.0
1983,1.89459470334441e-09,6.315316047889041e-10
1984,8.118611560803402e-09,5.799008495621649e-10
1985,8.421781494405423e-09,0.0
1986,9.591176741707841e-09,0.0
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,7.195864348830128e-09,0.0
1989,1.4817929994137558e-08,0.0
1990,8.717841559757744e-09,1.089730194969718e-09
1991,7.6199047072123e-09,0.0
1992,1.1019888335184191e-09,1.1019888335184191e-09
1993,3.877445031719162e-09,1.661762283333701e-09
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,9.60856638698715e-09,2.135236876199542e-09
1997,6.7128524960935465e-09,9.58978896292706e-10
1998,6.198567881199324e-09,4.768129224785866e-10
1999,5.484241505371301e-09,0.0
2000,7.95245647111642e-09,2.2090156370779823e-09
2001,7.0099388516098315e-09,4.3812117822561447e-10
2002,5.6955880012310445e-09,2.6287327870022636e-09
2003,7.500461585152607e-09,8.333845835650777e-10
2004,1.0131019578807354e-08,1.3214374039449694e-09
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,5.7650457740976435e-09,1.2353669198716943e-09
2007,5.991719120856942e-09,1.1983438685803094e-09
2008,5.960415716543821e-09,0.0
2009,3.814554005998616e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,5.353560705856353e-09,3.82397197240536e-10
2012,6.127654827992046e-09,1.7021263287730903e-09
2013,3.904775169871755e-09,2.789125042035323e-10
2014,3.681256854903836e-09,1.0827225782605865e-09
2015,2.438232948875907e-09,0.0
2016,5.799752234025846e-09,4.1426800878596737e-10
2017,5.0312225496895735e-09,2.515611330355938e-10
2018,5.162933192082164e-09,1.290733298020541e-09
2019,4.08158040698936e-09,0.0
