year,devait_VERB écrire_VERB,devait_VERB décrire_VERB
1973,2.7014698389393743e-07,2.1501493918663073e-08
1974,2.2896077211953525e-07,1.1251143128276908e-08
1975,2.3302838769723166e-07,1.599214449754527e-08
1976,2.3882543587205873e-07,1.9997344224975677e-08
1977,2.0451200555271498e-07,2.11564152863275e-08
1978,2.0732663585931732e-07,1.3069301196821925e-08
1979,2.2939735799809569e-07,1.8141117053005473e-08
1980,2.097820583912835e-07,1.989802811408481e-08
1981,2.1633378821661609e-07,1.4548763971333756e-08
1982,2.0112307197450718e-07,1.924325765401136e-08
1983,2.1345768175251578e-07,2.3366668600033336e-08
1984,1.8266877077621757e-07,1.739702604197646e-08
1985,1.9129474537749047e-07,2.1656008541981464e-08
1986,2.3798106951744558e-07,2.7574632355253925e-08
1987,1.723250306895352e-07,2.13878585952898e-08
1988,1.7569902865943732e-07,2.818380373525997e-08
1989,1.898890218399174e-07,2.908704743731505e-08
1990,1.6672872504841507e-07,1.961514328741032e-08
1991,1.6763790711138427e-07,1.875668864670388e-08
1992,1.697062828043272e-07,2.0386792698445788e-08
1993,1.8888697184138437e-07,1.4955860550003308e-08
1994,1.909523490439824e-07,1.8989736005892155e-08
1995,1.6701147842468345e-07,2.4943274112843028e-08
1996,1.713527524316305e-07,1.2277611816102763e-08
1997,1.548750958590972e-07,2.109753616252874e-08
1998,1.4828881944595196e-07,1.7642078020685403e-08
1999,1.2568052909500693e-07,1.5995704316651427e-08
2000,1.72745032500643e-07,2.1206551181762734e-08
2001,1.4633246792072896e-07,2.5849150375734098e-08
2002,1.3669411202954507e-07,1.927737436346888e-08
2003,1.7667753127170727e-07,2.5001536840818517e-08
2004,1.5681057163874357e-07,2.2464435645019876e-08
2005,1.2970798479727819e-07,1.5763124139311913e-08
2006,1.49891192791074e-07,1.3589036562677848e-08
2007,1.2582610509070946e-07,1.6377365241737607e-08
2008,1.2942616933742102e-07,1.702975893635994e-08
2009,1.1682071487939538e-07,2.2887324035991696e-08
2010,1.299043077551687e-07,1.842279218067233e-08
2011,1.093656010198174e-07,2.2943831723409858e-08
2012,1.092765131716078e-07,2.5872321174347235e-08
2013,1.2802084370377997e-07,1.7850400269026068e-08
2014,2.3126953863084054e-07,2.4902620410216514e-08
2015,1.3853596669832768e-07,1.6180999651282946e-08
2016,1.2987301545308583e-07,1.4085112631789798e-08
2017,1.2049778774780862e-07,1.7860839918171223e-08
2018,1.2158707818343828e-07,1.9102854409425163e-08
2019,1.6964068549896183e-07,1.1734544003161318e-08
