year,maintenant_VERB en_ADP,maintenant_VERB dans_ADP
1915,1.649306682338647e-07,4.1468283029644226e-07
1916,1.6810817271561973e-07,2.801802736485115e-07
1917,2.708706858811638e-07,4.3317376707818767e-07
1918,2.3087616796146904e-07,3.9513133742730133e-07
1919,1.9612717494510434e-07,3.360864582191425e-07
1920,1.5901686367669754e-07,3.907271661773848e-07
1921,1.7568774524079345e-07,2.9988080996190547e-07
1922,1.4829650751835288e-07,3.2905592206589063e-07
1923,1.443768979925153e-07,3.354639659391978e-07
1924,1.5341032622018247e-07,4.2542359324215795e-07
1925,1.8366957021953567e-07,3.486422315290838e-07
1926,1.270659737429014e-07,3.499887384350586e-07
1927,1.438250052387957e-07,3.389364451322763e-07
1928,1.3939769871740282e-07,3.3706822932799696e-07
1929,1.6487801701714488e-07,3.509227894937794e-07
1930,1.7225909232365666e-07,3.14057757577757e-07
1931,2.1784231307719892e-07,3.170689240050706e-07
1932,1.8631212128639163e-07,3.9125546891227714e-07
1933,1.537068783363793e-07,3.223256044293521e-07
1934,1.5815686538189766e-07,3.306916198653198e-07
1935,1.9268937023753097e-07,3.734104723207565e-07
1936,1.6368365152175102e-07,3.200924538759864e-07
1937,1.6998009755297971e-07,3.2485084489053406e-07
1938,1.6206517727823666e-07,3.500607874684647e-07
1939,1.6823454984660202e-07,3.2423386642221885e-07
1940,1.343965010391912e-07,3.676885285130993e-07
1941,1.151085982087352e-07,3.364712881648302e-07
1942,1.7598428314613557e-07,3.823106737854687e-07
1943,1.3935529352693266e-07,3.774205765694205e-07
1944,1.2210107058763242e-07,4.402064917030657e-07
1945,1.5903079031431844e-07,3.8777372424192436e-07
1946,1.7958224418634927e-07,3.6473292652772216e-07
1947,1.609317621387163e-07,3.9577292909598327e-07
1948,1.7503739968560694e-07,3.816032574377459e-07
1949,1.8161465220600803e-07,3.2003447358874837e-07
1950,1.7867407109406486e-07,3.3714096048242936e-07
1951,1.7591312939657655e-07,2.9318854899429425e-07
1952,1.9613335666690546e-07,2.9420002078950347e-07
1953,1.7669077578830183e-07,3.059766982005385e-07
1954,1.8860994543956622e-07,3.1956193424775847e-07
1955,1.6612526110293402e-07,3.191106543454225e-07
1956,1.8227186160402198e-07,3.3053126458071347e-07
1957,1.7405024266281544e-07,3.2601289490230556e-07
1958,1.7537156793423492e-07,3.6480594189924886e-07
1959,1.5346481063716055e-07,3.3095693652285263e-07
1960,1.5502666883548955e-07,3.183583316967997e-07
1961,1.7370398097682482e-07,3.2378423497902986e-07
1962,1.5347534088050452e-07,3.304159292838449e-07
1963,1.4613280541198037e-07,3.3041533242794685e-07
1964,1.3871448345526005e-07,3.1940834332999657e-07
1965,1.4665076264464005e-07,3.441915339408297e-07
1966,1.4955502081193117e-07,3.068647345116915e-07
1967,1.602359134267317e-07,3.293464203579788e-07
1968,1.5719955115400808e-07,3.0227229785850795e-07
1969,1.4170284146075574e-07,3.2609821687401563e-07
1970,1.7061269375062693e-07,2.910992975557747e-07
1971,1.8035774473901256e-07,3.339958425385703e-07
1972,1.5800851826952567e-07,3.524410772115516e-07
1973,1.2404709082147747e-07,3.170092099935573e-07
1974,1.327634890913032e-07,3.2009504025154456e-07
1975,1.2907945290407952e-07,3.032795916624309e-07
1976,1.6226415766595892e-07,2.936752707682899e-07
1977,1.292892051196759e-07,3.144078277728113e-07
1978,1.556434909844029e-07,3.118810525393201e-07
1979,1.410325580764038e-07,3.095694012245076e-07
1980,1.364436172934802e-07,2.7572980343393283e-07
1981,1.2967376505912398e-07,2.5555220872774953e-07
1982,1.626365531137708e-07,2.7375085664971266e-07
1983,1.572513639302997e-07,3.2523877280254965e-07
1984,1.443953152602262e-07,2.8937051865796093e-07
1985,1.2331894083672523e-07,2.682938884390751e-07
1986,1.4926268931958475e-07,2.7394798962632194e-07
1987,1.411598731237973e-07,2.945413655197626e-07
1988,1.4091901334722934e-07,2.896335615787393e-07
1989,1.1744581485118033e-07,2.9965147518851154e-07
1990,1.34581682686985e-07,2.724325440794928e-07
1991,1.729132179661974e-07,2.73144280527049e-07
1992,1.135048464107058e-07,2.644773076099227e-07
1993,1.185390416935661e-07,2.60342744695663e-07
1994,1.3187316483254108e-07,2.658563005297765e-07
1995,1.1820942802387435e-07,2.5539742409819155e-07
1996,1.2170849572612497e-07,2.717088989356853e-07
1997,1.4768275491405802e-07,2.766654176866723e-07
1998,1.1920322862124522e-07,3.166037743085326e-07
1999,1.29793718883775e-07,2.870086461825849e-07
2000,1.3519176889076334e-07,2.8982287858525524e-07
2001,1.3275071353291423e-07,3.2070471434053616e-07
2002,1.2135983240568748e-07,2.760169479643082e-07
2003,1.31258076407903e-07,2.7293344828649424e-07
2004,1.0835786667939828e-07,2.902757501033193e-07
2005,1.261049931144953e-07,2.5806485837165383e-07
2006,1.4742046516857954e-07,2.713689468691882e-07
2007,1.4420071181575622e-07,2.7282294468022883e-07
2008,1.2176278119113704e-07,2.7715933015315386e-07
2009,1.2874119192929356e-07,2.803697327635746e-07
2010,1.5446802592578024e-07,2.85317099724125e-07
2011,1.521940902193819e-07,2.699724177546159e-07
2012,1.3889351180296217e-07,2.474891687143099e-07
2013,1.6232708333063783e-07,2.744499170148629e-07
2014,1.4486828092685755e-07,2.520578163967002e-07
2015,1.5360868133029726e-07,2.504730218788609e-07
2016,1.5017215559964825e-07,2.4773225959506817e-07
2017,1.5948975828905532e-07,2.4527210484848183e-07
2018,1.6727904039726127e-07,2.423997216283169e-07
2019,1.4923278968126397e-07,2.3673166538173973e-07
