year,tout_ADV eu_VERB,tout_ADV dû_VERB
1868,1.60051925490734e-07,7.903798504571569e-09
1869,1.49435682494925e-07,1.4650557433881772e-09
1870,1.3876398696766046e-07,5.734048791339319e-09
1871,1.5825554111614792e-07,0.0
1872,1.2638938784448328e-07,1.2094678591978436e-09
1873,1.4605850395810194e-07,1.0774807712721213e-08
1874,1.6728905194440813e-07,1.1949218281515073e-09
1875,1.447546420507706e-07,5.721527140956084e-10
1876,1.5961479427062386e-07,3.627608879952504e-09
1877,1.3853987823608804e-07,1.8554447978047506e-09
1878,1.50977216506476e-07,1.2078177347163432e-09
1879,1.3623795247497128e-07,6.10932526790009e-10
1880,1.5723723478799911e-07,1.0910338410496934e-08
1881,1.9174395227139485e-07,4.8807553554297556e-09
1882,1.7902985760542833e-07,1.3310770263785798e-08
1883,1.819969668304111e-07,2.5277355764075082e-09
1884,1.6636276622961077e-07,5.281357573494461e-09
1885,2.1270598349332204e-07,1.2891271383708158e-09
1886,1.8456906758501646e-07,5.808117542471791e-09
1887,2.441817752441011e-07,5.876032105334161e-09
1888,1.864140664054048e-07,5.07249175996094e-09
1889,1.6602611996319183e-07,3.132568426877924e-09
1890,1.8548914226812485e-07,1.3108772956016423e-09
1891,1.9441370646688938e-07,3.1871101313640793e-09
1892,1.5545910869718682e-07,5.641661360300532e-09
1893,1.8352081276873378e-07,0.0
1894,1.512369420808568e-07,3.780923574225881e-09
1895,1.4745605447785692e-07,1.8055843487019274e-09
1896,1.9519166372106156e-07,6.486732040400511e-09
1897,1.613999600635907e-07,1.7480140668268973e-09
1898,1.7314565603498977e-07,2.26334195829736e-09
1899,1.9014869856448513e-07,1.1055156790007459e-09
1900,1.5209785964032108e-07,3.114631885736685e-09
1901,1.4642495393957233e-07,0.0
1902,1.3797897135958692e-07,1.9641135384773634e-09
1903,1.5336625036610485e-07,1.0800440541913758e-09
1904,1.429650371420621e-07,5.374625189347171e-10
1905,1.5224239469091572e-07,6.192911072844254e-09
1906,1.3580646651689676e-07,4.115347618238729e-09
1907,1.4039962081824342e-07,1.028568674676933e-09
1908,1.5618217297230785e-07,1.964555629285769e-09
1909,1.2872301802246966e-07,2.7504918342913243e-09
1910,1.106239206905002e-07,5.344150677544235e-10
1911,1.0534340955103971e-07,9.576673676292558e-09
1912,1.0939784367280936e-07,8.856016364688912e-09
1913,1.081809903880071e-07,3.71209285532359e-09
1914,1.1250529485806737e-07,4.018046340092951e-09
1915,1.2251992309586512e-07,1.1780761921542648e-09
1916,1.27454559795126e-07,3.2962386153911893e-09
1917,1.5352993898432032e-07,4.386569774084137e-09
1918,1.3898515849319892e-07,6.89182577673364e-09
1919,1.197020296217488e-07,8.287063479883727e-09
1920,1.1964126045427292e-07,4.543339038320937e-09
1921,1.1889213347160421e-07,0.0
1922,1.5050987833831186e-07,3.6889677978990676e-09
1923,1.475616784318845e-07,6.369568872344189e-09
1924,1.2118126768712045e-07,2.578324886925998e-09
1925,1.3747722338308677e-07,2.1996355847875293e-09
1926,1.1257600007752444e-07,1.1146138456652466e-09
1927,9.811317980279455e-08,3.3447675740205796e-09
1928,9.940655854023817e-08,3.4278122562625413e-09
1929,1.0360577906709523e-07,5.570202965543558e-09
1930,9.033099068744832e-08,0.0
1931,9.808606993289004e-08,4.5621426636444085e-09
1932,9.206010798123998e-08,2.1919073223131136e-09
1933,9.63535633502488e-08,1.1470662197865522e-09
1934,8.866369327620305e-08,5.990790086229936e-09
1935,6.941604713261995e-08,2.992070946561398e-08
1936,8.972288689790275e-08,6.0623572828433225e-09
1937,9.31742745180486e-08,6.295559185076627e-09
1938,6.741911340313322e-08,2.5930428915188486e-09
1939,5.964679683501117e-08,1.5294050470515685e-09
1940,5.3251442144741645e-08,5.0715658339584024e-09
1941,4.132103814669108e-08,2.9515025978810172e-09
1942,5.4615812983271894e-08,0.0
1943,6.967764698551093e-08,0.0
1944,5.462416652335378e-08,1.927911696952833e-08
1945,7.406914015462007e-08,8.714016175304096e-09
1946,5.0115976257814054e-08,0.0
1947,5.722018148190955e-08,7.152522574216391e-09
1948,6.523132833891054e-08,5.435944139264848e-09
1949,5.890205123648684e-08,9.817008317369869e-10
1950,8.614642865722999e-08,1.2762433776458693e-08
1951,6.290226917116115e-08,3.1984206394497505e-09
1952,5.377850120780181e-08,2.1089607837865287e-09
1953,4.5250076685654506e-08,9.69644453618912e-09
1954,3.8112889733099564e-08,1.9545072227344917e-09
1955,4.3173796981932355e-08,3.754243138587299e-09
1956,6.192010415517757e-08,6.104799332717903e-09
1957,5.3893730811438445e-08,4.417518795207798e-09
1958,3.6397871050475317e-08,7.445019267748876e-09
1959,4.417926346977907e-08,3.8753737996444215e-09
1960,3.737250153790228e-08,4.152500121534786e-09
1961,3.821487437605242e-08,4.16889545107324e-09
1962,3.995432679149147e-08,3.805173953708163e-09
1963,3.879631771397385e-08,3.2330267352165265e-09
1964,2.7377857980681597e-08,2.4335873316516654e-09
1965,4.1587528087916326e-08,1.1491291473930687e-08
1966,2.6033652122947615e-08,3.8773522170743036e-09
1967,4.634515526902305e-08,2.465167847631733e-09
1968,4.311759127517689e-08,3.5931326802796093e-09
1969,3.951329308193863e-08,4.995933444718048e-09
1970,1.3244328123107607e-07,3.6789800095249348e-09
1971,4.419021726320693e-08,3.5968783507200897e-09
1972,3.693705741270037e-08,3.0780880067027283e-09
1973,3.032262108071393e-08,5.513203782392395e-10
1974,2.5877630038806387e-08,5.625571675160757e-10
1975,2.9699696924012642e-08,7.4249242310031605e-09
1976,2.9710340410105118e-08,5.142174241967723e-09
1977,2.7620874920586402e-08,5.876781838942691e-10
1978,3.3267311683182754e-08,3.5643548113029055e-09
1979,3.2771050317847994e-08,2.925986564150662e-09
1980,2.5014663673772475e-08,6.822181042309694e-09
1981,2.71998629175485e-08,2.5302198114474095e-09
1982,3.662426317774248e-08,1.8622506869903077e-09
1983,2.5261264524623073e-08,4.4207211225000265e-09
1984,3.0734745637417404e-08,2.3196033982486597e-09
1985,2.9476234120195954e-08,5.414002135495366e-09
1986,2.8174080901610665e-08,2.997242676272549e-09
1987,2.7498676447024195e-08,2.4443267410134695e-09
1988,4.0176910465206106e-08,5.99655392008458e-09
1989,1.9208427959327423e-08,3.2928733073589456e-09
1990,2.996758002860034e-08,5.993515905799995e-09
1991,3.223805933316726e-08,4.68917216167597e-09
1992,2.2039776725879534e-08,1.65298330578878e-09
1993,2.381859270927933e-08,2.7696036575264316e-09
1994,4.008944287647864e-08,3.6924485691258724e-09
1995,3.361919603817043e-08,7.591431483433553e-09
1996,3.149474281372022e-08,3.736664311304594e-09
1997,3.931813552515706e-08,4.794894259418925e-09
1998,3.385371882824728e-08,1.9072516899143466e-09
1999,3.4276508575903364e-08,5.484241505371301e-09
2000,3.534425063733693e-08,5.743440834038438e-09
2001,3.548781690732028e-08,7.0099388516098315e-09
2002,3.8554747616714735e-08,4.38122149670761e-10
2003,3.375207474620723e-08,7.500461585152607e-09
2004,2.6869227065517975e-08,4.845270407116686e-09
2005,3.693074746013991e-08,5.404499514582994e-09
2006,3.541385246164097e-08,6.58862386870851e-09
2007,3.874645174151148e-08,3.595031605740928e-09
2008,3.7891212917307016e-08,7.2376473703172906e-09
2009,4.482101112479597e-08,2.384096253749135e-09
2010,5.5740756010891346e-08,4.723792912386671e-09
2011,5.850677184393582e-08,4.206369030868018e-09
2012,5.685102166808065e-08,7.829781267787439e-09
2013,5.3830113311281735e-08,7.80955033974351e-09
2014,6.474681316093189e-08,5.413613113347537e-09
2015,5.763095974054e-08,6.428068743957738e-09
2016,6.193306623103467e-08,6.628288140575478e-09
2017,7.722926770314942e-08,9.810884549210641e-09
2018,6.660183982099e-08,1.058401366549333e-08
2019,6.938686369917235e-08,6.887666881283394e-09
