year,aurait_VERB eu_VERB,aurait_VERB dû_VERB
1945,6.080204911995679e-06,9.718306500872131e-06
1946,5.763336957897991e-06,9.20045749808196e-06
1947,5.831690032209735e-06,9.677362868387718e-06
1948,5.208721631788649e-06,8.611622433818411e-06
1949,5.215776582190301e-06,8.37881634652149e-06
1950,5.325125584931811e-06,8.862446520652156e-06
1951,5.352023890736746e-06,8.388390597247053e-06
1952,5.194370260142023e-06,8.6530662883888e-06
1953,5.1843658184225205e-06,8.665389032103121e-06
1954,5.525391770788701e-06,8.913530109566636e-06
1955,5.199626684770919e-06,8.523070391674992e-06
1956,5.284139660943765e-06,8.608639291196596e-06
1957,5.034204605181003e-06,8.37208153825486e-06
1958,5.170152235223213e-06,8.57004397403216e-06
1959,5.147271622263361e-06,8.513421562383883e-06
1960,4.924173026665812e-06,8.530619197699707e-06
1961,5.168040843273047e-06,8.585145224060398e-06
1962,5.196598976908717e-06,8.607303243479691e-06
1963,4.975628144165967e-06,8.32827663543867e-06
1964,5.07646336700418e-06,8.985412932815962e-06
1965,5.1727224672504235e-06,8.764024642005097e-06
1966,5.007323579775402e-06,8.784418241702951e-06
1967,5.0353519327472895e-06,8.434818482783157e-06
1968,5.147611773281824e-06,9.053346730070189e-06
1969,5.070872703072382e-06,8.819185495667625e-06
1970,4.859012733504642e-06,8.595477083872538e-06
1971,4.710882876679534e-06,8.19985507405363e-06
1972,4.70896202386939e-06,8.105632332444657e-06
1973,4.6421178012678865e-06,8.021711437322665e-06
1974,4.396384156279964e-06,8.370850991923362e-06
1975,4.393270501168445e-06,7.998356522875838e-06
1976,4.470263320399681e-06,7.957229172461666e-06
1977,4.478695245779818e-06,7.986546734173317e-06
1978,4.396631538838847e-06,7.941382136777975e-06
1979,4.579168944474077e-06,8.038270607357845e-06
1980,4.4702337618218735e-06,8.232098480220884e-06
1981,4.441800683707697e-06,8.349093150172848e-06
1982,4.602242370310705e-06,8.502415766997728e-06
1983,4.576709670800483e-06,8.707557753950823e-06
1984,4.491332219913602e-06,8.523962605977431e-06
1985,4.246984190103831e-06,8.365234862139914e-06
1986,4.6331379053299315e-06,8.601487024861854e-06
1987,4.540336703939829e-06,9.109394341066945e-06
1988,4.394274583319202e-06,8.789148523646872e-06
1989,4.344397439126624e-06,8.693185918673407e-06
1990,4.399240879138233e-06,8.70748954184819e-06
1991,4.41895872427267e-06,8.868983059073798e-06
1992,4.464707672013901e-06,8.499088835378643e-06
1993,4.555998202704359e-06,8.930310286814347e-06
1994,4.404563696880359e-06,8.794357199803926e-06
1995,4.369410817162134e-06,8.765933671384118e-06
1996,4.325456302467501e-06,9.073689398064744e-06
1997,4.314445959607838e-06,8.870075362210628e-06
1998,4.479180461203214e-06,8.900667125999462e-06
1999,4.356315912446007e-06,8.721772246644832e-06
2000,4.2090587157872505e-06,8.321362656715792e-06
2001,4.276500931155169e-06,8.602070920460392e-06
2002,4.160408025200013e-06,8.917976629163604e-06
2003,4.5394458538794424e-06,8.950966730481014e-06
2004,4.230361355439527e-06,8.65145011630375e-06
2005,4.210555289319018e-06,8.372921001864597e-06
2006,4.455145244719461e-06,9.035886250785552e-06
2007,4.4586381591216195e-06,1.0889750228670891e-05
2008,4.425182851264253e-06,1.102208534575766e-05
2009,4.530259502644185e-06,1.1882335456903093e-05
2010,4.922664629702922e-06,1.4154373275232501e-05
2011,4.709221684606746e-06,1.4178141100273933e-05
2012,5.3177832342043985e-06,1.593394517840352e-05
2013,5.732488716603257e-06,1.7300662875641137e-05
2014,6.191007742017973e-06,1.914924905577209e-05
2015,5.767307357018581e-06,1.7651032976573333e-05
2016,6.086632765800459e-06,1.8367400116403587e-05
2017,5.339888048183639e-06,1.8519176592235453e-05
2018,5.94537596043665e-06,1.876958594948519e-05
2019,5.669060101354262e-06,1.8222981452709064e-05
