year,dont_PRON eux_PRON,dont_PRON deux_DET
2001,9.726289817990619e-08,1.1802984545283834e-06
2002,8.806254925275425e-08,1.1066965726058697e-06
2003,8.417184460540739e-08,1.1009010449924972e-06
2004,7.267905743901792e-08,1.0840191180250258e-06
2005,8.15178680113604e-08,1.1349449096087483e-06
2006,9.22407323855623e-08,1.1213014659006149e-06
2007,8.747910129613956e-08,1.0126005918209557e-06
2008,8.429730513626055e-08,1.0690431508919573e-06
2009,8.868838108355703e-08,8.063013410719577e-06
2010,9.589300020707014e-08,9.069682164408732e-06
2011,9.559929736724371e-08,7.341261607507477e-06
2012,9.055312233385848e-08,8.24850417302514e-07
2013,8.925199779241666e-08,7.173629796852765e-07
2014,9.744503159936357e-08,7.308377689696499e-07
2015,9.819429180879524e-08,7.037626801320584e-07
2016,9.238176801318332e-08,7.135766395549581e-07
2017,9.106513232381985e-08,6.588385872419167e-07
2018,8.72535750318093e-08,6.618880661335425e-07
2019,7.80602249506046e-08,6.992257226556831e-07
