year,grand_ADJ essai_NOUN
1899,9.949641111006713e-09
1900,7.786579714341713e-09
1901,7.824234593556412e-09
1902,4.910283735171106e-09
1903,9.720396487722383e-09
1904,4.299700151477737e-09
1905,5.676835002077496e-09
1906,6.1730215383803966e-09
1907,1.4399961556499363e-08
1908,1.964555629285769e-09
1909,3.85068837926994e-09
1910,9.085056040802897e-09
1911,1.1172785363555704e-08
1912,1.0418842677495377e-08
1913,1.0075680068055703e-08
1914,2.276892896446725e-08
1915,1.5314990164938536e-08
1916,8.789969641043172e-09
1917,9.869782324756216e-09
1918,2.1824114071478107e-08
1919,1.5653341733923298e-08
1920,2.4231141981800874e-08
1921,1.5902770267306465e-08
1922,2.2871600668938896e-08
1923,1.6985516992917837e-08
1924,1.8048273764392775e-08
1925,1.4297631079074336e-08
1926,2.1177663067639685e-08
1927,2.3413372129965637e-08
1928,3.19929166492372e-08
1929,2.0052731919406597e-08
1930,2.2057567328204186e-08
1931,9.124285327288817e-09
1932,7.671675517073595e-09
1933,1.835305929454023e-08
1934,1.677421224144382e-08
1935,1.196828414151696e-08
1936,1.091224266502877e-08
1937,3.021868266728234e-08
1938,2.0744342577039276e-08
1939,1.070583532936098e-08
1940,2.5357829169792012e-09
1941,1.1806010835613279e-08
1942,2.1239483061208375e-08
1943,2.322588210645904e-08
1944,2.8918675454292497e-08
1945,3.0499056613564335e-08
1946,1.6705326011390298e-08
1947,1.4305044926388177e-08
1948,2.8266908591589868e-08
1949,2.3560819073509265e-08
1950,4.785912754989852e-08
1951,2.7719644801749155e-08
1952,3.796129277588989e-08
1953,2.2625037843226892e-08
1954,2.736310134032749e-08
1955,1.595553378308523e-08
1956,4.01172493003088e-08
1957,2.0320587545974433e-08
1958,1.8198935691771112e-08
1959,2.6352543258667538e-08
1960,3.114374991231017e-08
1961,2.7097821209132178e-08
1962,4.122271590745186e-08
1963,3.556329353227028e-08
1964,3.467861886541357e-08
1965,2.2982582947861374e-08
1966,3.378835733425234e-08
1967,1.725617448933292e-08
1968,2.605021254264983e-08
1969,2.180043701116574e-08
1970,1.287643042191533e-08
1971,2.4150468402872605e-08
1972,1.0773308467548759e-08
1973,1.2680368366435602e-08
1974,2.0814615142583648e-08
1975,2.2274771804831062e-08
1976,3.313845553520878e-08
1977,1.7042666666799988e-08
1978,2.3762364520507617e-08
1979,2.1067103284089228e-08
1980,2.3309117358483178e-08
1981,2.277197808098208e-08
1982,2.110550845202397e-08
1983,3.031351525351056e-08
1984,1.9716628330002095e-08
1985,3.188245722984817e-08
1986,3.3569117374732116e-08
1987,2.688759437319277e-08
1988,2.758414818782029e-08
1989,2.4147738031388144e-08
1990,2.5063794206747758e-08
1991,3.634108536321179e-08
1992,2.259077191979486e-08
1993,2.5480354381990367e-08
1994,3.1122066590505426e-08
1995,3.2534705318720825e-08
1996,3.736664666575962e-08
1997,3.068732568056731e-08
1998,4.482041582321017e-08
1999,3.6561608518503874e-08
2000,3.180982632855489e-08
2001,3.548781640771992e-08
2002,3.373540680140508e-08
2003,4.083584637104565e-08
2004,3.876216220222162e-08
2005,3.422849559342467e-08
2006,3.7884586134850906e-08
2007,3.1955836199415444e-08
2008,3.6613980375355126e-08
2009,3.003961235314989e-08
2010,2.2674207234008037e-08
2011,2.2943831723409858e-08
2012,2.2127643328762048e-08
2013,1.7850399713914555e-08
2014,1.6457383344992138e-08
2015,2.504730223229501e-08
2016,1.5949318588059924e-08
2017,1.2578056513001812e-08
2018,2.0135440537139004e-08
2019,1.377533381807794e-08
