year,travaillant_VERB en_ADP,travaillant_VERB dans_ADP
1974,1.2123106465367073e-06,2.035331913674554e-06
1975,1.1131675137221464e-06,1.975029960021857e-06
1976,1.2684030217258169e-06,1.9300294198387746e-06
1977,1.1330435256695637e-06,2.0938974216733186e-06
1978,1.1685143554984734e-06,1.9580188528323106e-06
1979,1.1522535494634667e-06,2.0124935673493383e-06
1980,9.11898176525483e-07,1.9272660551905574e-06
1981,1.1341709971190994e-06,2.08110586896737e-06
1982,1.166389708373572e-06,2.4153390825176757e-06
1983,1.4114731641257094e-06,2.5911741090567375e-06
1984,1.046720996100703e-06,2.324822450106012e-06
1985,1.057535143900168e-06,2.4176528903296912e-06
1986,1.0142669513157898e-06,2.2275506985636184e-06
1987,1.0119512481310267e-06,2.24083659006169e-06
1988,9.684434267853703e-07,2.1041907380947578e-06
1989,8.440731882330965e-07,1.9856026760578516e-06
1990,9.251809380828036e-07,1.9282775305384803e-06
1991,9.39006696398792e-07,2.026894769358023e-06
1992,9.080387819437874e-07,2.062923094570124e-06
1993,8.691016546436003e-07,2.0921586560973537e-06
1994,9.067598902845475e-07,2.0324292187012816e-06
1995,8.160788631528249e-07,2.0312501618491297e-06
1996,8.925289911587697e-07,2.1331015780390317e-06
1997,8.71711812067133e-07,2.037350558481421e-06
1998,9.536258609443848e-07,2.097500129139007e-06
1999,1.0474901586121632e-06,2.284186543022315e-06
2000,8.23521055792753e-07,2.2390584213383136e-06
2001,8.398783162277823e-07,2.0609221174083814e-06
2002,1.2495243382204535e-06,2.12094930418516e-06
2003,9.129728368861834e-07,2.1463820338851747e-06
2004,9.051846134866537e-07,2.1733240487264993e-06
2005,8.714755530547791e-07,2.1068539730606517e-06
2006,8.845227483789131e-07,2.049061958331322e-06
2007,8.080831896961627e-07,1.994843159991433e-06
2008,8.11467980810221e-07,2.050382846618959e-06
2009,7.657717038256351e-07,1.9940581275079694e-06
2010,7.203784235798594e-07,1.943840821638787e-06
2011,7.273194775336833e-07,1.7399071978729808e-06
2012,6.621271335660595e-07,1.56902012804494e-06
2013,6.163966368433194e-07,1.514215984599332e-06
2014,5.12127760643466e-07,1.266135850386263e-06
2015,4.6104768003374375e-07,1.2687678108136424e-06
2016,4.014256891338164e-07,1.1179021868201744e-06
2017,4.769599062370844e-07,1.247240096091673e-06
2018,4.6027550659744065e-07,1.214838256657913e-06
2019,4.479534592150003e-07,1.185954250360055e-06
