year,fallait_VERB étendre_VERB,fallait_VERB détendre_VERB
1975,1.3707552426467373e-08,5.711480177694739e-10
1976,1.656922776760439e-08,0.0
1977,1.469195431980097e-08,1.1753563677885381e-09
1978,1.544553818177974e-08,0.0
1979,1.1703946256602649e-08,5.851973350345929e-10
1980,1.3644362084619388e-08,0.0
1981,1.3916208629893845e-08,1.2651099057237047e-09
1982,7.449002747961231e-09,0.0
1983,1.326216381158929e-08,0.0
1984,1.1018116197192285e-08,5.799008495621649e-10
1985,8.421781494405423e-09,1.2031116103372597e-09
1986,1.1389522214244607e-08,0.0
1987,1.649920555735207e-08,1.2221633705067347e-09
1988,1.139345240375178e-08,5.996553809062277e-10
1989,1.4817929994137558e-08,2.1952488715726304e-09
1990,1.198703181159999e-08,3.2691906959314565e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,1.4876849085965205e-08,1.1019888335184191e-09
1993,1.4401939196773128e-08,0.0
1994,1.0549853435293244e-08,2.637463358823311e-09
1995,1.6809597269684673e-08,2.1689803286761844e-09
1996,1.0676184380997711e-08,0.0
1997,1.006927874414032e-08,1.917957792585412e-09
1998,8.10582001520288e-09,9.536258449571733e-10
1999,7.769341614505265e-09,4.570201161957499e-10
2000,1.1486881668076876e-08,1.3254094488601709e-09
2001,1.445799924226776e-08,8.762423564512289e-10
2002,6.571832411594869e-09,1.752488598683044e-09
2003,5.000307723435071e-09,4.1669229178253886e-10
2004,1.2773894830786503e-08,4.404791253964646e-10
2005,9.007498746882447e-09,9.007499190971657e-10
2006,8.64756888319107e-09,2.8825228870488218e-09
2007,6.7906151812735516e-09,3.994479413904628e-09
2008,1.1069342775726909e-08,8.514879357157668e-10
2009,1.0013204487790972e-08,1.430457752249481e-09
2010,1.0864724231396394e-08,2.8342759250676863e-09
2011,8.030340836739924e-09,3.82397197240536e-10
2012,9.19148224198807e-09,3.063827413996023e-09
2013,6.414987652192394e-09,1.9523875849358774e-09
2014,7.57905826986871e-09,6.063246349441442e-09
2015,1.1304534197620342e-08,2.438232948875907e-09
2016,7.042556315894899e-09,2.4856081637381067e-09
2017,8.049956257139002e-09,3.018733707449428e-09
2018,8.518839855753413e-09,2.0651733656507076e-09
2019,7.397864543179367e-09,2.5509878653906526e-09
