year,petit_ADJ hommage_NOUN,petit_ADJ dommage_NOUN
1853,1.6124216628554677e-08,2.329053394589664e-08
1854,2.5978321716024766e-09,1.3508727469968562e-08
1855,9.552486801567284e-09,2.2289135870323662e-08
1856,3.6240324075009767e-09,1.0354378465748937e-09
1857,1.4644527812635033e-09,1.5620829074691756e-08
1858,1.2723557318849998e-08,1.5170396494568195e-08
1859,1.2730433596175317e-08,2.5460866748261424e-09
1860,1.7851017636294486e-08,1.2358396972445007e-08
1861,9.431927239234028e-09,2.4051415081771665e-08
1862,1.2198563048571032e-08,5.421583626485926e-09
1863,9.489779628779615e-09,5.9935452156878455e-09
1864,6.233146443435089e-09,1.0068928801842958e-08
1865,5.177528628053096e-09,2.4004906507002488e-08
1866,5.838735717134114e-09,2.0435575009969398e-08
1867,4.85281148598915e-09,1.358787216076962e-08
1868,2.4699371437009177e-09,8.397785578040384e-09
1869,1.12320943657096e-08,9.278686263769487e-09
1870,6.880858549607183e-09,3.4404292748035914e-09
1871,2.1242354542039266e-09,4.248470908407853e-09
1872,7.256807155187062e-09,3.0236697590169115e-09
1873,1.3169209500674128e-08,1.2570609442263958e-08
1874,4.182226287507973e-09,2.0313670745508716e-08
1875,1.1443054503956773e-08,1.602027666081085e-08
1876,5.441413541973361e-09,1.269663130187837e-08
1877,1.2369632207409609e-08,1.8554447978047506e-09
1878,7.850815331167382e-09,3.0195443923020093e-09
1879,1.221865053580018e-09,5.498392852132383e-09
1880,3.2089232604448625e-08,1.2835692508872398e-09
1881,6.972507571312292e-10,1.6036766581351003e-08
1882,2.4624924321869912e-08,6.655385131892899e-09
1883,5.687405213450347e-09,3.791603475633565e-09
1884,3.300848483434038e-09,9.902545450302114e-09
1885,5.156508553483263e-09,1.0957580620640783e-08
1886,0.0,3.2267319927115068e-09
1887,3.9173548849191775e-09,4.570247291724172e-09
1888,0.0,3.1703073499755874e-09
1889,4.385595886446936e-09,3.759081934617825e-09
1890,1.3108772956016423e-09,0.0
1891,6.374220040683554e-10,7.0116419337296065e-09
1892,4.387958441043338e-09,6.8953633913793055e-09
1893,1.847525021858587e-09,1.1700991287000306e-08
1894,1.3233232287745977e-08,1.5753848003896564e-08
1895,1.0833506536300774e-08,6.018614495673091e-09
1896,7.076434549446731e-09,1.1204354777305525e-08
1897,2.9133566670225264e-09,1.7480140668268973e-09
1898,3.960848538042683e-09,5.092519295146758e-09
1899,6.080336234504102e-09,1.6029977345510815e-08
1900,6.22926377147337e-09,1.038210584169974e-08
1901,1.1736351446245408e-08,8.941982265753268e-09
1902,3.928227076954727e-09,3.928227076954727e-09
1903,8.100330184390714e-09,8.640352433531007e-09
1904,4.837162670412454e-09,0.0
1905,2.0643036169332163e-09,1.0321517862621477e-08
1906,5.658602919567102e-09,1.4403716441790948e-08
1907,5.142843484406967e-09,8.228549397415463e-09
1908,6.384805573134145e-09,6.384805573134145e-09
1909,1.3752458727367411e-08,7.701377313651392e-09
1910,1.4429207162436342e-08,9.085056262847502e-09
1911,7.980561100850991e-09,8.51259862599818e-09
1912,3.646594803896619e-09,8.856016364688912e-09
1913,1.2196876009173963e-08,3.181793939432964e-09
1914,1.205413840965619e-08,1.6741859454327823e-08
1915,0.0,8.246533234057551e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,2.631941953268324e-08,2.1932848870420685e-09
1918,1.1486376294556067e-09,1.378365155346728e-08
1919,1.8415696745321952e-09,2.025726608678724e-08
1920,6.815008557481406e-09,3.786115865267448e-09
1921,1.2116395886607734e-08,2.2718242842501013e-09
1922,5.902348387820666e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,3.867487219366694e-09
1925,5.499089184013428e-09,7.698724324711748e-09
1926,1.4489979882625903e-08,1.5604593173179637e-08
1927,1.1149224654616319e-08,1.2264147031260109e-08
1928,7.998228745975666e-09,7.998228745975666e-09
1929,2.1166771446701205e-08,1.1140405931087116e-08
1930,1.8906487042613662e-08,5.2518016602221e-09
1931,2.2810713318222042e-09,4.5621426636444085e-09
1932,7.6716757391182e-09,1.3151444377967891e-08
1933,8.02946331646126e-09,6.882397318719313e-09
1934,1.0783422155213884e-08,4.7926320689839486e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,4.849885826274658e-09,1.576212937948185e-08
1937,5.0364472592434595e-09,1.1332006444320086e-08
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,7.647025235257843e-09,1.070583532936098e-08
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,3.5762612871081956e-09,1.549713246618012e-08
1948,4.348755133776194e-09,8.697510267552389e-09
1949,6.871905600114303e-09,7.853606653895895e-09
1950,5.317680518146517e-09,3.190608444114673e-09
1951,1.2793682557799002e-08,3.1984206394497505e-09
1952,1.0544803918932644e-09,7.381362632230548e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,9.772536113672459e-09,2.9317608341017376e-09
1955,3.754243138587299e-09,3.754243138587299e-09
1956,7.849027428008526e-09,6.104799332717903e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,4.9633461784992505e-09,6.617794756635931e-09
1959,3.8753737996444215e-09,5.425523585955716e-09
1960,1.3841666701708277e-09,1.3841666479663672e-08
1961,4.16889545107324e-09,4.16889545107324e-09
1962,8.24454354786397e-09,5.0735651235811474e-09
1963,9.05247421467692e-09,7.1126584622049904e-09
1964,1.6426714155581834e-08,6.083968440151466e-09
1965,4.377634699181954e-09,1.094408652591028e-08
1966,3.3234448526542337e-09,9.416426749453422e-09
1967,7.888536934785861e-09,7.395503320850594e-09
1968,8.084548530629121e-09,2.6948494546985557e-09
1969,6.8126366770115965e-09,2.2708788183223305e-09
1970,6.438214850135182e-09,4.598724956395017e-09
1971,6.679916619845017e-09,6.166076982339064e-09
1972,1.0773308467548759e-08,3.5911027485013847e-09
1973,8.269805840122046e-09,1.2129047988196362e-08
1974,7.875800456247362e-09,1.6876715580593782e-09
1975,7.4249242310031605e-09,2.8557400888473694e-09
1976,6.284879672247001e-09,1.142705374768127e-09
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,1.3663360332039076e-08,5.940591352171509e-10
1979,6.437170796402825e-09,4.681578680276743e-09
1980,5.6851505725319385e-09,1.1370301367108482e-09
1981,6.958104314946922e-09,7.590659656386833e-09
1982,6.828252629986764e-09,7.449002747961231e-09
1983,8.209910418166544e-09,8.841442245000053e-09
1984,6.378909400694965e-09,2.8995041922996734e-09
1985,1.0828004826102244e-08,3.0077789148208467e-09
1986,1.3187867742292525e-08,4.7955883708539204e-09
1987,1.1610551631235921e-08,3.0554083707556856e-09
1988,4.197587610832443e-09,4.797243047249822e-09
1989,1.0427431806903087e-08,5.488122178931576e-10
1990,9.262706823776057e-09,2.179460389939436e-09
1991,1.582595621218985e-08,1.7584396161396398e-09
1992,7.713922001162388e-09,3.856960972825618e-09
1993,9.416652624327781e-09,5.539207426075166e-10
1994,1.2659823411809157e-08,3.6924485691258724e-09
1995,1.572510655023507e-08,5.422450821690461e-10
1996,5.871901409548741e-09,4.804283193493575e-09
1997,9.589788740882454e-09,3.3564262480467733e-09
1998,8.105819793158275e-09,9.536258449571733e-10
1999,1.508166375119302e-08,4.113180906983871e-09
2000,1.4137700565797218e-08,1.3254094488601709e-09
2001,1.007678718245586e-08,3.943090742808408e-09
2002,1.2705542173918616e-08,1.752488598683044e-09
2003,1.2917460878725251e-08,4.166922806803086e-09
2004,1.3214374039449694e-08,1.3214374039449694e-09
2005,1.1259374210759177e-08,1.8014998381943315e-09
2006,2.2648395159308166e-08,4.941467679486777e-09
2007,1.7176261746243426e-08,2.3966877371606188e-09
2008,1.958422268799609e-08,4.6831836186811415e-09
2009,1.43045770784056e-08,1.907277002999308e-09
2010,8.502827331113849e-09,2.8342759250676863e-09
2011,1.682547606796092e-08,2.6767803529281764e-09
2012,1.906381530414336e-08,7.148930780687124e-09
2013,1.6176925354827176e-08,6.693900100884775e-09
2014,1.7756651093936426e-08,4.330890313042346e-09
2015,1.839757612920323e-08,5.319781060109108e-09
2016,1.5949318088459563e-08,5.59261792432153e-09
2017,2.062801240931833e-08,3.773417134311785e-09
2018,2.0393587818468006e-08,5.162933192082164e-09
2019,2.040790247903601e-08,6.12237061048404e-09
