year,ait_VERB eu_VERB,ait_VERB dû_VERB
1880,7.870205081417225e-06,4.2421964963068604e-07
1881,8.113210242299829e-06,4.727360192191554e-07
1882,8.176140909199603e-06,4.232825006056373e-07
1883,8.59619649418164e-06,4.967000677424949e-07
1884,7.81178823672235e-06,4.2646962583603454e-07
1885,7.832091796444729e-06,4.45393425252405e-07
1886,7.824824933777563e-06,4.0721357663642266e-07
1887,8.3237264334457e-06,4.2829745439121325e-07
1888,8.231386345869396e-06,3.842412468202383e-07
1889,8.121496648527682e-06,4.479572908167029e-07
1890,7.900657692516688e-06,4.5880705101808417e-07
1891,8.08633558335714e-06,4.5703157525167626e-07
1892,7.98420387582155e-06,3.9993108202907024e-07
1893,8.17652926343726e-06,4.483327131765691e-07
1894,8.180658369383309e-06,4.820677759198588e-07
1895,7.69359485275345e-06,4.1829369479273737e-07
1896,7.833024028514046e-06,4.0866410699891276e-07
1897,7.804300366842654e-06,4.0553925373387756e-07
1898,8.244788659794722e-06,3.7741227743026684e-07
1899,8.057550985540729e-06,3.802973935762566e-07
1900,7.57322732169996e-06,4.2566637148411246e-07
1901,7.830381946405396e-06,4.107723157176224e-07
1902,7.012376499915263e-06,3.6679819004348246e-07
1903,7.723395356151741e-06,4.4065797055736766e-07
1904,7.667978024983313e-06,4.5791807679052e-07
1905,8.151419024216011e-06,3.849926315524499e-07
1906,8.034186976146884e-06,4.166789437931584e-07
1907,8.132377843139693e-06,4.443416798949329e-07
1908,7.933857887110207e-06,4.79351569993014e-07
1909,7.829549758753274e-06,4.015718104710686e-07
1910,7.858573553676251e-06,4.1417166585233645e-07
1911,7.935869689390529e-06,4.495716154906404e-07
1912,7.968851605255622e-06,4.959368880008697e-07
1913,7.606608505739132e-06,4.173452907707542e-07
1914,7.896130227891263e-06,3.8305373095681716e-07
1915,7.742316483927425e-06,4.936139248457039e-07
1916,7.531905339419609e-06,4.5927592395855754e-07
1917,7.3650508056744e-06,4.430435467384086e-07
1918,6.88723139319336e-06,3.9283406749746064e-07
1919,7.509000170102809e-06,3.8765040244470583e-07
1920,7.20346406524186e-06,4.2783108256116975e-07
1921,7.075975190673489e-06,3.846955678454833e-07
1922,7.338832347159041e-06,4.072620356510015e-07
1923,7.5744787864096e-06,4.862104105995968e-07
1924,7.679540431126952e-06,4.4733937443197647e-07
1925,7.552449005743256e-06,4.003336755431519e-07
1926,7.199290848802775e-06,4.848570256399398e-07
1927,7.366292720689671e-06,4.0806162360240705e-07
1928,7.257821380335372e-06,4.101948718471249e-07
1929,7.368264959950466e-06,4.901778538624058e-07
1930,7.469112460967153e-06,4.705614458089258e-07
1931,7.056494268908864e-06,3.8664160229018307e-07
1932,6.9878005888313055e-06,4.6906816919545236e-07
1933,6.967280114622554e-06,4.083555609213363e-07
1934,7.19254239811562e-06,4.660834633796185e-07
1935,6.73575050313957e-06,5.206203468333115e-07
1936,6.730429049639497e-06,4.4133960841463704e-07
1937,6.688401754217921e-06,4.1802510963862005e-07
1938,6.787289748899639e-06,4.978642209607642e-07
1939,6.773735094611766e-06,5.307035735313548e-07
1940,6.998760909482371e-06,4.7926295110301e-07
1941,6.378197213052772e-06,4.3091938550787745e-07
1942,6.632787062699208e-06,5.006449441680161e-07
1943,6.900990229041781e-06,5.25485575053608e-07
1944,6.879431566630956e-06,6.008658033351821e-07
1945,7.267489309015218e-06,4.901634156340151e-07
1946,6.7294618020241614e-06,4.886307465312711e-07
1947,7.443391950801015e-06,4.994844857719727e-07
1948,6.802540156058967e-06,4.435730147633876e-07
1949,6.535182365041692e-06,4.525640804331488e-07
1950,6.725802450091578e-06,4.360498166988691e-07
1951,6.873405709484359e-06,4.0086871422317927e-07
1952,6.607373961742269e-06,4.797885821972159e-07
1953,6.921106887602946e-06,4.21256658000857e-07
1954,6.805594239267521e-06,4.632182140085206e-07
1955,6.97632231094758e-06,4.805431217391742e-07
1956,6.676906195934862e-06,4.604762864346412e-07
1957,6.520258011732949e-06,4.426353825692786e-07
1958,6.1859836932853796e-06,4.127849422275176e-07
1959,6.446296993090073e-06,4.355920282250736e-07
1960,6.403847237379523e-06,3.8064584373387333e-07
1961,6.653557193203596e-06,4.314806858474185e-07
1962,6.317856787063647e-06,3.9954323938218295e-07
1963,6.058045073586982e-06,4.1318079979646427e-07
1964,6.785449841117952e-06,4.4473807747635874e-07
1965,6.658382517343853e-06,4.1806410422395857e-07
1966,6.1356331571005285e-06,3.91058676996181e-07
1967,6.8625340645667166e-06,4.540839029232302e-07
1968,6.290227702265838e-06,4.1680340245875414e-07
1969,6.359823601087555e-06,4.909639983452507e-07
1970,6.257025233935565e-06,3.7755532389383006e-07
1971,5.9230305851087905e-06,3.822967755695572e-07
1972,5.800144208478741e-06,4.068206465035473e-07
1973,5.803198291687295e-06,3.704872995058395e-07
1974,5.76677348362864e-06,3.2797083804325666e-07
1975,5.730328211939195e-06,4.0779968912829645e-07
1976,5.745522685174365e-06,3.622376141265704e-07
1977,5.535928266908741e-06,3.514315665142931e-07
1978,5.679205514752539e-06,4.1465327171863464e-07
1979,5.5892196542117745e-06,3.4409603699714353e-07
1980,5.461155524244532e-06,3.189369408573839e-07
1981,5.471600161399692e-06,3.1564491109747905e-07
1982,5.613444500340847e-06,3.7865763147237885e-07
1983,5.172875262360321e-06,3.9281266595025954e-07
1984,5.404675903264433e-06,3.502601089167001e-07
1985,5.015772330807522e-06,3.1220747587212827e-07
1986,5.4621750678052194e-06,3.087160109771503e-07
1987,5.293800768413348e-06,3.153181467041577e-07
1988,5.27336942468537e-06,3.1361975061372505e-07
1989,5.2987820708949585e-06,3.018467111814971e-07
1990,5.081411927676527e-06,3.1329742000707483e-07
1991,5.071925897937035e-06,3.241390231778496e-07
1992,5.323156983649824e-06,3.002919584105257e-07
1993,5.047325885243481e-06,3.002250537065265e-07
1994,5.008015250496101e-06,3.0805571782366314e-07
1995,4.92846538691083e-06,2.868476371986617e-07
1996,5.07545792061137e-06,2.6637079031388566e-07
1997,4.713860562333139e-06,2.603627820008114e-07
1998,4.813903160538757e-06,2.784587422866025e-07
1999,4.832073500438128e-06,2.742120557286398e-07
2000,4.490487299335655e-06,2.376900880562971e-07
2001,4.602462922775885e-06,2.6593954771669814e-07
2002,4.4171474655740894e-06,2.4972962364699924e-07
2003,4.618617367668776e-06,2.34597763437705e-07
2004,4.397743396111764e-06,2.39620646880212e-07
2005,4.226768851367524e-06,2.278897284213599e-07
2006,4.360845196060836e-06,2.1824816087701038e-07
2007,4.67394056613557e-06,2.2768533369799115e-07
2008,4.595054633682594e-06,2.1202049538260326e-07
2009,4.57317355539999e-06,2.427009917482792e-07
2010,4.647267360269325e-06,2.3146586158873106e-07
2011,4.265640654921299e-06,2.282911282236455e-07
2012,4.672677277994808e-06,2.1412749617866211e-07
2013,5.087642875878373e-06,2.3595997333814012e-07
2014,5.6167318689404055e-06,2.691648433028604e-07
2015,5.282764050207334e-06,2.4603986048532533e-07
2016,5.3562780522042885e-06,2.8273791485844413e-07
2017,4.757272563438164e-06,2.2640502095327975e-07
2018,4.824245024792617e-06,2.3104126967155025e-07
2019,5.032078661315609e-06,2.8060864565304655e-07
