year,sortant_VERB en_ADP,sortant_VERB dans_ADP
1839,3.0762491332048114e-08,2.7965900706306e-09
1840,3.6944195591637197e-08,3.1211473572323456e-08
1841,5.906904476660202e-08,2.6966304744746594e-08
1842,4.293289723733551e-08,1.0062397137744483e-08
1843,3.9576303123567413e-08,5.31621990873532e-09
1844,4.335963543766752e-08,9.330554162634286e-09
1845,4.966402722406116e-08,1.2276501593078137e-08
1846,6.615586300995346e-08,1.8148954339380907e-08
1847,3.1820020396367e-08,1.294373674909366e-08
1848,4.505324113779352e-08,1.930853166243196e-08
1849,3.016589289472904e-08,5.865590679832167e-09
1850,3.2587180953669304e-08,4.752297222410107e-09
1851,5.224045551699419e-08,1.5478653025979838e-08
1852,5.4688582773465555e-08,1.9531636308300904e-09
1853,3.941475013036211e-08,8.360704129017904e-09
1854,3.896748168585873e-08,5.7152309551611324e-09
1855,4.404757802944914e-08,1.4328730202350926e-08
1856,4.245295315286057e-08,1.4496129630003907e-08
1857,2.6360149729676152e-08,1.2203773103180993e-08
1858,4.404308290295589e-08,6.361778659424999e-09
1859,7.179964445214182e-08,7.638259802433822e-09
1860,3.707519011242333e-08,5.034902272882391e-09
1861,4.904602440847228e-08,1.933545146215465e-08
1862,5.421583537668084e-08,7.680577063240435e-09
1863,4.04564275413577e-08,7.991393324857654e-09
1864,3.404256854189214e-08,1.342523781033833e-08
1865,3.012380389577629e-08,1.1767110841276462e-08
1866,3.989802443982171e-08,1.702964524952222e-08
1867,2.9602150064533816e-08,2.038180824115443e-08
1868,3.7049055823246135e-08,1.2843672791973404e-08
1869,2.3929243475606654e-08,1.1720445947105418e-08
1870,3.899153355746421e-08,2.064257564882155e-08
1871,4.354682658913589e-08,5.3105884134652115e-09
1872,2.7817760095416588e-08,1.9351485747165498e-08
1873,4.728943653331541e-08,4.190203295451056e-09
1874,4.4809568278125766e-08,1.2546679417635431e-08
1875,4.9777286292851386e-08,1.7164581478379404e-08
1876,3.990369834561136e-08,4.232210137899983e-09
1877,4.0201303175280145e-08,7.421779191219002e-09
1878,7.669642920760111e-08,1.2078177569208037e-08
1879,5.498392852132383e-08,1.8938909107646396e-08
1880,6.546202957480318e-08,8.984985200299889e-09
1881,5.856906426515707e-08,1.1853263259808955e-08
1882,2.9283695024417966e-08,1.1314154724217929e-08
1883,3.728409847525427e-08,1.2006744043446815e-08
1884,5.0172896060018957e-08,1.0562715146988921e-08
1885,3.867381437316908e-08,1.3535834730848961e-08
1886,5.162771188338411e-08,2.065108462012688e-08
1887,4.7661148805389075e-08,1.697520346510828e-08
1888,2.9166828063864614e-08,2.4094335415725254e-08
1889,3.0072656143076415e-08,9.397704836544563e-09
1890,3.867087983167039e-08,9.176140736144589e-09
1891,3.6970476458009216e-08,1.3385862196457765e-08
1892,4.638699024894777e-08,8.775916882086676e-09
1893,2.9560398795425158e-08,2.3401982574000613e-08
1894,3.906954404442331e-08,8.82215522857166e-09
1895,2.407445731655855e-08,7.824198844375019e-09
1896,4.835563927052533e-08,1.0024948871034667e-08
1897,4.8944393427063915e-08,1.1070755867592652e-08
1898,6.054439705138748e-08,1.0750874190890158e-08
1899,5.30647525920358e-08,8.844125432005967e-09
1900,4.516216134398121e-08,2.232152929160236e-08
1901,4.4709910662632524e-08,9.500856101851696e-09
1902,5.794135021774949e-08,1.7185993794743837e-08
1903,2.6461079549733313e-08,1.1340462346964841e-08
1904,4.3534464033712084e-08,1.289910045443321e-08
1905,2.1159112462143526e-08,1.4450125207510212e-08
1906,3.806696469155213e-08,1.388929771195535e-08
1907,3.857132524487383e-08,1.439996183405512e-08
1908,4.862275382322423e-08,1.4734166997598663e-08
1909,8.416504826413984e-08,2.4204327431220918e-08
1910,1.1008950551172347e-07,1.6566866656297918e-08
1911,4.8947441211311116e-08,1.276889793899727e-08
1912,8.595544809253397e-08,2.0316742677106703e-08
1913,6.893886972392238e-08,1.8030165804816534e-08
1914,4.218948657097599e-08,2.477795241206948e-08
1915,1.2487608103128878e-07,4.005459075528961e-08
1916,1.39540770494051e-07,3.8456117179563876e-08
1917,6.141197916864627e-08,8.773139215101367e-09
1918,2.5270027848023346e-08,8.040463406189247e-09
1919,1.0589025656315698e-07,2.4861190439651182e-08
1920,5.073395126231617e-08,1.665890891899835e-08
1921,6.588290579756517e-08,1.5145495524393482e-08
1922,4.648099505288883e-08,2.287159944769357e-08
1923,7.218844721990081e-08,2.1231896241147297e-08
1924,4.8988171741370934e-08,1.1602462102189293e-08
1925,2.7495444809844116e-08,2.3096173862313663e-08
1926,5.3501465480110255e-08,3.566764306128789e-08
1927,3.5677520937582585e-08,2.0068604555945058e-08
1928,5.141718428802733e-08,1.3711249025050165e-08
1929,5.7930111374560056e-08,2.6736975522467787e-08
1930,2.941009036305786e-08,1.3654684494213143e-08
1931,4.334035708097872e-08,1.596749932275543e-08
1932,3.616647159532249e-08,8.767629289252454e-09
1933,4.129438391231588e-08,2.1794258175944492e-08
1934,4.7926320689839486e-08,2.2765002327673756e-08
1935,3.351119381989065e-08,1.6755597798123745e-08
1936,3.8799086166108054e-08,2.0612015205756506e-08
1937,4.280980281379243e-08,1.1332006444320086e-08
1938,3.1116513810047763e-08,1.8151300906765755e-08
1939,5.352917753498332e-08,9.176430282309411e-09
1940,2.028626333583361e-08,2.028626333583361e-08
1941,5.017554416397729e-08,1.1806010391524069e-08
1942,2.4273694831933312e-08,2.123948195098535e-08
1943,2.3225881884414434e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,3.213186161588055e-08
1945,4.357008043243127e-08,1.742803235060819e-08
1946,3.619487021211398e-08,1.3921104269343232e-08
1947,6.198852764427443e-08,1.549713246618012e-08
1948,4.566192846056083e-08,1.6307831973705333e-08
1949,2.4542520016268554e-08,8.835307596655184e-09
1950,2.3397794812751727e-08,2.2334258886758107e-08
1951,5.117472845483917e-08,2.985192459892261e-08
1952,2.7416489856157966e-08,2.003512733494972e-08
1953,2.477980309834038e-08,2.5857186614075545e-08
1954,3.0294862618518437e-08,1.172704378049616e-08
1955,2.1586898490966178e-08,1.6894095011821264e-08
1956,2.180285396669035e-08,3.0523995775411095e-08
1957,2.208759364297208e-08,1.0602045297236629e-08
1958,3.39161982942926e-08,1.9026160036350603e-08
1959,2.0927018340444192e-08,2.2477168570844697e-08
1960,1.730208309957959e-08,2.4222916783500636e-08
1961,2.91822690456911e-08,2.8487452730097118e-08
1962,3.6783347034941016e-08,2.346523936269662e-08
1963,1.5518528240221485e-08,3.103705603635376e-08
1964,2.1902285762820384e-08,1.2776333713215848e-08
1965,2.8454625877749606e-08,2.1888174217554734e-08
1966,3.489617084184715e-08,2.7695373772118614e-08
1967,2.9088979891511713e-08,2.218650940744027e-08
1968,3.593132680279609e-08,2.515192937257993e-08
1969,3.088395295058888e-08,1.998373461153946e-08
1970,2.20738796130604e-08,2.1614006945336328e-08
1971,2.6205827285963323e-08,1.6956712034499333e-08
1972,2.7702792060324555e-08,1.6929484925043425e-08
1973,2.3155456219114967e-08,1.4885650712059828e-08
1974,9.000914735768362e-09,1.518904385600095e-08
1975,2.341706872854843e-08,1.5420996035686585e-08
1976,2.628222439682304e-08,1.71405803994773e-08
1977,3.290997829807907e-08,1.8805701551549703e-08
1978,2.5544542925359792e-08,2.198018778098998e-08
1979,1.814111783016159e-08,2.57486831856113e-08
1980,2.274060340035078e-08,2.3877633426039324e-08
1981,3.3525412002077815e-08,2.7199863694704618e-08
1982,1.6139506286982908e-08,1.7381006189864934e-08
1983,1.894594836571173e-08,2.526126396951156e-08
1984,2.145633182237816e-08,3.0734745637417404e-08
1985,1.8046674599148105e-08,2.6468455871508922e-08
1986,2.2779044428489215e-08,2.3977941521202695e-08
1987,2.3832186446526293e-08,2.3832185558347874e-08
1988,1.7989661094119924e-08,1.7989661260653378e-08
1989,2.0854864946073803e-08,1.6464366314750123e-08
1990,2.0160009439607052e-08,2.1794604454505873e-08
1991,2.227356699080474e-08,2.872117887964265e-08
1992,1.818281503140895e-08,2.7549721226538537e-08
1993,1.550978068198816e-08,2.1048988885219444e-08
1994,2.2154691858844444e-08,3.270454462800387e-08
1995,1.9520823180130265e-08,1.518286268931135e-08
1996,2.135236965017384e-08,2.6156651289355182e-08
1997,2.3015493733069547e-08,2.1097535385372623e-08
1998,1.811889094316399e-08,2.1456580956424887e-08
1999,2.5136106529544122e-08,2.14799446007774e-08
2000,1.9439337695104086e-08,3.1368023289957137e-08
2001,2.4534785758589805e-08,2.1467937816321836e-08
2002,1.9277375029602695e-08,2.672545096338297e-08
2003,1.7917769490338742e-08,2.2501383700745947e-08
2004,1.7619165015858584e-08,2.9071622442700118e-08
2005,1.8014998826032524e-08,2.7923247714056743e-08
2006,1.8530504242164625e-08,2.923701880597207e-08
2007,2.71624605030496e-08,5.2727129773444403e-08
2008,3.2356542334355254e-08,4.598034886171831e-08
2009,2.3364143508786128e-08,5.769512823050604e-08
2010,3.259417252765573e-08,8.455589428635335e-08
2011,3.709252682781994e-08,8.259779749053564e-08
2012,4.4595711123918136e-08,1.0417013474040004e-07
2013,4.713621404306423e-08,9.036765113989986e-08
2014,5.4136129357118534e-08,1.004766549961289e-07
2015,4.80996864560268e-08,1.0528733307424432e-07
2016,6.317587253334978e-08,1.097810224948148e-07
2017,7.094024256915077e-08,1.0968065122796133e-07
2018,5.369450839509682e-08,1.1616600392727605e-07
2019,5.306054706721852e-08,1.0178440890129536e-07
