year,tant_ADV eu_VERB,tant_ADV dû_VERB
1888,5.389522428345117e-08,2.53624587998047e-09
1889,4.322944491264025e-08,4.385595886446936e-09
1890,4.3258950199742685e-08,1.3108772956016423e-09
1891,4.52569608455633e-08,1.2748440081367107e-09
1892,5.2655504845233736e-08,9.402768341715273e-09
1893,4.187723234849727e-08,8.621783287310336e-09
1894,5.608369946230596e-08,1.2603078580752936e-08
1895,4.634333095054899e-08,4.814891596538473e-09
1896,4.776593343081004e-08,1.1794058174530164e-08
1897,4.836172351474488e-08,3.4960281336537946e-09
1898,4.866185321361627e-08,5.092519295146758e-09
1899,4.753717419703207e-08,8.291367592505594e-09
1900,3.114631752509922e-08,5.19105292084987e-09
1901,4.191554126009578e-08,5.58873880507349e-09
1902,3.780918689244572e-08,8.838511256215043e-09
1903,4.050165358648883e-08,1.296052865029651e-08
1904,2.6335662539622717e-08,1.6123875568041512e-09
1905,3.612531429553201e-08,1.5482277682110634e-09
1906,5.452835694086389e-08,5.144184633820714e-09
1907,4.6285588695127444e-08,9.771402353919711e-09
1908,4.174680867663483e-08,3.929111258571538e-09
1909,5.721022944271681e-08,4.950885035270858e-09
1910,3.954671612405036e-08,1.068830179917768e-08
1911,3.8838731342139e-08,4.788336838146279e-09
1912,3.334029585744247e-08,8.335073964360618e-09
1913,3.8711824856818566e-08,3.181793939432964e-09
1914,2.678697441638178e-08,2.1429579888376793e-08
1915,4.7123048574349014e-08,2.3561523843085297e-09
1916,3.625862632361532e-08,9.888715624128963e-09
1917,4.8252267959014716e-08,7.676496771580332e-09
1918,5.743188324913717e-08,1.1486376294556067e-09
1919,2.8544329566670967e-08,1.1049418269237776e-08
1920,3.180337415642498e-08,1.0601124422748853e-08
1921,3.4077363153528495e-08,1.1359120755116692e-08
1922,3.39385017866789e-08,8.115729421831475e-09
1923,6.051090650771584e-08,1.2739137744688378e-08
1924,5.9301473953610184e-08,3.867487219366694e-09
1925,6.818870446068104e-08,7.698724324711748e-09
1926,4.904300965336006e-08,4.458455382660986e-09
1927,5.351628118432927e-08,1.0034302277972529e-08
1928,4.6846768242403414e-08,1.4853853258500749e-08
1929,5.124586976990031e-08,1.2254447234738564e-08
1930,3.571225093423891e-08,6.302162347537887e-09
1931,3.079446386777818e-08,2.2810713318222042e-09
1932,4.822195975862087e-08,3.287861094491973e-09
1933,3.326492148403304e-08,1.1470662197865522e-09
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,3.590485420090772e-08,2.393656828303392e-09
1936,3.15242587589637e-08,8.487299751891442e-09
1937,2.7700460591972842e-08,7.554670666820584e-09
1938,4.019216603978748e-08,6.482607339819424e-09
1939,3.058810094103137e-08,1.5294050470515685e-09
1940,3.550096039361961e-08,1.5214697057785997e-08
1941,6.788455664263893e-08,1.4757512545315876e-08
1942,7.58552971547033e-08,6.068423541449874e-09
1943,4.645176332473966e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,1.927911696952833e-08
1945,6.099811145077183e-08,2.178504043826024e-09
1946,3.201854070766785e-08,4.1763312808029696e-09
1947,3.5762614203349585e-08,7.152522574216391e-09
1948,3.370285384107774e-08,5.435944139264848e-09
1949,2.1597418964347526e-08,5.890204768377316e-09
1950,3.403315673722318e-08,8.508289184305795e-09
1951,3.5182626589858046e-08,1.1727541604500402e-08
1952,2.6362009464264702e-08,7.381362632230548e-09
1953,4.417269394707546e-08,2.1547654771580937e-09
1954,3.518113089739927e-08,1.9545072227344917e-09
1955,2.1586897602787758e-08,1.5016972554349195e-08
1956,2.9651880950609666e-08,1.744228317335228e-09
1957,2.47381048978923e-08,1.7670075402875796e-09
1958,2.4816730004317833e-08,9.099467845885556e-09
1959,2.5577467255288866e-08,5.425523585955716e-09
1960,3.391208380776334e-08,8.305000243069571e-09
1961,3.543561177821175e-08,2.08444772553662e-09
1962,2.663621678777872e-08,5.7077609305622445e-09
1963,2.133797494252576e-08,9.69907976156037e-09
1964,3.224503331011874e-08,3.041984220075733e-09
1965,3.0643441562006046e-08,4.924839203113152e-09
1966,3.323444985880997e-08,6.092982118843793e-09
1967,3.3526280418527676e-08,1.9721342336964653e-09
1968,2.784677910483424e-08,6.737123747768692e-09
1969,3.088395317263348e-08,5.904285060864822e-09
1970,3.4030566808951335e-08,5.058597540852361e-09
1971,3.0316545718278576e-08,7.193756701440179e-09
1972,3.283293992240033e-08,1.2825367434743384e-08
1973,4.465695013777804e-08,9.37244681864513e-09
1974,2.5877628928583363e-08,6.1881286761433785e-09
1975,2.1703623787061588e-08,5.711480177694739e-09
1976,2.856763359204706e-08,5.713526984862938e-09
1977,1.9981058585472056e-08,4.7014254711541525e-09
1978,2.1386128423728223e-08,4.158414057542359e-09
1979,3.5697038214266286e-08,9.948355028654987e-09
1980,3.240536017301565e-08,3.97960553399912e-09
1981,3.0362638625547334e-08,2.5302198114474095e-09
1982,2.9175261317959666e-08,8.690503427999374e-09
1983,2.2103606056589342e-08,7.57837881337764e-09
1984,2.3775934110403796e-08,4.059305780401701e-09
1985,3.549179083961462e-08,9.02333674446254e-09
1986,1.7384007122700496e-08,8.991728250862252e-09
1987,2.4443266966045485e-08,4.277571630240118e-09
1988,2.5185526553173077e-08,5.99655392008458e-09
1989,2.798942233539492e-08,1.4269117443177493e-08
1990,2.45189291092629e-08,5.448650863826288e-09
1991,2.4032006606944378e-08,2.344586080837985e-09
1992,2.5345743281945943e-08,6.61193322315512e-09
1993,2.2710750613441633e-08,7.754890063438324e-09
1994,2.8484603120659813e-08,8.439882570598911e-09
1995,2.0063067651676647e-08,9.760411145975922e-09
1996,1.7081895009596337e-08,1.4412848692302305e-08
1997,1.8220598363427598e-08,5.274384040632185e-09
1998,2.43174582692518e-08,9.536258005482523e-09
1999,2.6050146928469076e-08,1.1882523409667556e-08
2000,2.385736941334926e-08,1.3695897749244068e-08
2001,3.5487815353008045e-08,1.0514908055370142e-08
2002,2.541108479192644e-08,3.066854992184176e-09
2003,2.541822929913451e-08,5.416999737661854e-09
2004,2.114299846311951e-08,1.1011977996133737e-08
2005,2.2068373795036678e-08,8.106749049829887e-09
2006,3.211954080484247e-08,9.471146533712727e-09
2007,2.5165221018141892e-08,4.7933754743212376e-09
2008,2.8950589481269162e-08,1.1495087548496485e-08
2009,3.147006921722095e-08,9.059565542202108e-09
2010,2.220182793166714e-08,1.1337103700270745e-08
2011,2.4855816960211996e-08,9.177532511728259e-09
2012,3.3702100665777834e-08,8.851056776393307e-09
2013,2.7612337305527035e-08,5.29933741333366e-09
2014,3.594638897652658e-08,1.0827226226695075e-08
2015,3.3913604369217865e-08,8.201329393386914e-09
2016,3.728412067971476e-08,8.492493819289848e-09
2017,2.440143020976393e-08,6.792150397672003e-09
2018,2.5556520455438658e-08,8.518839855753413e-09
2019,3.7244422657067844e-08,1.0969247732361964e-08
