year,aient_VERB eu_VERB,aient_VERB dû_VERB
1949,1.3792896425002255e-06,1.7179765166019934e-07
1950,1.2411467196216108e-06,1.595304155443955e-07
1951,1.411569542142388e-06,1.4392892921932798e-07
1952,1.3339176803128794e-06,1.370824520563474e-07
1953,1.3531927152143908e-06,1.842324479639501e-07
1954,1.3456782426146674e-06,1.3974727153254207e-07
1955,1.3778072798231733e-06,1.0699592678520276e-07
1956,1.2401463891364983e-06,1.1424695145478836e-07
1957,1.4127225540505606e-06,1.4842864004549483e-07
1958,1.3103233413858106e-06,1.414553594258905e-07
1959,1.374982616653142e-06,1.4338883147502202e-07
1960,1.3585596434495528e-06,1.453374949278441e-07
1961,1.299305836255371e-06,1.5285949928056652e-07
1962,1.3191269090384594e-06,1.236681441696419e-07
1963,1.3048495475231903e-06,1.319074840466783e-07
1964,1.3159623222236405e-06,1.2046257324982435e-07
1965,1.4101456144999247e-06,1.2804581217551458e-07
1966,1.3310396980159567e-06,1.3570732448897616e-07
1967,1.4460674719884992e-06,1.5875680503540934e-07
1968,1.3352979522096575e-06,1.5315727353026887e-07
1969,1.3384560588747263e-06,1.585073476917387e-07
1970,1.3304111234901939e-06,1.388814894198731e-07
1971,1.2157448736616061e-06,1.2434921359272266e-07
1972,1.209688662129338e-06,1.0978514097814696e-07
1973,1.269690869776241e-06,1.2184180775420828e-07
1974,1.184182792712818e-06,1.040730737145168e-07
1975,1.2119760413042968e-06,1.2336796828549268e-07
1976,1.2169812180218287e-06,1.2512623470684048e-07
1977,1.203564920615463e-06,1.1577260039530302e-07
1978,1.2207915460749064e-06,1.1049500159288073e-07
1979,1.2195512226753635e-06,1.316693953867798e-07
1980,1.1989982340310235e-06,1.1825113688246347e-07
1981,1.1518825431267032e-06,1.341016542255602e-07
1982,1.234051410392567e-06,1.2973680441064062e-07
1983,1.2302235745664802e-06,8.967748499344452e-08
1984,1.1632811265371856e-06,1.1656007359306386e-07
1985,1.0942300150418305e-06,1.118893777629637e-07
1986,1.083802999346517e-06,1.0430404984163033e-07
1987,1.2007755003651255e-06,8.61625153447676e-08
1988,1.1339483307892806e-06,1.193314176362037e-07
1989,1.0976244766425225e-06,1.0537194583548626e-07
1990,1.1398577726140502e-06,9.971031289524035e-08
1991,1.0779234571600682e-06,1.0667866945368587e-07
1992,1.126783558902389e-06,9.477103901645023e-08
1993,1.0181063316849759e-06,9.028907754782267e-08
1994,1.0776675480883569e-06,9.758614538668553e-08
1995,1.0665960417099996e-06,7.591431483433553e-08
1996,1.1135260820083204e-06,1.1049851167399538e-07
1997,1.0822076319527696e-06,7.240290500476476e-08
1998,1.0237173455607262e-06,8.868720158261567e-08
1999,1.0721691978687886e-06,9.96303839428947e-08
2000,1.0294013463862939e-06,7.99663695261188e-08
2001,9.75695911620278e-07,9.419605362381844e-08
2002,1.0164434343096218e-06,7.272827673432403e-08
2003,1.0354802952861064e-06,8.542191665128485e-08
2004,1.0144234465769841e-06,9.514349130768096e-08
2005,1.0043361271527829e-06,6.800662077921515e-08
2006,9.084064913622569e-07,9.512325505056651e-08
2007,9.379037919643451e-07,7.909069665856805e-08
2008,9.366367521579377e-07,6.428734167229777e-08
2009,8.868838108355703e-07,7.247652433761687e-08
2010,8.554789019399323e-07,6.991214007712188e-08
2011,7.410857847389707e-07,5.391800428355964e-08
2012,8.020419386411959e-07,7.14893104714065e-08
2013,8.646287597002811e-07,7.112269173603636e-08
2014,9.478153515374288e-07,6.496335203109993e-08
2015,8.278909149339597e-07,7.004378232977615e-08
2016,8.519421612618316e-07,5.965459592971456e-08
2017,7.841160254429269e-07,5.534344893476373e-08
2018,7.64888568483002e-07,7.228106824186398e-08
2019,8.489687388646416e-07,7.219295383720237e-08
