year,tout_DET hommage_NOUN,tout_DET dommage_NOUN
1853,5.195580832229041e-08,3.0038818499278364e-07
1854,5.819144260899023e-08,3.0914204440790627e-07
1855,7.217434117023913e-08,2.7330726126706395e-07
1856,6.419714426719736e-08,3.437653566251697e-07
1857,7.078188368758731e-08,2.250375668033655e-07
1858,8.955426933354715e-08,2.2217289163961595e-07
1859,5.1940168610542514e-08,2.856709313547867e-07
1860,6.957319892419989e-08,1.817141939142175e-07
1861,6.932466867226594e-08,2.1929231142081562e-07
1862,6.641440120080944e-08,2.2138132793614318e-07
1863,6.143383846080042e-08,2.4673427789778657e-07
1864,5.3221480555976086e-08,2.2966746504593516e-07
1865,4.28322831091954e-08,1.5250175522396603e-07
1866,4.087114940931613e-08,1.810007965730165e-07
1867,3.396968040192405e-08,2.174059492432434e-07
1868,5.088070442749171e-08,1.9808895501682855e-07
1869,7.618289732391759e-08,1.665280082718823e-07
1870,6.250113138150937e-08,2.3509599778037682e-07
1871,1.805600113868877e-08,2.028644825458059e-07
1872,8.647695515229259e-08,1.6872077335250424e-07
1873,6.285304382513957e-08,2.3884158117937204e-07
1874,3.644511537004291e-08,2.6168788824776357e-07
1875,4.6344369564188526e-08,2.1226865065671063e-07
1876,5.1995727723408436e-08,2.478866090172005e-07
1877,5.1333973072331673e-08,2.746058314073707e-07
1878,5.7371342288004e-08,1.8660784273372144e-07
1879,3.787781821529279e-08,2.3643088287172986e-07
1880,5.519347823224052e-08,2.2526640641729045e-07
1881,2.719278008322945e-08,2.3078999689118973e-07
1882,4.7918774281896503e-08,2.2827970735939118e-07
1883,4.73950407808843e-08,2.262323350876727e-07
1884,4.8192386081780114e-08,1.5976106571002902e-07
1885,3.480643329112354e-08,2.41066770989562e-07
1886,4.711028722681476e-08,2.1038292175035167e-07
1887,2.8727269063555383e-08,2.8009085450975135e-07
1888,2.53624587998047e-08,3.106901136362694e-07
1889,4.1976417453071235e-08,2.938349066283763e-07
1890,5.177965389790984e-08,3.441052829344926e-07
1891,4.015758514608336e-08,2.492320101410428e-07
1892,3.5103667528346705e-08,2.476062359590969e-07
1893,4.803564879196642e-08,2.6111686857177574e-07
1894,2.898708117982096e-08,2.671852783464601e-07
1895,2.6481902892783182e-08,2.3412409788647892e-07
1896,1.5332274894142017e-08,3.30823329619534e-07
1897,3.0881581292163673e-08,2.6103677974731454e-07
1898,2.602843285348655e-08,2.2972920810104824e-07
1899,2.9296165493519766e-08,2.901978604086253e-07
1900,4.100932027295556e-08,3.0056198241368293e-07
1901,2.9620316865930363e-08,3.33647719230612e-07
1902,3.093478684323969e-08,2.7939516300534706e-07
1903,1.674068350610014e-08,2.5543041815012657e-07
1904,3.493506461893503e-08,2.741058739985647e-07
1905,3.4577084306874895e-08,2.7145593417543523e-07
1906,3.54948734848648e-08,3.53919908491207e-07
1907,2.82856382760599e-08,3.044563348097995e-07
1908,4.322022562064376e-08,2.8044030209173343e-07
1909,2.9155212910580985e-08,2.1398825600371651e-07
1910,3.63402246073008e-08,2.2178225744795554e-07
1911,4.9479478292369095e-08,1.995140328503453e-07
1912,2.9693701275590456e-08,1.989998841267493e-07
1913,2.8636145010807468e-08,2.1848317022232777e-07
1914,3.884111221541531e-08,2.4041310542344263e-07
1915,4.5944972271172446e-08,3.0276557705377627e-07
1916,2.4172416956957932e-08,2.7248905531962464e-07
1917,2.3029490314740997e-08,2.610008902337313e-07
1918,3.675640414257941e-08,1.9871431078399837e-07
1919,3.498982398264516e-08,2.6150289933468684e-07
1920,2.2716696079783105e-08,2.294386156620476e-07
1921,3.256281289054641e-08,2.127942035912156e-07
1922,2.7298361793270942e-08,2.3609393906554033e-07
1923,2.866305948145964e-08,3.6412701742705167e-07
1924,2.5783248425170768e-08,2.8361574244684107e-07
1925,2.7495444365754906e-08,2.3206155752575341e-07
1926,2.7865345586519652e-08,2.4967349787630155e-07
1927,2.8987985345452216e-08,2.798455547292633e-07
1928,3.085031030636287e-08,2.7536760605073596e-07
1929,2.5622934884950155e-08,2.1166771535519047e-07
1930,1.7856125467119455e-08,2.1007207529066818e-07
1931,1.3686427990933225e-08,2.2582606629129032e-07
1932,1.2055490161699822e-08,2.498774289705352e-07
1933,1.2617728417652074e-08,2.707076234287342e-07
1934,1.0783422155213884e-08,2.0728133165448526e-07
1935,1.9149253738248717e-08,2.0465765437904793e-07
1936,1.9399543749187842e-08,1.8429566450706147e-07
1937,1.510934133364117e-08,2.40490360958745e-07
1938,2.463390824658518e-08,2.3855995046062617e-07
1939,1.988226472349197e-08,2.2941076061044896e-07
1940,2.2822046474857416e-08,2.307562407821706e-07
1941,2.6563522936839945e-08,2.4792620934022125e-07
1942,9.406056733496371e-08,1.8812113466992741e-07
1943,2.032264689866281e-08,1.2774234825485564e-07
1944,6.105053707017305e-08,1.4459337194239197e-07
1945,5.010559434026618e-08,9.367567477269745e-08
1946,2.5057986796639398e-08,1.6705325123211878e-07
1947,5.245183398727704e-08,2.0861524863136083e-07
1948,2.391815279167986e-08,1.261138971031528e-07
1949,2.257911879688379e-08,1.9732186373744298e-07
1950,1.8080113850516e-08,1.69102253533282e-07
1951,1.8124383327489113e-08,2.036327693133444e-07
1952,1.4762725264461096e-08,1.5711757184178055e-07
1953,1.939288907237824e-08,2.0039318471276601e-07
1954,1.2704296725729591e-08,1.798146627152164e-07
1955,2.0648337262230143e-08,1.726951825986589e-07
1956,1.744228317335228e-08,1.8750454655602766e-07
1957,1.4136060155767183e-08,1.5991417701144428e-07
1958,1.5717262158432277e-08,1.770260080746766e-07
1959,2.2477168570844697e-08,2.743764659918213e-07
1960,2.145458388724819e-08,1.806337515120049e-07
1961,2.570818979918954e-08,1.8829511105877828e-07
1962,1.7123282347597524e-08,2.2196846849453777e-07
1963,1.6165132787904213e-08,2.28251674450064e-07
1964,2.1293889262974375e-08,2.007709545281955e-07
1965,1.3132903875501256e-08,2.829046419350334e-07
1966,1.273987226824147e-08,2.3097941781458076e-07
1967,1.2325838516513699e-08,1.8488758213308643e-07
1968,2.2906220920049236e-08,1.1498024354850145e-07
1969,2.3617140465503894e-08,2.752305325870452e-07
1970,2.1614007472692265e-08,2.1338084366107068e-07
1971,1.4387512958791149e-08,1.9012070051616092e-07
1972,1.4364411160538992e-08,1.7493801451884394e-07
1973,1.7642251715077606e-08,2.0288590540928908e-07
1974,1.2376257407797908e-08,2.272731016716989e-07
1975,1.9990180177842376e-08,3.364061900157367e-07
1976,2.1140049488721502e-08,1.9254586103301108e-07
1977,1.4691954541845575e-08,1.7806648422435956e-07
1978,1.3663360332039076e-08,1.3841577928275228e-07
1979,1.6385525491990904e-08,1.7087762671508244e-07
1980,1.591842130332921e-08,1.534990676788084e-07
1981,1.5181319312773667e-08,1.7205494762251305e-07
1982,1.6139506286982908e-08,1.4711780194076596e-07
1983,1.0104506009689374e-08,1.7746037883625831e-07
1984,1.3337719650952096e-08,1.496144168555702e-07
1985,2.04528967095996e-08,1.4918584589906914e-07
1986,1.138952232526691e-08,2.5296728445312056e-07
1987,1.1610552352880887e-08,1.4421527971819614e-07
1988,6.596209356501959e-09,1.3852038982520298e-07
1989,1.2622680900520322e-08,1.6574129091395662e-07
1990,1.4166492867673242e-08,1.907027815661877e-07
1991,1.582595610116755e-08,1.7525780826588289e-07
1992,1.322386644631024e-08,1.4821749161342268e-07
1993,1.4955859883869493e-08,1.628526948849185e-07
1994,1.5297286770632468e-08,1.9991972344257647e-07
1995,1.5725107438413488e-08,1.9900394576666258e-07
1996,1.2811421035152648e-08,1.5160182087470275e-07
1997,1.917957836994333e-08,2.023445535570545e-07
1998,1.1920323061964666e-08,1.8214253394432944e-07
1999,1.6909743744131234e-08,1.8326506889820848e-07
2000,1.3254094155534801e-08,1.8379010668923002e-07
2001,1.2267392601739147e-08,1.7086726344928138e-07
2002,1.5334275516032392e-08,2.0153618329743495e-07
2003,1.4584230545455767e-08,1.9542867768507222e-07
2004,2.2023955659200567e-08,1.6077488762533676e-07
2005,1.3060873604864298e-08,1.7114248862526438e-07
2006,9.47114670024618e-09,1.4536151837774014e-07
2007,1.557846973643251e-08,1.4020623062549475e-07
2008,8.940623574815731e-09,1.5880250003874608e-07
2009,1.7642312499788204e-08,1.4733715225645483e-07
2010,1.039234459598859e-08,1.4549283200437912e-07
2011,9.942326933964907e-09,9.712888981994183e-08
2012,1.2595735232601157e-08,8.374461346605244e-08
2013,9.761937536101328e-09,1.124017403597577e-07
2014,1.2992670772593584e-08,1.2689508466223742e-07
2015,1.6845973282997306e-08,1.2612314126414503e-07
2016,1.3877978155552029e-08,1.3484423977416782e-07
2017,8.049956368161304e-09,1.1697592405823798e-07
2018,6.711813271831346e-09,1.2494298573528795e-07
2019,9.438654968718652e-09,1.0408030304276394e-07
