year,reconnaissant_VERB en_ADP,reconnaissant_VERB dans_ADP
1856,1.045792243914434e-07,2.0967616531919475e-07
1857,1.440045198641826e-07,1.937959042130899e-07
1858,1.8106600663259087e-07,2.0308755099840425e-07
1859,1.4665459513452106e-07,1.710970254364952e-07
1860,1.771370197189981e-07,1.6157459903354265e-07
1861,1.678883096989381e-07,1.9948526563950963e-07
1862,1.3734678905308328e-07,1.667136908523048e-07
1863,1.6931763990868376e-07,1.7131550045235144e-07
1864,1.3185502023560502e-07,2.0185804583405798e-07
1865,1.3791054165324113e-07,1.8027213699589595e-07
1866,1.5326680591343234e-07,1.8683953495468586e-07
1867,1.1064410365690946e-07,1.649955940763448e-07
1868,1.0225539437414e-07,2.0945065593025447e-07
1869,1.4845897844395495e-07,2.0022429003674347e-07
1870,1.6055336837794698e-07,1.85783174622145e-07
1871,1.561313007769627e-07,1.2532989046576404e-07
1872,1.390887988117484e-07,1.4755508503938586e-07
1873,1.3049490021899146e-07,1.6341792341556527e-07
1874,1.5533983876991897e-07,1.517550707319515e-07
1875,1.1957991574718108e-07,1.3788879993370529e-07
1876,1.0036384612277516e-07,1.5175497547481598e-07
1877,1.1132668475966057e-07,1.564758487226925e-07
1878,1.1353486373266719e-07,1.3044431379505284e-07
1879,1.19742776805154e-07,1.0813505868512152e-07
1880,9.434233749772147e-08,1.2258086412586522e-07
1881,8.924809891119878e-08,1.1365187646550368e-07
1882,1.2312462160934956e-07,1.5972923783635906e-07
1883,1.124842321509334e-07,1.333380561518993e-07
1884,1.168500389781002e-07,1.2411190919436876e-07
1885,1.0248560755599101e-07,1.5533981612136927e-07
1886,1.0970888864036965e-07,1.1874373684328532e-07
1887,1.0250411963674821e-07,1.416776598262004e-07
1888,1.0398607841466401e-07,1.1413106193458589e-07
1889,9.335053441361651e-08,1.428451206209047e-07
1890,9.110597165573608e-08,1.4223018585113323e-07
1891,1.0963658336748949e-07,7.712806127102567e-08
1892,9.402768785804483e-08,1.4731004505108558e-07
1893,1.2994259201981606e-07,1.5149704801764585e-07
1894,1.0775631897885773e-07,1.1846893732680996e-07
1895,9.027921699100716e-08,1.2037228991346183e-07
1896,1.2619641953648397e-07,1.4683602461706968e-07
1897,9.672344147837464e-08,1.1536892841057522e-07
1898,1.2731298593138263e-07,1.120354258254963e-07
1899,9.0652287454418e-08,1.0944605399743068e-07
1900,1.0174464204482092e-07,1.2043243380333024e-07
1901,9.053757299426479e-08,9.277306411981101e-08
1902,7.021705672460854e-08,9.133128031635351e-08
1903,8.100330095572872e-08,9.61239230434785e-08
1904,9.298101932841973e-08,1.0534265726391823e-07
1905,1.2282606998148538e-07,1.0527948612892857e-07
1906,1.0236926839546356e-07,9.105206344450778e-08
1907,6.994266743554078e-08,1.1879968297989763e-07
1908,7.317969630271648e-08,8.840499998719054e-08
1909,8.966603370907933e-08,1.3147350941267177e-07
1910,9.245380550026994e-08,1.0153886198516204e-07
1911,7.714542737957686e-08,1.0853563070511996e-07
1912,8.12669744831851e-08,1.0887690038430264e-07
1913,1.0552949292197411e-07,9.439321591031558e-08
1914,8.97363650054217e-08,7.366417831278227e-08
1915,6.24380365188415e-08,3.534228465440492e-08
1916,7.91097294339238e-08,1.3624452499527706e-07
1917,7.128175671944348e-08,8.663475625780848e-08
1918,1.0912057302192579e-07,8.614782132099208e-08
1919,1.0036555053716256e-07,8.010827873272675e-08
1920,9.162400038675855e-08,1.1509792141595199e-07
1921,1.0147481749323006e-07,8.254295025267311e-08
1922,1.0107771508671703e-07,8.558405184544426e-08
1923,8.068120482818131e-08,7.855801920086947e-08
1924,8.508472104651332e-08,1.0571132147418894e-07
1925,1.0778214321049973e-07,1.2647904767959517e-07
1926,1.2149290817831115e-07,1.1034677260823855e-07
1927,1.1818178036193672e-07,1.3379070029628792e-07
1928,9.712134718675713e-08,1.0283436990832229e-07
1929,1.2254447145920722e-07,1.0694790120169273e-07
1930,1.0083459267562489e-07,9.453243277057766e-08
1931,9.694552893790842e-08,8.325910361151045e-08
1932,6.466126700743757e-08,9.973178105582292e-08
1933,9.061823202927144e-08,8.488290248465091e-08
1934,1.0304159303586857e-07,1.0423974750040088e-07
1935,9.454944827069767e-08,7.540018831520001e-08
1936,9.942265810636286e-08,9.699771474913632e-08
1937,1.0072894696122603e-07,1.0954272777752294e-07
1938,7.390172507282244e-08,9.983215087938646e-08
1939,9.176430282309411e-08,7.952906067032472e-08
1940,5.832300686847702e-08,6.593035406510239e-08
1941,8.854507882460894e-08,8.854507926869815e-08
1942,7.888950648293758e-08,7.585529493425724e-08
1943,1.1903264240942235e-07,9.290352709356853e-08
1944,1.3816700850100005e-07,9.960876923287287e-08
1945,9.367567610496508e-08,1.0456819410364915e-07
1946,1.0301617336949676e-07,9.88398429768722e-08
1947,1.1205618832832442e-07,1.3470583848373963e-07
1948,1.0654449988933834e-07,9.241104770296715e-08
1949,1.1093219676183708e-07,8.442627041915785e-08
1950,7.976521354535748e-08,7.338399399259288e-08
1951,1.0234945890807978e-07,7.88943721463653e-08
1952,7.697706538856153e-08,6.32688207380383e-08
1953,1.0881565826181827e-07,1.1420257295391423e-07
1954,9.7725362024903e-08,8.697557030146186e-08
1955,9.479463791706166e-08,9.385607624423642e-08
1956,8.459507405689237e-08,9.418832624952245e-08
1957,9.541840650939548e-08,9.541840517712785e-08
1958,1.0836638575373314e-07,8.68585590119153e-08
1959,8.603329870737753e-08,9.223389696444428e-08
1960,9.481541507483371e-08,9.27391687888246e-08
1961,1.0700165553600982e-07,1.0074830636419563e-07
1962,9.195836758735254e-08,8.751899471803881e-08
1963,9.052474503334906e-08,1.0410345563371948e-07
1964,8.760914083083549e-08,8.882594015879874e-08
1965,8.372226156794227e-08,1.2530979098812622e-07
1966,1.0136506833902104e-07,1.1022758439338531e-07
1967,8.973211063079134e-08,9.318334481811519e-08
1968,1.0420084706197486e-07,1.1363282315102197e-07
1969,1.2807757343580306e-07,9.356021191120334e-08
1970,1.0485093060452755e-07,1.0531080496534173e-07
1971,9.146347146327116e-08,1.192108249892243e-07
1972,8.567345144427918e-08,9.285565871763879e-08
1973,9.207050588599941e-08,9.317314209056349e-08
1974,8.38210167941611e-08,1.1251143527957197e-07
1975,8.281646479701976e-08,9.595286343255793e-08
1976,7.941802548927512e-08,1.0170077491267193e-07
1977,7.81611966260698e-08,1.0460671440171154e-07
1978,9.089104491266653e-08,1.1702964908266722e-07
1979,8.017203256827088e-08,1.1879505912304467e-07
1980,8.47087431310456e-08,1.1597707461064033e-07
1981,9.867857553302883e-08,1.1322733772800575e-07
1982,9.249178400949631e-08,1.3346130578462123e-07
1983,1.0104505498986782e-07,1.326216381158929e-07
1984,8.524542138843572e-08,1.1887967321655424e-07
1985,9.023337099733908e-08,1.3414694155500229e-07
1986,1.1269632693711173e-07,1.3547537269786858e-07
1987,1.118279495671004e-07,1.2343850386287158e-07
1988,9.654451771368144e-08,1.2113038350136662e-07
1989,1.0207907408243955e-07,1.2512919234097808e-07
1990,9.807571732523002e-08,1.2749843536496996e-07
1991,9.612802998049119e-08,1.213323308490999e-07
1992,8.044518695626834e-08,1.5042147971655595e-07
1993,1.1355374951449448e-07,1.550978017128557e-07
1994,1.0286107166024294e-07,1.2343328048558533e-07
1995,1.1007575295707284e-07,1.5128637986805415e-07
1996,1.0462661048649124e-07,1.5106800566044853e-07
1997,1.0452870302657402e-07,1.3617499750040452e-07
1998,1.1681916323169617e-07,1.5544101339415306e-07
1999,1.2613755018264783e-07,1.5630087712992236e-07
2000,1.0691636465054444e-07,1.7186142997616116e-07
2001,1.0120599469587432e-07,1.6955289705578025e-07
2002,1.2311232300277197e-07,1.5159026522937324e-07
2003,1.104234552684602e-07,1.5750968440642055e-07
2004,1.1364361451882132e-07,1.8059643647205803e-07
2005,1.1214336836928851e-07,1.8690561010004103e-07
2006,1.1447733783143121e-07,1.7418674591596073e-07
2007,1.2462776233235218e-07,1.7176262101514794e-07
2008,1.1069343042180435e-07,1.788124661672441e-07
2009,1.182511741859571e-07,1.4876760268123235e-07
2010,1.1809482725055886e-07,1.7005654617818777e-07
2011,9.789368116130959e-08,1.1892552853609573e-07
2012,1.0382970661027002e-07,1.1846799408132824e-07
2013,1.0236089087456435e-07,1.3164669665499673e-07
2014,9.376377807512881e-08,1.2104838376103544e-07
2015,9.021461577773948e-08,1.334378372241929e-07
2016,1.1930918830671544e-07,1.381583807358311e-07
2017,9.861196170746211e-08,1.1068689897975048e-07
2018,9.964461167299987e-08,1.1126121268745237e-07
2019,1.0229460878363739e-07,1.2321271247728305e-07
