year,puissent_VERB écrire_VERB,puissent_VERB décrire_VERB
1960,5.536666680683311e-09,2.076250060767393e-09
1961,5.55852741612739e-09,8.33779090214648e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,6.466053470433053e-09,3.2330267352165265e-09
1964,9.734349326606662e-09,5.475571551727398e-09
1965,6.0192477668863376e-09,1.6416130677043839e-09
1966,7.200797291773142e-09,3.8773522170743036e-09
1967,1.0846738618397467e-08,3.451234853457663e-09
1968,1.392338955241712e-08,1.3474247273492779e-09
1969,9.537691525451919e-09,2.7250546263957176e-09
1970,1.3796174869185052e-08,6.898087434592526e-09
1971,4.624557625731995e-09,2.569198631618974e-09
1972,1.128632298730281e-08,4.104117490300041e-09
1973,1.1026407342740185e-08,7.718485406371656e-09
1974,8.438357568252286e-09,2.2502286700643026e-09
1975,7.996072248772634e-09,9.709516746170266e-09
1976,1.0284348483935446e-08,1.1427053969725876e-08
1977,1.057820764316375e-08,3.526069214387917e-09
1978,2.970295565063452e-09,2.3762365408686037e-09
1979,8.777959692451986e-09,7.022368020415115e-09
1980,1.7055452605774235e-09,4.548120546843393e-09
1981,5.060439622894819e-09,6.325549417596221e-09
1982,8.690503427999374e-09,1.2415004579935385e-09
1983,9.47297440490047e-09,2.5261264191556165e-09
1984,6.958810416790584e-09,2.3196033982486597e-09
1985,6.015557829641693e-09,6.617113967877231e-09
1986,9.591176741707841e-09,1.019062523255343e-08
1987,8.555143260480236e-09,2.4443267410134695e-09
1988,7.195864348830128e-09,5.396898483667201e-09
1989,1.4817929994137558e-08,3.2928733073589456e-09
1990,9.262707045820662e-09,3.2691906959314565e-09
1991,8.20605094986604e-09,5.8614650910726596e-09
1992,1.3774860363469088e-08,1.65298330578878e-09
1993,9.970573700002205e-09,4.4313659408601325e-09
1994,3.6924485691258724e-09,7.384897138251745e-09
1995,5.964695848348356e-09,4.337960657352369e-09
1996,1.2277611816102763e-08,2.6690460952494277e-09
1997,7.671831170341648e-09,3.3564262480467733e-09
1998,1.2873949017944142e-08,4.7681290027412615e-09
1999,7.769341614505265e-09,5.484241505371301e-09
2000,9.719669513685858e-09,5.3016377954406835e-09
2001,9.638665865452367e-09,6.133696661692056e-09
2002,4.81934359086722e-09,4.81934359086722e-09
2003,9.167230530238157e-09,6.250384210204629e-09
2004,8.369103632333008e-09,2.2023955992267474e-09
2005,4.503749373441224e-09,4.503749373441224e-09
2006,9.882935358973555e-09,2.8825228870488218e-09
2007,1.3181781888249589e-08,3.1955835755326234e-09
2008,9.79211112195344e-09,4.257439734089985e-09
2009,7.1522885392028e-09,4.291373478793048e-09
2010,7.558068837454357e-09,3.3066551718974324e-09
2011,1.3383901986685487e-08,2.2943831279320648e-09
2012,9.531907707582832e-09,4.425528388196653e-09
2013,7.80955033974351e-09,3.6258624991347688e-09
2014,9.744502982300673e-09,3.681256854903836e-09
2015,1.0417904761084174e-08,5.098123256885856e-09
2016,7.45682449121432e-09,4.349814286541687e-09
2017,9.810884549210641e-09,5.534344982294215e-09
2018,1.0067719991013746e-08,3.3559066636712487e-09
2019,5.3570743396846865e-09,3.06118530524202e-09
