year,voudront_VERB écrire_VERB,voudront_VERB décrire_VERB
1870,2.981705193860762e-08,0.0
1871,2.2304472935275044e-08,0.0
1872,9.675742873582749e-09,0.0
1873,8.380406590902112e-09,0.0
1874,2.0911132381229436e-08,0.0
1875,2.345826111138649e-08,5.721527140956084e-10
1876,1.3301232115736639e-08,0.0
1877,6.184816214727107e-09,6.184815992682502e-10
1878,1.2078177569208037e-08,3.0195443923020093e-09
1879,2.016077260691418e-08,1.832797580370027e-09
1880,1.9895322722618403e-08,0.0
1881,2.022027167924989e-08,4.8807553554297556e-09
1882,1.3310770263785798e-08,6.655385131892899e-10
1883,2.401348808689363e-08,6.319338941018771e-10
1884,1.5183903911974994e-08,0.0
1885,1.933690718658454e-08,0.0
1886,2.5813855941692054e-08,1.936039106809062e-09
1887,9.793386546164129e-09,0.0
1888,1.6485598663962264e-08,0.0
1889,5.6386229019267375e-09,0.0
1890,1.7696843102044113e-08,0.0
1891,3.059625441892422e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,1.23168328869383e-08,0.0
1894,1.071261657159539e-08,6.301539290376468e-10
1895,2.4074457982692365e-09,6.018614495673091e-10
1896,1.1794058174530164e-08,7.66613794667137e-09
1897,1.1653426668090106e-08,0.0
1898,1.584339415217073e-08,0.0
1899,1.9346524382513053e-08,0.0
1900,2.906989848838748e-08,0.0
1901,2.0119459875900247e-08,3.353243460679778e-09
1902,2.4060391012881155e-08,0.0
1903,1.7280704867062013e-08,5.940242076007962e-09
1904,2.1498500757388683e-08,0.0
1905,1.3934049469810361e-08,1.0321518084666081e-09
1906,9.259531807970234e-09,1.5432553013283723e-09
1907,1.5942815068115124e-08,1.028568674676933e-09
1908,1.3260750719723546e-08,0.0
1909,6.60118004702781e-09,0.0
1910,8.01622590529405e-09,0.0
1911,9.576673676292558e-09,1.5961122423746588e-09
1912,9.897900277167082e-09,2.0837684910901544e-09
1913,1.5378670781274195e-08,0.0
1914,8.705766774141921e-09,2.0090231700464756e-09
1915,2.238344798399794e-08,4.712304768617059e-09
1916,1.538244731591476e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,1.378365155346728e-08,4.594550517822427e-09
1919,6.4454939163738345e-09,0.0
1920,2.2716694303426266e-08,0.0
1921,1.5145494858259667e-09,7.572747429129834e-10
1922,9.591316185719734e-09,7.377935484775833e-10
1923,1.5923921736771263e-08,0.0
1924,1.675911143195208e-08,0.0
1925,8.798542339150117e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,6.8556245125250825e-09,0.0
1929,1.5596569369336066e-08,1.1140406375176326e-09
1930,9.453243521306831e-09,3.1510811737689437e-09
1931,5.7026783295555106e-09,0.0
1932,7.6716757391182e-09,3.287861094491973e-09
1933,5.735331320977366e-09,0.0
1934,5.990790086229936e-09,0.0
1935,9.574627313213568e-09,0.0
1936,1.091224355320719e-08,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,1.4261735792331365e-08,0.0
1939,9.176430282309411e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,0.0,0.0
1942,2.4273694165799498e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.907339353124371e-08,1.1920870957027319e-09
1948,2.174377566888097e-09,0.0
1949,9.817008317369869e-10,0.0
1950,9.571825110299415e-09,0.0
1951,5.330700769690111e-09,0.0
1952,0.0,0.0
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,0.0
1956,5.232684952005684e-09,0.0
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,5.790570245522986e-09,8.272243445794913e-10
1959,6.200598257066758e-09,0.0
1960,5.536666680683311e-09,0.0
1961,3.47407969059077e-09,0.0
1962,2.5367825617905737e-09,0.0
1963,1.0992290633282664e-08,0.0
1964,7.300761772910391e-09,1.2167936658258327e-09
1965,1.3132904541635071e-08,2.188817349590977e-09
1966,9.970334780007306e-09,0.0
1967,8.874604162656397e-09,4.930335584241163e-10
1968,4.491415683816058e-09,0.0
1969,6.358460868938209e-09,0.0
1970,7.3579600190498695e-09,0.0
1971,1.1304474689666222e-08,0.0
1972,7.182205497002769e-09,0.0
1973,2.205281512956958e-09,5.513203782392395e-10
1974,5.625571564138454e-09,5.625571675160757e-10
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,5.142174241967723e-09,0.0
1977,5.289103821581875e-09,0.0
1978,4.158414057542359e-09,0.0
1979,8.192762912528906e-09,0.0
1980,3.97960553399912e-09,0.0
1981,4.427884725544118e-09,6.325549528618524e-10
1982,6.828252629986764e-09,0.0
1983,5.68378455412244e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,3.0077789148208467e-09,0.0
1986,4.7955883708539204e-09,0.0
1987,2.4443267410134695e-09,0.0
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,4.390497743145261e-09,0.0
1990,3.814055737905164e-09,1.089730194969718e-09
1991,5.8614650910726596e-09,0.0
1992,2.7549720282848966e-09,0.0
1993,5.539207315052863e-09,0.0
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,4.880205572987961e-09,1.0844901643380922e-09
1996,5.338092190498855e-10,0.0
1997,3.835915585170824e-09,0.0
1998,2.3840645013706308e-09,4.768129224785866e-10
1999,5.0272213059088244e-09,0.0
2000,3.092622158362701e-09,2.6508188977203417e-09
2001,1.3143635069212678e-09,0.0
2002,4.381221607729913e-09,4.38122149670761e-10
2003,8.333845835650777e-10,0.0
2004,2.2023955992267474e-09,0.0
2005,2.251874686720612e-09,0.0
2006,1.2353669198716943e-09,0.0
2007,5.991719120856942e-09,3.994479469415779e-10
2008,1.2772318758180745e-09,0.0
2009,2.384096253749135e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,2.2943831279320648e-09,0.0
2012,1.7021263287730903e-09,0.0
2013,8.367375126105969e-10,0.0
2014,8.661780737106994e-10,0.0
2015,2.21657536769726e-09,0.0
2016,2.899876117012923e-09,0.0
2017,1.2578056374223934e-09,0.0
2018,1.8070267504555204e-09,0.0
2019,2.806086474294034e-09,2.55098775436835e-10
