year,auraient_VERB eu_VERB,auraient_VERB dû_VERB
1897,1.5644725408492377e-06,3.1167091947281733e-06
1898,1.5639692492186441e-06,2.880102556446218e-06
1899,1.525611651231884e-06,2.9937364161014557e-06
1900,1.508000991634617e-06,3.15148827212397e-06
1901,1.604526914888993e-06,3.025184469152009e-06
1902,1.2639070519071538e-06,2.723734496612451e-06
1903,1.3921768413638347e-06,3.079745511058718e-06
1904,1.3108710845699534e-06,2.986141680594301e-06
1905,1.4522375977321644e-06,2.911700221375213e-06
1906,1.4748377452633576e-06,2.923439978985698e-06
1907,1.5119959471121547e-06,2.939134901680518e-06
1908,1.4518066109303618e-06,2.944377683888888e-06
1909,1.4011004623171175e-06,3.0376431823242456e-06
1910,1.5353745084212278e-06,3.0803685149294324e-06
1911,1.3694642575501348e-06,2.9591919883387163e-06
1912,1.2862061566920602e-06,2.896438218158437e-06
1913,1.4238527228371822e-06,2.875281097658444e-06
1914,1.4418088767342851e-06,2.99076577903179e-06
1915,1.6987859225991997e-06,3.729789114004234e-06
1916,1.42946885262063e-06,3.489617938612355e-06
1917,1.511173309154401e-06,3.3140534014819423e-06
1918,1.5230934877763502e-06,3.419494305489934e-06
1919,1.5524432228630758e-06,3.4704380595940165e-06
1920,1.4288801821749075e-06,3.3499552500870777e-06
1921,1.3691527556147776e-06,3.15253464577836e-06
1922,1.29335205656389e-06,2.9961795462440932e-06
1923,1.3386710406848579e-06,2.8620595458050957e-06
1924,1.3497531199391233e-06,2.9882785383961163e-06
1925,1.2229974117872189e-06,2.7847386263601948e-06
1926,1.1547399481059983e-06,2.7932223929383326e-06
1927,1.1662089036690304e-06,2.763892780421884e-06
1928,1.1186094752702047e-06,2.806235670504975e-06
1929,1.2755765510519268e-06,2.8140666472609155e-06
1930,1.1207345096408972e-06,2.8422750801837537e-06
1931,1.1473788390503614e-06,2.7418477657192852e-06
1932,1.3151443454262335e-06,2.8878378088847967e-06
1933,1.1550956742212293e-06,2.8871656923001865e-06
1934,1.1658077028187108e-06,2.6898646865447517e-06
1935,9.7421832379041e-07,2.5336858016089536e-06
1936,1.064549906004686e-06,2.787471885312698e-06
1937,1.1332006124575855e-06,2.7209405288886046e-06
1938,1.1616832580330083e-06,2.621566409288789e-06
1939,1.1852889656438492e-06,2.6015179628302576e-06
1940,1.1791390761572984e-06,2.8045758426742395e-06
1941,1.1422315537856775e-06,3.184671413691831e-06
1942,9.224003747476672e-07,2.8218169063620735e-06
1943,1.080003471543023e-06,3.179042550982558e-06
1944,1.1310414720355766e-06,3.0332478218042525e-06
1945,1.2591752920343424e-06,3.2721129628043855e-06
1946,1.1944307516387198e-06,3.036192765648593e-06
1947,1.051420781550405e-06,3.159030711685773e-06
1948,1.0665321497072e-06,2.756023604888469e-06
1949,1.0798709126902395e-06,2.6829884518519975e-06
1950,1.009295829135226e-06,2.73860564448114e-06
1951,9.840473467193078e-07,2.7122605388285592e-06
1952,1.0323362857889151e-06,2.7279406822344754e-06
1953,1.007352807391726e-06,2.7914986731047975e-06
1954,9.752991445566295e-07,2.568222498666728e-06
1955,9.920587444867124e-07,2.670205503818579e-06
1956,8.773468493927794e-07,2.4523849333490944e-06
1957,1.0752240768852062e-06,2.427868366794428e-06
1958,9.463446417612431e-07,2.643809011715348e-06
1959,1.0068221172332414e-06,2.6670322768040933e-06
1960,9.22547087611747e-07,2.42367582359293e-06
1961,9.887230589811224e-07,2.496473598512239e-06
1962,1.05276478734595e-06,2.6109835289389594e-06
1963,9.899526958179194e-07,2.570256128819892e-06
1964,9.825608913160977e-07,2.5461406494287075e-06
1965,9.368138194076892e-07,2.6222032829537056e-06
1966,9.516130603515194e-07,2.6991910999640822e-06
1967,9.855740472630714e-07,2.5396159344381886e-06
1968,1.0734484021668322e-06,2.8008469143969705e-06
1969,1.119997477871948e-06,2.805898020596942e-06
1970,1.0351729997637449e-06,2.785447804853902e-06
1971,9.55741938923893e-07,2.4530709197279066e-06
1972,9.311216331298056e-07,2.4947903511929326e-06
1973,8.887284366210224e-07,2.5294577881140867e-06
1974,9.130303055826516e-07,2.6693337531469297e-06
1975,9.69238158177177e-07,2.43937324739818e-06
1976,9.878688160824822e-07,2.6642176180757815e-06
1977,8.685883585712872e-07,2.5035089947778033e-06
1978,9.409896506440418e-07,2.5146523512376007e-06
1979,9.187598379867268e-07,2.5274673589592567e-06
1980,9.437350172447623e-07,2.512836545065511e-06
1981,8.912699058782891e-07,2.4916339498304296e-06
1982,9.373328566653072e-07,2.5320400709460955e-06
1983,9.201415309689764e-07,2.4667624529683962e-06
1984,9.31320755626075e-07,2.589257292129332e-06
1985,8.927088401833316e-07,2.4748005671426654e-06
1986,9.399353189110116e-07,2.5464573809586e-06
1987,8.903460297915444e-07,2.6300956506020157e-06
1988,9.162734500023362e-07,2.523949433452799e-06
1989,8.94015101948753e-07,2.5772221761144465e-06
1990,9.115593115893716e-07,2.5047447707038373e-06
1991,8.927011663217854e-07,2.590767508081626e-06
1992,9.322825462731998e-07,2.542288257245673e-06
1993,9.200623480865033e-07,2.611736363178352e-06
1994,8.534831295037293e-07,2.651178192536463e-06
1995,8.816904824016092e-07,2.6635077574610477e-06
1996,8.850556696415879e-07,2.6364837140135933e-06
1997,9.388403441334958e-07,2.660686959643499e-06
1998,9.798505971048144e-07,2.5890942652040394e-06
1999,9.419184721082274e-07,2.4848184239090187e-06
2000,9.061382684194541e-07,2.3883878839114914e-06
2001,9.152351481134247e-07,2.5599420041544363e-06
2002,8.442613648185215e-07,2.6182178771705367e-06
2003,8.892213259059645e-07,2.5630743039073423e-06
2004,8.906487778403971e-07,2.5697552246128907e-06
2005,8.273387948065647e-07,2.502733650544542e-06
2006,8.709337180334842e-07,2.5411497972527286e-06
2007,8.464302254651557e-07,2.4558059976698132e-06
2008,8.75329590144247e-07,2.5540380192978773e-06
2009,8.620892231192556e-07,2.6029563287011115e-06
2010,8.76263584359549e-07,2.6557163437246345e-06
2011,8.431858304902562e-07,2.5655028821347514e-06
2012,9.324248253506084e-07,2.804763880703831e-06
2013,9.505338312010281e-07,3.066085128011764e-06
2014,1.0716788665376953e-06,3.3059852739825146e-06
2015,9.664269100539968e-07,2.9380707928794436e-06
2016,1.0338058018533047e-06,3.1150882477959385e-06
2017,8.726655664759164e-07,2.9973509754199767e-06
2018,9.60047486842086e-07,2.9692030238948064e-06
2019,9.920790944306646e-07,3.081848262809217e-06
