year,choisissant_VERB en_ADP,choisissant_VERB dans_ADP
1841,1.2841097074556274e-09,5.778493594732481e-08
1842,0.0,6.305768973646764e-08
1843,1.3585895075607368e-08,5.847841944017773e-08
1844,8.232841963717874e-09,8.891469605032398e-08
1845,0.0,5.357018739715613e-08
1846,6.439951460990301e-09,6.73267648299003e-08
1847,3.775256551818984e-09,7.17298744845607e-08
1848,8.045221711050488e-10,4.263967667839097e-08
1849,2.513824481908955e-09,4.273501730267526e-08
1850,6.788996032014438e-10,5.4311966479758667e-08
1851,6.449438760824933e-10,5.482022857883351e-08
1852,7.161600201754936e-09,4.362065597618425e-08
1853,1.1943863675867306e-09,5.61361577222641e-08
1854,2.5978321716024766e-09,5.195664609658479e-08
1855,3.1841622671890946e-09,5.306937111981824e-08
1856,5.177189232874468e-10,2.8474541557965694e-08
1857,9.763018171682347e-10,9.323682093054231e-08
1858,9.787352039936081e-10,3.866004216757091e-08
1859,6.619825576592575e-09,5.397703795040343e-08
1860,9.154367819341758e-10,7.506581600758011e-08
1861,5.187560159214399e-09,7.121104883545115e-08
1862,0.0,3.3884898442693157e-08
1863,4.495158911765884e-09,5.544029235693415e-08
1864,0.0,5.8495682186965325e-08
1865,3.765475486972036e-09,4.3302967933644965e-08
1866,2.432806400776144e-09,3.989802499493322e-08
1867,8.249779526181555e-09,8.540947860069537e-08
1868,4.44588676984381e-09,5.680855075240743e-08
1869,3.4184635122613827e-09,4.785848872757015e-08
1870,6.880858549607183e-09,4.931282093778577e-08
1871,2.1242354542039266e-09,5.523012092112367e-08
1872,1.2094678591978436e-09,6.47065334646868e-08
1873,5.986004469882289e-10,8.200826417947837e-08
1874,5.377148060148329e-09,3.943242177228967e-08
1875,2.8607636259891933e-09,1.1671915700617319e-07
1876,9.069021977836655e-09,5.320493179361563e-08
1877,2.4739263970730008e-09,7.483627295634676e-08
1878,1.3889904337816006e-08,6.099479760157678e-08
1879,7.331190543524713e-09,8.980707999484139e-08
1880,6.417846254436199e-09,5.776061584583658e-08
1881,6.972507515801141e-09,4.4624048234354063e-08
1882,4.6587693702804245e-09,6.455723577936112e-08
1883,6.951272890631799e-09,6.698499382951084e-08
1884,8.582206056928499e-09,6.79974796469196e-08
1885,6.445635691854079e-10,4.447488777259423e-08
1886,5.162771044009418e-09,4.130216879616455e-08
1887,1.3057849246322917e-09,7.442974159221905e-08
1888,5.07249175996094e-09,6.974676192150753e-08
1889,6.265136853755848e-09,7.14225620868092e-08
1890,6.554386478008212e-10,8.520702676761971e-08
1891,9.561330394092238e-09,6.692930920593199e-08
1892,3.761107425503951e-09,3.19694137829174e-08
1893,8.621783287310336e-09,4.9883173147691195e-08
1894,5.671385361338821e-09,4.032985034818637e-08
1895,6.018614495673091e-10,4.273216425154658e-08
1896,2.948514543632541e-09,4.540712339462516e-08
1897,4.661370844871726e-09,5.360576338375722e-08
1898,0.0,3.564763606522803e-08
1899,4.9748205555033564e-09,4.753717242067523e-08
1900,5.191053142894475e-10,4.3085741197046445e-08
1901,5.029864968975062e-09,4.470991044058792e-08
1902,2.455141867585553e-09,6.08875169172407e-08
1903,2.7001101354784396e-09,6.75027536090056e-08
1904,4.299700151477737e-09,5.213386433666756e-08
1905,6.708986699521802e-09,3.715746355048566e-08
1906,1.5432553013283723e-09,4.835533545799464e-08
1907,5.142843484406967e-09,4.0628462372183094e-08
1908,2.9468334439286537e-09,5.549869652732298e-08
1909,9.901770070541716e-09,6.436151078759167e-08
1910,7.481811059584231e-09,5.504475242279483e-08
1911,6.384448969498635e-09,4.0966881442727754e-08
1912,3.125652625612929e-09,3.386123859083767e-08
1913,1.590896969716482e-09,5.302989614097697e-08
1914,1.3393487430235496e-09,3.9510788085728166e-08
1915,0.0,4.4766895745951274e-08
1916,1.0987461607214755e-08,4.9443578564734025e-08
1917,8.773139548168274e-09,1.973956464951243e-08
1918,1.1486376294556067e-09,3.331049214239101e-08
1919,3.6831393490643904e-09,4.1435317399418636e-08
1920,6.815008557481406e-09,5.5277290300637105e-08
1921,5.300923255902035e-09,5.679560605154066e-08
1922,5.902348387820666e-09,4.0578645776889744e-08
1923,5.307974060286824e-09,4.140219900250486e-08
1924,2.578324886925998e-09,6.316896161706609e-08
1925,2.1996355847875293e-09,3.51941706888681e-08
1926,5.57306911730393e-09,3.566764306128789e-08
1927,0.0,4.9056588569129644e-08
1928,1.2568645679778001e-08,5.0274580498665955e-08
1929,5.570202965543558e-09,3.11931371843599e-08
1930,1.1553964007759987e-08,6.302161814630836e-08
1931,3.4216069977333063e-09,6.044839029328841e-08
1932,2.1919073223131136e-09,5.150982218538047e-08
1933,1.0323596200123575e-08,4.244144946596862e-08
1934,4.7926320689839486e-09,3.235026646564165e-08
1935,9.574627313213568e-09,8.018750108362838e-08
1936,1.2124714565686645e-09,4.122402952333459e-08
1937,5.0364472592434595e-09,4.5328024889101926e-08
1938,7.779128452511941e-09,4.1488687485546905e-08
1939,1.8352860564618823e-08,4.894096239382861e-08
1940,7.607348528892999e-09,7.607348861959906e-08
1941,1.7709016475464523e-08,5.60785480274717e-08
1942,9.102635090130207e-09,5.765002231150618e-08
1943,2.0322646676618206e-08,4.0645293575281016e-08
1944,9.639558484764166e-09,5.1410978585408884e-08
1945,1.3071024262956144e-08,3.485606603348401e-08
1946,9.744772988540262e-09,4.5939643200654245e-08
1947,1.4305045148432782e-08,2.9802177392568296e-08
1948,3.2615663503321457e-09,4.348755311411878e-08
1949,2.945102384188658e-09,6.577395428308819e-08
1950,6.381216888229346e-09,4.360498029321036e-08
1951,7.462981344019681e-09,5.117472945403989e-08
1952,1.370824520563474e-08,2.9525451195056007e-08
1953,1.1851209791302608e-08,4.955960719588148e-08
1954,9.772536557761669e-09,4.299915890015882e-08
1955,1.0324168187025862e-08,5.443652550951583e-08
1956,1.4825940475304833e-08,5.930376412166538e-08
1957,7.951533653738352e-09,5.477723252766964e-08
1958,9.926692356998501e-09,6.452350104213522e-08
1959,1.0851047171911432e-08,3.487836552906742e-08
1960,8.997083078554624e-09,5.398249869337235e-08
1961,6.25334317660986e-09,3.890969180186943e-08
1962,2.1562652108286784e-08,4.50278889729816e-08
1963,1.2285501505004959e-08,4.590897695333496e-08
1964,7.300761772910391e-09,4.623815996751546e-08
1965,1.1491291473930687e-08,5.143720827049947e-08
1966,8.862519940144864e-09,4.0989152072512525e-08
1967,5.91640286762285e-09,4.5359087930130215e-08
1968,9.431973424511852e-09,4.491415678264943e-08
1969,1.5441977002650376e-08,5.223021593003807e-08
1970,8.277704743875347e-09,3.265094794535628e-08
1971,9.762954888969944e-09,4.6759417671182746e-08
1972,1.0773308467548759e-08,3.5911027373991544e-08
1973,7.1671650836435674e-09,4.300299061288371e-08
1974,1.9689501584707614e-08,3.26283161600216e-08
1975,1.6563292959403952e-08,4.0551508817543436e-08
1976,8.570290255249802e-09,2.9710338966815186e-08
1977,1.2341241473201592e-08,3.819908195312749e-08
1978,1.0099005187669263e-08,4.455443547435323e-08
1979,1.7555919384903973e-08,4.564539279883206e-08
1980,1.5349906234973787e-08,2.8994268319593175e-08
1981,1.3283654176632353e-08,3.289285921415086e-08
1982,9.311253101884631e-09,4.531476704983106e-08
1983,1.326216381158929e-08,4.041802159626684e-08
1984,1.333771937339634e-08,3.653375202361531e-08
1985,1.3234227269620646e-08,3.910112700289403e-08
1986,1.7384007122700496e-08,3.5367463624425e-08
1987,1.2832715778898773e-08,3.238733015109574e-08
1988,1.139345240375178e-08,3.957725525083333e-08
1989,2.140367705294466e-08,3.347754684579485e-08
1990,1.1442167213715493e-08,3.160217609821103e-08
1991,1.2309077312977479e-08,4.5133283776976896e-08
1992,1.322386644631024e-08,3.691662686655661e-08
1993,1.3294098266669607e-08,2.215683042594563e-08
1994,1.687976508568667e-08,4.008944265443404e-08
1995,2.4943274112843028e-08,3.524592884218691e-08
1996,2.1886178203089912e-08,2.882569827278303e-08
1997,1.5343662451705598e-08,3.931813585822397e-08
1998,1.0966696883940585e-08,2.4317459379474826e-08
1999,1.8280804259251937e-08,3.427651018572675e-08
2000,2.4299172562969318e-08,3.843687346183344e-08
2001,1.2267393323384113e-08,2.9354119468472106e-08
2002,1.4019908789464353e-08,2.672545151849448e-08
2003,1.0833999475323708e-08,2.7501691590714472e-08
2004,1.3654853248112886e-08,3.8321682549469216e-08
2005,1.8465373230469595e-08,3.648036994707837e-08
2006,1.9354083113931608e-08,4.117890028965121e-08
2007,1.757570977645173e-08,4.473816961336752e-08
2008,1.915847844258245e-08,3.491100580843565e-08
2009,1.8595951667421673e-08,4.1483275481368764e-08
2010,1.2754241218715379e-08,2.9287516245535272e-08
2011,9.177532511728259e-09,3.6710130046913036e-08
2012,1.2255310155584453e-08,4.2893583407366265e-08
2013,1.1435412727855976e-08,3.8768839250025167e-08
2014,1.3209215388165774e-08,3.551330252093976e-08
2015,1.0861219659763499e-08,3.6351836540937654e-08
2016,8.078226088059637e-09,3.6662719637980956e-08
2017,1.1320251402935355e-08,2.616235761365715e-08
2018,1.1874746796980418e-08,2.4782080942920004e-08
2019,1.4285531590996214e-08,3.0611853274464806e-08
