year,priant_VERB en_ADP,priant_VERB dans_ADP
1841,9.50241214603409e-08,7.31942506604355e-08
1842,4.22620693996123e-08,4.8299508392801727e-08
1843,7.265500556741245e-08,5.729703778101225e-08
1844,3.787107161201675e-08,6.311845623940826e-08
1845,6.752075876192976e-08,5.078007314640587e-08
1846,6.557041842825129e-08,5.3861413107370026e-08
1847,5.8786138623645456e-08,5.9325458323655766e-08
1848,6.999342616609283e-08,2.654923214606697e-08
1849,7.541473623362549e-08,2.6814127807028854e-08
1850,4.752297044774423e-08,3.2926630311180816e-07
1851,5.675506131730401e-08,7.287865777527713e-08
1852,3.7761165305738587e-08,4.362065553209504e-08
1853,5.1358614694407834e-08,5.076142151061447e-08
1854,7.793496675789768e-08,5.611317616116551e-08
1855,7.164365101175463e-08,7.748127828222096e-08
1856,5.9019956644146276e-08,6.160854909564861e-08
1857,7.615153951867626e-08,5.4184750242214363e-08
1858,7.340513785702996e-08,6.117095097124547e-08
1859,6.670747132453414e-08,7.536416268827395e-08
1860,4.668727723866617e-08,6.04188272745887e-08
1861,6.413710862407385e-08,4.904602235455968e-08
1862,5.1053245186949425e-08,4.156547461775517e-08
1863,4.295374039786637e-08,6.89257646513397e-08
1864,7.671564639100126e-08,6.616724301800048e-08
1865,3.671338749677844e-08,5.17752880568878e-08
1866,6.714545985886389e-08,4.962925237439464e-08
1867,4.658699026549584e-08,5.823373960822664e-08
1868,5.3844627534438416e-08,4.1494942593089945e-08
1869,6.44624527090798e-08,4.883519311160711e-08
1870,4.12851512976431e-08,6.192772872282148e-08
1871,5.523012092112367e-08,4.991953161948004e-08
1872,5.503078881474721e-08,6.652073381019363e-08
1873,4.848663709422496e-08,4.130343034258743e-08
1874,7.289023251644267e-08,3.823749850084823e-08
1875,2.3458261777520306e-08,3.032409523484603e-08
1876,4.0508297605157395e-08,4.53451107773617e-08
1877,5.25709373810912e-08,3.6490413135581434e-08
1878,3.079935129157718e-08,4.227362010444935e-08
1879,4.704180311954076e-08,4.643087336830831e-08
1880,5.840239936105718e-08,2.5029599726167362e-08
1881,4.671580078330351e-08,1.5339516323820135e-08
1882,5.1246464183307694e-08,6.189507928411331e-08
1883,4.676310894069502e-08,2.464542170343975e-08
1884,3.3668655419205606e-08,2.5086449362277108e-08
1885,3.54509970268424e-08,3.2872741195788535e-08
1886,2.5168509498740832e-08,3.484870347847391e-08
1887,3.656197794521532e-08,2.3504128032758587e-08
1888,2.8532765483646472e-08,3.6775563927449184e-08
1889,4.6362010841516366e-08,5.5133202891965993e-08
1890,5.046877760150892e-08,4.522526708683472e-08
1891,3.505821177807178e-08,3.250852387282066e-08
1892,4.0745330665004076e-08,2.6327751978527658e-08
1893,3.510297480469049e-08,4.495644034818724e-08
1894,3.0877544077156927e-08,3.024738881585165e-08
1895,2.8287487907618925e-08,3.4306101071024386e-08
1896,4.422771837653272e-08,2.7716035688740703e-08
1897,3.4960280448359526e-08,1.2818770045441852e-08
1898,4.470100400943977e-08,2.885760985726904e-08
1899,5.638130140539488e-08,2.8743407654019393e-08
1900,5.087232191058888e-08,2.180242297811219e-08
1901,2.8502569193733507e-08,2.4031576728589243e-08
1902,2.6515532880466708e-08,2.7497589982772297e-08
1903,3.186130115295782e-08,3.294134276465854e-08
1904,2.418581246388385e-08,3.0635362691100454e-08
1905,4.18021492976095e-08,3.354493216534138e-08
1906,2.6235340733204993e-08,3.395161840558103e-08
1907,2.571421714447908e-08,1.954280415272791e-08
1908,5.009616854678711e-08,2.6030361421902626e-08
1909,4.070727727123469e-08,2.585462333115629e-08
1910,2.618633831996675e-08,3.90122991689168e-08
1911,4.9479478292369095e-08,3.351835786702395e-08
1912,3.33402970786878e-08,3.854971869499124e-08
1913,1.5378670781274195e-08,3.234823742204185e-08
1914,3.4823067096567684e-08,2.4777952134513725e-08
1915,1.8849219074468238e-08,2.4739600590351074e-08
1916,2.307367097387214e-08,3.29623865980011e-08
1917,1.7546279096336548e-08,3.289927263949721e-08
1918,3.44591288836682e-09,1.9526840588923733e-08
1919,2.6702760891339494e-08,3.038589824200244e-08
1920,2.3473917920568965e-08,3.028892692213958e-08
1921,1.4388220503924742e-08,1.741731914250977e-08
1922,2.4347186822204492e-08,1.9182632371439468e-08
1923,2.0170300985000722e-08,2.229349105320466e-08
1924,7.734974771800296e-09,1.8048273875415077e-08
1925,3.409435223034052e-08,3.8493624288094e-08
1926,2.229227646921572e-08,4.0126099776216506e-08
1927,1.672383753703599e-08,4.5711821883287485e-08
1928,1.4853853258500749e-08,2.8565102283550914e-08
1929,2.6736975300423182e-08,8.912325100141061e-09
1930,2.10072066408884e-08,2.941009036305786e-08
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,3.3974561830518724e-08,3.06867029564728e-08
1933,2.1794258842078307e-08,2.064719240024715e-08
1934,1.0783422155213884e-08,2.156684431042777e-08
1935,3.111753787976568e-08,2.154291234290895e-08
1936,1.091224266502877e-08,1.2124715009775855e-08
1937,2.644134844409507e-08,7.554670666820584e-09
1938,6.482607339819424e-09,2.3337385357535823e-08
1939,1.070583532936098e-08,2.9058696782158222e-08
1940,2.7893612752905028e-08,1.5214697501875207e-08
1941,3.5418032950929046e-08,1.7709016475464523e-08
1942,2.730790660265825e-08,3.034211815133858e-08
1943,5.806470415592457e-09,3.4838823381733164e-08
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,2.832055301382752e-08,2.178504132643866e-08
1946,6.960552134671616e-09,1.5313215584455975e-08
1947,1.0728783639279982e-08,1.907339353124371e-08
1948,1.4133454406817236e-08,2.5005341797168512e-08
1949,1.47255123650325e-08,5.890204768377316e-09
1950,1.2762433776458693e-08,1.914365022059883e-08
1951,1.919052317056469e-08,1.9190523947720806e-08
1952,9.490323193972472e-09,8.435843135146115e-09
1953,1.2928592529881655e-08,1.939288907237824e-08
1954,1.2704296725729591e-08,1.3681550115052232e-08
1955,2.3464019172081407e-08,1.783265446420046e-08
1956,1.3953826982771034e-08,1.5698054633972447e-08
1957,1.1485549400447326e-08,2.1204090927540165e-08
1958,1.8198935358704205e-08,1.5717262158432277e-08
1959,1.705164542897819e-08,1.007597205671118e-08
1960,2.8375417571169237e-08,1.7994166157109248e-08
1961,2.779263752472616e-08,2.084447814354462e-08
1962,3.23439771077183e-08,2.6636216454711814e-08
1963,1.8104949095487655e-08,2.133797571968188e-08
1964,2.1902286151398442e-08,2.494427059351878e-08
1965,2.3529786119524942e-08,1.6963335014441583e-08
1966,1.9386762417639147e-08,3.0464911593419686e-08
1967,2.3665610304757223e-08,2.662381248796919e-08
1968,2.8745061442236874e-08,2.245707975134792e-08
1969,2.861307499268939e-08,1.1808570538063279e-08
1970,2.207388050123882e-08,1.563566556783691e-08
1971,2.5691987537435068e-08,1.490135304038631e-08
1972,1.9494558134436346e-08,2.3598675014113724e-08
1973,2.7014698034122375e-08,2.7566018412361615e-08
1974,2.3064843424069892e-08,2.5877629872272934e-08
1975,1.1994108373158952e-08,2.341706917263764e-08
1976,1.656922776760439e-08,1.942599142656931e-08
1977,5.876782005476144e-09,1.645498848290572e-08
1978,2.5544542703315187e-08,1.0693064211864112e-08
1979,1.2289143591637242e-08,1.521513048885481e-08
1980,1.3075846183596695e-08,1.3644362084619388e-08
1981,2.087431305586307e-08,1.7711538680131866e-08
1982,1.6760256515979677e-08,1.6760255405756652e-08
1983,2.020901079813342e-08,2.084054351314535e-08
1984,1.623722339916256e-08,1.681712458179163e-08
1985,2.6468455871508922e-08,1.864822929409371e-08
1986,1.3787316233138114e-08,1.6185110141009318e-08
1987,1.4054878871849752e-08,2.0776777631681398e-08
1988,1.2592763276586538e-08,2.3986215624827167e-08
1989,1.5366742545097622e-08,2.140367705294466e-08
1990,8.717841559757744e-09,2.45189291092629e-08
1991,1.1722930182145319e-08,2.2859714121636898e-08
1992,8.815910279569295e-09,2.1488782309120324e-08
1993,2.9357799746776436e-08,1.8833305859278227e-08
1994,2.1099706870586488e-08,1.7934750518033837e-08
1995,2.0605312733845693e-08,2.4401028198006713e-08
1996,2.6690460952494277e-08,3.25623616959092e-08
1997,1.7741109914481967e-08,2.5412941084823615e-08
1998,1.7642078020685403e-08,2.908558804914918e-08
1999,1.5538684033922223e-08,1.8280805230697084e-08
2000,1.5463109903635086e-08,2.6066385050427243e-08
2001,1.7086726700199506e-08,2.015357480900093e-08
2002,2.1906107594560353e-08,2.453483965991765e-08
2003,2.6251614215766494e-08,3.291868982957524e-08
2004,2.026204040661561e-08,2.4226351952316705e-08
2005,1.6213499098860495e-08,2.9724747552251074e-08
2006,2.1824816787141543e-08,2.594270709366242e-08
2007,3.035804391204877e-08,2.2369084723417032e-08
2008,3.2782287273658284e-08,2.597038251117567e-08
2009,3.480780708109421e-08,3.147007010539937e-08
2010,2.645324093109025e-08,2.1257068993918438e-08
2011,3.441574913942702e-08,2.3708626950558198e-08
2012,3.0978700049644203e-08,2.8255296768975313e-08
2013,3.9605575485879285e-08,2.7612338693305816e-08
2014,3.356440170243502e-08,2.5552253160587846e-08
2015,3.723846619951843e-08,3.480023469393245e-08
2016,3.8941193380992445e-08,3.914832560902859e-08
2017,5.056378782342108e-08,2.7923286183284546e-08
2018,4.5691961991778385e-08,2.968686796389619e-08
2019,3.724442210195633e-08,2.7295568472140985e-08
