year,commençant_VERB en_ADP,commençant_VERB dans_ADP
1840,1.006410799142543e-07,4.968357103507515e-08
1841,1.3033713042176487e-07,3.5955071808757566e-08
1842,8.452414235193828e-08,2.4820581145945653e-08
1843,1.5771452410717757e-07,3.0125247241219455e-08
1844,1.3007890165006586e-07,8.232841963717874e-08
1845,1.4006372284214308e-07,2.622707206967334e-08
1846,1.258717781116303e-07,3.5127009301305634e-08
1847,1.3752720917636907e-07,2.426950729272903e-08
1848,1.3194163883678556e-07,3.781254370727183e-08
1849,9.217356322643866e-08,3.100383594301093e-08
1850,1.6361480437154796e-07,5.974316596990548e-08
1851,1.709101269398161e-07,1.3543821397732358e-08
1852,1.7383156292183344e-07,3.320378327842377e-08
1853,1.9468498169139536e-07,4.419229648888745e-08
1854,1.1690244861028987e-07,3.7928350904437025e-08
1855,1.0666943595083467e-07,5.678422709820552e-08
1856,1.4806760662011698e-07,3.00276967735158e-08
1857,1.415637571611228e-07,4.93032417114847e-08
1858,1.4485281196741084e-07,3.2787628612140907e-08
1859,1.3494259509805318e-07,3.7172863898149444e-08
1860,1.1305644398440506e-07,3.020941363729435e-08
1861,1.2685941808143752e-07,3.772771028920374e-08
1862,1.4864174607831515e-07,5.873382147303374e-08
1863,1.6132625602072181e-07,6.792684159595552e-08
1864,1.970633248804532e-07,5.801620961420895e-08
1865,1.798014488407773e-07,3.7184071155493825e-08
1866,1.7856798706361587e-07,1.2650593816943e-07
1867,1.737306476456979e-07,5.338092456952381e-08
1868,1.887031895186908e-07,4.841076606254546e-08
1869,1.6457459039997957e-07,3.955650629272611e-08
1870,1.8865020479097439e-07,5.9060702994884196e-08
1871,1.625040180197601e-07,5.2043770182308435e-08
1872,1.7053497236574344e-07,5.926392532273894e-08
1873,1.6341791936325123e-07,5.267683977905335e-08
1874,2.336072162378855e-07,5.795370805472544e-08
1875,1.607749074983289e-07,3.318485874981292e-08
1876,1.7352061831843457e-07,6.46923588032422e-08
1877,2.22653381953819e-07,8.720590860544775e-08
1878,1.8177656524454022e-07,3.985798358030479e-08
1879,2.3520902736606786e-07,4.3376209291068335e-08
1880,1.3670013143673998e-07,4.6208491255583795e-08
1881,1.6524842749721103e-07,6.902782700990429e-08
1882,1.8235754950524097e-07,5.856738738430067e-08
1883,2.2749619699169443e-07,6.066565561013704e-08
1884,1.6174157835280312e-07,3.1688144552788344e-08
1885,2.12705981272876e-07,3.545099502844096e-08
1886,2.1102826508467842e-07,4.001147657639592e-08
1887,1.7236360849715027e-07,4.831404176730558e-08
1888,1.9719311694643693e-07,4.375024031944008e-08
1889,1.685321819877572e-07,4.38559585869136e-08
1890,1.264996569716459e-07,3.6704562944578356e-08
1891,1.9441371779116423e-07,3.952016558450566e-08
1892,2.7393399104624905e-07,3.1969412672694375e-08
1893,2.0261190103454396e-07,4.3108915770417866e-08
1894,2.350474130885516e-07,4.726154534395732e-08
1895,1.8537331958334846e-07,2.8287487463529715e-08
1896,2.7539125269093745e-07,4.363801270335088e-08
1897,2.1675374894947197e-07,5.4188435072433094e-08
1898,1.9691074815142429e-07,2.319925584970406e-08
1899,2.1999761656843475e-07,4.366786932052946e-08
1900,2.133522880587435e-07,4.100931916273254e-08
1901,1.7157428922054407e-07,5.029864924566141e-08
1902,2.1556146245771401e-07,3.83002145554201e-08
1903,1.9116779093053538e-07,3.888158772724637e-08
1904,2.590569234683926e-07,6.503296567927919e-08
1905,1.8888377528725186e-07,2.167518786677647e-08
1906,1.5998413971374248e-07,5.555719440053508e-08
1907,1.4502818268535833e-07,4.885701043733093e-08
1908,1.6158469362537176e-07,3.339744591990268e-08
1909,1.7988216044484417e-07,4.0707277548790444e-08
1910,1.2451871400642744e-07,5.344150533215242e-08
1911,1.521627015499405e-07,5.213966658423885e-08
1912,1.4013342797269956e-07,3.5945006970905524e-08
1913,1.9037733300919513e-07,4.719660751106858e-08
1914,1.6072185360371805e-07,3.2144369221942526e-08
1915,1.5197183245163615e-07,2.9451904026700504e-08
1916,1.801943767532066e-07,2.746865512825991e-08
1917,1.250172424471785e-07,2.7416060532914344e-08
1918,1.0567466457445107e-07,6.432370991404923e-08
1919,1.4364243527964504e-07,3.591060920848932e-08
1920,1.1661237131477264e-07,4.846228218724491e-08
1921,1.7190136092359865e-07,1.0450391130234493e-07
1922,1.460831272614982e-07,2.8036154731125862e-08
1923,1.4013051918837505e-07,4.352538596208433e-08
1924,1.534103324374314e-07,3.609654797287476e-08
1925,1.2647905123230885e-07,3.519416935660047e-08
1926,1.3709749957513395e-07,3.789687108568529e-08
1927,1.3713547097893297e-07,5.1286433877528737e-08
1928,1.4396811520711594e-07,3.1992914983902665e-08
1929,1.5039548717510343e-07,3.3421218015305953e-08
1930,1.1764036200734296e-07,5.251801948880086e-08
1931,1.836262448762227e-07,5.246463974373228e-08
1932,1.3151443534198393e-07,4.7126007984843454e-08
1933,2.087660564420446e-07,5.850037609889114e-08
1934,1.6534580815630306e-07,4.31336868444987e-08
1935,1.6635914956708575e-07,4.787313656606784e-08
1936,1.4913398960203494e-07,3.273673021553236e-08
1937,1.271702911864736e-07,2.1404900851784703e-08
1938,1.2316954212110431e-07,5.0564334941327616e-08
1939,1.330582408698433e-07,5.047036566452334e-08
1940,1.0903866409783802e-07,3.550096039361961e-08
1941,1.2691460726799164e-07,4.132103725851266e-08
1942,1.6384744117026173e-07,4.247896612241675e-08
1943,1.335488235554294e-07,4.645176332473966e-08
1944,9.31823986860536e-08,8.354284375400312e-08
1945,2.2002891153505288e-07,3.92130714566008e-08
1946,1.5034793143797742e-07,2.227376683094917e-08
1947,1.0847992615303781e-07,2.6225915883415496e-08
1948,9.675979839585125e-08,2.283096534050344e-08
1949,1.0896879287791705e-07,2.7487622844546422e-08
1950,1.318784812465168e-07,3.296961992305114e-08
1951,1.5672260489374423e-07,2.9851924931989515e-08
1952,1.3181004998585877e-07,5.272401781830638e-08
1953,1.432919072286154e-07,2.3702420914872846e-08
1954,1.3779276253345074e-07,4.299915756789119e-08
1955,3.810556856720382e-07,2.0648336374051723e-08
1956,1.1163061452990064e-07,4.360570660111307e-08
1957,1.660987054563634e-07,3.3573144264664734e-08
1958,1.5634540329045876e-07,5.8732929297811154e-08
1959,1.1936151311786602e-07,3.720358821013292e-08
1960,1.3703250534291556e-07,3.668041514970355e-08
1961,1.5285950349941402e-07,3.265634873628187e-08
1962,1.1225262497305266e-07,3.932012904162008e-08
1963,1.441929926571106e-07,5.560805727000684e-08
1964,1.6305035455133066e-07,2.0077095319592786e-08
1965,1.8167183402084675e-07,4.158753097449619e-08
1966,2.1270046879351412e-07,3.76657076639475e-08
1967,1.4396580194642183e-07,2.8102911997507363e-08
1968,1.5495384486641228e-07,2.6948495823742036e-08
1969,1.3625272954342904e-07,2.3617140909593104e-08
1970,1.4945856907644384e-07,3.862929176534635e-08
1971,1.669979194929283e-07,3.5454942093338104e-08
1972,1.5749550641430687e-07,2.7189778206704318e-08
1973,1.7642252059246744e-07,3.6938466951852433e-08
1974,2.2896076234957263e-07,3.7691331888911606e-08
1975,1.9133458728504138e-07,1.9990181510110006e-08
1976,4.885065680859668e-07,4.056603930546743e-08
1977,1.6925131385292502e-07,3.1734623484602764e-08
1978,1.829702194200422e-07,3.683166660550796e-08
1979,3.0839899523016356e-07,3.1015458312744215e-08
1980,1.8817848523866587e-07,2.8425754194927322e-08
1981,1.8533860313141304e-07,2.340453342242199e-08
1982,1.3035754697909852e-07,3.7245014739006876e-08
1983,1.8819641400824594e-07,3.789189761960188e-08
1984,1.635320394655082e-07,2.783524044591701e-08
1985,1.7685740516526494e-07,3.5491794059261395e-08
1986,2.6735406066791256e-07,2.8773530280634674e-08
1987,1.6621421927709434e-07,4.338679959747793e-08
1988,1.7689833775591524e-07,2.5185526553173077e-08
1989,4.0996271977178367e-07,2.9635859544185905e-08
1990,1.9397197092985152e-07,3.4871367127209396e-08
1991,1.3188296854593773e-07,2.2859715009815318e-08
1992,1.5317644663781493e-07,2.8651709893523503e-08
1993,1.539899665559119e-07,2.6588196533339215e-08
1994,1.5402785713547473e-07,3.745197907356612e-08
1995,1.393569863950006e-07,3.19924611247302e-08
1996,1.1903945207336619e-07,3.790045433049727e-08
1997,1.256262405213704e-07,2.445396130035249e-08
1998,1.3255398734202117e-07,3.337690557270179e-08
1999,1.5675789932778628e-07,3.7475648806406525e-08
2000,1.1442701453034942e-07,2.827540224181746e-08
2001,1.279313788238312e-07,3.3297210655369724e-08
2002,9.813936152625047e-08,3.680226079438853e-08
2003,1.0167291675244883e-07,2.2084691242429955e-08
2004,1.2201271504252986e-07,3.30359333222674e-08
2005,1.3060874248793652e-07,3.69307469050284e-08
2006,8.729926315176328e-08,3.088417521723841e-08
2007,1.0665260186115688e-07,2.756190875530251e-08
2008,1.0813896955674807e-07,2.8950589925358372e-08
2009,9.82247627678845e-08,2.5271420067696226e-08
2010,9.069682427309544e-08,2.5980861906305108e-08
2011,8.833374987027298e-08,3.632773259987232e-08
2012,5.140421754923352e-08,2.178721802970074e-08
2013,5.661923790922785e-08,1.6176926076472142e-08
2014,4.157654794056942e-08,2.100481810707322e-08
2015,4.632642447433e-08,1.7954261410935146e-08
2016,5.46833776038369e-08,2.920589525778894e-08
2017,5.811062031568781e-08,2.5156113636626287e-08
2018,4.362678862612768e-08,2.2716906133979364e-08
2019,5.612173081814831e-08,2.193849463205666e-08
