year,voulant_VERB écrire_VERB,voulant_VERB décrire_VERB
1890,2.7528422208433767e-08,1.1142457290169716e-08
1891,1.6572971883732635e-08,2.5496880162734215e-09
1892,2.4447198043731078e-08,1.5044429702015805e-08
1893,8.005941354305435e-09,1.1085149909106917e-08
1894,2.0795079658242344e-08,7.561846926407156e-09
1895,1.1435367763823479e-08,6.018614495673091e-09
1896,2.299841250774648e-08,1.828079043697528e-08
1897,3.962165173732046e-08,8.740070001067579e-09
1898,2.319925584970406e-08,3.96084842702038e-09
1899,1.9899282222013426e-08,1.2160672469008205e-08
1900,1.19394225617242e-08,1.609226463195057e-08
1901,1.7325090251318898e-08,1.117747761014698e-08
1902,7.856454153909453e-09,3.928227076954727e-09
1903,1.1340462346964841e-08,2.1060859722865644e-08
1904,2.6873125946735854e-08,1.7736262236667244e-08
1905,1.3934049303276907e-08,1.0321517862621477e-08
1906,1.5432553901462143e-08,1.9033482345776065e-08
1907,9.771402686986619e-09,9.771402353919711e-09
1908,2.7503779476134582e-08,1.4734167219643268e-09
1909,2.3654228797909127e-08,1.6502951005747946e-08
1910,4.5425280648103694e-08,1.2291546891418648e-08
1911,2.9794095413038235e-08,6.384448969498635e-09
1912,3.2819353457114175e-08,2.031674295466246e-08
1913,3.1287638702082177e-08,5.833288518886093e-09
1914,2.4777952134513725e-08,8.705766774141921e-09
1915,3.180805618896443e-08,3.534228465440492e-09
1916,2.8567400889301098e-08,1.0987462051303964e-09
1917,1.535299465338369e-08,2.1932848870420685e-09
1918,9.189101035644853e-09,4.594550517822427e-09
1919,1.0128633542993981e-08,4.603924352863942e-09
1920,8.329454903588385e-09,7.572231730534895e-09
1921,2.8019164766135418e-08,6.8154727417280014e-09
1922,1.5493664795585005e-08,3.6889677423879164e-09
1923,2.3355084977083607e-08,3.1847844361720945e-09
1924,2.707241142374528e-08,1.4180786767070686e-08
1925,1.8696903136827814e-08,8.798542339150117e-09
1926,3.009457394398396e-08,6.687683296036084e-09
1927,3.3447674852027376e-08,1.3379069518926201e-08
1928,2.5137290915466792e-08,1.4853853258500749e-08
1929,3.8991421202894117e-08,7.798284684668033e-09
1930,2.10072066408884e-08,8.402882833991043e-09
1931,2.2810712430043623e-08,1.1405356659111021e-08
1932,1.8631212128639163e-08,7.671675850140502e-09
1933,9.176529758292418e-09,2.064719240024715e-08
1934,2.3963160344919743e-08,7.188948103475923e-09
1935,1.795242710045386e-08,5.98414207075848e-09
1936,2.0612014317578087e-08,7.274828739411987e-09
1937,2.0145788592884628e-08,6.295559185076627e-09
1938,1.426173557028676e-08,1.6854778905894818e-08
1939,2.2941075705773528e-08,1.5294050470515685e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,1.4757513433494296e-08,2.3612020783048138e-08
1942,3.3376330144108124e-08,1.8205270180260413e-08
1943,1.1903264329760077e-07,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,1.3071024262956144e-08,2.3963544037997053e-08
1946,1.6705325123211878e-08,2.7842208538686464e-09
1947,3.457052510924541e-08,3.5762612871081956e-09
1948,1.9569398101992874e-08,1.3046265623373188e-08
1949,1.3743811200228606e-08,1.079870937115146e-08
1950,1.808011429460521e-08,3.40331576254016e-08
1951,1.812438221726609e-08,8.529121409139861e-09
1952,1.4762725042416491e-08,9.49032352703938e-09
1953,7.541679392097933e-09,2.2625036955048472e-08
1954,1.9545072227344917e-08,9.772536335717064e-09
1955,1.783265579646809e-08,9.385607846468247e-09
1956,2.52913103793162e-08,1.2209598221346596e-08
1957,1.8553579672619946e-08,9.718541360559385e-09
1958,1.3235589735316466e-08,3.3088973783179654e-09
1959,1.3176271185244559e-08,9.300897385600138e-09
1960,9.689166802218097e-09,1.038124963770315e-08
1961,2.0844477033321596e-08,1.3201502446769098e-08
1962,8.8787386332001e-09,1.3952304422915063e-08
1963,3.620989863506452e-08,1.2932106718821501e-08
1964,2.433587364958356e-08,1.5818317766758128e-08
1965,1.532172105855878e-08,1.094408652591028e-08
1966,3.323444808245313e-08,7.754704434148607e-09
1967,2.2186510628685596e-08,1.824224149515885e-08
1968,3.143991178511385e-08,1.122853943158475e-08
1969,1.6350328146952364e-08,1.544197647529444e-08
1970,1.5175792844601688e-08,1.8854772854126622e-08
1971,1.9012070584523144e-08,8.22143575440748e-09
1972,1.898154344814884e-08,2.1033602415343466e-08
1973,2.039885438342992e-08,2.0398854161385316e-08
1974,2.3627400924652875e-08,7.313243399753588e-09
1975,2.056132863970106e-08,1.1994107929069742e-08
1976,1.7711933031350213e-08,1.25697592334717e-08
1977,1.2928920156696222e-08,1.4104275969373248e-08
1978,1.0693064433908717e-08,1.544553729360132e-08
1979,1.5215130266810206e-08,1.5800327934911707e-08
1980,7.390696055153967e-09,7.959210845953635e-09
1981,9.48832401537203e-09,2.5302198669585607e-09
1982,1.1173504455008754e-08,9.311253656996143e-09
1983,1.136756910824488e-08,1.0104506009689374e-08
1984,1.797692661398287e-08,1.1598016769198694e-08
1985,9.624892771675775e-09,8.421781050316213e-09
1986,1.4386765556650971e-08,1.9182353039326472e-08
1987,9.166224945733603e-09,1.0388388482773792e-08
1988,8.994830547059962e-09,1.2592763054541933e-08
1989,1.975724017722058e-08,1.3171492785346572e-08
1990,2.4518928887218294e-08,9.262706823776057e-09
1991,1.52398094144246e-08,8.206051171910644e-09
1992,2.3141765059797592e-08,1.1019888779273401e-08
1993,1.9387225380640416e-08,1.3848018731721368e-08
1994,1.74072576353268e-08,1.4242301504818755e-08
1995,9.218166452384935e-09,1.0302656505700725e-08
1996,1.4412848692302305e-08,1.3345230476247139e-08
1997,1.4384683666435194e-08,1.102825741838842e-08
1998,1.6688452286750532e-08,1.1920323061964666e-08
1999,1.3710603874450555e-08,1.1425502544071264e-08
2000,2.2090158147136663e-08,1.1928685039741538e-08
2001,1.358175633070502e-08,1.007678718245586e-08
2002,1.7963007969967748e-08,8.324320677211006e-09
2003,2.0001230893740285e-08,7.91715359937939e-09
2004,1.5416769638676442e-08,1.0571499231559756e-08
2005,1.5312748846696422e-08,1.0358623625528196e-08
2006,1.647155989381588e-08,1.3589036562677848e-08
2007,1.1583990128238852e-08,7.988958938831558e-09
2008,1.74555030429957e-08,9.366367237362283e-09
2009,7.629107789952627e-09,6.675469510497578e-09
2010,1.0864724231396394e-08,4.2514138876015295e-09
2011,4.5887662558641296e-09,4.5887662558641296e-09
2012,1.361701096325163e-08,2.042551627834399e-09
2013,1.0877587830471214e-08,7.530637446961919e-09
2014,1.3209215277143471e-08,4.7639794331644225e-09
2015,7.093041445860315e-09,7.75801378694041e-09
2016,1.2220906508986218e-08,6.62828825159778e-09
2017,8.301517084863264e-09,4.024978267347379e-09
2018,1.187474646391351e-08,2.5814667070633845e-09
2019,1.147944506119103e-08,5.612173281654975e-09
