year,présentant_VERB en_ADP,présentant_VERB dans_ADP
1855,2.669389438381131e-07,2.1917649917213566e-07
1856,2.091584434538163e-07,2.2779632047331688e-07
1857,2.518858650546463e-07,2.694592922125594e-07
1858,1.7225740123194555e-07,1.8644905708242732e-07
1859,2.91272328922787e-07,2.7446813533060777e-07
1860,2.430484755677753e-07,2.677652446436696e-07
1861,2.527756534087544e-07,2.1882071621348587e-07
1862,2.5391082658643427e-07,2.3990506292648206e-07
1863,3.1166434055762693e-07,2.1277084272242064e-07
1864,2.3350325761839485e-07,2.6179213818977587e-07
1865,2.3204743332394528e-07,2.692314922114747e-07
1866,2.6566246447146113e-07,2.36955344234957e-07
1867,2.892275663413102e-07,2.0333280303930223e-07
1868,2.815728237237636e-07,2.5242755441468034e-07
1869,2.3587396924540371e-07,2.466177306814643e-07
1870,2.3681621863502755e-07,2.4599069092801074e-07
1871,2.8146121011651815e-07,2.495976616501139e-07
1872,3.3018472667123433e-07,3.0236697057262063e-07
1873,3.3761065088011577e-07,2.81940799595759e-07
1874,3.8954451042627625e-07,2.915609229603433e-07
1875,3.089624556196213e-07,2.998080219640542e-07
1876,3.8331732876706326e-07,2.7509366873346153e-07
1877,4.694275300698436e-07,2.7707974936674873e-07
1878,4.0643067222845275e-07,2.288814613393697e-07
1879,4.814148313325717e-07,2.339871514323022e-07
1880,3.600411664361758e-07,2.515795642921148e-07
1881,4.3020371720547956e-07,2.503130076547677e-07
1882,3.95995401580862e-07,3.161307802201918e-07
1883,3.6273005427078786e-07,2.7362736432223755e-07
1884,3.8817978520455654e-07,2.67368733375406e-07
1885,3.532208304735107e-07,2.7329494400873955e-07
1886,3.884985346758185e-07,2.5103975076490315e-07
1887,3.2644624070599093e-07,2.676859196526493e-07
1888,3.081538657578875e-07,2.644036385390791e-07
1889,3.546067262050201e-07,2.819311646362621e-07
1890,3.4738247328691685e-07,2.752842362951924e-07
1891,4.168739818899425e-07,3.027754473805544e-07
1892,4.870634029430221e-07,2.971274852825445e-07
1893,4.1569310843536655e-07,3.350178587879782e-07
1894,4.278745149299823e-07,2.608837235129613e-07
1895,3.707466476043919e-07,2.56994837855018e-07
1896,4.3638013380586926e-07,3.213880859220808e-07
1897,3.7116166140549467e-07,2.563753866979823e-07
1898,3.7345142800404574e-07,2.778252223833988e-07
1899,3.0291129959891805e-07,2.7140410452375363e-07
1900,3.690838803471763e-07,2.6370548766863067e-07
1901,3.688567744575266e-07,2.783191916932992e-07
1902,6.756550754438706e-07,3.280069620359427e-07
1903,3.3427364587446107e-07,2.6731089519671514e-07
1904,3.6816182280574594e-07,2.8539258778437215e-07
1905,4.892399667610903e-07,3.1170984016171133e-07
1906,3.832417405646993e-07,2.988771257150802e-07
1907,3.4405621418542864e-07,3.311991179089091e-07
1908,3.914377089131449e-07,2.8044030386809027e-07
1909,4.0542247425889855e-07,2.899018340940529e-07
1910,4.841800338439839e-07,2.8110233074585267e-07
1911,3.1603022421222704e-07,2.6974296929438424e-07
1912,3.6518042634270387e-07,3.000626520588412e-07
1913,3.754516626486293e-07,2.815887398810446e-07
1914,3.194346867019249e-07,2.7523617518454557e-07
1915,4.040801363514035e-07,2.3325908671267825e-07
1916,3.966473798300285e-07,1.9777431248257926e-07
1917,4.1343420775774575e-07,2.5661432800916373e-07
1918,2.504029907868244e-07,2.3087616796146904e-07
1919,3.4805667925574824e-07,1.8784010080707958e-07
1920,2.9834592396582593e-07,2.6502812033868395e-07
1921,3.8090919929345546e-07,2.695898047022638e-07
1922,4.079998291994791e-07,2.6486787874091533e-07
1923,3.206016288004321e-07,2.717682718866854e-07
1924,2.887723764555261e-07,2.1400096272827795e-07
1925,3.277457039096987e-07,2.276622836916431e-07
1926,2.8422652997850406e-07,2.641634750943922e-07
1927,3.6011996940032986e-07,2.9768429499199556e-07
1928,3.656333154022917e-07,2.365190567843456e-07
1929,3.097032907906083e-07,2.09439633636066e-07
1930,3.15108110271467e-07,2.6679151687858393e-07
1931,3.4786336478020985e-07,2.748691088072519e-07
1932,3.6056874819223594e-07,2.6631673222254904e-07
1933,3.659141272205346e-07,2.7644296096696053e-07
1934,4.2414793810507945e-07,2.731800350375124e-07
1935,3.626390228106402e-07,2.6928640295409423e-07
1936,3.734411961886508e-07,2.7765597110374074e-07
1937,3.336646176022029e-07,2.8204104296492005e-07
1938,3.020894977501243e-07,2.839381920693995e-07
1939,3.012927853873748e-07,2.4623420813441044e-07
1940,2.637214322476211e-07,2.155415472770983e-07
1941,6.02106524638657e-07,2.449747285027115e-07
1942,3.489343498586095e-07,2.548737825236458e-07
1943,4.470982171156379e-07,3.1064615768627846e-07
1944,2.731208326167689e-07,3.052526835745084e-07
1945,2.570634762832924e-07,1.9170835230397643e-07
1946,2.798141887083716e-07,1.9907179193978664e-07
1947,3.182872443385776e-07,2.086152477431824e-07
1948,3.8269044622118997e-07,2.4570465484430315e-07
1949,3.465403908275988e-07,2.297179975130348e-07
1950,3.5734815795329666e-07,2.4993099145831366e-07
1951,3.049160837154119e-07,2.270878525223452e-07
1952,4.4182727432229285e-07,2.2882224470777146e-07
1953,3.5445890800289703e-07,2.715004541187227e-07
1954,2.980623605708388e-07,2.0620051088826585e-07
1955,4.5050916286371034e-07,2.2056178750062827e-07
1956,4.0378886678738013e-07,2.3983139385563845e-07
1957,3.6665405289681985e-07,2.4296352307828784e-07
1958,3.7638706906761854e-07,2.208688982818785e-07
1959,3.278566271802674e-07,2.627503477015125e-07
1960,2.941354055874257e-07,1.9170708753790677e-07
1961,3.7936950914030376e-07,2.160877556889318e-07
1962,3.234397696338931e-07,2.1752910583927587e-07
1963,3.3946780675364607e-07,2.1467296562605043e-07
1964,3.1271597888959946e-07,1.965121754210486e-07
1965,3.13548082608861e-07,2.1176808218115184e-07
1966,2.7639981636795596e-07,1.883285420944958e-07
1967,2.938479890524093e-07,1.7354781789435947e-07
1968,2.5062099862083187e-07,1.8774117904740706e-07
1969,2.8113480099456467e-07,1.8076195829053177e-07
1970,2.635069407119772e-07,1.6003562564037566e-07
1971,2.666828295971868e-07,1.8703767068473098e-07
1972,2.4983815749557436e-07,2.09822999863718e-07
1973,2.3431116602523616e-07,1.6870403385382815e-07
1974,2.554009479460717e-07,1.4682741777960473e-07
1975,2.701530013027309e-07,1.3764666562110506e-07
1976,2.3368324431061183e-07,1.4626628797032026e-07
1977,2.40948055285628e-07,1.6337453700998594e-07
1978,2.465345358970694e-07,1.5861378699355555e-07
1979,2.6977596689903294e-07,1.462993282075331e-07
1980,2.2740603089488332e-07,1.722600586617773e-07
1981,2.890776240604964e-07,1.6825961779431964e-07
1982,2.340228357766705e-07,1.7443080935208854e-07
1983,2.797685083599788e-07,1.5283065124549466e-07
1984,2.3022063988520358e-07,1.432355105634997e-07
1985,2.1956786211418944e-07,1.5941229492000275e-07
1986,2.259921036973367e-07,1.4206931098215136e-07
1987,2.1021210017124758e-07,1.5460366853403684e-07
1988,2.212728413830689e-07,1.2352900569112535e-07
1989,2.0251171140017732e-07,1.3830067757680808e-07
1990,2.24484415056736e-07,1.1387680842744885e-07
1991,2.0984046056327088e-07,1.0492022539665413e-07
1992,1.834811431677963e-07,1.2232075619067473e-07
1993,2.2378397801503525e-07,1.301713723478315e-07
1994,1.8884237773519885e-07,1.250157595222845e-07
1995,2.1256007265435528e-07,9.001268352903935e-08
1996,1.7028514420758256e-07,1.1263374233294599e-07
1997,2.1337280919908608e-07,1.0404921368944997e-07
1998,1.964469191761964e-07,1.2587861419888213e-07
1999,1.5401578012941286e-07,1.1973926916653e-07
2000,1.7407044472506072e-07,1.241466804913216e-07
2001,1.866396210914445e-07,1.1916895914509951e-07
2002,2.0679365686504525e-07,1.2135983240568748e-07
2003,1.783443037695065e-07,1.1209022687808101e-07
2004,1.8984649630127137e-07,1.259770243677849e-07
2005,2.1978298558877896e-07,1.1844861091958592e-07
2006,1.84893262256125e-07,1.1900701935019242e-07
2007,1.8094991682815476e-07,1.2143217986704258e-07
2008,1.630599326674087e-07,1.1154492085552192e-07
2009,1.625953682804493e-07,1.1205252548052158e-07
2010,1.3698999445921345e-07,9.022444658057793e-08
2011,1.2695586337763132e-07,8.106820814646198e-08
2012,1.2834032925290728e-07,7.863823725529073e-08
2013,1.0263980482205781e-07,7.558529091511446e-08
2014,1.0740608136217134e-07,6.149864617555068e-08
2015,1.1348866024718518e-07,6.561063514709531e-08
2016,9.859578575799333e-08,7.601818197144894e-08
2017,9.685103963263941e-08,5.710437633865695e-08
2018,1.0222608337606687e-07,6.531110585683564e-08
2019,9.974362180642515e-08,6.351959314088163e-08
