year,grand_ADJ hommage_NOUN,grand_ADJ dommage_NOUN
1882,2.9283693692150337e-08,1.098804091270722e-06
1883,4.676310894069502e-08,1.1475920018710895e-06
1884,6.667713847718915e-08,1.1269096376054222e-06
1885,6.252266615547342e-08,1.1041373682019184e-06
1886,4.001147502208369e-08,1.0273914767822134e-06
1887,2.9380160526670807e-08,1.0224296147498535e-06
1888,4.628648753168818e-08,1.1229228675802005e-06
1889,3.195219733242993e-08,1.0675793191694538e-06
1890,4.915789730830511e-08,1.208628873428097e-06
1891,3.314594465564369e-08,1.1199504115211312e-06
1892,4.8894396087462155e-08,1.0556175311648985e-06
1893,3.079208354961338e-08,1.0475466751813656e-06
1894,3.969969597505951e-08,1.0158081522604334e-06
1895,4.8750777636996645e-08,1.0129327847607783e-06
1896,3.656158042986135e-08,1.0632343219185714e-06
1897,3.612562338162206e-08,1.0394857099527144e-06
1898,4.866185321361627e-08,1.0190697139478289e-06
1899,3.371822998587959e-08,1.1182290791111882e-06
1900,4.360484595622438e-08,1.0719525107560912e-06
1901,3.63268028991115e-08,1.0495651849851129e-06
1902,3.0443761289689064e-08,9.31480826693587e-07
1903,4.212171944573129e-08,1.1059651114919689e-06
1904,3.7622378101787035e-08,1.1802676453953609e-06
1905,6.244518147013878e-08,1.032667910294549e-06
1906,3.7038127231880935e-08,1.102913188333332e-06
1907,2.9314207949937554e-08,1.1324541446811054e-06
1908,2.504808449543816e-08,1.1001511666108854e-06
1909,3.960708028216686e-08,1.102397050090076e-06
1910,3.153049021875631e-08,1.0549352964517311e-06
1911,3.830669470517023e-08,1.102381474993308e-06
1912,2.5526164293410147e-08,1.10439725631295e-06
1913,3.340883480973389e-08,1.101961288441089e-06
1914,3.214437072074361e-08,1.1237135595365544e-06
1915,2.9451904026700504e-08,9.64844389272912e-07
1916,2.966614687238689e-08,1.1613747119554318e-06
1917,2.52227767560953e-08,1.0801927601278294e-06
1918,4.020231614276781e-08,1.0360711257817456e-06
1919,4.051453217357448e-08,1.0165464345845976e-06
1920,3.48322650722821e-08,1.1108463695563842e-06
1921,5.6038331308627676e-08,1.0889610848607845e-06
1922,3.39385017866789e-08,1.2070302091160556e-06
1923,3.290944050604594e-08,1.1964173154410673e-06
1924,3.609654797287476e-08,1.1073905170633225e-06
1925,4.2892892793133797e-08,1.126213419411215e-06
1926,3.1209186346359274e-08,9.897770496536396e-07
1927,5.9090890403012963e-08,9.677527259555063e-07
1928,3.313552099371009e-08,9.472188366999035e-07
1929,4.0105462062456354e-08,1.0093208402395248e-06
1930,5.3568378177715203e-08,9.369214239995927e-07
1931,3.649714130915527e-08,9.169907002615219e-07
1932,4.383814555808385e-08,8.647074309919844e-07
1933,4.01473165823063e-08,8.339171699844883e-07
1934,4.4331848414458364e-08,9.058074397216842e-07
1935,4.547948151412129e-08,9.38313462484075e-07
1936,3.273672888326473e-08,8.184182433979004e-07
1937,4.406891207509034e-08,8.108680162877135e-07
1938,2.9819993585533666e-08,8.336633072758559e-07
1939,3.976452944698394e-08,7.769377816657652e-07
1940,5.325144059042941e-08,7.277697022800567e-07
1941,7.67390702094417e-08,7.732936637694365e-07
1942,2.4273694165799498e-08,7.97997699919506e-07
1943,5.2258233296242906e-08,9.551644097882672e-07
1944,4.177142187700156e-08,9.093316748476354e-07
1945,6.099811145077183e-08,7.907969461484754e-07
1946,3.062643116891195e-08,7.308579483833455e-07
1947,5.602809238780537e-08,7.474386052308546e-07
1948,4.892349636520521e-08,6.968880370550323e-07
1949,3.7304630495782476e-08,5.801852012154995e-07
1950,4.1477910883713776e-08,6.125968070591625e-07
1951,3.1984203729962246e-08,6.450147793657379e-07
1952,5.061505703451985e-08,6.569412676071806e-07
1953,4.417269394707546e-08,6.453522587435145e-07
1954,3.420387528763058e-08,6.186015184539428e-07
1955,3.191106756617046e-08,6.016174438627786e-07
1956,4.971050771018781e-08,5.171636985323858e-07
1957,2.6505112771246786e-08,5.733939474339422e-07
1958,3.8052320405768114e-08,6.204182341207343e-07
1959,3.410329085795638e-08,5.83631333483936e-07
1960,5.536666591865469e-08,5.571270662585448e-07
1961,4.516303420132317e-08,5.509890570465359e-07
1962,4.693047728210331e-08,5.657025212713052e-07
1963,4.4615767080813384e-08,5.599601990979863e-07
1964,4.1979379972190145e-08,5.725013920709898e-07
1965,2.5171399187229326e-08,5.893390948585875e-07
1966,3.711179985543822e-08,5.450449407362612e-07
1967,3.056808139945133e-08,5.250807362244814e-07
1968,3.772789369804741e-08,6.543992867591442e-07
1969,3.724241537383932e-08,6.13591453202389e-07
1970,4.598724956395017e-08,5.297731036080222e-07
1971,3.288574390580834e-08,6.03761691309046e-07
1972,4.924940810724365e-08,5.535428613256954e-07
1973,2.921997932503473e-08,4.5980118557054084e-07
1974,3.994155761688489e-08,4.29231107546002e-07
1975,2.9699696924012642e-08,3.918075321962533e-07
1976,4.2280099421532213e-08,3.959474099701765e-07
1977,3.6436048844734614e-08,3.855168984046031e-07
1978,3.029701645118621e-08,4.188116804471065e-07
1979,6.14457178471639e-08,4.359720264801581e-07
1980,4.832378053265529e-08,3.996661064320506e-07
1981,4.617651327976091e-08,3.523331031374255e-07
1982,4.96600165433847e-08,4.245931677360204e-07
1983,3.031351525351056e-08,3.189234689671139e-07
1984,5.567048333432467e-08,3.601184346280206e-07
1985,4.4515129360434e-08,3.0619190738434554e-07
1986,3.956360572487938e-08,2.8114138217461004e-07
1987,5.438626970999394e-08,2.9148597491257533e-07
1988,3.657897806874644e-08,3.070235550239886e-07
1989,4.50026007570159e-08,2.9965147518851154e-07
1990,4.195461400513523e-08,2.8441957056202227e-07
1991,3.751337729340776e-08,3.0772693548897223e-07
1992,5.234446831536843e-08,3.030469315490336e-07
1993,4.2097976660215863e-08,2.9468583306879736e-07
1994,5.802419167366679e-08,2.848460383120255e-07
1995,4.554858534788764e-08,2.835941756984539e-07
1996,3.683283722466513e-08,2.8718935141114343e-07
1997,4.6510475470995516e-08,2.6563714072835864e-07
1998,3.814503202193009e-08,2.527108620142826e-07
1999,4.5702012840820316e-08,2.8472354074438044e-07
2000,3.49024489310068e-08,2.3150485617406957e-07
2001,4.162151157061089e-08,2.909124532379792e-07
2002,4.950780407853017e-08,2.3439534402314166e-07
2003,3.9169076870848585e-08,2.5459900143687264e-07
2004,3.744072429867629e-08,2.3169201313066878e-07
2005,3.963299732845371e-08,2.1843185038505908e-07
2006,4.570857825569874e-08,2.3430793305578845e-07
2007,4.393927355295091e-08,2.6723068913270254e-07
2008,3.7039725953036395e-08,2.1542645356475987e-07
2009,3.7191902890754136e-08,2.1504548897155473e-07
2010,2.9759895880943077e-08,1.9462027012195904e-07
2011,3.6710130046913036e-08,1.6672517233473627e-07
2012,3.9148904562580356e-08,2.1821260531851294e-07
2013,3.095928846619245e-08,2.482321406205301e-07
2014,4.0060736949953935e-08,3.0142996365611907e-07
2015,2.792885034352821e-08,3.5443039791971387e-07
2016,3.396997527715939e-08,4.09296802672543e-07
2017,2.3395186232733067e-08,1.7282249586969556e-07
2018,3.407535942301365e-08,2.5969555395022326e-07
2019,2.448948244193616e-08,2.7754745701713546e-07
