year,voulait_VERB écrire_VERB,voulait_VERB décrire_VERB
1840,7.325142092895476e-08,2.8663599493938818e-08
1841,6.420548714913821e-08,1.0914932957462042e-08
1842,7.379091471193533e-08,1.0062397137744483e-08
1843,5.198081609592009e-08,1.5357969118667825e-08
1844,8.452384037127558e-08,3.1833653935109396e-08
1845,7.92392356174787e-08,2.622707206967334e-08
1846,5.093416177714971e-08,2.86870562860031e-08
1847,7.065123242000482e-08,2.9662729161827883e-08
1848,2.976732105253177e-08,1.930853166243196e-08
1849,3.6869426622843093e-08,3.016589289472904e-08
1850,5.4311968256115506e-08,1.3577992064028876e-08
1851,8.513259075471069e-08,1.3543821175687754e-08
1852,6.836072685700856e-08,2.7344290387532055e-08
1853,8.181546462537881e-08,8.957897534855874e-09
1854,7.170017113367066e-08,2.7537021551893304e-08
1855,1.0985360177073744e-07,1.5920811335945473e-08
1856,7.196292983735475e-08,4.141751386299575e-09
1857,1.0934580529919913e-07,1.513267733344037e-08
1858,8.466059853162733e-08,2.0553439838977283e-08
1859,8.300242626546606e-08,1.5276519604867644e-08
1860,9.154367575092692e-08,1.2358396972445007e-08
1861,9.243289156302126e-08,1.131831339762357e-08
1862,6.641440108978713e-08,4.9697850279528666e-09
1863,7.591823703023692e-08,4.994620717013731e-09
1864,7.959248193856183e-08,1.2945765348604255e-08
1865,9.131277778351432e-08,2.3063536858103362e-08
1866,8.271541673821048e-08,1.9949013108089275e-08
1867,8.152723296461772e-08,2.135237053835226e-08
1868,6.81702587712607e-08,1.2349684830326169e-08
1869,9.620532637200085e-08,3.076617005604021e-08
1870,7.282241654138488e-08,1.6055336615750093e-08
1871,6.797553453452565e-08,4.248470908407853e-09
1872,9.071008832961525e-08,2.4189358072135292e-08
1873,6.883905001586754e-08,5.9860045809045914e-09
1874,8.244960270076263e-08,1.0156835372754358e-08
1875,8.696721209844327e-08,2.1741803024610817e-08
1876,7.920279188056156e-08,2.9625471853478302e-08
1877,8.287653230354408e-08,1.9791411176584006e-08
1878,9.36058768274961e-08,2.3552445327368332e-08
1879,6.659164597522249e-08,2.1993571408529533e-08
1880,1.0332732358619978e-07,1.8611753915820373e-08
1881,9.412885049187025e-08,4.183504653809678e-09
1882,1.1580370085084724e-07,1.3310770263785798e-08
1883,9.542201695467156e-08,1.1374810426900694e-08
1884,1.0628732383111128e-07,2.772712726084592e-08
1885,7.541393642895855e-08,5.156508553483263e-09
1886,8.389503136640997e-08,9.680196200179125e-09
1887,8.55289101764356e-08,8.48760173255414e-09
1888,7.798956147553326e-08,1.775372027168487e-08
1889,8.771191772893872e-08,1.3783300722991498e-08
1890,7.406456603575862e-08,2.6217545912032847e-09
1891,7.01164211136529e-08,1.4023283867459213e-08
1892,1.0907211844823905e-07,1.4417578242387208e-08
1893,6.589505829879272e-08,5.542574843531156e-09
1894,7.624862519151065e-08,1.7014155417882648e-08
1895,8.907549187142649e-08,1.8657704714541978e-08
1896,8.904513748575482e-08,1.0024948871034667e-08
1897,9.089673369544471e-08,1.631479840114025e-08
1898,8.544115814856923e-08,1.4145887128336199e-08
1899,8.512471083577111e-08,8.291367592505594e-09
1900,7.838490034828283e-08,1.86877908703309e-08
1901,7.656572620362567e-08,2.51493244007861e-08
1902,6.923499995536986e-08,2.7006560543441083e-08
1903,9.28837877722799e-08,8.640352433531007e-09
1904,1.1232966556917745e-07,1.0749250378694342e-08
1905,1.1560100432461695e-07,6.708986699521802e-09
1906,9.979717674468702e-08,1.0802787109298606e-08
1907,8.588548183752209e-08,1.902852098112362e-08
1908,1.0805055694618204e-07,2.504808449543816e-08
1909,7.646367095048845e-08,1.3752458727367411e-08
1910,9.726354477379573e-08,1.3894791983659616e-08
1911,9.949099677442064e-08,1.3832972989291648e-08
1912,9.63742934345646e-08,7.293189607793238e-09
1913,8.962052788774599e-08,9.545381374209683e-09
1914,8.10305991194582e-08,4.68772043404897e-09
1915,1.0720493293092659e-07,1.4136913861761968e-08
1916,5.7134801778602196e-08,1.2086208478478966e-08
1917,1.030843890248434e-07,2.1932848870420685e-09
1918,9.533692235663693e-08,2.2972752589112133e-09
1919,7.550436009751138e-08,4.603924352863942e-09
1920,9.616734075734712e-08,7.572231730534895e-09
1921,8.330022183145047e-08,2.8019165654313838e-08
1922,1.1214461892450345e-07,9.591316185719734e-09
1923,1.1889861895042486e-07,1.6985516992917837e-08
1924,9.926550603722717e-08,2.0626599095407983e-08
1925,1.0888196300129493e-07,2.969508017258704e-08
1926,1.270659737429014e-07,1.0031524944054127e-08
1927,1.170668610939174e-07,1.1149224654616319e-08
1928,1.028343703524115e-07,1.3711249025050165e-08
1929,1.1808830890913669e-07,1.7824650200282122e-08
1930,8.612954616182833e-08,1.470504518152893e-08
1931,8.55401722787974e-08,1.3686427990933225e-08
1932,8.219652158913959e-08,8.767629289252454e-09
1933,8.144170493551428e-08,4.588264879146209e-09
1934,9.824896096688462e-08,7.188948103475923e-09
1935,8.856530087086867e-08,1.0771455727365264e-08
1936,8.851041854995856e-08,1.8187071404440758e-08
1937,6.925115059175369e-08,1.0072894518486919e-08
1938,8.297737252860315e-08,9.075650453382877e-09
1939,9.329370698196726e-08,1.988226472349197e-08
1940,8.875240098404902e-08,1.0143131667916805e-08
1941,1.0920559390115159e-07,5.9030051957620344e-09
1942,7.888950648293758e-08,1.517105907566929e-08
1943,1.1032293656398906e-07,0.0
1944,1.5101974781828176e-07,1.2852744646352221e-08
1945,9.585417615198821e-08,2.3963544037997053e-08
1946,7.79581839083221e-08,1.2528993842408909e-08
1947,1.1086410012239867e-07,3.457052599742383e-08
1948,1.0110855441780586e-07,1.7395020535104777e-08
1949,1.0013348372694963e-07,1.3743811422273211e-08
1950,7.12569203642488e-08,1.701657836861159e-08
1951,1.0021717855579482e-07,1.8124383771578323e-08
1952,1.1599284022167922e-07,1.4762725264461096e-08
1953,6.464296120611834e-08,8.619061908632375e-09
1954,1.2411121019795246e-07,1.3681550115052232e-08
1955,8.165478959654138e-08,1.595553378308523e-08
1956,1.063979269133597e-07,1.3081712602058815e-08
1957,1.0867096023048362e-07,1.6786572132332367e-08
1958,9.016745394774262e-08,9.926692356998501e-09
1959,8.758345160231329e-08,3.8753737996444215e-09
1960,9.273916390384329e-08,1.5225833038812198e-08
1961,7.22608533010316e-08,1.737039845295385e-08
1962,8.181123689610104e-08,2.029426049432459e-08
1963,1.0604327371765976e-07,1.0992290633282664e-08
1964,1.125534154766683e-07,2.6769461314302134e-08
1965,9.302473813477263e-08,8.20806533852192e-09
1966,1.0635023528493548e-07,1.4401594583546284e-08
1967,9.811368073542326e-08,1.0846738618397467e-08
1968,1.0285342000315723e-07,2.4702787371211343e-08
1969,8.629339731669461e-08,2.361714024345929e-08
1970,7.174011074084774e-08,1.977451802304131e-08
1971,7.913131838677145e-08,2.003974941544584e-08
1972,6.66919106606656e-08,1.7442499000708267e-08
1973,7.222296716236087e-08,1.1026407342740185e-08
1974,7.538265833773039e-08,1.518904291231138e-08
1975,1.056623801787282e-07,1.0851811893530794e-08
1976,7.541855495674099e-08,1.199840671262109e-08
1977,6.64076367229427e-08,1.645498848290572e-08
1978,9.207916917830516e-08,2.0792070287711795e-08
1979,8.309802268513522e-08,2.0481905949054635e-08
1980,9.494201691495618e-08,2.21720881654619e-08
1981,8.349725533207675e-08,1.644642821929665e-08
1982,8.81465354041211e-08,1.738100685599875e-08
1983,8.399370443612497e-08,8.209910973278056e-09
1984,6.78483971228161e-08,1.3917620833581168e-08
1985,6.917891681723631e-08,1.4437339324047116e-08
1986,1.0430404984163033e-07,1.498621315931814e-08
1987,6.966331511648605e-08,1.2221633483022742e-08
1988,7.615623331957977e-08,1.5591039570495013e-08
1989,8.835876741386528e-08,1.9757239400064464e-08
1990,9.535138900673701e-08,1.5256222951620657e-08
1991,8.440510157470271e-08,1.582595565707834e-08
1992,6.77723122066709e-08,1.4325855168806356e-08
1993,8.918124194678967e-08,7.754890063438324e-09
1994,9.23112182249497e-08,1.160483886764041e-08
1995,6.723838907873869e-08,1.7351842629409475e-08
1996,9.128137890002108e-08,2.5089033073300016e-08
1997,7.096443965792787e-08,1.5343662340683295e-08
1998,9.202489081872045e-08,1.3350762273489636e-08
1999,8.043554089454119e-08,1.5081663917726473e-08
2000,8.305899257265992e-08,1.4137700787841823e-08
2001,9.375793297294877e-08,1.445799924226776e-08
2002,8.850067700905129e-08,1.0076809608960957e-08
2003,8.417184460540739e-08,1.4167538253673229e-08
2004,8.104815663045883e-08,1.7178685141061578e-08
2005,8.692236974638945e-08,1.5312748402607212e-08
2006,9.26525203226447e-08,1.6883348052942893e-08
2007,9.98619853476157e-08,1.3980677948666198e-08
2008,8.983197830048084e-08,1.2772319202269955e-08
2009,9.488702801263571e-08,1.43045770784056e-08
2010,9.919965293647692e-08,1.2754241218715379e-08
2011,8.718656374639977e-08,1.0707121411712706e-08
2012,9.497865249841198e-08,1.1574459612972987e-08
2013,1.0933370475640913e-07,1.1714325509615264e-08
2014,1.2213111233450036e-07,2.685152011849823e-08
2015,1.0373572933985997e-07,8.644644111654998e-09
2016,1.1806638156031113e-07,1.491364898242864e-08
2017,1.0414630935429159e-07,1.0314006537726073e-08
2018,1.2494298573528795e-07,1.290733386838383e-08
2019,1.1581484216094395e-07,2.627517403652746e-08
