year,profond_ADJ dépit_NOUN
1906,1.3374879870298173e-08
1907,7.199980611716228e-09
1908,4.4202499438483756e-09
1909,2.0903737407707013e-08
1910,1.60324518105881e-08
1911,1.3832972989291648e-08
1912,6.251305251225858e-09
1913,1.590896836489719e-08
1914,1.0045115850232378e-08
1915,3.534228465440492e-09
1916,2.197492321442951e-08
1917,1.4256351654751143e-08
1918,4.2499593178035866e-08
1919,1.749491218561161e-08
1920,1.514446346106979e-09
1921,2.120369302360814e-08
1922,1.3280283539529592e-08
1923,6.369568872344189e-09
1924,9.02413699321869e-09
1925,1.3197813508725176e-08
1926,2.229227646921572e-08
1927,1.5608915049369898e-08
1928,6.8556245125250825e-09
1929,2.2280812750352652e-09
1930,9.453243521306831e-09
1931,2.2810713318222042e-09
1932,6.575722188983946e-09
1933,4.588264879146209e-09
1934,5.990790086229936e-09
1935,2.393656828303392e-09
1936,1.576212937948185e-08
1937,3.777335333410292e-09
1938,6.482607339819424e-09
1939,1.5294050470515685e-09
1940,2.5357829169792012e-09
1941,5.9030051957620344e-09
1942,3.034211770724937e-09
1943,2.9032352077962287e-09
1944,0.0
1945,6.535512131478072e-09
1946,5.568441707737293e-09
1947,9.536696765621855e-09
1948,2.174377566888097e-09
1949,2.945102384188658e-09
1950,5.317680518146517e-09
1951,5.330700769690111e-09
1952,3.1634410646574906e-09
1953,6.464296653518886e-09
1954,8.795282724349818e-09
1955,2.815682353940474e-09
1956,6.976913269340912e-09
1957,1.3252556385623393e-08
1958,4.1361216673863055e-09
1959,4.650448914844674e-09
1960,1.1073333361366622e-08
1961,4.16889545107324e-09
1962,7.610347907416326e-09
1963,4.526237162849611e-09
1964,1.8251904432275978e-09
1965,1.6416130677043839e-09
1966,6.6468897053084675e-09
1967,6.409436092980059e-09
1968,6.287982134978165e-09
1969,9.083515273289322e-09
1970,9.197449912790034e-09
1971,3.083038491169532e-09
1972,1.0773308467548759e-08
1973,5.513203671370093e-09
1974,7.875800456247362e-09
1975,3.4268881066168433e-09
1976,5.142174241967723e-09
1977,3.526069214387917e-09
1978,3.5643548113029055e-09
1979,6.437170796402825e-09
1980,9.096241093686785e-09
1981,5.060439622894819e-09
1982,4.966001831974154e-09
1983,8.841442245000053e-09
1984,4.059305780401701e-09
1985,6.617113967877231e-09
1986,5.395036861699509e-09
1987,3.0554083707556856e-09
1988,5.99655392008458e-09
1989,1.3720305780395847e-08
1990,4.90378582185258e-09
1991,7.6199047072123e-09
1992,7.162927584403178e-09
1993,6.093128224193833e-09
1994,8.439882570598911e-09
1995,9.760411145975922e-09
1996,4.804283193493575e-09
1997,9.110299181713799e-09
1998,6.198567881199324e-09
1999,5.484241505371301e-09
2000,3.092622158362701e-09
2001,1.2267393323384113e-08
2002,7.886198361006791e-09
2003,5.416999737661854e-09
2004,5.726228824443069e-09
2005,3.602999676388663e-09
2006,7.000412693969338e-09
2007,1.1184542181297275e-08
2008,6.811903485726134e-09
2009,1.1443662017995848e-08
2010,7.085689368580006e-09
2011,9.55992973672437e-09
2012,1.2936160587173617e-08
2013,9.204113027294625e-09
2014,8.012147389990787e-09
2015,1.0196246513771712e-08
2016,1.5949318310504168e-08
2017,1.1571811953103861e-08
2018,1.9102854409425163e-08
2019,1.0714148679369373e-08
